phi         	LBV         
7.999570E-01	1.801590E+01
8.499540E-01	2.002070E+01
8.999610E-01	2.163040E+01
9.500170E-01	2.268800E+01
1.000000E+00	2.319030E+01
1.050060E+00	2.309980E+01
1.100060E+00	2.234750E+01
1.149980E+00	2.093150E+01
1.200000E+00	1.876850E+01
1.249960E+00	1.598080E+01
1.299980E+00	1.282150E+01
