phi         	LBV         
6.999840E-01	1.546180E+01
7.499870E-01	1.880380E+01
8.000630E-01	2.190310E+01
8.499870E-01	2.461230E+01
8.999420E-01	2.687710E+01
9.499840E-01	2.857840E+01
1.000050E+00	2.966170E+01
1.049980E+00	3.002780E+01
1.099960E+00	2.960460E+01
1.149990E+00	2.830140E+01
1.199960E+00	2.607800E+01
1.249960E+00	2.291580E+01
1.299990E+00	1.921580E+01
1.350040E+00	1.545160E+01
1.400020E+00	1.200930E+01
