T[K]        	1000/T[1/K]  	IDT[ms]     
1.500000E+03	6.666670E-01	2.839810E+00
1.525000E+03	6.557380E-01	2.188700E+00
1.550000E+03	6.451610E-01	1.684260E+00
1.575000E+03	6.349210E-01	1.308810E+00
1.600000E+03	6.250000E-01	1.019300E+00
1.625000E+03	6.153850E-01	7.998470E-01
1.650000E+03	6.060610E-01	6.296820E-01
1.675000E+03	5.970150E-01	4.981930E-01
1.700000E+03	5.882350E-01	3.963210E-01
1.725000E+03	5.797100E-01	3.186670E-01
1.750000E+03	5.714290E-01	2.559110E-01
1.775000E+03	5.633800E-01	2.083450E-01
1.800000E+03	5.555560E-01	1.683510E-01
1.825000E+03	5.479450E-01	1.374590E-01
1.850000E+03	5.405410E-01	1.140590E-01
1.875000E+03	5.333330E-01	9.481000E-02
1.900000E+03	5.263160E-01	7.850870E-02
1.925000E+03	5.194810E-01	6.573320E-02
1.950000E+03	5.128210E-01	5.565420E-02
1.975000E+03	5.063290E-01	4.699900E-02
2.000000E+03	5.000000E-01	4.061810E-02
2.025000E+03	4.938270E-01	3.496740E-02
2.050000E+03	4.878050E-01	3.118120E-02
2.075000E+03	4.819280E-01	2.592700E-02
2.100000E+03	4.761900E-01	2.270400E-02
2.125000E+03	4.705880E-01	2.027630E-02
2.150000E+03	4.651160E-01	1.732560E-02
2.175000E+03	4.597700E-01	1.525860E-02
2.200000E+03	4.545450E-01	1.383140E-02
2.225000E+03	4.494380E-01	1.237820E-02
2.250000E+03	4.444440E-01	1.134030E-02
