2.891500E+02	1.953114E-10
3.444735E+02	1.789416E-10
3.997969E+02	1.661000E-10
4.551204E+02	1.556776E-10
5.104439E+02	1.469993E-10
5.657673E+02	1.396273E-10
6.210908E+02	1.332636E-10
6.764143E+02	1.276976E-10
7.317378E+02	1.227754E-10
7.870612E+02	1.183818E-10
8.423847E+02	1.144284E-10
8.977082E+02	1.108464E-10
9.530316E+02	1.075810E-10
1.008355E+03	1.045882E-10
1.063679E+03	1.018319E-10
1.119002E+03	9.928275E-11
1.174326E+03	9.691589E-11
1.229649E+03	9.471062E-11
1.284972E+03	9.264934E-11
1.340296E+03	9.071705E-11
1.395619E+03	8.890082E-11
1.450943E+03	8.718948E-11
1.506266E+03	8.557332E-11
1.561590E+03	8.404382E-11
1.616913E+03	8.259350E-11
1.672237E+03	8.121577E-11
1.727560E+03	7.990476E-11
1.782884E+03	7.865525E-11
1.838207E+03	7.746259E-11
1.893531E+03	7.632259E-11
1.948854E+03	7.523148E-11
2.004178E+03	7.418586E-11
2.059501E+03	7.318267E-11
2.114824E+03	7.221910E-11
2.170148E+03	7.129262E-11
2.225471E+03	7.040090E-11
2.280795E+03	6.954183E-11
2.336118E+03	6.871346E-11
2.391442E+03	6.791400E-11
2.446765E+03	6.714182E-11
2.502089E+03	6.639538E-11
2.557412E+03	6.567331E-11
2.612736E+03	6.497428E-11
2.668059E+03	6.429712E-11
2.723383E+03	6.364069E-11
2.778706E+03	6.300397E-11
2.834030E+03	6.238599E-11
2.889353E+03	6.178584E-11
2.944677E+03	6.120268E-11
3.000000E+03	6.063573E-11
