T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	4.711080E+02
1.025000E+03	9.756100E-01	2.487470E+02
1.050000E+03	9.523810E-01	1.212680E+02
1.075000E+03	9.302330E-01	5.231820E+01
1.100000E+03	9.090910E-01	1.907890E+01
1.125000E+03	8.888890E-01	6.803610E+00
1.150000E+03	8.695650E-01	3.019880E+00
1.175000E+03	8.510640E-01	1.766240E+00
1.200000E+03	8.333330E-01	1.210200E+00
1.225000E+03	8.163270E-01	8.733470E-01
1.250000E+03	8.000000E-01	6.407760E-01
1.275000E+03	7.843140E-01	5.007690E-01
1.300000E+03	7.692310E-01	3.813060E-01
1.325000E+03	7.547170E-01	3.082850E-01
1.350000E+03	7.407410E-01	2.509130E-01
1.375000E+03	7.272730E-01	2.110340E-01
1.400000E+03	7.142860E-01	1.682000E-01
1.425000E+03	7.017540E-01	1.422130E-01
1.450000E+03	6.896550E-01	1.256610E-01
1.475000E+03	6.779660E-01	1.010950E-01
1.500000E+03	6.666670E-01	9.243660E-02
1.525000E+03	6.557380E-01	8.456920E-02
1.550000E+03	6.451610E-01	6.671940E-02
1.575000E+03	6.349210E-01	6.751050E-02
1.600000E+03	6.250000E-01	5.375050E-02
1.625000E+03	6.153850E-01	5.111030E-02
1.650000E+03	6.060610E-01	4.443510E-02
1.675000E+03	5.970150E-01	4.351310E-02
1.700000E+03	5.882350E-01	3.445530E-02
1.725000E+03	5.797100E-01	3.210570E-02
1.750000E+03	5.714290E-01	2.854500E-02
1.775000E+03	5.633800E-01	2.917190E-02
1.800000E+03	5.555560E-01	2.761130E-02
1.825000E+03	5.479450E-01	2.452620E-02
1.850000E+03	5.405410E-01	2.427640E-02
1.875000E+03	5.333330E-01	2.328770E-02
1.900000E+03	5.263160E-01	2.085560E-02
1.925000E+03	5.194810E-01	1.943350E-02
1.950000E+03	5.128210E-01	1.894770E-02
1.975000E+03	5.063290E-01	1.752060E-02
2.000000E+03	5.000000E-01	1.737620E-02
