phi         	LBV         
7.000100E-01	1.626060E+01
7.499740E-01	1.975700E+01
8.000210E-01	2.303720E+01
8.500390E-01	2.593010E+01
8.999740E-01	2.835580E+01
9.500130E-01	3.021590E+01
1.000000E+00	3.144360E+01
1.050030E+00	3.191380E+01
1.099940E+00	3.157780E+01
1.150030E+00	3.031780E+01
1.200040E+00	2.805180E+01
1.250070E+00	2.482510E+01
1.299990E+00	2.099690E+01
1.349940E+00	1.704550E+01
1.399960E+00	1.337860E+01
