         time	         Dpar	   rf_plus_rp	         rfrp	  rf_minus_rp
 5.000686E-04	 1.250000E-04	 7.282680E+02	 7.272680E+02	 7.262680E+02
 1.000469E-03	 1.250000E-04	 7.883154E+02	 7.873154E+02	 7.863154E+02
 1.500869E-03	 1.250000E-04	 7.841987E+02	 7.831987E+02	 7.821987E+02
 2.000369E-03	 1.250000E-04	 7.162634E+02	 7.152634E+02	 7.142634E+02
 2.500769E-03	 1.250000E-04	 7.126470E+02	 7.116470E+02	 7.106470E+02
 3.000269E-03	 1.250000E-04	 7.062531E+02	 7.052531E+02	 7.042531E+02
 3.500669E-03	 1.250000E-04	 7.126470E+02	 7.116470E+02	 7.106470E+02
 4.000169E-03	 1.250000E-04	 7.063210E+02	 7.053210E+02	 7.043210E+02
 4.500569E-03	 1.250000E-04	 6.882978E+02	 6.872978E+02	 6.862978E+02
 5.000069E-03	 1.250000E-04	 6.803870E+02	 6.793870E+02	 6.783870E+02
 5.500469E-03	 1.250000E-04	 6.744336E+02	 6.734336E+02	 6.724336E+02
 6.000869E-03	 1.250000E-04	 6.683434E+02	 6.673434E+02	 6.663434E+02
 6.500369E-03	 1.250000E-04	 6.603536E+02	 6.593536E+02	 6.583536E+02
 7.000769E-03	 1.250000E-04	 6.543613E+02	 6.533613E+02	 6.523613E+02
 7.500269E-03	 1.250000E-04	 7.920401E+00	 6.920401E+00	 5.920401E+00
 8.000669E-03	 1.250000E-04	 6.993243E+00	 5.993243E+00	 4.993243E+00
 8.500169E-03	 1.250000E-04	 5.893463E+00	 4.893463E+00	 3.893463E+00
 9.000569E-03	 1.250000E-04	 4.460201E+00	 3.460201E+00	 2.460201E+00
 9.500069E-03	 1.250000E-04	 2.997748E+00	 1.997748E+00	 9.977477E-01
 1.000047E-02	 1.250000E-04	 2.997748E+00	 1.997748E+00	 9.977477E-01
 1.050087E-02	 1.250000E-04	 3.825242E+00	 2.825242E+00	 1.825242E+00
 1.100037E-02	 1.250000E-04	 5.893463E+00	 4.893463E+00	 3.893463E+00
 1.150077E-02	 1.250000E-04	 5.893463E+00	 4.893463E+00	 3.893463E+00
 1.200027E-02	 1.250000E-04	 6.650484E+00	 5.650484E+00	 4.650484E+00
 1.250067E-02	 1.250000E-04	 8.990991E+00	 7.990991E+00	 6.990991E+00
 1.300017E-02	 1.250000E-04	 6.650484E+00	 5.650484E+00	 4.650484E+00
 1.350057E-02	 1.250000E-04	 6.993243E+00	 5.993243E+00	 4.993243E+00
 1.400007E-02	 1.250000E-04	 6.650484E+00	 5.650484E+00	 4.650484E+00
 1.450047E-02	 1.250000E-04	 6.993243E+00	 5.993243E+00	 4.993243E+00
 1.500087E-02	 1.250000E-04	 6.993243E+00	 5.993243E+00	 4.993243E+00
