         time	   rf_plus_rp	         rfrp	  rf_minus_rp
 1.028634E-03	 7.363666E+02	 7.353666E+02	 7.343666E+02
 2.005196E-03	 7.782394E+02	 7.772394E+02	 7.762394E+02
 3.020821E-03	 7.685122E+02	 7.675122E+02	 7.665122E+02
 4.036446E-03	 7.583572E+02	 7.573572E+02	 7.563572E+02
 5.013008E-03	 6.689801E+02	 6.679801E+02	 6.669801E+02
 6.028633E-03	 6.787667E+02	 6.777667E+02	 6.767667E+02
 7.005196E-03	 1.588221E+02	 1.578221E+02	 1.568221E+02
 8.020821E-03	 6.993243E+00	 5.993243E+00	 4.993243E+00
 9.005116E-03	 4.460201E+00	 3.460201E+00	 2.460201E+00
 1.000209E-02	 4.460201E+00	 3.460201E+00	 2.460201E+00
 1.100522E-02	 6.993243E+00	 5.993243E+00	 4.993243E+00
 1.200540E-02	 7.920401E+00	 6.920401E+00	 5.920401E+00
 1.300005E-02	 8.474888E+00	 7.474888E+00	 6.474888E+00
 1.400087E-02	 9.707981E+00	 8.707981E+00	 7.707981E+00
 1.500010E-02	 9.236925E+00	 8.236925E+00	 7.236925E+00
 1.600422E-02	 8.474888E+00	 7.474888E+00	 6.474888E+00
 1.700919E-02	 7.920401E+00	 6.920401E+00	 5.920401E+00
 1.800573E-02	 7.920401E+00	 6.920401E+00	 5.920401E+00
 1.900743E-02	 6.993243E+00	 5.993243E+00	 4.993243E+00
 2.000512E-02	 6.993243E+00	 5.993243E+00	 4.993243E+00
 2.100314E-02	 6.993243E+00	 5.993243E+00	 4.993243E+00
 2.200719E-02	 6.993243E+00	 5.993243E+00	 4.993243E+00
 2.300039E-02	 5.467100E+00	 4.467100E+00	 3.467100E+00
 2.400410E-02	 1.000000E+00	 0.000000E+00	 0.000000E+00
 2.502870E-02	 2.997748E+00	 1.997748E+00	 9.977477E-01
 2.600870E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.700049E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.803722E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.900036E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.000491E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.101119E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.201868E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.302491E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.402704E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.502314E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.600579E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.701420E-02	 2.997748E+00	 1.997748E+00	 -1.000000E+00
 3.800420E-02	 2.997748E+00	 1.997748E+00	 -1.000000E+00
 3.900420E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.000420E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.100420E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.200420E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
