Starting 03_N2_O2_Diffusion ...
Wed Sep  1 13:31:17 CEST 2021
FlameMaster written by Heinz Pitsch

version                  4.2.1
executed command         './FlameMaster -i 03_N2_O2_Diffusion.input'
git sha1                 a4ee66ef01db6513f927c65c2dd6b33bc0b8f9a0
operating system         Linux, version 3.10.0-1160.36.2.el7.x86_64
target architechture     x86_64
c++ compiler             Intel, version 19.0.0.20181018
c   compiler             Intel, version 19.0.0.20181018

use mechanism file './../Mechanisms/GRI3/gri.30.pre'
outpath is './Outputs/'
initial pressure is 1.01325 bar
use multi geometry species transport model
model has 77 species
        7 spherical
       20 linear
       50 non-linear
    -----
       77 / 77 geometry parameters expected
initial pressure is 1.01325 bar
write output to 'stderr'

Use DASSL solver

Coal solid species COALSOLIDCOAL1 found.
Coal solid species COALSOLIDGCOAL1 found.
Coal solid species COALSOLIDGCH2 found.
Coal solid species COALSOLIDCHAR found.
Coal solid species COALSOLIDCHARH found.
Coal solid species COALSOLIDTAR1 found.
Coal solid species COALSOLIDCOAL2 found.
Coal solid species COALSOLIDGBTX2 found.
Coal solid species COALSOLIDGCH4 found.
Coal solid species COALSOLIDGCOH2 found.
Coal solid species COALSOLIDGCO2S found.
Coal solid species COALSOLIDGH2O found.
Coal solid species COALSOLIDGCOL found.
Coal solid species COALSOLIDTAR2 found.
Coal solid species COALSOLIDGCO2TS found.
Coal solid species COALSOLIDCOAL3 found.
Coal solid species COALSOLIDGCOAL3 found.
Coal solid species COALSOLIDTAR3 found.
Coal solid species COALSOLIDGCO2 found.
Coal solid species COALSOLIDCHARG found.

Species N2 specified on the left boundary!
interpolate initial solution from boundary conditions
Initial time step is 1e-10 s
gp: 0, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 1, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 2, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 3, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 4, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 5, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 6, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 7, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 8, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 9, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 10, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 11, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 12, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 13, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 14, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 15, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 16, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 17, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 18, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 19, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 20, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 21, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 22, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 23, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 24, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 25, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 26, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 27, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 28, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 29, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 30, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 31, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 32, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 33, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 34, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 35, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 36, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 37, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 38, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 39, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 40, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 41, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 42, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 43, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 44, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 45, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 46, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 47, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 48, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 49, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 50, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 51, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 52, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 53, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 54, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 55, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 56, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 57, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 58, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 59, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 60, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 61, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 62, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 63, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 64, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 65, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 66, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 67, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
gp: 68, Temp: 300.000000, Pressure: 101325.000000, MixMolarMass: 29.878041
