T[K]        	1000/T[1/K]  	IDT[ms]     
1.425000E+03	7.017540E-01	4.708460E+00
1.450000E+03	6.896550E-01	3.577550E+00
1.475000E+03	6.779660E-01	2.730590E+00
1.500000E+03	6.666670E-01	2.100130E+00
1.525000E+03	6.557380E-01	1.624520E+00
1.550000E+03	6.451610E-01	1.273330E+00
1.575000E+03	6.349210E-01	9.968450E-01
1.600000E+03	6.250000E-01	7.896360E-01
1.625000E+03	6.153850E-01	6.287640E-01
1.650000E+03	6.060610E-01	5.080160E-01
1.675000E+03	5.970150E-01	4.117740E-01
1.700000E+03	5.882350E-01	3.376460E-01
1.725000E+03	5.797100E-01	2.820400E-01
1.750000E+03	5.714290E-01	2.301920E-01
1.775000E+03	5.633800E-01	1.940290E-01
1.800000E+03	5.555560E-01	1.641040E-01
1.825000E+03	5.479450E-01	1.371360E-01
1.850000E+03	5.405410E-01	1.174510E-01
1.875000E+03	5.333330E-01	1.025030E-01
1.900000E+03	5.263160E-01	8.927210E-02
1.925000E+03	5.194810E-01	7.530320E-02
1.950000E+03	5.128210E-01	6.715970E-02
1.975000E+03	5.063290E-01	5.737180E-02
2.000000E+03	5.000000E-01	5.011980E-02
