time	tmin_flame	tmid_flame	tmax_flame
5.000686E-04	0.000000E+00	0.000000E+00	0.000000E+00
6.357470E-04	0.000000E+00	0.000000E+00	0.000000E+00
7.714254E-04	0.000000E+00	0.000000E+00	0.000000E+00
9.071038E-04	0.000000E+00	0.000000E+00	0.000000E+00
1.042782E-03	0.000000E+00	0.000000E+00	0.000000E+00
1.178461E-03	0.000000E+00	0.000000E+00	0.000000E+00
1.314139E-03	0.000000E+00	0.000000E+00	0.000000E+00
1.449817E-03	0.000000E+00	0.000000E+00	0.000000E+00
1.585496E-03	0.000000E+00	0.000000E+00	0.000000E+00
1.721174E-03	0.000000E+00	0.000000E+00	0.000000E+00
1.856853E-03	0.000000E+00	0.000000E+00	0.000000E+00
1.992531E-03	0.000000E+00	0.000000E+00	0.000000E+00
2.128209E-03	0.000000E+00	0.000000E+00	0.000000E+00
2.263888E-03	0.000000E+00	0.000000E+00	0.000000E+00
2.399566E-03	0.000000E+00	0.000000E+00	0.000000E+00
2.535245E-03	0.000000E+00	0.000000E+00	0.000000E+00
2.670923E-03	0.000000E+00	0.000000E+00	0.000000E+00
2.806601E-03	0.000000E+00	0.000000E+00	0.000000E+00
2.942280E-03	0.000000E+00	0.000000E+00	0.000000E+00
3.077958E-03	0.000000E+00	0.000000E+00	0.000000E+00
3.213637E-03	0.000000E+00	0.000000E+00	0.000000E+00
3.349315E-03	0.000000E+00	0.000000E+00	0.000000E+00
3.484993E-03	0.000000E+00	0.000000E+00	0.000000E+00
3.620672E-03	0.000000E+00	0.000000E+00	0.000000E+00
3.756350E-03	0.000000E+00	0.000000E+00	0.000000E+00
3.892029E-03	0.000000E+00	0.000000E+00	0.000000E+00
4.027707E-03	0.000000E+00	0.000000E+00	0.000000E+00
4.163385E-03	0.000000E+00	0.000000E+00	0.000000E+00
4.299064E-03	1.774985E+00	2.204168E+00	3.015286E+00
4.434742E-03	1.891364E+00	2.423939E+00	3.383247E+00
4.570421E-03	1.997700E+00	2.627970E+00	3.728302E+00
4.706099E-03	2.094392E+00	2.814314E+00	4.046315E+00
4.841777E-03	2.182034E+00	2.981646E+00	4.334334E+00
4.977456E-03	2.261360E+00	3.129238E+00	4.590557E+00
5.113134E-03	2.333195E+00	3.256921E+00	4.814268E+00
5.248813E-03	2.398412E+00	3.365027E+00	5.005736E+00
5.384491E-03	2.457885E+00	3.454329E+00	5.166110E+00
5.520169E-03	2.512454E+00	3.525974E+00	5.297282E+00
5.655848E-03	2.562900E+00	3.581410E+00	5.401751E+00
5.791526E-03	2.609914E+00	3.622314E+00	5.482481E+00
5.927205E-03	2.654079E+00	3.650520E+00	5.542760E+00
6.062883E-03	2.695860E+00	3.667953E+00	5.586062E+00
6.198561E-03	2.735594E+00	3.676562E+00	5.615920E+00
6.334240E-03	2.773486E+00	3.678262E+00	5.635807E+00
6.469918E-03	2.809610E+00	3.674884E+00	5.649036E+00
6.605597E-03	2.843919E+00	3.668127E+00	5.658665E+00
6.741275E-03	2.876250E+00	3.659520E+00	5.667428E+00
6.876953E-03	2.906336E+00	3.650397E+00	5.677676E+00
7.012632E-03	2.933823E+00	3.641870E+00	5.691333E+00
7.148310E-03	2.958286E+00	3.634818E+00	5.709875E+00
7.283989E-03	2.979247E+00	3.629879E+00	5.734314E+00
7.419667E-03	2.996190E+00	3.627451E+00	5.765207E+00
7.555345E-03	3.008586E+00	3.627698E+00	5.802668E+00
7.691024E-03	3.015904E+00	3.630561E+00	5.846395E+00
7.826702E-03	3.017638E+00	3.635774E+00	5.895712E+00
7.962381E-03	3.013314E+00	3.642890E+00	5.949607E+00
8.098059E-03	3.002514E+00	3.651301E+00	6.006789E+00
8.233737E-03	2.984884E+00	3.660266E+00	6.065738E+00
8.369416E-03	2.960151E+00	3.668938E+00	6.124771E+00
8.505094E-03	2.928127E+00	3.676399E+00	6.182094E+00
8.640773E-03	2.888723E+00	3.681685E+00	6.235866E+00
8.776451E-03	2.841947E+00	3.683816E+00	6.284256E+00
8.912129E-03	2.787916E+00	3.681828E+00	6.325495E+00
9.047808E-03	2.726849E+00	3.674796E+00	6.357930E+00
9.183486E-03	2.659070E+00	3.661861E+00	6.380066E+00
9.319165E-03	2.585003E+00	3.642252E+00	6.390606E+00
9.454843E-03	2.505166E+00	3.615303E+00	6.388486E+00
9.590521E-03	2.420165E+00	3.580474E+00	6.372898E+00
9.726200E-03	2.330685E+00	3.537359E+00	6.343310E+00
9.861878E-03	2.237477E+00	3.485700E+00	6.299478E+00
9.997557E-03	2.141348E+00	3.425388E+00	6.241445E+00
1.013323E-02	2.043150E+00	3.356469E+00	6.169548E+00
1.026891E-02	1.943766E+00	3.279144E+00	6.084396E+00
1.040459E-02	1.844093E+00	3.193761E+00	5.986867E+00
1.054027E-02	1.745031E+00	3.100811E+00	5.878074E+00
1.067595E-02	1.647472E+00	3.000919E+00	5.759348E+00
1.081163E-02	1.552279E+00	2.894829E+00	5.632203E+00
1.094731E-02	1.460281E+00	2.783391E+00	5.498304E+00
1.108298E-02	1.372254E+00	2.667544E+00	5.359428E+00
1.121866E-02	1.288914E+00	2.548301E+00	5.217427E+00
1.135434E-02	1.210907E+00	2.426728E+00	5.074189E+00
1.149002E-02	1.138796E+00	2.303925E+00	4.931599E+00
1.162570E-02	1.073059E+00	2.181008E+00	4.791500E+00
1.176138E-02	1.014078E+00	2.059087E+00	4.655656E+00
1.189705E-02	9.621394E-01	1.939251E+00	4.525717E+00
1.203273E-02	9.174265E-01	1.822546E+00	4.403191E+00
1.216841E-02	8.800221E-01	1.709960E+00	4.289411E+00
1.230409E-02	8.499075E-01	1.602407E+00	4.185512E+00
1.243977E-02	8.269648E-01	1.500715E+00	4.092417E+00
1.257545E-02	8.109809E-01	1.405610E+00	4.010814E+00
1.271112E-02	8.016528E-01	1.317709E+00	3.941153E+00
1.284680E-02	7.985935E-01	1.237511E+00	3.883637E+00
1.298248E-02	8.013410E-01	1.165393E+00	3.838226E+00
1.311816E-02	8.093662E-01	1.101605E+00	3.804638E+00
1.325384E-02	8.220833E-01	1.046269E+00	3.782365E+00
1.338952E-02	8.388606E-01	9.993806E-01	3.770683E+00
1.352519E-02	8.590311E-01	9.608146E-01	3.768674E+00
1.366087E-02	8.819050E-01	9.303277E-01	3.775249E+00
1.379655E-02	9.067808E-01	9.075677E-01	3.789171E+00
1.393223E-02	9.329576E-01	8.920825E-01	3.809089E+00
1.406791E-02	9.597467E-01	8.833311E-01	3.833565E+00
1.420359E-02	9.864827E-01	8.806963E-01	3.861109E+00
1.433927E-02	1.012534E+00	8.834972E-01	3.890210E+00
1.447494E-02	1.037314E+00	8.910045E-01	3.919374E+00
1.461062E-02	1.060288E+00	9.024545E-01	3.947153E+00
1.474630E-02	1.080983E+00	9.170646E-01	3.972176E+00
1.488198E-02	1.098994E+00	9.340483E-01	3.993185E+00
1.501766E-02	1.113989E+00	9.526297E-01	4.009056E+00
1.515334E-02	1.125715E+00	9.720580E-01	4.018827E+00
1.528901E-02	1.133998E+00	9.916209E-01	4.021720E+00
1.542469E-02	1.138746E+00	1.010657E+00	4.017153E+00
1.556037E-02	1.139948E+00	1.028566E+00	4.004759E+00
1.569605E-02	1.137674E+00	1.044819E+00	3.984390E+00
1.583173E-02	1.132069E+00	1.058969E+00	3.956120E+00
1.596741E-02	1.123350E+00	1.070650E+00	3.920247E+00
1.610308E-02	1.111800E+00	1.079590E+00	3.877282E+00
1.623876E-02	1.097762E+00	1.085607E+00	3.827940E+00
1.637444E-02	1.081626E+00	1.088611E+00	3.773124E+00
1.651012E-02	1.063828E+00	1.088605E+00	3.713903E+00
1.664580E-02	1.044832E+00	1.085678E+00	3.651490E+00
1.678148E-02	1.025124E+00	1.080001E+00	3.587209E+00
1.691715E-02	1.005201E+00	1.071821E+00	3.522472E+00
1.705283E-02	9.855562E-01	1.061452E+00	3.458735E+00
1.718851E-02	9.666736E-01	1.049262E+00	3.397475E+00
1.732419E-02	9.490126E-01	1.035667E+00	3.340142E+00
1.745987E-02	9.329997E-01	1.021115E+00	3.288133E+00
1.759555E-02	9.190184E-01	1.006075E+00	3.242749E+00
1.773123E-02	9.074003E-01	9.910240E-01	3.205165E+00
1.786690E-02	8.984173E-01	9.764316E-01	3.176395E+00
1.800258E-02	8.922753E-01	9.627507E-01	3.157266E+00
1.813826E-02	8.891089E-01	9.504022E-01	3.148391E+00
1.827394E-02	8.889779E-01	9.397647E-01	3.150150E+00
1.840962E-02	8.918654E-01	9.311631E-01	3.162670E+00
1.854530E-02	8.976774E-01	9.248602E-01	3.185821E+00
1.868097E-02	9.062448E-01	9.210483E-01	3.219208E+00
1.881665E-02	9.173263E-01	9.198440E-01	3.262173E+00
1.895233E-02	9.306139E-01	9.212838E-01	3.313809E+00
1.908801E-02	9.457393E-01	9.253229E-01	3.372969E+00
1.922369E-02	9.622829E-01	9.318353E-01	3.438294E+00
1.935937E-02	9.797835E-01	9.406167E-01	3.508237E+00
1.949504E-02	9.977494E-01	9.513895E-01	3.581100E+00
1.963072E-02	1.015671E+00	9.638098E-01	3.655076E+00
1.976640E-02	1.033034E+00	9.774772E-01	3.728288E+00
1.990208E-02	1.049332E+00	9.919456E-01	3.798841E+00
2.003776E-02	1.064083E+00	1.006736E+00	3.864873E+00
2.017344E-02	1.076841E+00	1.021350E+00	3.924605E+00
2.030911E-02	1.087209E+00	1.035288E+00	3.976396E+00
2.044479E-02	1.094857E+00	1.048061E+00	4.018794E+00
2.058047E-02	1.099525E+00	1.059210E+00	4.050585E+00
2.071615E-02	1.101040E+00	1.068322E+00	4.070836E+00
2.085183E-02	1.099321E+00	1.075042E+00	4.078938E+00
2.098751E-02	1.094387E+00	1.079091E+00	4.074634E+00
2.112319E-02	1.086357E+00	1.080276E+00	4.058047E+00
2.125886E-02	1.075453E+00	1.078503E+00	4.029691E+00
2.139454E-02	1.061999E+00	1.073781E+00	3.990474E+00
2.153022E-02	1.046411E+00	1.066228E+00	3.941689E+00
2.166590E-02	1.029192E+00	1.056074E+00	3.884994E+00
2.180158E-02	1.010918E+00	1.043654E+00	3.822372E+00
2.193726E-02	9.922232E-01	1.029407E+00	3.756090E+00
2.207293E-02	9.737799E-01	1.013860E+00	3.688631E+00
2.220861E-02	9.562804E-01	9.976137E-01	3.622624E+00
2.234429E-02	9.404111E-01	9.813269E-01	3.560757E+00
2.247997E-02	9.268283E-01	9.656904E-01	3.505687E+00
2.261565E-02	9.161316E-01	9.514024E-01	3.459934E+00
2.275133E-02	9.088372E-01	9.391396E-01	3.425781E+00
2.288700E-02	9.053519E-01	9.295270E-01	3.405164E+00
2.302268E-02	9.059480E-01	9.231060E-01	3.399570E+00
2.315836E-02	9.107421E-01	9.203045E-01	3.409942E+00
2.329404E-02	9.196761E-01	9.214060E-01	3.436593E+00
2.342972E-02	9.325049E-01	9.265246E-01	3.479140E+00
2.356540E-02	9.487889E-01	9.355823E-01	3.536462E+00
2.370107E-02	9.678951E-01	9.482950E-01	3.606679E+00
2.383675E-02	9.890066E-01	9.641633E-01	3.687171E+00
2.397243E-02	1.011142E+00	9.824764E-01	3.774631E+00
2.410811E-02	1.033184E+00	1.002325E+00	3.865164E+00
2.424379E-02	1.053924E+00	1.022628E+00	3.954429E+00
2.437947E-02	1.072108E+00	1.042175E+00	4.037824E+00
2.451515E-02	1.086510E+00	1.059676E+00	4.110728E+00
2.465082E-02	1.095995E+00	1.073835E+00	4.168782E+00
2.478650E-02	1.099610E+00	1.083432E+00	4.208208E+00
2.492218E-02	1.096670E+00	1.087415E+00	4.226158E+00
2.505786E-02	1.086845E+00	1.085011E+00	4.221088E+00
2.519354E-02	1.070256E+00	1.075827E+00	4.193109E+00
2.532922E-02	1.047546E+00	1.059959E+00	4.144327E+00
2.546489E-02	1.019947E+00	1.038092E+00	4.079100E+00
2.560057E-02	9.893096E-01	1.011568E+00	4.004202E+00
2.573625E-02	9.580954E-01	9.824287E-01	3.928805E+00
2.587193E-02	9.293112E-01	9.533975E-01	3.864243E+00
2.600761E-02	9.063666E-01	9.277871E-01	3.823451E+00
2.614329E-02	8.928317E-01	9.093050E-01	3.819992E+00
2.627896E-02	8.920704E-01	9.017192E-01	3.866564E+00
2.641464E-02	9.067114E-01	9.083523E-01	3.972810E+00
2.655032E-02	9.379280E-01	9.313553E-01	4.142312E+00
2.668600E-02	9.844768E-01	9.706943E-01	4.368549E+00
2.682168E-02	1.041448E+00	1.022815E+00	4.629592E+00
2.695736E-02	1.098671E+00	1.078877E+00	4.881314E+00
2.709303E-02	1.138706E+00	1.122492E+00	5.048758E+00
2.722871E-02	1.134350E+00	1.126868E+00	5.015369E+00
2.736439E-02	1.045573E+00	1.051234E+00	4.609704E+00
2.750007E-02	8.157806E-01	8.364138E-01	3.589117E+00
