         time	         Dpar	   rf_plus_rp	         rfrp	  rf_minus_rp
 5.207550E-04	 1.250000E-04	 7.403016E+02	 7.393016E+02	 7.383016E+02
 1.028634E-03	 1.250000E-04	 7.363666E+02	 7.353666E+02	 7.343666E+02
 1.536446E-03	 1.250000E-04	 7.801421E+02	 7.791421E+02	 7.781421E+02
 2.005196E-03	 1.250000E-04	 7.782394E+02	 7.772394E+02	 7.762394E+02
 2.513008E-03	 1.250000E-04	 7.764170E+02	 7.754170E+02	 7.744170E+02
 3.020821E-03	 1.250000E-04	 7.685122E+02	 7.675122E+02	 7.665122E+02
 3.528633E-03	 1.250000E-04	 7.665806E+02	 7.655806E+02	 7.645806E+02
 4.036446E-03	 1.250000E-04	 7.583572E+02	 7.573572E+02	 7.563572E+02
 4.505196E-03	 1.250000E-04	 7.585074E+02	 7.575074E+02	 7.565074E+02
 5.013008E-03	 1.250000E-04	 6.689801E+02	 6.679801E+02	 6.669801E+02
 5.520821E-03	 1.250000E-04	 6.789580E+02	 6.779580E+02	 6.769580E+02
 6.028633E-03	 1.250000E-04	 6.787667E+02	 6.777667E+02	 6.767667E+02
 6.536446E-03	 1.250000E-04	 1.488333E+02	 1.478333E+02	 1.468333E+02
 7.005196E-03	 1.250000E-04	 1.588221E+02	 1.578221E+02	 1.568221E+02
 7.513008E-03	 1.250000E-04	 1.098874E+01	 9.988739E+00	 8.988739E+00
 8.020821E-03	 1.250000E-04	 6.993243E+00	 5.993243E+00	 4.993243E+00
 8.528548E-03	 1.250000E-04	 6.993243E+00	 5.993243E+00	 4.993243E+00
 9.005116E-03	 1.250000E-04	 4.460201E+00	 3.460201E+00	 2.460201E+00
 9.501694E-03	 1.250000E-04	 4.460201E+00	 3.460201E+00	 2.460201E+00
 1.000211E-02	 1.250000E-04	 4.460201E+00	 3.460201E+00	 2.460201E+00
 1.050509E-02	 1.250000E-04	 5.893463E+00	 4.893463E+00	 3.893463E+00
 1.100525E-02	 1.250000E-04	 6.993243E+00	 5.993243E+00	 4.993243E+00
 1.150568E-02	 1.250000E-04	 7.920401E+00	 6.920401E+00	 5.920401E+00
 1.200544E-02	 1.250000E-04	 7.920401E+00	 6.920401E+00	 5.920401E+00
 1.250088E-02	 1.250000E-04	 8.474888E+00	 7.474888E+00	 6.474888E+00
 1.300594E-02	 1.250000E-04	 8.474888E+00	 7.474888E+00	 6.474888E+00
 1.350673E-02	 1.250000E-04	 1.037027E+01	 9.370268E+00	 8.370268E+00
 1.400068E-02	 1.250000E-04	 9.707981E+00	 8.707981E+00	 7.707981E+00
 1.450335E-02	 1.250000E-04	 1.037027E+01	 9.370268E+00	 8.370268E+00
 1.500796E-02	 1.250000E-04	 9.236925E+00	 8.236925E+00	 7.236925E+00
 1.550791E-02	 1.250000E-04	 9.236925E+00	 8.236925E+00	 7.236925E+00
 1.600339E-02	 1.250000E-04	 8.474888E+00	 7.474888E+00	 6.474888E+00
 1.650492E-02	 1.250000E-04	 8.474888E+00	 7.474888E+00	 6.474888E+00
 1.700860E-02	 1.250000E-04	 7.920401E+00	 6.920401E+00	 5.920401E+00
 1.750710E-02	 1.250000E-04	 7.920401E+00	 6.920401E+00	 5.920401E+00
 1.800525E-02	 1.250000E-04	 7.920401E+00	 6.920401E+00	 5.920401E+00
 1.850751E-02	 1.250000E-04	 6.993243E+00	 5.993243E+00	 4.993243E+00
 1.900701E-02	 1.250000E-04	 6.993243E+00	 5.993243E+00	 4.993243E+00
 1.950026E-02	 1.250000E-04	 6.993243E+00	 5.993243E+00	 4.993243E+00
 2.000520E-02	 1.250000E-04	 6.993243E+00	 5.993243E+00	 4.993243E+00
 2.050975E-02	 1.250000E-04	 6.650484E+00	 5.650484E+00	 4.650484E+00
 2.100325E-02	 1.250000E-04	 6.993243E+00	 5.993243E+00	 4.993243E+00
 2.150024E-02	 1.250000E-04	 6.993243E+00	 5.993243E+00	 4.993243E+00
 2.200727E-02	 1.250000E-04	 6.993243E+00	 5.993243E+00	 4.993243E+00
 2.250074E-02	 1.250000E-04	 6.650484E+00	 5.650484E+00	 4.650484E+00
 2.300045E-02	 1.250000E-04	 5.467100E+00	 4.467100E+00	 3.467100E+00
 2.351188E-02	 1.250000E-04	 4.995495E+00	 3.995495E+00	 2.995495E+00
 2.400426E-02	 1.250000E-04	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.451160E-02	 1.250000E-04	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.502900E-02	 1.250000E-04	 2.997748E+00	 1.997748E+00	 9.977477E-01
 2.551533E-02	 1.250000E-04	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.600896E-02	 1.250000E-04	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.650385E-02	 1.250000E-04	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.700076E-02	 1.250000E-04	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.753770E-02	 1.250000E-04	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.803747E-02	 1.250000E-04	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.853813E-02	 1.250000E-04	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.900062E-02	 1.250000E-04	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.950252E-02	 1.250000E-04	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.000516E-02	 1.250000E-04	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 3.050810E-02	 1.250000E-04	 1.000000E+00	 0.000000E+00	 -1.000000E+00
