Reactions	Percentage
R943: CO+NCN=CN+NCO	-0.0013155039035374569
R944: NCN+NO=N2O+CN	-0.011225360197428425
R945: NCN+O2=NO+NCO	-0.027827847211770944
R939: NCN+OH=NH+NCO	-1.137880426428957
R942: NCN+H=N+HNC	-2.055903529521345
R941: NCN+OH=NO+HCN	-2.917961298218917
R940: NCN+H=N+HCN	-28.684787028598212
R946: NCN+O=NO+CN	-65.16309900591982
