Reactions	Percentage
R798: HNO+O=OH+NO	-6.6348683283307714
R802: HNO+O2=HO2+NO	-23.758689284148694
R797: HNO+H=H2+NO	-25.442086383420705
R800: HNO+OH=H2O+NO	-44.163682782092785
