Reactions	Percentage
R944: NCN+NO=N2O+CN	-0.0056714503722046965
R945: NCN+O2=NO+NCO	-0.014059616052499509
R939: NCN+OH=NH+NCO	-0.5748975760682797
R942: NCN+H=N+HNC	-1.0387154294070595
R941: NCN+OH=NO+HCN	-1.4742576095378874
R940: NCN+H=N+HCN	-14.492572461703682
R946: NCN+O=NO+CN	-32.92271032833305
R936: CH+N2=NCN+H	49.47645088926457
