         time	  rf_minus_rp
5.208277E-04	-1.000000E+00
7.569842E-04	-1.000000E+00
9.931407E-04	-1.000000E+00
1.229297E-03	-1.000000E+00
1.465454E-03	-1.000000E+00
1.701610E-03	-1.000000E+00
1.937767E-03	-1.000000E+00
2.173923E-03	-1.000000E+00
2.410080E-03	-1.000000E+00
2.646236E-03	-1.000000E+00
2.882393E-03	-1.000000E+00
3.118549E-03	-1.000000E+00
3.354706E-03	-1.000000E+00
3.590862E-03	-1.000000E+00
3.827019E-03	-1.000000E+00
4.063175E-03	-1.000000E+00
4.299332E-03	-1.000000E+00
4.535488E-03	-1.000000E+00
4.771645E-03	-1.000000E+00
5.007801E-03	-1.000000E+00
5.243958E-03	-1.000000E+00
5.480114E-03	-1.000000E+00
5.716271E-03	-1.000000E+00
5.952427E-03	-1.000000E+00
6.188584E-03	-1.000000E+00
6.424740E-03	-1.000000E+00
6.660897E-03	-1.000000E+00
6.897053E-03	-1.000000E+00
7.133210E-03	-1.000000E+00
7.369366E-03	-1.000000E+00
7.605523E-03	-1.000000E+00
7.841679E-03	-1.000000E+00
8.077836E-03	2.409761E+00
8.313992E-03	2.742665E+00
8.550148E-03	3.070819E+00
8.786305E-03	3.390333E+00
9.022461E-03	3.697677E+00
9.258618E-03	3.989702E+00
9.494774E-03	4.263657E+00
9.730931E-03	4.517193E+00
9.967087E-03	4.748363E+00
1.020324E-02	4.955607E+00
1.043940E-02	5.137739E+00
1.067556E-02	5.293929E+00
1.091171E-02	5.423672E+00
1.114787E-02	5.526771E+00
1.138403E-02	5.603306E+00
1.162018E-02	5.653609E+00
1.185634E-02	5.678234E+00
1.209250E-02	5.677938E+00
1.232865E-02	5.653649E+00
1.256481E-02	5.606450E+00
1.280097E-02	5.537553E+00
1.303712E-02	5.448283E+00
1.327328E-02	5.340060E+00
1.350943E-02	5.214383E+00
1.374559E-02	5.072818E+00
1.398175E-02	4.916983E+00
1.421790E-02	4.748542E+00
1.445406E-02	4.569190E+00
1.469022E-02	4.380651E+00
1.492637E-02	4.184665E+00
1.516253E-02	3.982984E+00
1.539869E-02	3.777362E+00
