T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	6.998210E+01
1.025000E+03	9.756100E-01	4.219310E+01
1.050000E+03	9.523810E-01	2.441530E+01
1.075000E+03	9.302330E-01	1.338200E+01
1.100000E+03	9.090910E-01	6.807890E+00
1.125000E+03	8.888890E-01	3.376270E+00
1.150000E+03	8.695650E-01	1.863170E+00
1.175000E+03	8.510640E-01	1.177100E+00
1.200000E+03	8.333330E-01	8.111420E-01
1.225000E+03	8.163270E-01	5.781000E-01
1.250000E+03	8.000000E-01	4.314680E-01
1.275000E+03	7.843140E-01	3.340460E-01
1.300000E+03	7.692310E-01	2.585490E-01
1.325000E+03	7.547170E-01	2.073800E-01
1.350000E+03	7.407410E-01	1.729740E-01
1.375000E+03	7.272730E-01	1.422240E-01
1.400000E+03	7.142860E-01	1.179720E-01
1.425000E+03	7.017540E-01	9.990170E-02
1.450000E+03	6.896550E-01	9.196140E-02
1.475000E+03	6.779660E-01	7.938910E-02
1.500000E+03	6.666670E-01	6.953100E-02
1.525000E+03	6.557380E-01	5.893340E-02
1.550000E+03	6.451610E-01	5.510680E-02
1.575000E+03	6.349210E-01	5.043430E-02
1.600000E+03	6.250000E-01	4.447300E-02
1.625000E+03	6.153850E-01	4.170570E-02
1.650000E+03	6.060610E-01	3.768470E-02
1.675000E+03	5.970150E-01	3.410150E-02
1.700000E+03	5.882350E-01	2.999590E-02
1.725000E+03	5.797100E-01	2.598360E-02
1.750000E+03	5.714290E-01	2.414250E-02
1.775000E+03	5.633800E-01	2.357090E-02
1.800000E+03	5.555560E-01	2.308660E-02
1.825000E+03	5.479450E-01	1.913500E-02
1.850000E+03	5.405410E-01	0.000000E+00
1.875000E+03	5.333330E-01	0.000000E+00
1.900000E+03	5.263160E-01	0.000000E+00
1.925000E+03	5.194810E-01	0.000000E+00
1.950000E+03	5.128210E-01	0.000000E+00
1.975000E+03	5.063290E-01	0.000000E+00
2.000000E+03	5.000000E-01	0.000000E+00
