T[K]        	1000/T[1/K]  	IDT[ms]     
1.300000E+03	7.692310E-01	7.502430E+01
1.325000E+03	7.547170E-01	5.456950E+01
1.350000E+03	7.407410E-01	3.982070E+01
1.375000E+03	7.272730E-01	2.915450E+01
1.400000E+03	7.142860E-01	2.145140E+01
1.425000E+03	7.017540E-01	1.584730E+01
1.450000E+03	6.896550E-01	1.177370E+01
1.475000E+03	6.779660E-01	8.787900E+00
1.500000E+03	6.666670E-01	6.609500E+00
1.525000E+03	6.557380E-01	5.003810E+00
1.550000E+03	6.451610E-01	3.806170E+00
1.575000E+03	6.349210E-01	2.915660E+00
1.600000E+03	6.250000E-01	2.266190E+00
1.625000E+03	6.153850E-01	1.762510E+00
1.650000E+03	6.060610E-01	1.384140E+00
1.675000E+03	5.970150E-01	1.098310E+00
1.700000E+03	5.882350E-01	8.803650E-01
1.725000E+03	5.797100E-01	7.140040E-01
1.750000E+03	5.714290E-01	5.801890E-01
1.775000E+03	5.633800E-01	4.719850E-01
1.800000E+03	5.555560E-01	3.929980E-01
1.825000E+03	5.479450E-01	3.224320E-01
1.850000E+03	5.405410E-01	2.774430E-01
1.875000E+03	5.333330E-01	2.297000E-01
1.900000E+03	5.263160E-01	1.947500E-01
1.925000E+03	5.194810E-01	1.696940E-01
1.950000E+03	5.128210E-01	1.452200E-01
1.975000E+03	5.063290E-01	1.274640E-01
2.000000E+03	5.000000E-01	1.099270E-01
