         time	  rf_minus_rp
5.000686E-04	-1.000000E+00
7.035862E-04	-1.000000E+00
9.071038E-04	-1.000000E+00
1.110621E-03	-1.000000E+00
1.314139E-03	-1.000000E+00
1.517657E-03	-1.000000E+00
1.721174E-03	-1.000000E+00
1.924692E-03	-1.000000E+00
2.128209E-03	-1.000000E+00
2.331727E-03	-1.000000E+00
2.535245E-03	-1.000000E+00
2.738762E-03	-1.000000E+00
2.942280E-03	-1.000000E+00
3.145797E-03	-1.000000E+00
3.349315E-03	-1.000000E+00
3.552833E-03	-1.000000E+00
3.756350E-03	-1.000000E+00
3.959868E-03	-1.000000E+00
4.163385E-03	-1.000000E+00
4.366903E-03	-1.000000E+00
4.570420E-03	-1.000000E+00
4.773938E-03	-1.000000E+00
4.977456E-03	-1.000000E+00
5.180973E-03	-1.000000E+00
5.384491E-03	-1.000000E+00
5.588008E-03	-1.000000E+00
5.791526E-03	-1.000000E+00
5.995044E-03	-1.000000E+00
6.198561E-03	-1.000000E+00
6.402079E-03	-1.000000E+00
6.605596E-03	-1.000000E+00
6.809114E-03	-1.000000E+00
7.012632E-03	-1.000000E+00
7.216149E-03	-1.000000E+00
7.419667E-03	-1.000000E+00
7.623184E-03	-1.000000E+00
7.826702E-03	-1.000000E+00
8.030220E-03	-1.000000E+00
8.233737E-03	-1.000000E+00
8.437255E-03	-1.000000E+00
8.640772E-03	-1.000000E+00
8.844290E-03	-1.000000E+00
9.047808E-03	-1.000000E+00
9.251325E-03	-1.000000E+00
9.454843E-03	-1.000000E+00
9.658360E-03	-1.000000E+00
9.861878E-03	-1.000000E+00
1.006540E-02	-1.000000E+00
1.026891E-02	-1.000000E+00
1.047243E-02	-1.000000E+00
1.067595E-02	1.602948E+00
1.087947E-02	1.693971E+00
1.108298E-02	1.773981E+00
1.128650E-02	1.843023E+00
1.149002E-02	1.901450E+00
1.169354E-02	1.949900E+00
1.189705E-02	1.989267E+00
1.210057E-02	2.020675E+00
1.230409E-02	2.045443E+00
1.250761E-02	2.065041E+00
1.271112E-02	2.081061E+00
1.291464E-02	2.095168E+00
1.311816E-02	2.109062E+00
1.332168E-02	2.124443E+00
1.352519E-02	2.142965E+00
1.372871E-02	2.166203E+00
1.393223E-02	2.195621E+00
1.413575E-02	2.232540E+00
1.433927E-02	2.278111E+00
1.454278E-02	2.333292E+00
1.474630E-02	2.398831E+00
1.494982E-02	2.475252E+00
1.515334E-02	2.562844E+00
1.535685E-02	2.661658E+00
1.556037E-02	2.771506E+00
1.576389E-02	2.891966E+00
1.596741E-02	3.022389E+00
1.617092E-02	3.161913E+00
1.637444E-02	3.309479E+00
1.657796E-02	3.463848E+00
1.678148E-02	3.623625E+00
1.698499E-02	3.787283E+00
1.718851E-02	3.953188E+00
1.739203E-02	4.119630E+00
1.759555E-02	4.284848E+00
1.779906E-02	4.447062E+00
1.800258E-02	4.604499E+00
1.820610E-02	4.755425E+00
1.840962E-02	4.898171E+00
1.861313E-02	5.031159E+00
1.881665E-02	5.152928E+00
1.902017E-02	5.262154E+00
1.922369E-02	5.357672E+00
1.942720E-02	5.438495E+00
1.963072E-02	5.503822E+00
1.983424E-02	5.553056E+00
2.003776E-02	5.585810E+00
2.024128E-02	5.601909E+00
2.044479E-02	5.601394E+00
2.064831E-02	5.584519E+00
2.085183E-02	5.551747E+00
2.105535E-02	5.503740E+00
2.125886E-02	5.441347E+00
2.146238E-02	5.365593E+00
2.166590E-02	5.277660E+00
2.186942E-02	5.178866E+00
2.207293E-02	5.070649E+00
2.227645E-02	4.954542E+00
2.247997E-02	4.832148E+00
2.268349E-02	4.705115E+00
2.288700E-02	4.575116E+00
2.309052E-02	4.443816E+00
2.329404E-02	4.312854E+00
2.349756E-02	4.183811E+00
2.370107E-02	4.058194E+00
2.390459E-02	3.937408E+00
2.410811E-02	3.822739E+00
2.431163E-02	3.715330E+00
2.451514E-02	3.616173E+00
2.471866E-02	3.526087E+00
2.492218E-02	3.445708E+00
2.512570E-02	3.375485E+00
2.532922E-02	3.315668E+00
2.553273E-02	3.266311E+00
2.573625E-02	3.227266E+00
2.593977E-02	3.198192E+00
2.614329E-02	3.178557E+00
2.634680E-02	3.167652E+00
2.655032E-02	3.164596E+00
2.675384E-02	3.168359E+00
2.695736E-02	3.177769E+00
2.716087E-02	3.191541E+00
2.736439E-02	3.208289E+00
2.756791E-02	3.226554E+00
2.777143E-02	3.244827E+00
2.797494E-02	3.261569E+00
2.817846E-02	3.275241E+00
2.838198E-02	3.284325E+00
2.858550E-02	3.287350E+00
