x[cm]_0	X-CH_0	x[cm]_1	X-CH_1	x[cm]_2	X-CH_2
5.69890E-01	5.33803E-03	4.36272E-01	1.19549E-01	0.00000E+00	0.00000E+00
5.70497E-01	5.43980E-03	4.36683E-01	1.21096E-01	0.00000E+00	0.00000E+00
5.71103E-01	5.54349E-03	4.37093E-01	1.22660E-01	0.00000E+00	0.00000E+00
5.71709E-01	5.64913E-03	4.37504E-01	1.24241E-01	0.00000E+00	0.00000E+00
5.72315E-01	5.75676E-03	4.37911E-01	1.25829E-01	0.00000E+00	0.00000E+00
5.72922E-01	5.86640E-03	4.38313E-01	1.27414E-01	0.00000E+00	0.00000E+00
5.73528E-01	5.97811E-03	4.38713E-01	1.29006E-01	0.00000E+00	0.00000E+00
5.74134E-01	6.09191E-03	4.39112E-01	1.30616E-01	0.00000E+00	0.00000E+00
5.74740E-01	6.20783E-03	4.39511E-01	1.32243E-01	0.00000E+00	0.00000E+00
5.75347E-01	6.32593E-03	4.39911E-01	1.33890E-01	0.00000E+00	0.00000E+00
5.75953E-01	6.44623E-03	4.40310E-01	1.35554E-01	0.00000E+00	0.00000E+00
5.76556E-01	6.56815E-03	4.40709E-01	1.37237E-01	0.00000E+00	0.00000E+00
5.77152E-01	6.69084E-03	4.41109E-01	1.38938E-01	0.00000E+00	0.00000E+00
5.77743E-01	6.81475E-03	4.41508E-01	1.40659E-01	0.00000E+00	0.00000E+00
5.78333E-01	6.94072E-03	4.41908E-01	1.42398E-01	0.00000E+00	0.00000E+00
5.78924E-01	7.06896E-03	4.42307E-01	1.44157E-01	0.00000E+00	0.00000E+00
5.79514E-01	7.19953E-03	4.42706E-01	1.45935E-01	0.00000E+00	0.00000E+00
5.80104E-01	7.33246E-03	4.43106E-01	1.47733E-01	0.00000E+00	0.00000E+00
5.80694E-01	7.46779E-03	4.43505E-01	1.49551E-01	0.00000E+00	0.00000E+00
5.81285E-01	7.60555E-03	4.43904E-01	1.51388E-01	0.00000E+00	0.00000E+00
5.81875E-01	7.74580E-03	4.44304E-01	1.53246E-01	0.00000E+00	0.00000E+00
5.82465E-01	7.88857E-03	4.44703E-01	1.55124E-01	0.00000E+00	0.00000E+00
5.83055E-01	8.03391E-03	4.45103E-01	1.57023E-01	0.00000E+00	0.00000E+00
5.83646E-01	8.18186E-03	4.45502E-01	1.58943E-01	0.00000E+00	0.00000E+00
5.84236E-01	8.33247E-03	4.45901E-01	1.60883E-01	0.00000E+00	0.00000E+00
5.84826E-01	8.48577E-03	4.46300E-01	1.62842E-01	0.00000E+00	0.00000E+00
5.85416E-01	8.64181E-03	4.46696E-01	1.64808E-01	0.00000E+00	0.00000E+00
5.86007E-01	8.80065E-03	4.47088E-01	1.66773E-01	0.00000E+00	0.00000E+00
5.86595E-01	8.96196E-03	4.47478E-01	1.68750E-01	0.00000E+00	0.00000E+00
5.87179E-01	9.12469E-03	4.47868E-01	1.70747E-01	0.00000E+00	0.00000E+00
5.87757E-01	9.28843E-03	4.48257E-01	1.72765E-01	0.00000E+00	0.00000E+00
5.88331E-01	9.45427E-03	4.48647E-01	1.74804E-01	0.00000E+00	0.00000E+00
5.88906E-01	9.62298E-03	4.49037E-01	1.76865E-01	0.00000E+00	0.00000E+00
5.89481E-01	9.79460E-03	4.49427E-01	1.78948E-01	0.00000E+00	0.00000E+00
5.90055E-01	9.96920E-03	4.49817E-01	1.81052E-01	0.00000E+00	0.00000E+00
5.90630E-01	1.01468E-02	4.50206E-01	1.83178E-01	0.00000E+00	0.00000E+00
5.91205E-01	1.03275E-02	4.50596E-01	1.85326E-01	0.00000E+00	0.00000E+00
5.91779E-01	1.05112E-02	4.50986E-01	1.87496E-01	0.00000E+00	0.00000E+00
5.92354E-01	1.06982E-02	4.51376E-01	1.89689E-01	0.00000E+00	0.00000E+00
5.92929E-01	1.08883E-02	4.51765E-01	1.91905E-01	0.00000E+00	0.00000E+00
5.93503E-01	1.10817E-02	4.52155E-01	1.94143E-01	0.00000E+00	0.00000E+00
5.94078E-01	1.12784E-02	4.52545E-01	1.96405E-01	0.00000E+00	0.00000E+00
5.94653E-01	1.14785E-02	4.52935E-01	1.98689E-01	0.00000E+00	0.00000E+00
5.95227E-01	1.16820E-02	4.53325E-01	2.00997E-01	0.00000E+00	0.00000E+00
5.95802E-01	1.18889E-02	4.53714E-01	2.03329E-01	0.00000E+00	0.00000E+00
5.96377E-01	1.20994E-02	4.54104E-01	2.05685E-01	0.00000E+00	0.00000E+00
5.96950E-01	1.23131E-02	4.54494E-01	2.08065E-01	0.00000E+00	0.00000E+00
5.97519E-01	1.25286E-02	4.54884E-01	2.10468E-01	0.00000E+00	0.00000E+00
5.98083E-01	1.27455E-02	4.55273E-01	2.12894E-01	0.00000E+00	0.00000E+00
5.98643E-01	1.29650E-02	4.55660E-01	2.15327E-01	0.00000E+00	0.00000E+00
5.99204E-01	1.31882E-02	4.56043E-01	2.17765E-01	0.00000E+00	0.00000E+00
5.99765E-01	1.34150E-02	4.56425E-01	2.20217E-01	0.00000E+00	0.00000E+00
6.00326E-01	1.36456E-02	4.56807E-01	2.22694E-01	0.00000E+00	0.00000E+00
6.00886E-01	1.38800E-02	4.57190E-01	2.25196E-01	0.00000E+00	0.00000E+00
6.01447E-01	1.41182E-02	4.57572E-01	2.27722E-01	0.00000E+00	0.00000E+00
6.02008E-01	1.43603E-02	4.57954E-01	2.30272E-01	0.00000E+00	0.00000E+00
6.02569E-01	1.46064E-02	4.58336E-01	2.32848E-01	0.00000E+00	0.00000E+00
6.03129E-01	1.48566E-02	4.58718E-01	2.35449E-01	0.00000E+00	0.00000E+00
6.03690E-01	1.51107E-02	4.59100E-01	2.38075E-01	0.00000E+00	0.00000E+00
6.04251E-01	1.53691E-02	4.59482E-01	2.40727E-01	0.00000E+00	0.00000E+00
6.04812E-01	1.56317E-02	4.59864E-01	2.43405E-01	0.00000E+00	0.00000E+00
6.05373E-01	1.58985E-02	4.60247E-01	2.46108E-01	0.00000E+00	0.00000E+00
6.05933E-01	1.61696E-02	4.60629E-01	2.48838E-01	0.00000E+00	0.00000E+00
6.06494E-01	1.64452E-02	4.61011E-01	2.51594E-01	0.00000E+00	0.00000E+00
6.07055E-01	1.67250E-02	4.61393E-01	2.54376E-01	0.00000E+00	0.00000E+00
6.07612E-01	1.70079E-02	4.61775E-01	2.57186E-01	0.00000E+00	0.00000E+00
6.08164E-01	1.72926E-02	4.62157E-01	2.60022E-01	0.00000E+00	0.00000E+00
6.08714E-01	1.75805E-02	4.62539E-01	2.62885E-01	0.00000E+00	0.00000E+00
6.09264E-01	1.78729E-02	4.62921E-01	2.65776E-01	0.00000E+00	0.00000E+00
6.09814E-01	1.81700E-02	4.63303E-01	2.68694E-01	0.00000E+00	0.00000E+00
6.10364E-01	1.84717E-02	4.63685E-01	2.71640E-01	0.00000E+00	0.00000E+00
6.10913E-01	1.87781E-02	4.64068E-01	2.74614E-01	0.00000E+00	0.00000E+00
6.11463E-01	1.90893E-02	4.64449E-01	2.77612E-01	0.00000E+00	0.00000E+00
6.12013E-01	1.94054E-02	4.64829E-01	2.80623E-01	0.00000E+00	0.00000E+00
6.12563E-01	1.97264E-02	4.65206E-01	2.83641E-01	0.00000E+00	0.00000E+00
6.13113E-01	2.00525E-02	4.65582E-01	2.86680E-01	0.00000E+00	0.00000E+00
6.13662E-01	2.03836E-02	4.65958E-01	2.89747E-01	0.00000E+00	0.00000E+00
6.14212E-01	2.07199E-02	4.66335E-01	2.92842E-01	0.00000E+00	0.00000E+00
6.14762E-01	2.10613E-02	4.66711E-01	2.95965E-01	0.00000E+00	0.00000E+00
6.15312E-01	2.14081E-02	4.67087E-01	2.99117E-01	0.00000E+00	0.00000E+00
6.15862E-01	2.17602E-02	4.67463E-01	3.02298E-01	0.00000E+00	0.00000E+00
6.16411E-01	2.21177E-02	4.67839E-01	3.05508E-01	0.00000E+00	0.00000E+00
6.16961E-01	2.24806E-02	4.68216E-01	3.08747E-01	0.00000E+00	0.00000E+00
6.17508E-01	2.28475E-02	4.68592E-01	3.12015E-01	0.00000E+00	0.00000E+00
6.18052E-01	2.32175E-02	4.68968E-01	3.15314E-01	0.00000E+00	0.00000E+00
6.18594E-01	2.35918E-02	4.69344E-01	3.18641E-01	0.00000E+00	0.00000E+00
6.19135E-01	2.39718E-02	4.69720E-01	3.21999E-01	0.00000E+00	0.00000E+00
6.19677E-01	2.43576E-02	4.70096E-01	3.25387E-01	0.00000E+00	0.00000E+00
6.20219E-01	2.47491E-02	4.70472E-01	3.28805E-01	0.00000E+00	0.00000E+00
6.20761E-01	2.51464E-02	4.70849E-01	3.32254E-01	0.00000E+00	0.00000E+00
6.21303E-01	2.55497E-02	4.71225E-01	3.35733E-01	0.00000E+00	0.00000E+00
6.21844E-01	2.59590E-02	4.71601E-01	3.39244E-01	0.00000E+00	0.00000E+00
6.22386E-01	2.63744E-02	4.71977E-01	3.42785E-01	0.00000E+00	0.00000E+00
6.22928E-01	2.67960E-02	4.72353E-01	3.46358E-01	0.00000E+00	0.00000E+00
6.23470E-01	2.72238E-02	4.72730E-01	3.49963E-01	0.00000E+00	0.00000E+00
6.24012E-01	2.76580E-02	4.73106E-01	3.53599E-01	0.00000E+00	0.00000E+00
6.24553E-01	2.80986E-02	4.73482E-01	3.57267E-01	0.00000E+00	0.00000E+00
6.25095E-01	2.85456E-02	4.73858E-01	3.60962E-01	0.00000E+00	0.00000E+00
6.25637E-01	2.89993E-02	4.74232E-01	3.64672E-01	0.00000E+00	0.00000E+00
6.26179E-01	2.94595E-02	4.74603E-01	3.68393E-01	0.00000E+00	0.00000E+00
6.26720E-01	2.99257E-02	4.74974E-01	3.72138E-01	0.00000E+00	0.00000E+00
6.27258E-01	3.03966E-02	4.75345E-01	3.75915E-01	0.00000E+00	0.00000E+00
6.27795E-01	3.08728E-02	4.75716E-01	3.79724E-01	0.00000E+00	0.00000E+00
6.28331E-01	3.13555E-02	4.76087E-01	3.83565E-01	0.00000E+00	0.00000E+00
6.28868E-01	3.18452E-02	4.76458E-01	3.87439E-01	0.00000E+00	0.00000E+00
6.29404E-01	3.23419E-02	4.76829E-01	3.91346E-01	0.00000E+00	0.00000E+00
6.29940E-01	3.28457E-02	4.77201E-01	3.95285E-01	0.00000E+00	0.00000E+00
6.30477E-01	3.33568E-02	4.77571E-01	3.99258E-01	0.00000E+00	0.00000E+00
6.31013E-01	3.38751E-02	4.77943E-01	4.03264E-01	0.00000E+00	0.00000E+00
6.31549E-01	3.44009E-02	4.78313E-01	4.07303E-01	0.00000E+00	0.00000E+00
6.32086E-01	3.49342E-02	4.78685E-01	4.11376E-01	0.00000E+00	0.00000E+00
6.32622E-01	3.54751E-02	4.79056E-01	4.15483E-01	0.00000E+00	0.00000E+00
6.33158E-01	3.60238E-02	4.79427E-01	4.19624E-01	0.00000E+00	0.00000E+00
6.33695E-01	3.65803E-02	4.79798E-01	4.23799E-01	0.00000E+00	0.00000E+00
6.34231E-01	3.71447E-02	4.80169E-01	4.28008E-01	0.00000E+00	0.00000E+00
6.34767E-01	3.77170E-02	4.80540E-01	4.32252E-01	0.00000E+00	0.00000E+00
6.35304E-01	3.82975E-02	4.80911E-01	4.36531E-01	0.00000E+00	0.00000E+00
6.35839E-01	3.88851E-02	4.81282E-01	4.40845E-01	0.00000E+00	0.00000E+00
6.36372E-01	3.94788E-02	4.81653E-01	4.45193E-01	0.00000E+00	0.00000E+00
6.36905E-01	4.00797E-02	4.82024E-01	4.49578E-01	0.00000E+00	0.00000E+00
6.37437E-01	4.06890E-02	4.82395E-01	4.53997E-01	0.00000E+00	0.00000E+00
6.37970E-01	4.13068E-02	4.82766E-01	4.58452E-01	0.00000E+00	0.00000E+00
6.38502E-01	4.19331E-02	4.83137E-01	4.62943E-01	0.00000E+00	0.00000E+00
6.39035E-01	4.25682E-02	4.83507E-01	4.67462E-01	0.00000E+00	0.00000E+00
6.39567E-01	4.32120E-02	4.83876E-01	4.71994E-01	0.00000E+00	0.00000E+00
6.40100E-01	4.38647E-02	4.84242E-01	4.76537E-01	0.00000E+00	0.00000E+00
6.40632E-01	4.45264E-02	4.84608E-01	4.81106E-01	0.00000E+00	0.00000E+00
6.41165E-01	4.51972E-02	4.84974E-01	4.85712E-01	0.00000E+00	0.00000E+00
6.41697E-01	4.58772E-02	4.85340E-01	4.90353E-01	0.00000E+00	0.00000E+00
6.42230E-01	4.65665E-02	4.85705E-01	4.95030E-01	0.00000E+00	0.00000E+00
6.42762E-01	4.72653E-02	4.86071E-01	4.99743E-01	0.00000E+00	0.00000E+00
6.43295E-01	4.79735E-02	4.86437E-01	5.04493E-01	0.00000E+00	0.00000E+00
6.43827E-01	4.86915E-02	4.86803E-01	5.09279E-01	0.00000E+00	0.00000E+00
6.44359E-01	4.94181E-02	4.87169E-01	5.14102E-01	0.00000E+00	0.00000E+00
6.44889E-01	5.01524E-02	4.87534E-01	5.18961E-01	0.00000E+00	0.00000E+00
6.45418E-01	5.08956E-02	4.87900E-01	5.23857E-01	0.00000E+00	0.00000E+00
6.45948E-01	5.16488E-02	4.88266E-01	5.28791E-01	0.00000E+00	0.00000E+00
6.46477E-01	5.24121E-02	4.88632E-01	5.33761E-01	0.00000E+00	0.00000E+00
6.47007E-01	5.31856E-02	4.88998E-01	5.38769E-01	0.00000E+00	0.00000E+00
6.47536E-01	5.39694E-02	4.89364E-01	5.43814E-01	0.00000E+00	0.00000E+00
6.48065E-01	5.47637E-02	4.89729E-01	5.48897E-01	0.00000E+00	0.00000E+00
6.48595E-01	5.55685E-02	4.90095E-01	5.54018E-01	0.00000E+00	0.00000E+00
6.49124E-01	5.63840E-02	4.90461E-01	5.59177E-01	0.00000E+00	0.00000E+00
6.49654E-01	5.72103E-02	4.90827E-01	5.64374E-01	0.00000E+00	0.00000E+00
6.50183E-01	5.80476E-02	4.91193E-01	5.69609E-01	0.00000E+00	0.00000E+00
6.50712E-01	5.88959E-02	4.91559E-01	5.74882E-01	0.00000E+00	0.00000E+00
6.51242E-01	5.97553E-02	4.91924E-01	5.80194E-01	0.00000E+00	0.00000E+00
6.51771E-01	6.06261E-02	4.92290E-01	5.85544E-01	0.00000E+00	0.00000E+00
6.52300E-01	6.15076E-02	4.92656E-01	5.90934E-01	0.00000E+00	0.00000E+00
6.52828E-01	6.23989E-02	4.93022E-01	5.96362E-01	0.00000E+00	0.00000E+00
6.53356E-01	6.33005E-02	4.93387E-01	6.01817E-01	0.00000E+00	0.00000E+00
6.53883E-01	6.42134E-02	4.93750E-01	6.07283E-01	0.00000E+00	0.00000E+00
6.54410E-01	6.51381E-02	4.94111E-01	6.12763E-01	0.00000E+00	0.00000E+00
6.54937E-01	6.60747E-02	4.94472E-01	6.18275E-01	0.00000E+00	0.00000E+00
6.55464E-01	6.70234E-02	4.94834E-01	6.23825E-01	0.00000E+00	0.00000E+00
6.55991E-01	6.79843E-02	4.95195E-01	6.29414E-01	0.00000E+00	0.00000E+00
6.56518E-01	6.89575E-02	4.95556E-01	6.35042E-01	0.00000E+00	0.00000E+00
6.57045E-01	6.99432E-02	4.95917E-01	6.40708E-01	0.00000E+00	0.00000E+00
6.57572E-01	7.09414E-02	4.96278E-01	6.46414E-01	0.00000E+00	0.00000E+00
6.58099E-01	7.19523E-02	4.96639E-01	6.52158E-01	0.00000E+00	0.00000E+00
6.58626E-01	7.29760E-02	4.97000E-01	6.57942E-01	0.00000E+00	0.00000E+00
6.59153E-01	7.40127E-02	4.97361E-01	6.63765E-01	0.00000E+00	0.00000E+00
6.59680E-01	7.50625E-02	4.97722E-01	6.69627E-01	0.00000E+00	0.00000E+00
6.60207E-01	7.61243E-02	4.98084E-01	6.75528E-01	0.00000E+00	0.00000E+00
6.60732E-01	7.71968E-02	4.98445E-01	6.81469E-01	0.00000E+00	0.00000E+00
6.61256E-01	7.82810E-02	4.98806E-01	6.87450E-01	0.00000E+00	0.00000E+00
6.61780E-01	7.93785E-02	4.99167E-01	6.93471E-01	0.00000E+00	0.00000E+00
6.62305E-01	8.04896E-02	4.99528E-01	6.99531E-01	0.00000E+00	0.00000E+00
6.62829E-01	8.16145E-02	4.99889E-01	7.05631E-01	0.00000E+00	0.00000E+00
6.63353E-01	8.27533E-02	5.00250E-01	7.11770E-01	0.00000E+00	0.00000E+00
6.63877E-01	8.39061E-02	5.00611E-01	7.17950E-01	0.00000E+00	0.00000E+00
6.64401E-01	8.50731E-02	5.00972E-01	7.24170E-01	0.00000E+00	0.00000E+00
6.64926E-01	8.62544E-02	5.01333E-01	7.30430E-01	0.00000E+00	0.00000E+00
6.65450E-01	8.74501E-02	5.01695E-01	7.36730E-01	0.00000E+00	0.00000E+00
6.65974E-01	8.86603E-02	5.02056E-01	7.43071E-01	0.00000E+00	0.00000E+00
6.66499E-01	8.98853E-02	5.02417E-01	7.49452E-01	0.00000E+00	0.00000E+00
6.67023E-01	9.11252E-02	5.02778E-01	7.55873E-01	0.00000E+00	0.00000E+00
6.67546E-01	9.23786E-02	5.03139E-01	7.62334E-01	0.00000E+00	0.00000E+00
6.68068E-01	9.36431E-02	5.03499E-01	7.68824E-01	0.00000E+00	0.00000E+00
6.68589E-01	9.49192E-02	5.03858E-01	7.75328E-01	0.00000E+00	0.00000E+00
6.69109E-01	9.62093E-02	5.04217E-01	7.81858E-01	0.00000E+00	0.00000E+00
6.69629E-01	9.75148E-02	5.04575E-01	7.88427E-01	0.00000E+00	0.00000E+00
6.70149E-01	9.88357E-02	5.04933E-01	7.95035E-01	0.00000E+00	0.00000E+00
6.70670E-01	1.00172E-01	5.05291E-01	8.01683E-01	0.00000E+00	0.00000E+00
6.71190E-01	1.01524E-01	5.05649E-01	8.08372E-01	0.00000E+00	0.00000E+00
6.71710E-01	1.02892E-01	5.06007E-01	8.15100E-01	0.00000E+00	0.00000E+00
6.72230E-01	1.04277E-01	5.06366E-01	8.21868E-01	0.00000E+00	0.00000E+00
6.72750E-01	1.05677E-01	5.06724E-01	8.28677E-01	0.00000E+00	0.00000E+00
6.73270E-01	1.07093E-01	5.07082E-01	8.35525E-01	0.00000E+00	0.00000E+00
6.73790E-01	1.08526E-01	5.07440E-01	8.42413E-01	0.00000E+00	0.00000E+00
6.74310E-01	1.09976E-01	5.07798E-01	8.49342E-01	0.00000E+00	0.00000E+00
6.74830E-01	1.11439E-01	5.08156E-01	8.56310E-01	0.00000E+00	0.00000E+00
6.75347E-01	1.12914E-01	5.08514E-01	8.63319E-01	0.00000E+00	0.00000E+00
6.75862E-01	1.14401E-01	5.08872E-01	8.70367E-01	0.00000E+00	0.00000E+00
6.76378E-01	1.15903E-01	5.09231E-01	8.77456E-01	0.00000E+00	0.00000E+00
6.76893E-01	1.17423E-01	5.09589E-01	8.84584E-01	0.00000E+00	0.00000E+00
6.77408E-01	1.18959E-01	5.09947E-01	8.91753E-01	0.00000E+00	0.00000E+00
6.77923E-01	1.20513E-01	5.10305E-01	8.98961E-01	0.00000E+00	0.00000E+00
6.78439E-01	1.22084E-01	5.10663E-01	9.06209E-01	0.00000E+00	0.00000E+00
6.78954E-01	1.23672E-01	5.11021E-01	9.13497E-01	0.00000E+00	0.00000E+00
6.79469E-01	1.25279E-01	5.11379E-01	9.20825E-01	0.00000E+00	0.00000E+00
6.79984E-01	1.26902E-01	5.11738E-01	9.28192E-01	0.00000E+00	0.00000E+00
6.80499E-01	1.28544E-01	5.12096E-01	9.35600E-01	0.00000E+00	0.00000E+00
6.81015E-01	1.30204E-01	5.12454E-01	9.43047E-01	0.00000E+00	0.00000E+00
6.81530E-01	1.31882E-01	5.12812E-01	9.50533E-01	0.00000E+00	0.00000E+00
6.82044E-01	1.33575E-01	5.13170E-01	9.58059E-01	0.00000E+00	0.00000E+00
6.82556E-01	1.35279E-01	5.13528E-01	9.65623E-01	0.00000E+00	0.00000E+00
6.83066E-01	1.36997E-01	5.13886E-01	9.73219E-01	0.00000E+00	0.00000E+00
6.83577E-01	1.38735E-01	5.14243E-01	9.80845E-01	0.00000E+00	0.00000E+00
6.84088E-01	1.40490E-01	5.14600E-01	9.88508E-01	0.00000E+00	0.00000E+00
6.84599E-01	1.42265E-01	5.14958E-01	9.96209E-01	0.00000E+00	0.00000E+00
6.85110E-01	1.44058E-01	5.15315E-01	1.00395E+00	0.00000E+00	0.00000E+00
6.85621E-01	1.45870E-01	5.15672E-01	1.01173E+00	0.00000E+00	0.00000E+00
6.86132E-01	1.47702E-01	5.16029E-01	1.01954E+00	0.00000E+00	0.00000E+00
6.86643E-01	1.49552E-01	5.16386E-01	1.02740E+00	0.00000E+00	0.00000E+00
6.87154E-01	1.51422E-01	5.16743E-01	1.03529E+00	0.00000E+00	0.00000E+00
6.87665E-01	1.53311E-01	5.17101E-01	1.04323E+00	0.00000E+00	0.00000E+00
6.88175E-01	1.55220E-01	5.17458E-01	1.05120E+00	0.00000E+00	0.00000E+00
6.88686E-01	1.57147E-01	5.17815E-01	1.05921E+00	0.00000E+00	0.00000E+00
6.89195E-01	1.59089E-01	5.18172E-01	1.06725E+00	0.00000E+00	0.00000E+00
6.89703E-01	1.61046E-01	5.18529E-01	1.07534E+00	0.00000E+00	0.00000E+00
6.90210E-01	1.63021E-01	5.18886E-01	1.08346E+00	0.00000E+00	0.00000E+00
6.90718E-01	1.65016E-01	5.19243E-01	1.09162E+00	0.00000E+00	0.00000E+00
6.91225E-01	1.67032E-01	5.19601E-01	1.09982E+00	0.00000E+00	0.00000E+00
6.91733E-01	1.69068E-01	5.19958E-01	1.10806E+00	0.00000E+00	0.00000E+00
6.92241E-01	1.71124E-01	5.20315E-01	1.11633E+00	0.00000E+00	0.00000E+00
6.92748E-01	1.73201E-01	5.20672E-01	1.12464E+00	0.00000E+00	0.00000E+00
6.93256E-01	1.75298E-01	5.21029E-01	1.13299E+00	0.00000E+00	0.00000E+00
6.93763E-01	1.77416E-01	5.21386E-01	1.14137E+00	0.00000E+00	0.00000E+00
6.94271E-01	1.79555E-01	5.21744E-01	1.14979E+00	0.00000E+00	0.00000E+00
6.94778E-01	1.81715E-01	5.22101E-01	1.15825E+00	0.00000E+00	0.00000E+00
6.95286E-01	1.83895E-01	5.22458E-01	1.16674E+00	0.00000E+00	0.00000E+00
6.95792E-01	1.86091E-01	5.22815E-01	1.17527E+00	0.00000E+00	0.00000E+00
6.96296E-01	1.88301E-01	5.23172E-01	1.18384E+00	0.00000E+00	0.00000E+00
6.96801E-01	1.90531E-01	5.23529E-01	1.19244E+00	0.00000E+00	0.00000E+00
6.97305E-01	1.92781E-01	5.23886E-01	1.20109E+00	0.00000E+00	0.00000E+00
6.97809E-01	1.95053E-01	5.24244E-01	1.20976E+00	0.00000E+00	0.00000E+00
6.98313E-01	1.97347E-01	5.24601E-01	1.21847E+00	0.00000E+00	0.00000E+00
6.98817E-01	1.99662E-01	5.24958E-01	1.22722E+00	0.00000E+00	0.00000E+00
6.99321E-01	2.01999E-01	5.25315E-01	1.23601E+00	0.00000E+00	0.00000E+00
6.99825E-01	2.04357E-01	5.25672E-01	1.24483E+00	0.00000E+00	0.00000E+00
7.00329E-01	2.06738E-01	5.26029E-01	1.25368E+00	0.00000E+00	0.00000E+00
7.00833E-01	2.09140E-01	5.26387E-01	1.26257E+00	0.00000E+00	0.00000E+00
7.01337E-01	2.11565E-01	5.26744E-01	1.27150E+00	0.00000E+00	0.00000E+00
7.01841E-01	2.14011E-01	5.27101E-01	1.28047E+00	0.00000E+00	0.00000E+00
7.02344E-01	2.16473E-01	5.27458E-01	1.28947E+00	0.00000E+00	0.00000E+00
7.02844E-01	2.18945E-01	5.27815E-01	1.29851E+00	0.00000E+00	0.00000E+00
7.03343E-01	2.21434E-01	5.28172E-01	1.30758E+00	0.00000E+00	0.00000E+00
7.03842E-01	2.23944E-01	5.28529E-01	1.31669E+00	0.00000E+00	0.00000E+00
7.04341E-01	2.26477E-01	5.28887E-01	1.32584E+00	0.00000E+00	0.00000E+00
7.04840E-01	2.29032E-01	5.29244E-01	1.33502E+00	0.00000E+00	0.00000E+00
7.05339E-01	2.31609E-01	5.29601E-01	1.34424E+00	0.00000E+00	0.00000E+00
7.05838E-01	2.34209E-01	5.29958E-01	1.35349E+00	0.00000E+00	0.00000E+00
7.06337E-01	2.36831E-01	5.30315E-01	1.36278E+00	0.00000E+00	0.00000E+00
7.06836E-01	2.39476E-01	5.30672E-01	1.37210E+00	0.00000E+00	0.00000E+00
7.07335E-01	2.42144E-01	5.31030E-01	1.38146E+00	0.00000E+00	0.00000E+00
7.07834E-01	2.44834E-01	5.31387E-01	1.39085E+00	0.00000E+00	0.00000E+00
7.08333E-01	2.47548E-01	5.31744E-01	1.40028E+00	0.00000E+00	0.00000E+00
7.08831E-01	2.50276E-01	5.32101E-01	1.40974E+00	0.00000E+00	0.00000E+00
7.09325E-01	2.53010E-01	5.32458E-01	1.41923E+00	0.00000E+00	0.00000E+00
7.09817E-01	2.55754E-01	5.32815E-01	1.42876E+00	0.00000E+00	0.00000E+00
7.10309E-01	2.58519E-01	5.33173E-01	1.43832E+00	0.00000E+00	0.00000E+00
7.10801E-01	2.61306E-01	5.33530E-01	1.44792E+00	0.00000E+00	0.00000E+00
7.11293E-01	2.64115E-01	5.33887E-01	1.45755E+00	0.00000E+00	0.00000E+00
7.11785E-01	2.66948E-01	5.34244E-01	1.46721E+00	0.00000E+00	0.00000E+00
7.12276E-01	2.69803E-01	5.34601E-01	1.47691E+00	0.00000E+00	0.00000E+00
7.12768E-01	2.72680E-01	5.34959E-01	1.48665E+00	0.00000E+00	0.00000E+00
7.13260E-01	2.75580E-01	5.35317E-01	1.49644E+00	0.00000E+00	0.00000E+00
7.13752E-01	2.78504E-01	5.35676E-01	1.50628E+00	0.00000E+00	0.00000E+00
7.14244E-01	2.81450E-01	5.36035E-01	1.51615E+00	0.00000E+00	0.00000E+00
7.14736E-01	2.84419E-01	5.36393E-01	1.52606E+00	0.00000E+00	0.00000E+00
7.15227E-01	2.87406E-01	5.36752E-01	1.53599E+00	0.00000E+00	0.00000E+00
7.15715E-01	2.90400E-01	5.37111E-01	1.54596E+00	0.00000E+00	0.00000E+00
7.16200E-01	2.93395E-01	5.37470E-01	1.55597E+00	0.00000E+00	0.00000E+00
7.16684E-01	2.96404E-01	5.37828E-01	1.56600E+00	0.00000E+00	0.00000E+00
7.17168E-01	2.99436E-01	5.38187E-01	1.57606E+00	0.00000E+00	0.00000E+00
7.17651E-01	3.02489E-01	5.38546E-01	1.58616E+00	0.00000E+00	0.00000E+00
7.18135E-01	3.05565E-01	5.38905E-01	1.59629E+00	0.00000E+00	0.00000E+00
7.18619E-01	3.08663E-01	5.39263E-01	1.60645E+00	0.00000E+00	0.00000E+00
7.19102E-01	3.11784E-01	5.39622E-01	1.61664E+00	0.00000E+00	0.00000E+00
7.19586E-01	3.14927E-01	5.39981E-01	1.62687E+00	0.00000E+00	0.00000E+00
7.20070E-01	3.18092E-01	5.40340E-01	1.63712E+00	0.00000E+00	0.00000E+00
7.20553E-01	3.21279E-01	5.40698E-01	1.64741E+00	0.00000E+00	0.00000E+00
7.21037E-01	3.24489E-01	5.41057E-01	1.65772E+00	0.00000E+00	0.00000E+00
7.21520E-01	3.27721E-01	5.41416E-01	1.66807E+00	0.00000E+00	0.00000E+00
7.22003E-01	3.30967E-01	5.41774E-01	1.67844E+00	0.00000E+00	0.00000E+00
7.22482E-01	3.34212E-01	5.42133E-01	1.68885E+00	0.00000E+00	0.00000E+00
7.22958E-01	3.37461E-01	5.42492E-01	1.69928E+00	0.00000E+00	0.00000E+00
7.23434E-01	3.40728E-01	5.42851E-01	1.70975E+00	0.00000E+00	0.00000E+00
7.23910E-01	3.44016E-01	5.43209E-01	1.72025E+00	0.00000E+00	0.00000E+00
