x[cm]_0	X-CH_0	x[cm]_1	X-CH_1	x[cm]_2	X-CH_2
2.53017E-01	1.81447E-06	1.64765E-01	4.04270E-05	4.47174E-01	3.30685E-05
2.53608E-01	1.85270E-06	1.65208E-01	4.09570E-05	4.48035E-01	3.35272E-05
2.54199E-01	1.89162E-06	1.65651E-01	4.14922E-05	4.48901E-01	3.39956E-05
2.54790E-01	1.93126E-06	1.66094E-01	4.20327E-05	4.49767E-01	3.44713E-05
2.55381E-01	1.97161E-06	1.66537E-01	4.25787E-05	4.50633E-01	3.49542E-05
2.55972E-01	2.01270E-06	1.66979E-01	4.31302E-05	4.51500E-01	3.54448E-05
2.56561E-01	2.05438E-06	1.67422E-01	4.36874E-05	4.52368E-01	3.59442E-05
2.57145E-01	2.09649E-06	1.67865E-01	4.42503E-05	4.53243E-01	3.64561E-05
2.57727E-01	2.13912E-06	1.68307E-01	4.48189E-05	4.54127E-01	3.69824E-05
2.58308E-01	2.18245E-06	1.68750E-01	4.53932E-05	4.55016E-01	3.75206E-05
2.58889E-01	2.22654E-06	1.69192E-01	4.59733E-05	4.55905E-01	3.80685E-05
2.59470E-01	2.27140E-06	1.69635E-01	4.65591E-05	4.56794E-01	3.86265E-05
2.60050E-01	2.31704E-06	1.70077E-01	4.71503E-05	4.57682E-01	3.91952E-05
2.60631E-01	2.36347E-06	1.70519E-01	4.77473E-05	4.58575E-01	3.97777E-05
2.61212E-01	2.41070E-06	1.70961E-01	4.83502E-05	4.59478E-01	4.03786E-05
2.61793E-01	2.45874E-06	1.71403E-01	4.89592E-05	4.60389E-01	4.09971E-05
2.62374E-01	2.50761E-06	1.71845E-01	4.95742E-05	4.61301E-01	4.16299E-05
2.62955E-01	2.55731E-06	1.72287E-01	5.01954E-05	4.62214E-01	4.22765E-05
2.63536E-01	2.60786E-06	1.72729E-01	5.08227E-05	4.63126E-01	4.29373E-05
2.64116E-01	2.65918E-06	1.73171E-01	5.14562E-05	4.64039E-01	4.36140E-05
2.64693E-01	2.71109E-06	1.73612E-01	5.20957E-05	4.64960E-01	4.43116E-05
2.65266E-01	2.76356E-06	1.74054E-01	5.27411E-05	4.65891E-01	4.50342E-05
2.65838E-01	2.81678E-06	1.74495E-01	5.33925E-05	4.66827E-01	4.57782E-05
2.66410E-01	2.87088E-06	1.74936E-01	5.40504E-05	4.67763E-01	4.65409E-05
2.66983E-01	2.92586E-06	1.75378E-01	5.47146E-05	4.68699E-01	4.73229E-05
2.67555E-01	2.98175E-06	1.75819E-01	5.53853E-05	4.69635E-01	4.81252E-05
2.68127E-01	3.03855E-06	1.76260E-01	5.60626E-05	4.70575E-01	4.89520E-05
2.68699E-01	3.09628E-06	1.76702E-01	5.67464E-05	4.71525E-01	4.98099E-05
2.69271E-01	3.15494E-06	1.77143E-01	5.74369E-05	4.72482E-01	5.06987E-05
2.69844E-01	3.21456E-06	1.77584E-01	5.81339E-05	4.73441E-01	5.16143E-05
2.70416E-01	3.27513E-06	1.78025E-01	5.88373E-05	4.74400E-01	5.25562E-05
2.70988E-01	3.33668E-06	1.78466E-01	5.95472E-05	4.75360E-01	5.35253E-05
2.71560E-01	3.39920E-06	1.78907E-01	6.02639E-05	4.76320E-01	5.45237E-05
2.72130E-01	3.46248E-06	1.79348E-01	6.09874E-05	4.77286E-01	5.55586E-05
2.72697E-01	3.52638E-06	1.79788E-01	6.17179E-05	4.78262E-01	5.66364E-05
2.73261E-01	3.59108E-06	1.80229E-01	6.24553E-05	4.79243E-01	5.77533E-05
2.73826E-01	3.65680E-06	1.80670E-01	6.31998E-05	4.80225E-01	5.89054E-05
2.74391E-01	3.72353E-06	1.81111E-01	6.39513E-05	4.81206E-01	6.00943E-05
2.74956E-01	3.79131E-06	1.81552E-01	6.47099E-05	4.82187E-01	6.13215E-05
2.75521E-01	3.86013E-06	1.81993E-01	6.54754E-05	4.83171E-01	6.25922E-05
2.76085E-01	3.93001E-06	1.82433E-01	6.62481E-05	4.84162E-01	6.39150E-05
2.76650E-01	4.00097E-06	1.82874E-01	6.70280E-05	4.85161E-01	6.52927E-05
2.77215E-01	4.07301E-06	1.83314E-01	6.78152E-05	4.86163E-01	6.67207E-05
2.77780E-01	4.14615E-06	1.83755E-01	6.86098E-05	4.87164E-01	6.81978E-05
2.78345E-01	4.22040E-06	1.84196E-01	6.94118E-05	4.88165E-01	6.97262E-05
2.78910E-01	4.29578E-06	1.84636E-01	7.02213E-05	4.89167E-01	7.13079E-05
2.79473E-01	4.37212E-06	1.85077E-01	7.10383E-05	4.90172E-01	7.29516E-05
2.80034E-01	4.44921E-06	1.85517E-01	7.18629E-05	4.91185E-01	7.46681E-05
2.80593E-01	4.52720E-06	1.85958E-01	7.26951E-05	4.92204E-01	7.64558E-05
2.81151E-01	4.60631E-06	1.86399E-01	7.35350E-05	4.93224E-01	7.83098E-05
2.81710E-01	4.68659E-06	1.86839E-01	7.43826E-05	4.94243E-01	8.02318E-05
2.82269E-01	4.76805E-06	1.87280E-01	7.52379E-05	4.95263E-01	8.22245E-05
2.82827E-01	4.85071E-06	1.87720E-01	7.61012E-05	4.96283E-01	8.42917E-05
2.83386E-01	4.93457E-06	1.88161E-01	7.69724E-05	4.97307E-01	8.64454E-05
2.83945E-01	5.01965E-06	1.88601E-01	7.78515E-05	4.98339E-01	8.86969E-05
2.84504E-01	5.10596E-06	1.89042E-01	7.87387E-05	4.99375E-01	9.10423E-05
2.85062E-01	5.19353E-06	1.89482E-01	7.96340E-05	5.00411E-01	9.34772E-05
2.85621E-01	5.28235E-06	1.89923E-01	8.05373E-05	5.01447E-01	9.60054E-05
2.86180E-01	5.37245E-06	1.90363E-01	8.14489E-05	5.02483E-01	9.86308E-05
2.86737E-01	5.46368E-06	1.90804E-01	8.23688E-05	5.03519E-01	1.01360E-04
2.87293E-01	5.55583E-06	1.91244E-01	8.32969E-05	5.04561E-01	1.04208E-04
2.87847E-01	5.64900E-06	1.91685E-01	8.42334E-05	5.05609E-01	1.07187E-04
2.88400E-01	5.74340E-06	1.92125E-01	8.51783E-05	5.06661E-01	1.10291E-04
2.88953E-01	5.83913E-06	1.92566E-01	8.61317E-05	5.07712E-01	1.13517E-04
2.89507E-01	5.93619E-06	1.93006E-01	8.70936E-05	5.08763E-01	1.16871E-04
2.90060E-01	6.03460E-06	1.93447E-01	8.80641E-05	5.09814E-01	1.20358E-04
2.90614E-01	6.13437E-06	1.93888E-01	8.90432E-05	5.10867E-01	1.23988E-04
2.91167E-01	6.23551E-06	1.94328E-01	9.00311E-05	5.11924E-01	1.27781E-04
2.91720E-01	6.33804E-06	1.94769E-01	9.10278E-05	5.12988E-01	1.31749E-04
2.92274E-01	6.44198E-06	1.95210E-01	9.20333E-05	5.14054E-01	1.35887E-04
2.92827E-01	6.54733E-06	1.95650E-01	9.30476E-05	5.15120E-01	1.40193E-04
2.93381E-01	6.65411E-06	1.96091E-01	9.40708E-05	5.16186E-01	1.44673E-04
2.93933E-01	6.76219E-06	1.96531E-01	9.51029E-05	5.17253E-01	1.49335E-04
2.94484E-01	6.87132E-06	1.96972E-01	9.61439E-05	5.18320E-01	1.54191E-04
2.95033E-01	6.98157E-06	1.97413E-01	9.71940E-05	5.19393E-01	1.59270E-04
2.95581E-01	7.09321E-06	1.97853E-01	9.82533E-05	5.20472E-01	1.64590E-04
2.96130E-01	7.20633E-06	1.98294E-01	9.93220E-05	5.21554E-01	1.70141E-04
2.96678E-01	7.32094E-06	1.98735E-01	1.00400E-04	5.22636E-01	1.75922E-04
2.97227E-01	7.43705E-06	1.99176E-01	1.01487E-04	5.23718E-01	1.81942E-04
2.97775E-01	7.55468E-06	1.99617E-01	1.02584E-04	5.24799E-01	1.88210E-04
2.98324E-01	7.67384E-06	2.00058E-01	1.03689E-04	5.25882E-01	1.94743E-04
2.98872E-01	7.79455E-06	2.00498E-01	1.04804E-04	5.26970E-01	2.01578E-04
2.99421E-01	7.91682E-06	2.00939E-01	1.05928E-04	5.28065E-01	2.08742E-04
2.99970E-01	8.04066E-06	2.01380E-01	1.07062E-04	5.29163E-01	2.16226E-04
3.00518E-01	8.16609E-06	2.01821E-01	1.08205E-04	5.30261E-01	2.24023E-04
3.01066E-01	8.29293E-06	2.02262E-01	1.09358E-04	5.31358E-01	2.32146E-04
3.01612E-01	8.42093E-06	2.02704E-01	1.10521E-04	5.32456E-01	2.40610E-04
3.02156E-01	8.55019E-06	2.03145E-01	1.11693E-04	5.33554E-01	2.49433E-04
3.02700E-01	8.68098E-06	2.03587E-01	1.12875E-04	5.34658E-01	2.58667E-04
3.03244E-01	8.81341E-06	2.04028E-01	1.14066E-04	5.35769E-01	2.68358E-04
3.03788E-01	8.94747E-06	2.04470E-01	1.15267E-04	5.36883E-01	2.78493E-04
3.04332E-01	9.08318E-06	2.04911E-01	1.16476E-04	5.37998E-01	2.89059E-04
3.04876E-01	9.22056E-06	2.05353E-01	1.17695E-04	5.39112E-01	3.00073E-04
3.05420E-01	9.35961E-06	2.05794E-01	1.18924E-04	5.40227E-01	3.11555E-04
3.05964E-01	9.50035E-06	2.06236E-01	1.20163E-04	5.41342E-01	3.23525E-04
3.06508E-01	9.64279E-06	2.06679E-01	1.21412E-04	5.42461E-01	3.36056E-04
3.07052E-01	9.78693E-06	2.07121E-01	1.22670E-04	5.43589E-01	3.49228E-04
3.07596E-01	9.93279E-06	2.07564E-01	1.23938E-04	5.44722E-01	3.63020E-04
3.08139E-01	1.00802E-05	2.08006E-01	1.25214E-04	5.45855E-01	3.77407E-04
3.08680E-01	1.02287E-05	2.08449E-01	1.26499E-04	5.46988E-01	3.92412E-04
3.09221E-01	1.03787E-05	2.08891E-01	1.27792E-04	5.48121E-01	4.08063E-04
3.09760E-01	1.05304E-05	2.09334E-01	1.29094E-04	5.49253E-01	4.24388E-04
3.10300E-01	1.06838E-05	2.09777E-01	1.30405E-04	5.50391E-01	4.41479E-04
3.10840E-01	1.08389E-05	2.10220E-01	1.31726E-04	5.51537E-01	4.59452E-04
3.11380E-01	1.09957E-05	2.10664E-01	1.33058E-04	5.52688E-01	4.78295E-04
3.11920E-01	1.11543E-05	2.11108E-01	1.34397E-04	5.53840E-01	4.97970E-04
3.12460E-01	1.13146E-05	2.11552E-01	1.35745E-04	5.54992E-01	5.18502E-04
3.13000E-01	1.14767E-05	2.11996E-01	1.37101E-04	5.56144E-01	5.39929E-04
3.13540E-01	1.16405E-05	2.12440E-01	1.38464E-04	5.57296E-01	5.62290E-04
3.14080E-01	1.18061E-05	2.12884E-01	1.39835E-04	5.58452E-01	5.85701E-04
3.14620E-01	1.19733E-05	2.13328E-01	1.41215E-04	5.59617E-01	6.10319E-04
3.15160E-01	1.21421E-05	2.13773E-01	1.42604E-04	5.60787E-01	6.36151E-04
3.15697E-01	1.23121E-05	2.14218E-01	1.44004E-04	5.61958E-01	6.63149E-04
3.16234E-01	1.24836E-05	2.14664E-01	1.45415E-04	5.63129E-01	6.91338E-04
3.16771E-01	1.26567E-05	2.15110E-01	1.46837E-04	5.64301E-01	7.20770E-04
3.17308E-01	1.28316E-05	2.15556E-01	1.48267E-04	5.65472E-01	7.51500E-04
3.17845E-01	1.30081E-05	2.16002E-01	1.49708E-04	5.66647E-01	7.83678E-04
3.18381E-01	1.31863E-05	2.16448E-01	1.51158E-04	5.67829E-01	8.17517E-04
3.18918E-01	1.33663E-05	2.16894E-01	1.52617E-04	5.69019E-01	8.53051E-04
3.19455E-01	1.35480E-05	2.17340E-01	1.54087E-04	5.70209E-01	8.90217E-04
3.19992E-01	1.37316E-05	2.17786E-01	1.55567E-04	5.71400E-01	9.29042E-04
3.20529E-01	1.39169E-05	2.18233E-01	1.57061E-04	5.72591E-01	9.69597E-04
3.21066E-01	1.41040E-05	2.18681E-01	1.58567E-04	5.73782E-01	1.01196E-03
3.21602E-01	1.42929E-05	2.19129E-01	1.60087E-04	5.74976E-01	1.05634E-03
3.22139E-01	1.44834E-05	2.19577E-01	1.61617E-04	5.76179E-01	1.10304E-03
3.22674E-01	1.46755E-05	2.20026E-01	1.63158E-04	5.77388E-01	1.15212E-03
3.23208E-01	1.48692E-05	2.20474E-01	1.64710E-04	5.78600E-01	1.20349E-03
3.23743E-01	1.50649E-05	2.20922E-01	1.66274E-04	5.79811E-01	1.25717E-03
3.24278E-01	1.52624E-05	2.21370E-01	1.67850E-04	5.81023E-01	1.31327E-03
3.24813E-01	1.54619E-05	2.21819E-01	1.69438E-04	5.82234E-01	1.37190E-03
3.25347E-01	1.56632E-05	2.22268E-01	1.71040E-04	5.83450E-01	1.43337E-03
3.25882E-01	1.58666E-05	2.22718E-01	1.72658E-04	5.84675E-01	1.49814E-03
3.26417E-01	1.60718E-05	2.23168E-01	1.74290E-04	5.85908E-01	1.56629E-03
3.26952E-01	1.62791E-05	2.23619E-01	1.75935E-04	5.87144E-01	1.63765E-03
3.27486E-01	1.64883E-05	2.24070E-01	1.77593E-04	5.88378E-01	1.71227E-03
3.28021E-01	1.66995E-05	2.24520E-01	1.79264E-04	5.89614E-01	1.79028E-03
3.28556E-01	1.69127E-05	2.24971E-01	1.80948E-04	5.90849E-01	1.87184E-03
3.29090E-01	1.71277E-05	2.25421E-01	1.82645E-04	5.92089E-01	1.95746E-03
3.29624E-01	1.73446E-05	2.25872E-01	1.84356E-04	5.93341E-01	2.04785E-03
3.30157E-01	1.75634E-05	2.26323E-01	1.86083E-04	5.94601E-01	2.14303E-03
3.30691E-01	1.77843E-05	2.26776E-01	1.87829E-04	5.95863E-01	2.24271E-03
3.31224E-01	1.80073E-05	2.27229E-01	1.89591E-04	5.97125E-01	2.34699E-03
3.31758E-01	1.82323E-05	2.27682E-01	1.91367E-04	5.98387E-01	2.45606E-03
3.32291E-01	1.84594E-05	2.28135E-01	1.93159E-04	5.99649E-01	2.57014E-03
3.32825E-01	1.86886E-05	2.28588E-01	1.94965E-04	6.00919E-01	2.69015E-03
3.33358E-01	1.89199E-05	2.29041E-01	1.96786E-04	6.02203E-01	2.81723E-03
3.33892E-01	1.91534E-05	2.29494E-01	1.98622E-04	6.03496E-01	2.95110E-03
3.34425E-01	1.93890E-05	2.29947E-01	2.00474E-04	6.04790E-01	3.09127E-03
3.34959E-01	1.96267E-05	2.30401E-01	2.02345E-04	6.06084E-01	3.23796E-03
3.35492E-01	1.98666E-05	2.30856E-01	2.04236E-04	6.07378E-01	3.39146E-03
3.36025E-01	2.01085E-05	2.31311E-01	2.06146E-04	6.08673E-01	3.55231E-03
3.36559E-01	2.03526E-05	2.31767E-01	2.08074E-04	6.09980E-01	3.72214E-03
3.37092E-01	2.05988E-05	2.32223E-01	2.10019E-04	6.11305E-01	3.90225E-03
3.37625E-01	2.08473E-05	2.32679E-01	2.11981E-04	6.12637E-01	4.09194E-03
3.38158E-01	2.10979E-05	2.33134E-01	2.13960E-04	6.13969E-01	4.29056E-03
3.38691E-01	2.13509E-05	2.33590E-01	2.15957E-04	6.15301E-01	4.49852E-03
3.39224E-01	2.16060E-05	2.34046E-01	2.17972E-04	6.16633E-01	4.71620E-03
3.39757E-01	2.18634E-05	2.34502E-01	2.20007E-04	6.17973E-01	4.94530E-03
3.40290E-01	2.21231E-05	2.34959E-01	2.22066E-04	6.19331E-01	5.18858E-03
3.40823E-01	2.23851E-05	2.35417E-01	2.24149E-04	6.20706E-01	5.44651E-03
3.41356E-01	2.26494E-05	2.35876E-01	2.26252E-04	6.22085E-01	5.71765E-03
3.41889E-01	2.29159E-05	2.36335E-01	2.28374E-04	6.23465E-01	6.00168E-03
3.42422E-01	2.31848E-05	2.36793E-01	2.30517E-04	6.24844E-01	6.29917E-03
3.42955E-01	2.34560E-05	2.37252E-01	2.32679E-04	6.26226E-01	6.61130E-03
3.43488E-01	2.37295E-05	2.37710E-01	2.34863E-04	6.27625E-01	6.94228E-03
3.44020E-01	2.40054E-05	2.38169E-01	2.37068E-04	6.29051E-01	7.29572E-03
3.44553E-01	2.42837E-05	2.38628E-01	2.39295E-04	6.30489E-01	7.66942E-03
3.45086E-01	2.45643E-05	2.39087E-01	2.41548E-04	6.31927E-01	8.06133E-03
3.45619E-01	2.48474E-05	2.39548E-01	2.43830E-04	6.33364E-01	8.47239E-03
3.46152E-01	2.51328E-05	2.40010E-01	2.46137E-04	6.34802E-01	8.90348E-03
3.46685E-01	2.54208E-05	2.40471E-01	2.48468E-04	6.36255E-01	9.36060E-03
3.47218E-01	2.57111E-05	2.40933E-01	2.50821E-04	6.37741E-01	9.85107E-03
3.47751E-01	2.60039E-05	2.41394E-01	2.53199E-04	6.39245E-01	1.03722E-02
3.48283E-01	2.62992E-05	2.41856E-01	2.55601E-04	6.40749E-01	1.09199E-02
3.48816E-01	2.65970E-05	2.42317E-01	2.58028E-04	6.42253E-01	1.14952E-02
3.49349E-01	2.68973E-05	2.42779E-01	2.60480E-04	6.43757E-01	1.20993E-02
3.49882E-01	2.72001E-05	2.43241E-01	2.62961E-04	6.45278E-01	1.27412E-02
3.50415E-01	2.75055E-05	2.43705E-01	2.65476E-04	6.46834E-01	1.34312E-02
3.50948E-01	2.78134E-05	2.44169E-01	2.68021E-04	6.48408E-01	1.41657E-02
3.51481E-01	2.81239E-05	2.44633E-01	2.70594E-04	6.49983E-01	1.49388E-02
3.52014E-01	2.84370E-05	2.45097E-01	2.73194E-04	6.51558E-01	1.57521E-02
3.52546E-01	2.87526E-05	2.45561E-01	2.75823E-04	6.53136E-01	1.66097E-02
3.53079E-01	2.90709E-05	2.46026E-01	2.78481E-04	6.54735E-01	1.75241E-02
3.53612E-01	2.93918E-05	2.46490E-01	2.81168E-04	6.56367E-01	1.85062E-02
3.54145E-01	2.97154E-05	2.46954E-01	2.83885E-04	6.58013E-01	1.95499E-02
3.54678E-01	3.00416E-05	2.47419E-01	2.86634E-04	6.59658E-01	2.06496E-02
3.55211E-01	3.03706E-05	2.47884E-01	2.89420E-04	6.61304E-01	2.18079E-02
3.55743E-01	3.07022E-05	2.48350E-01	2.92241E-04	6.62962E-01	2.30369E-02
3.56276E-01	3.10365E-05	2.48816E-01	2.95097E-04	6.64649E-01	2.43555E-02
3.56809E-01	3.13737E-05	2.49283E-01	2.97986E-04	6.66361E-01	2.57661E-02
3.57342E-01	3.17135E-05	2.49749E-01	3.00908E-04	6.68079E-01	2.72596E-02
3.57875E-01	3.20562E-05	2.50215E-01	3.03865E-04	6.69797E-01	2.88349E-02
3.58408E-01	3.24017E-05	2.50682E-01	3.06856E-04	6.71520E-01	3.05010E-02
3.58941E-01	3.27499E-05	2.51148E-01	3.09883E-04	6.73264E-01	3.22801E-02
3.59474E-01	3.31010E-05	2.51614E-01	3.12947E-04	6.75037E-01	3.41877E-02
3.60007E-01	3.34550E-05	2.52081E-01	3.16049E-04	6.76821E-01	3.62144E-02
3.60540E-01	3.38118E-05	2.52548E-01	3.19192E-04	6.78604E-01	3.83538E-02
3.61073E-01	3.41715E-05	2.53015E-01	3.22374E-04	6.80389E-01	4.06127E-02
3.61606E-01	3.45341E-05	2.53482E-01	3.25596E-04	6.82182E-01	4.30076E-02
3.62139E-01	3.48997E-05	2.53949E-01	3.28858E-04	6.83990E-01	4.55550E-02
3.62672E-01	3.52682E-05	2.54416E-01	3.32160E-04	6.85804E-01	4.82533E-02
3.63205E-01	3.56398E-05	2.54884E-01	3.35504E-04	6.87618E-01	5.11001E-02
3.63738E-01	3.60144E-05	2.55351E-01	3.38891E-04	6.89433E-01	5.41026E-02
3.64271E-01	3.63921E-05	2.55818E-01	3.42320E-04	6.91239E-01	5.72542E-02
3.64804E-01	3.67728E-05	2.56285E-01	3.45793E-04	6.93029E-01	6.05449E-02
3.65337E-01	3.71566E-05	2.56751E-01	3.49309E-04	6.94811E-01	6.39931E-02
3.65870E-01	3.75434E-05	2.57218E-01	3.52868E-04	6.96593E-01	6.76214E-02
3.66403E-01	3.79334E-05	2.57684E-01	3.56473E-04	6.98374E-01	7.14382E-02
3.66936E-01	3.83266E-05	2.58151E-01	3.60126E-04	7.00141E-01	7.54172E-02
3.67469E-01	3.87229E-05	2.58617E-01	3.63827E-04	7.01869E-01	7.95074E-02
3.68003E-01	3.91224E-05	2.59084E-01	3.67577E-04	7.03569E-01	8.37245E-02
3.68536E-01	3.95251E-05	2.59550E-01	3.71377E-04	7.05261E-01	8.81255E-02
3.69069E-01	3.99311E-05	2.60016E-01	3.75229E-04	7.06953E-01	9.27358E-02
3.69602E-01	4.03404E-05	2.60483E-01	3.79133E-04	7.08644E-01	9.75601E-02
3.70135E-01	4.07531E-05	2.60948E-01	3.83086E-04	7.10306E-01	1.02521E-01
3.70669E-01	4.11691E-05	2.61414E-01	3.87085E-04	7.11913E-01	1.07534E-01
3.71202E-01	4.15886E-05	2.61878E-01	3.91136E-04	7.13494E-01	1.12677E-01
3.71735E-01	4.20114E-05	2.62343E-01	3.95241E-04	7.15074E-01	1.18040E-01
3.72269E-01	4.24377E-05	2.62807E-01	3.99404E-04	7.16655E-01	1.23628E-01
3.72802E-01	4.28674E-05	2.63272E-01	4.03625E-04	7.18235E-01	1.29450E-01
3.73335E-01	4.33006E-05	2.63736E-01	4.07906E-04	7.19790E-01	1.35414E-01
3.73869E-01	4.37374E-05	2.64201E-01	4.12246E-04	7.21293E-01	1.41406E-01
3.74402E-01	4.41776E-05	2.64665E-01	4.16649E-04	7.22767E-01	1.47507E-01
3.74936E-01	4.46215E-05	2.65130E-01	4.21113E-04	7.24239E-01	1.53827E-01
3.75469E-01	4.50690E-05	2.65593E-01	4.25634E-04	7.25711E-01	1.60382E-01
3.76002E-01	4.55201E-05	2.66056E-01	4.30210E-04	7.27183E-01	1.67177E-01
3.76536E-01	4.59749E-05	2.66518E-01	4.34847E-04	7.28648E-01	1.74189E-01
3.77069E-01	4.64334E-05	2.66980E-01	4.39551E-04	7.30082E-01	1.81294E-01
3.77602E-01	4.68957E-05	2.67442E-01	4.44323E-04	7.31473E-01	1.88420E-01
3.78136E-01	4.73617E-05	2.67905E-01	4.49166E-04	7.32846E-01	1.95685E-01
3.78669E-01	4.78316E-05	2.68367E-01	4.54079E-04	7.34218E-01	2.03188E-01
3.79202E-01	4.83053E-05	2.68829E-01	4.59065E-04	7.35591E-01	2.10935E-01
3.79736E-01	4.87830E-05	2.69291E-01	4.64125E-04	7.36963E-01	2.18933E-01
3.80269E-01	4.92646E-05	2.69753E-01	4.69259E-04	7.38335E-01	2.27193E-01
3.80802E-01	4.97502E-05	2.70215E-01	4.74462E-04	7.39685E-01	2.35580E-01
3.81336E-01	5.02399E-05	2.70675E-01	4.79734E-04	7.40991E-01	2.43941E-01
3.81869E-01	5.07336E-05	2.71136E-01	4.85082E-04	7.42273E-01	2.52399E-01
3.82402E-01	5.12314E-05	2.71596E-01	4.90510E-04	7.43555E-01	2.61105E-01
3.82935E-01	5.17334E-05	2.72056E-01	4.96020E-04	7.44836E-01	2.70068E-01
3.83469E-01	5.22395E-05	2.72516E-01	5.01614E-04	7.46118E-01	2.79293E-01
3.84002E-01	5.27496E-05	2.72977E-01	5.07293E-04	7.47399E-01	2.88788E-01
3.84534E-01	5.32636E-05	2.73437E-01	5.13060E-04	7.48680E-01	2.98553E-01
3.85067E-01	5.37819E-05	2.73897E-01	5.18915E-04	7.49941E-01	3.08440E-01
3.85599E-01	5.43045E-05	2.74358E-01	5.24860E-04	7.51163E-01	3.18298E-01
3.86131E-01	5.48316E-05	2.74817E-01	5.30893E-04	7.52367E-01	3.28269E-01
3.86664E-01	5.53631E-05	2.75277E-01	5.37012E-04	7.53572E-01	3.38507E-01
3.87196E-01	5.58992E-05	2.75736E-01	5.43224E-04	7.54776E-01	3.49019E-01
3.87728E-01	5.64399E-05	2.76195E-01	5.49534E-04	7.55980E-01	3.59810E-01
3.88261E-01	5.69853E-05	2.76654E-01	5.55942E-04	7.57184E-01	3.70887E-01
3.88793E-01	5.75354E-05	2.77114E-01	5.62451E-04	7.58388E-01	3.82257E-01
3.89326E-01	5.80902E-05	2.77573E-01	5.69062E-04	7.59586E-01	3.93861E-01
3.89858E-01	5.86498E-05	2.78032E-01	5.75779E-04	7.60761E-01	4.05545E-01
3.90390E-01	5.92142E-05	2.78491E-01	5.82602E-04	7.61913E-01	4.17275E-01
3.90922E-01	5.97829E-05	2.78950E-01	5.89534E-04	7.63055E-01	4.29201E-01
3.91453E-01	6.03556E-05	2.79409E-01	5.96576E-04	7.64197E-01	4.41418E-01
3.91983E-01	6.09330E-05	2.79868E-01	6.03727E-04	7.65340E-01	4.53932E-01
3.92513E-01	6.15154E-05	2.80327E-01	6.10992E-04	7.66482E-01	4.66748E-01
3.93044E-01	6.21031E-05	2.80786E-01	6.18374E-04	7.67625E-01	4.79873E-01
3.93574E-01	6.26959E-05	2.81244E-01	6.25876E-04	7.68767E-01	4.93311E-01
3.94105E-01	6.32940E-05	2.81703E-01	6.33499E-04	7.69908E-01	5.07048E-01
3.94635E-01	6.38975E-05	2.82162E-01	6.41246E-04	7.71036E-01	5.20956E-01
3.95166E-01	6.45065E-05	2.82621E-01	6.49119E-04	7.72145E-01	5.34939E-01
3.95696E-01	6.51209E-05	2.83079E-01	6.57121E-04	7.73245E-01	5.49124E-01
3.96226E-01	6.57409E-05	2.83538E-01	6.65254E-04	7.74345E-01	5.63627E-01
3.96757E-01	6.63666E-05	2.83997E-01	6.73521E-04	7.75446E-01	5.78453E-01
3.97287E-01	6.69980E-05	2.84456E-01	6.81923E-04	7.76546E-01	5.93608E-01
3.97817E-01	6.76344E-05	2.84914E-01	6.90465E-04	7.77646E-01	6.09095E-01
3.98345E-01	6.82748E-05	2.85373E-01	6.99147E-04	7.78746E-01	6.24922E-01
3.98872E-01	6.89202E-05	2.85832E-01	7.07974E-04	7.79846E-01	6.41093E-01
3.99400E-01	6.95714E-05	2.86291E-01	7.16947E-04	7.80944E-01	6.57581E-01
3.99927E-01	7.02288E-05	2.86750E-01	7.26070E-04	7.82034E-01	6.74296E-01
4.00454E-01	7.08922E-05	2.87208E-01	7.35344E-04	7.83114E-01	6.91206E-01
4.00982E-01	7.15619E-05	2.87667E-01	7.44774E-04	7.84189E-01	7.08404E-01
4.01509E-01	7.22379E-05	2.88126E-01	7.54362E-04	7.85265E-01	7.25956E-01
4.02036E-01	7.29203E-05	2.88585E-01	7.64111E-04	7.86341E-01	7.43867E-01
4.02564E-01	7.36092E-05	2.89044E-01	7.74026E-04	7.87417E-01	7.62143E-01
4.03091E-01	7.43047E-05	2.89503E-01	7.84116E-04	7.88493E-01	7.80788E-01
4.03619E-01	7.50069E-05	2.89962E-01	7.94380E-04	7.89569E-01	7.99806E-01
4.04146E-01	7.57158E-05	2.90422E-01	8.04819E-04	7.90644E-01	8.19204E-01
4.04673E-01	7.64312E-05	2.90881E-01	8.15434E-04	7.91720E-01	8.38980E-01
4.05199E-01	7.71517E-05	2.91341E-01	8.26230E-04	7.92793E-01	8.59088E-01
4.05723E-01	7.78770E-05	2.91800E-01	8.37209E-04	7.93860E-01	8.79485E-01
4.06246E-01	7.86085E-05	2.92259E-01	8.48376E-04	7.94925E-01	9.00225E-01
4.06770E-01	7.93472E-05	2.92719E-01	8.59733E-04	7.95990E-01	9.21358E-01
4.07293E-01	8.00931E-05	2.93178E-01	8.71284E-04	7.97055E-01	9.42890E-01
4.07816E-01	8.08464E-05	2.93638E-01	8.83033E-04	7.98120E-01	9.64824E-01
4.08340E-01	8.16072E-05	2.94098E-01	8.94996E-04	7.99184E-01	9.87166E-01
4.08863E-01	8.23756E-05	2.94558E-01	9.07188E-04	8.00249E-01	1.00992E+00
4.09387E-01	8.31517E-05	2.95020E-01	9.19606E-04	8.01314E-01	1.03308E+00
4.09910E-01	8.39355E-05	2.95481E-01	9.32240E-04	8.02379E-01	1.05667E+00
