[ms]_0	C-NO_0	C-OH_0
1.00274E-02	6.06522E-10	7.38151E-08
1.00949E-02	6.13066E-10	7.38118E-08
1.01623E-02	6.19608E-10	7.38086E-08
1.02650E-02	6.29572E-10	7.38036E-08
1.03676E-02	6.39535E-10	7.37987E-08
1.04703E-02	6.49497E-10	7.37937E-08
1.05730E-02	6.59458E-10	7.37888E-08
1.06757E-02	6.69417E-10	7.37839E-08
1.07784E-02	6.79376E-10	7.37789E-08
1.08810E-02	6.89333E-10	7.37740E-08
1.09837E-02	6.99289E-10	7.37691E-08
1.10864E-02	7.09245E-10	7.37641E-08
1.11891E-02	7.19198E-10	7.37592E-08
1.12917E-02	7.29151E-10	7.37543E-08
1.13944E-02	7.39103E-10	7.37494E-08
1.14971E-02	7.49054E-10	7.37444E-08
1.15998E-02	7.59003E-10	7.37395E-08
1.17025E-02	7.68951E-10	7.37346E-08
1.18633E-02	7.84534E-10	7.37268E-08
1.20242E-02	8.00113E-10	7.37191E-08
1.21850E-02	8.15690E-10	7.37114E-08
1.23459E-02	8.31264E-10	7.37037E-08
1.25068E-02	8.46835E-10	7.36960E-08
1.26676E-02	8.62402E-10	7.36882E-08
1.28285E-02	8.77967E-10	7.36805E-08
1.29893E-02	8.93529E-10	7.36728E-08
1.31502E-02	9.09088E-10	7.36651E-08
1.33110E-02	9.24644E-10	7.36574E-08
1.35536E-02	9.48092E-10	7.36457E-08
1.37961E-02	9.71534E-10	7.36341E-08
1.40386E-02	9.94969E-10	7.36225E-08
1.42812E-02	1.01840E-09	7.36108E-08
1.45237E-02	1.04182E-09	7.35992E-08
1.47662E-02	1.06523E-09	7.35876E-08
1.50088E-02	1.08864E-09	7.35760E-08
1.52513E-02	1.11204E-09	7.35644E-08
1.54938E-02	1.13543E-09	7.35527E-08
1.57364E-02	1.15882E-09	7.35411E-08
1.59789E-02	1.18220E-09	7.35295E-08
1.62214E-02	1.20557E-09	7.35179E-08
1.64640E-02	1.22894E-09	7.35063E-08
1.67065E-02	1.25230E-09	7.34947E-08
1.69490E-02	1.27565E-09	7.34831E-08
1.73168E-02	1.31104E-09	7.34655E-08
1.76845E-02	1.34642E-09	7.34479E-08
1.80522E-02	1.38178E-09	7.34303E-08
1.84200E-02	1.41712E-09	7.34127E-08
1.87877E-02	1.45245E-09	7.33952E-08
1.91554E-02	1.48776E-09	7.33776E-08
1.95232E-02	1.52306E-09	7.33600E-08
1.98909E-02	1.55834E-09	7.33425E-08
2.02586E-02	1.59360E-09	7.33249E-08
2.06264E-02	1.62885E-09	7.33073E-08
2.09941E-02	1.66407E-09	7.32898E-08
2.15725E-02	1.71945E-09	7.32622E-08
2.21508E-02	1.77479E-09	7.32346E-08
2.27292E-02	1.83009E-09	7.32071E-08
2.33076E-02	1.88535E-09	7.31795E-08
2.38860E-02	1.94056E-09	7.31520E-08
2.44644E-02	1.99574E-09	7.31245E-08
2.53987E-02	2.08479E-09	7.30800E-08
2.63330E-02	2.17373E-09	7.30356E-08
2.72673E-02	2.26256E-09	7.29912E-08
2.82017E-02	2.35129E-09	7.29469E-08
2.91360E-02	2.43991E-09	7.29026E-08
3.00703E-02	2.52842E-09	7.28584E-08
3.10046E-02	2.61683E-09	7.28141E-08
3.19390E-02	2.70512E-09	7.27699E-08
3.36328E-02	2.86492E-09	7.26899E-08
3.53265E-02	3.02437E-09	7.26100E-08
3.70203E-02	3.18346E-09	7.25303E-08
3.87141E-02	3.34219E-09	7.24507E-08
4.04079E-02	3.50057E-09	7.23712E-08
4.21017E-02	3.65858E-09	7.22919E-08
4.37955E-02	3.81625E-09	7.22127E-08
4.70122E-02	4.11467E-09	7.20627E-08
4.93584E-02	4.33152E-09	7.19536E-08
5.17046E-02	4.54767E-09	7.18449E-08
5.40508E-02	4.76313E-09	7.17364E-08
5.63969E-02	4.97790E-09	7.16283E-08
5.87431E-02	5.19197E-09	7.15204E-08
6.10893E-02	5.40535E-09	7.14129E-08
6.34354E-02	5.61803E-09	7.13057E-08
6.57816E-02	5.83001E-09	7.11988E-08
6.81278E-02	6.04130E-09	7.10923E-08
7.04740E-02	6.25189E-09	7.09861E-08
7.28201E-02	6.46178E-09	7.08802E-08
7.51663E-02	6.67098E-09	7.07747E-08
7.75125E-02	6.87947E-09	7.06695E-08
7.98587E-02	7.08728E-09	7.05647E-08
8.22048E-02	7.29438E-09	7.04603E-08
8.45510E-02	7.50079E-09	7.03562E-08
8.68972E-02	7.70650E-09	7.02525E-08
8.92433E-02	7.91152E-09	7.01491E-08
9.15895E-02	8.11585E-09	7.00462E-08
9.39357E-02	8.31948E-09	6.99436E-08
9.62819E-02	8.52242E-09	6.98413E-08
9.86280E-02	8.72467E-09	6.97395E-08
1.00974E-01	8.92623E-09	6.96380E-08
1.03320E-01	9.12710E-09	6.95369E-08
1.05667E-01	9.32728E-09	6.94363E-08
1.08013E-01	9.52678E-09	6.93360E-08
1.10359E-01	9.72560E-09	6.92361E-08
1.12705E-01	9.92373E-09	6.91366E-08
1.15051E-01	1.01212E-08	6.90375E-08
1.16752E-01	1.02639E-08	6.89659E-08
1.18452E-01	1.04062E-08	6.88945E-08
1.20153E-01	1.05482E-08	6.88234E-08
1.21854E-01	1.06898E-08	6.87524E-08
1.23554E-01	1.08311E-08	6.86817E-08
1.25255E-01	1.09720E-08	6.86111E-08
1.26955E-01	1.11126E-08	6.85408E-08
1.28656E-01	1.12528E-08	6.84707E-08
1.30356E-01	1.13926E-08	6.84009E-08
1.32057E-01	1.15321E-08	6.83312E-08
1.33758E-01	1.16713E-08	6.82617E-08
1.35458E-01	1.18101E-08	6.81925E-08
1.37159E-01	1.19486E-08	6.81235E-08
1.38859E-01	1.20867E-08	6.80547E-08
1.40560E-01	1.22244E-08	6.79861E-08
1.42261E-01	1.23619E-08	6.79177E-08
1.43961E-01	1.24989E-08	6.78496E-08
1.45662E-01	1.26357E-08	6.77816E-08
1.47362E-01	1.27720E-08	6.77139E-08
1.49063E-01	1.29081E-08	6.76464E-08
1.50763E-01	1.30438E-08	6.75792E-08
1.52464E-01	1.31791E-08	6.75121E-08
1.54165E-01	1.33142E-08	6.74453E-08
1.55865E-01	1.34489E-08	6.73787E-08
1.57566E-01	1.35832E-08	6.73123E-08
1.59266E-01	1.37172E-08	6.72461E-08
1.60967E-01	1.38509E-08	6.71801E-08
1.62668E-01	1.39842E-08	6.71144E-08
1.64368E-01	1.41172E-08	6.70489E-08
1.66069E-01	1.42499E-08	6.69836E-08
1.67769E-01	1.43822E-08	6.69185E-08
1.69470E-01	1.45142E-08	6.68537E-08
1.71171E-01	1.46459E-08	6.67890E-08
1.72871E-01	1.47772E-08	6.67246E-08
1.74572E-01	1.49082E-08	6.66604E-08
1.76272E-01	1.50389E-08	6.65965E-08
1.77973E-01	1.51693E-08	6.65327E-08
1.79673E-01	1.52993E-08	6.64692E-08
1.81374E-01	1.54290E-08	6.64059E-08
1.83075E-01	1.55584E-08	6.63428E-08
1.84775E-01	1.56875E-08	6.62799E-08
1.86476E-01	1.58162E-08	6.62173E-08
1.88176E-01	1.59446E-08	6.61549E-08
1.89877E-01	1.60727E-08	6.60926E-08
1.91578E-01	1.62005E-08	6.60307E-08
1.93278E-01	1.63279E-08	6.59689E-08
1.94979E-01	1.64551E-08	6.59074E-08
1.96679E-01	1.65819E-08	6.58460E-08
1.97892E-01	1.66722E-08	6.58025E-08
1.98753E-01	1.67361E-08	6.57716E-08
1.99613E-01	1.68000E-08	6.57408E-08
2.00473E-01	1.68638E-08	6.57100E-08
2.01334E-01	1.69275E-08	6.56793E-08
2.02194E-01	1.69911E-08	6.56487E-08
2.03055E-01	1.70546E-08	6.56181E-08
2.03915E-01	1.71181E-08	6.55876E-08
2.04776E-01	1.71815E-08	6.55571E-08
2.05390E-01	1.72267E-08	6.55354E-08
2.06004E-01	1.72718E-08	6.55137E-08
2.06618E-01	1.73169E-08	6.54920E-08
2.07233E-01	1.73620E-08	6.54704E-08
2.07847E-01	1.74070E-08	6.54488E-08
2.08461E-01	1.74520E-08	6.54272E-08
2.09075E-01	1.74970E-08	6.54057E-08
2.09689E-01	1.75419E-08	6.53842E-08
2.10303E-01	1.75868E-08	6.53627E-08
2.10918E-01	1.76316E-08	6.53412E-08
2.11532E-01	1.76764E-08	6.53198E-08
2.12456E-01	1.77437E-08	6.52876E-08
2.13381E-01	1.78110E-08	6.52555E-08
2.14305E-01	1.78782E-08	6.52234E-08
2.15230E-01	1.79452E-08	6.51914E-08
2.16765E-01	1.80564E-08	6.51384E-08
2.18300E-01	1.81673E-08	6.50855E-08
2.20628E-01	1.83351E-08	6.50057E-08
2.22957E-01	1.85024E-08	6.49263E-08
2.25285E-01	1.86690E-08	6.48473E-08
2.27613E-01	1.88352E-08	6.47688E-08
2.29942E-01	1.90007E-08	6.46906E-08
2.33815E-01	1.92749E-08	6.45614E-08
2.37688E-01	1.95476E-08	6.44334E-08
2.41562E-01	1.98188E-08	6.43065E-08
2.45435E-01	2.00885E-08	6.41806E-08
2.49308E-01	2.03568E-08	6.40559E-08
2.53182E-01	2.06235E-08	6.39323E-08
2.57055E-01	2.08888E-08	6.38097E-08
2.62927E-01	2.12883E-08	6.36260E-08
2.68799E-01	2.16846E-08	6.34448E-08
2.74670E-01	2.20776E-08	6.32661E-08
2.80542E-01	2.24674E-08	6.30898E-08
2.86414E-01	2.28541E-08	6.29159E-08
2.92286E-01	2.32378E-08	6.27444E-08
2.98158E-01	2.36183E-08	6.25753E-08
3.04030E-01	2.39959E-08	6.24086E-08
3.09902E-01	2.43705E-08	6.22442E-08
3.15774E-01	2.47423E-08	6.20822E-08
3.21646E-01	2.51111E-08	6.19224E-08
3.27518E-01	2.54770E-08	6.17649E-08
3.33389E-01	2.58402E-08	6.16097E-08
3.39261E-01	2.62006E-08	6.14567E-08
3.45133E-01	2.65583E-08	6.13060E-08
3.51005E-01	2.69133E-08	6.11574E-08
3.56877E-01	2.72657E-08	6.10110E-08
3.62749E-01	2.76154E-08	6.08667E-08
3.68621E-01	2.79626E-08	6.07246E-08
3.72830E-01	2.82100E-08	6.06240E-08
3.77040E-01	2.84560E-08	6.05244E-08
3.81250E-01	2.87008E-08	6.04260E-08
3.85460E-01	2.89443E-08	6.03285E-08
3.89669E-01	2.91865E-08	6.02321E-08
3.93879E-01	2.94275E-08	6.01368E-08
3.96759E-01	2.95917E-08	6.00722E-08
3.99639E-01	2.97553E-08	6.00080E-08
4.02519E-01	2.99184E-08	5.99443E-08
4.05400E-01	3.00809E-08	5.98811E-08
4.08280E-01	3.02428E-08	5.98183E-08
4.11160E-01	3.04042E-08	5.97561E-08
4.14040E-01	3.05650E-08	5.96942E-08
4.16920E-01	3.07253E-08	5.96329E-08
4.19800E-01	3.08850E-08	5.95720E-08
4.22680E-01	3.10442E-08	5.95116E-08
4.25560E-01	3.12029E-08	5.94516E-08
4.28441E-01	3.13610E-08	5.93920E-08
4.31321E-01	3.15186E-08	5.93330E-08
4.34201E-01	3.16757E-08	5.92743E-08
4.37081E-01	3.18322E-08	5.92161E-08
4.39961E-01	3.19883E-08	5.91583E-08
4.42841E-01	3.21438E-08	5.91010E-08
4.47766E-01	3.24086E-08	5.90040E-08
4.52691E-01	3.26718E-08	5.89082E-08
4.57615E-01	3.29337E-08	5.88137E-08
4.62540E-01	3.31941E-08	5.87204E-08
4.67465E-01	3.34530E-08	5.86283E-08
4.72390E-01	3.37106E-08	5.85374E-08
4.79898E-01	3.41006E-08	5.84011E-08
4.87407E-01	3.44875E-08	5.82675E-08
4.94916E-01	3.48712E-08	5.81366E-08
5.02425E-01	3.52519E-08	5.80082E-08
5.09934E-01	3.56296E-08	5.78825E-08
5.17443E-01	3.60043E-08	5.77593E-08
5.24952E-01	3.63761E-08	5.76385E-08
5.32461E-01	3.67451E-08	5.75202E-08
5.39970E-01	3.71112E-08	5.74042E-08
5.47478E-01	3.74746E-08	5.72907E-08
5.54987E-01	3.78353E-08	5.71794E-08
5.62496E-01	3.81933E-08	5.70703E-08
5.70005E-01	3.85487E-08	5.69635E-08
5.77514E-01	3.89016E-08	5.68588E-08
5.85023E-01	3.92518E-08	5.67563E-08
5.92532E-01	3.95996E-08	5.66559E-08
6.00041E-01	3.99450E-08	5.65575E-08
6.07550E-01	4.02879E-08	5.64611E-08
6.15059E-01	4.06285E-08	5.63667E-08
6.22568E-01	4.09667E-08	5.62742E-08
6.30077E-01	4.13026E-08	5.61837E-08
6.37585E-01	4.16363E-08	5.60949E-08
6.45094E-01	4.19678E-08	5.60080E-08
6.52603E-01	4.22970E-08	5.59228E-08
6.60112E-01	4.26241E-08	5.58394E-08
6.65426E-01	4.28543E-08	5.57814E-08
6.69351E-01	4.30237E-08	5.57391E-08
6.73277E-01	4.31925E-08	5.56973E-08
6.77203E-01	4.33608E-08	5.56559E-08
6.81129E-01	4.35285E-08	5.56149E-08
6.85055E-01	4.36956E-08	5.55744E-08
6.88981E-01	4.38622E-08	5.55343E-08
6.91664E-01	4.39758E-08	5.55072E-08
6.93454E-01	4.40514E-08	5.54892E-08
6.94762E-01	4.41065E-08	5.54761E-08
6.96069E-01	4.41616E-08	5.54631E-08
6.97377E-01	4.42167E-08	5.54501E-08
6.98684E-01	4.42716E-08	5.54371E-08
6.99992E-01	4.43266E-08	5.54242E-08
7.01299E-01	4.43814E-08	5.54114E-08
7.02607E-01	4.44362E-08	5.53986E-08
7.03914E-01	4.44909E-08	5.53858E-08
7.05221E-01	4.45456E-08	5.53731E-08
7.06529E-01	4.46002E-08	5.53604E-08
7.07836E-01	4.46548E-08	5.53478E-08
7.09144E-01	4.47093E-08	5.53352E-08
7.10451E-01	4.47637E-08	5.53226E-08
7.12534E-01	4.48504E-08	5.53028E-08
7.14616E-01	4.49368E-08	5.52830E-08
7.16699E-01	4.50231E-08	5.52634E-08
7.18782E-01	4.51093E-08	5.52438E-08
7.22827E-01	4.52762E-08	5.52062E-08
7.26872E-01	4.54426E-08	5.51689E-08
7.30917E-01	4.56085E-08	5.51321E-08
7.37628E-01	4.58825E-08	5.50720E-08
7.44339E-01	4.61550E-08	5.50129E-08
7.51051E-01	4.64261E-08	5.49549E-08
7.57762E-01	4.66958E-08	5.48979E-08
7.64474E-01	4.69641E-08	5.48419E-08
7.74930E-01	4.73794E-08	5.47568E-08
7.85386E-01	4.77913E-08	5.46741E-08
7.95842E-01	4.82001E-08	5.45936E-08
8.06298E-01	4.86056E-08	5.45154E-08
8.16755E-01	4.90081E-08	5.44394E-08
8.27211E-01	4.94075E-08	5.43655E-08
8.37667E-01	4.98038E-08	5.42936E-08
8.48123E-01	5.01973E-08	5.42237E-08
8.58579E-01	5.05878E-08	5.41557E-08
8.69036E-01	5.09755E-08	5.40896E-08
8.79492E-01	5.13604E-08	5.40253E-08
8.89948E-01	5.17425E-08	5.39626E-08
9.00404E-01	5.21219E-08	5.39018E-08
9.10860E-01	5.24987E-08	5.38425E-08
9.21317E-01	5.28728E-08	5.37848E-08
9.31773E-01	5.32443E-08	5.37286E-08
9.42229E-01	5.36133E-08	5.36739E-08
9.52685E-01	5.39798E-08	5.36207E-08
9.63141E-01	5.43439E-08	5.35689E-08
9.73598E-01	5.47055E-08	5.35184E-08
9.84054E-01	5.50647E-08	5.34692E-08
9.94510E-01	5.54215E-08	5.34212E-08
1.00000E+00	5.56079E-08	5.33966E-08
