[K]_0	X-NO_0	X-NH3_0
1.00000E+03	1.49029E-02	4.67954E+02
1.10003E+03	1.97223E-01	4.67398E+02
1.20036E+03	1.57697E+00	4.60729E+02
1.35656E+03	1.33624E+02	1.43390E-03
1.45582E+03	1.54843E+02	1.39411E-04
1.55517E+03	1.73619E+02	1.13106E-04
1.65457E+03	1.93796E+02	1.53234E-04
1.75401E+03	2.12648E+02	1.95712E-04
1.85347E+03	2.27779E+02	2.05625E-04
