x[cm]_0	X-NO_0	x[cm]_1	X-NO_1	x[cm]_2	X-NO_2
2.53017E-01	4.12765E-02	1.64765E-01	2.96864E-01	4.47174E-01	4.77786E-01
2.53608E-01	4.15397E-02	1.65208E-01	2.98357E-01	4.48035E-01	4.80944E-01
2.54199E-01	4.18041E-02	1.65651E-01	2.99855E-01	4.48901E-01	4.84136E-01
2.54790E-01	4.20699E-02	1.66094E-01	3.01356E-01	4.49767E-01	4.87344E-01
2.55381E-01	4.23369E-02	1.66537E-01	3.02862E-01	4.50633E-01	4.90567E-01
2.55972E-01	4.26052E-02	1.66979E-01	3.04372E-01	4.51500E-01	4.93804E-01
2.56561E-01	4.28740E-02	1.67422E-01	3.05887E-01	4.52368E-01	4.97062E-01
2.57145E-01	4.31420E-02	1.67865E-01	3.07407E-01	4.53243E-01	5.00361E-01
2.57727E-01	4.34098E-02	1.68307E-01	3.08932E-01	4.54127E-01	5.03712E-01
2.58308E-01	4.36787E-02	1.68750E-01	3.10461E-01	4.55016E-01	5.07094E-01
2.58889E-01	4.39488E-02	1.69192E-01	3.11995E-01	4.55905E-01	5.10491E-01
2.59470E-01	4.42203E-02	1.69635E-01	3.13532E-01	4.56794E-01	5.13904E-01
2.60050E-01	4.44930E-02	1.70077E-01	3.15074E-01	4.57682E-01	5.17333E-01
2.60631E-01	4.47669E-02	1.70519E-01	3.16620E-01	4.58575E-01	5.20794E-01
2.61212E-01	4.50422E-02	1.70961E-01	3.18170E-01	4.59478E-01	5.24310E-01
2.61793E-01	4.53188E-02	1.71403E-01	3.19725E-01	4.60389E-01	5.27872E-01
2.62374E-01	4.55967E-02	1.71845E-01	3.21285E-01	4.61301E-01	5.31458E-01
2.62955E-01	4.58759E-02	1.72287E-01	3.22850E-01	4.62214E-01	5.35060E-01
2.63536E-01	4.61564E-02	1.72729E-01	3.24419E-01	4.63126E-01	5.38680E-01
2.64116E-01	4.64378E-02	1.73171E-01	3.25994E-01	4.64039E-01	5.42320E-01
2.64693E-01	4.67189E-02	1.73612E-01	3.27572E-01	4.64960E-01	5.46007E-01
2.65266E-01	4.69997E-02	1.74054E-01	3.29154E-01	4.65891E-01	5.49753E-01
2.65838E-01	4.72812E-02	1.74495E-01	3.30740E-01	4.66827E-01	5.53537E-01
2.66410E-01	4.75640E-02	1.74936E-01	3.32331E-01	4.67763E-01	5.57339E-01
2.66983E-01	4.78481E-02	1.75378E-01	3.33927E-01	4.68699E-01	5.61158E-01
2.67555E-01	4.81334E-02	1.75819E-01	3.35528E-01	4.69635E-01	5.64996E-01
2.68127E-01	4.84201E-02	1.76260E-01	3.37133E-01	4.70575E-01	5.68869E-01
2.68699E-01	4.87081E-02	1.76702E-01	3.38743E-01	4.71525E-01	5.72800E-01
2.69271E-01	4.89974E-02	1.77143E-01	3.40358E-01	4.72482E-01	5.76782E-01
2.69844E-01	4.92880E-02	1.77584E-01	3.41978E-01	4.73441E-01	5.80791E-01
2.70416E-01	4.95800E-02	1.78025E-01	3.43602E-01	4.74400E-01	5.84820E-01
2.70988E-01	4.98732E-02	1.78466E-01	3.45230E-01	4.75360E-01	5.88868E-01
2.71560E-01	5.01677E-02	1.78907E-01	3.46862E-01	4.76320E-01	5.92939E-01
2.72130E-01	5.04625E-02	1.79348E-01	3.48500E-01	4.77286E-01	5.97055E-01
2.72697E-01	5.07568E-02	1.79788E-01	3.50143E-01	4.78262E-01	6.01236E-01
2.73261E-01	5.10516E-02	1.80229E-01	3.51790E-01	4.79243E-01	6.05458E-01
2.73826E-01	5.13476E-02	1.80670E-01	3.53443E-01	4.80225E-01	6.09701E-01
2.74391E-01	5.16450E-02	1.81111E-01	3.55100E-01	4.81206E-01	6.13964E-01
2.74956E-01	5.19437E-02	1.81552E-01	3.56762E-01	4.82187E-01	6.18248E-01
2.75521E-01	5.22437E-02	1.81993E-01	3.58429E-01	4.83171E-01	6.22565E-01
2.76085E-01	5.25451E-02	1.82433E-01	3.60100E-01	4.84162E-01	6.26937E-01
2.76650E-01	5.28478E-02	1.82874E-01	3.61776E-01	4.85161E-01	6.31363E-01
2.77215E-01	5.31518E-02	1.83314E-01	3.63457E-01	4.86163E-01	6.35822E-01
2.77780E-01	5.34572E-02	1.83755E-01	3.65143E-01	4.87164E-01	6.40304E-01
2.78345E-01	5.37640E-02	1.84196E-01	3.66834E-01	4.88165E-01	6.44807E-01
2.78910E-01	5.40721E-02	1.84636E-01	3.68530E-01	4.89167E-01	6.49333E-01
2.79473E-01	5.43808E-02	1.85077E-01	3.70231E-01	4.90172E-01	6.53898E-01
2.80034E-01	5.46893E-02	1.85517E-01	3.71937E-01	4.91185E-01	6.58525E-01
2.80593E-01	5.49982E-02	1.85958E-01	3.73648E-01	4.92204E-01	6.63199E-01
2.81151E-01	5.53083E-02	1.86399E-01	3.75363E-01	4.93224E-01	6.67899E-01
2.81710E-01	5.56197E-02	1.86839E-01	3.77084E-01	4.94243E-01	6.72623E-01
2.82269E-01	5.59325E-02	1.87280E-01	3.78810E-01	4.95263E-01	6.77370E-01
2.82827E-01	5.62467E-02	1.87720E-01	3.80541E-01	4.96283E-01	6.82143E-01
2.83386E-01	5.65622E-02	1.88161E-01	3.82276E-01	4.97307E-01	6.86961E-01
2.83945E-01	5.68790E-02	1.88601E-01	3.84017E-01	4.98339E-01	6.91839E-01
2.84504E-01	5.71973E-02	1.89042E-01	3.85763E-01	4.99375E-01	6.96760E-01
2.85062E-01	5.75169E-02	1.89482E-01	3.87514E-01	5.00411E-01	7.01706E-01
2.85621E-01	5.78379E-02	1.89923E-01	3.89270E-01	5.01447E-01	7.06676E-01
2.86180E-01	5.81602E-02	1.90363E-01	3.91032E-01	5.02483E-01	7.11671E-01
2.86737E-01	5.84834E-02	1.90804E-01	3.92798E-01	5.03519E-01	7.16697E-01
2.87293E-01	5.88067E-02	1.91244E-01	3.94569E-01	5.04561E-01	7.21771E-01
2.87847E-01	5.91303E-02	1.91685E-01	3.96346E-01	5.05609E-01	7.26903E-01
2.88400E-01	5.94551E-02	1.92125E-01	3.98128E-01	5.06661E-01	7.32076E-01
2.88953E-01	5.97813E-02	1.92566E-01	3.99915E-01	5.07712E-01	7.37274E-01
2.89507E-01	6.01088E-02	1.93006E-01	4.01707E-01	5.08763E-01	7.42500E-01
2.90060E-01	6.04377E-02	1.93447E-01	4.03504E-01	5.09814E-01	7.47751E-01
2.90614E-01	6.07680E-02	1.93888E-01	4.05306E-01	5.10867E-01	7.53035E-01
2.91167E-01	6.10997E-02	1.94328E-01	4.07114E-01	5.11924E-01	7.58372E-01
2.91720E-01	6.14327E-02	1.94769E-01	4.08927E-01	5.12988E-01	7.63767E-01
2.92274E-01	6.17672E-02	1.95210E-01	4.10745E-01	5.14054E-01	7.69203E-01
2.92827E-01	6.21031E-02	1.95650E-01	4.12569E-01	5.15120E-01	7.74666E-01
2.93381E-01	6.24404E-02	1.96091E-01	4.14397E-01	5.16186E-01	7.80157E-01
2.93933E-01	6.27786E-02	1.96531E-01	4.16232E-01	5.17253E-01	7.85677E-01
2.94484E-01	6.31170E-02	1.96972E-01	4.18071E-01	5.18320E-01	7.91230E-01
2.95033E-01	6.34558E-02	1.97413E-01	4.19915E-01	5.19393E-01	7.96839E-01
2.95581E-01	6.37957E-02	1.97853E-01	4.21765E-01	5.20472E-01	8.02511E-01
2.96130E-01	6.41371E-02	1.98294E-01	4.23621E-01	5.21554E-01	8.08225E-01
2.96678E-01	6.44798E-02	1.98735E-01	4.25482E-01	5.22636E-01	8.13969E-01
2.97227E-01	6.48240E-02	1.99176E-01	4.27349E-01	5.23718E-01	8.19742E-01
2.97775E-01	6.51695E-02	1.99617E-01	4.29221E-01	5.24799E-01	8.25544E-01
2.98324E-01	6.55165E-02	2.00058E-01	4.31098E-01	5.25882E-01	8.31382E-01
2.98872E-01	6.58649E-02	2.00498E-01	4.32981E-01	5.26970E-01	8.37277E-01
2.99421E-01	6.62148E-02	2.00939E-01	4.34869E-01	5.28065E-01	8.43239E-01
2.99970E-01	6.65660E-02	2.01380E-01	4.36762E-01	5.29163E-01	8.49247E-01
3.00518E-01	6.69188E-02	2.01821E-01	4.38661E-01	5.30261E-01	8.55286E-01
3.01066E-01	6.72724E-02	2.02262E-01	4.40567E-01	5.31358E-01	8.61356E-01
3.01612E-01	6.76262E-02	2.02704E-01	4.42479E-01	5.32456E-01	8.67456E-01
3.02156E-01	6.79805E-02	2.03145E-01	4.44396E-01	5.33554E-01	8.73591E-01
3.02700E-01	6.83360E-02	2.03587E-01	4.46319E-01	5.34658E-01	8.79783E-01
3.03244E-01	6.86930E-02	2.04028E-01	4.48247E-01	5.35769E-01	8.86051E-01
3.03788E-01	6.90514E-02	2.04470E-01	4.50181E-01	5.36883E-01	8.92371E-01
3.04332E-01	6.94112E-02	2.04911E-01	4.52121E-01	5.37998E-01	8.98723E-01
3.04876E-01	6.97725E-02	2.05353E-01	4.54065E-01	5.39112E-01	9.05108E-01
3.05420E-01	7.01352E-02	2.05794E-01	4.56016E-01	5.40227E-01	9.11525E-01
3.05964E-01	7.04994E-02	2.06236E-01	4.57974E-01	5.41342E-01	9.17975E-01
3.06508E-01	7.08651E-02	2.06679E-01	4.59940E-01	5.42461E-01	9.24485E-01
3.07052E-01	7.12322E-02	2.07121E-01	4.61911E-01	5.43589E-01	9.31080E-01
3.07596E-01	7.16008E-02	2.07564E-01	4.63888E-01	5.44722E-01	9.37736E-01
3.08139E-01	7.19703E-02	2.08006E-01	4.65870E-01	5.45855E-01	9.44426E-01
3.08680E-01	7.23400E-02	2.08449E-01	4.67859E-01	5.46988E-01	9.51150E-01
3.09221E-01	7.27103E-02	2.08891E-01	4.69852E-01	5.48121E-01	9.57908E-01
3.09760E-01	7.30820E-02	2.09334E-01	4.71851E-01	5.49253E-01	9.64701E-01
3.10300E-01	7.34552E-02	2.09777E-01	4.73857E-01	5.50391E-01	9.71554E-01
3.10840E-01	7.38299E-02	2.10220E-01	4.75871E-01	5.51537E-01	9.78498E-01
3.11380E-01	7.42060E-02	2.10664E-01	4.77893E-01	5.52688E-01	9.85509E-01
3.11920E-01	7.45836E-02	2.11108E-01	4.79921E-01	5.53840E-01	9.92560E-01
3.12460E-01	7.49627E-02	2.11552E-01	4.81953E-01	5.54992E-01	9.99648E-01
3.13000E-01	7.53433E-02	2.11996E-01	4.83990E-01	5.56144E-01	1.00677E+00
3.13540E-01	7.57254E-02	2.12440E-01	4.86032E-01	5.57296E-01	1.01393E+00
3.14080E-01	7.61090E-02	2.12884E-01	4.88079E-01	5.58452E-01	1.02115E+00
3.14620E-01	7.64940E-02	2.13328E-01	4.90130E-01	5.59617E-01	1.02846E+00
3.15160E-01	7.68801E-02	2.13773E-01	4.92187E-01	5.60787E-01	1.03585E+00
3.15697E-01	7.72665E-02	2.14218E-01	4.94251E-01	5.61958E-01	1.04328E+00
3.16234E-01	7.76538E-02	2.14664E-01	4.96324E-01	5.63129E-01	1.05075E+00
3.16771E-01	7.80424E-02	2.15110E-01	4.98403E-01	5.64301E-01	1.05826E+00
3.17308E-01	7.84325E-02	2.15556E-01	5.00487E-01	5.65472E-01	1.06581E+00
3.17845E-01	7.88239E-02	2.16002E-01	5.02576E-01	5.66647E-01	1.07342E+00
3.18381E-01	7.92168E-02	2.16448E-01	5.04669E-01	5.67829E-01	1.08112E+00
3.18918E-01	7.96110E-02	2.16894E-01	5.06767E-01	5.69019E-01	1.08891E+00
3.19455E-01	8.00066E-02	2.17340E-01	5.08870E-01	5.70209E-01	1.09674E+00
3.19992E-01	8.04036E-02	2.17786E-01	5.10978E-01	5.71400E-01	1.10461E+00
3.20529E-01	8.08020E-02	2.18233E-01	5.13095E-01	5.72591E-01	1.11253E+00
3.21066E-01	8.12018E-02	2.18681E-01	5.15220E-01	5.73782E-01	1.12049E+00
3.21602E-01	8.16030E-02	2.19129E-01	5.17353E-01	5.74976E-01	1.12851E+00
3.22139E-01	8.20051E-02	2.19577E-01	5.19490E-01	5.76179E-01	1.13663E+00
3.22674E-01	8.24078E-02	2.20026E-01	5.21632E-01	5.77388E-01	1.14484E+00
3.23208E-01	8.28117E-02	2.20474E-01	5.23779E-01	5.78600E-01	1.15311E+00
3.23743E-01	8.32169E-02	2.20922E-01	5.25931E-01	5.79811E-01	1.16142E+00
3.24278E-01	8.36236E-02	2.21370E-01	5.28088E-01	5.81023E-01	1.16977E+00
3.24813E-01	8.40316E-02	2.21819E-01	5.30249E-01	5.82234E-01	1.17817E+00
3.25347E-01	8.44411E-02	2.22268E-01	5.32419E-01	5.83450E-01	1.18664E+00
3.25882E-01	8.48520E-02	2.22718E-01	5.34600E-01	5.84675E-01	1.19523E+00
3.26417E-01	8.52643E-02	2.23168E-01	5.36787E-01	5.85908E-01	1.20391E+00
3.26952E-01	8.56781E-02	2.23619E-01	5.38980E-01	5.87144E-01	1.21265E+00
3.27486E-01	8.60933E-02	2.24070E-01	5.41177E-01	5.88378E-01	1.22144E+00
3.28021E-01	8.65099E-02	2.24520E-01	5.43380E-01	5.89614E-01	1.23028E+00
3.28556E-01	8.69278E-02	2.24971E-01	5.45587E-01	5.90849E-01	1.23916E+00
3.29090E-01	8.73469E-02	2.25421E-01	5.47799E-01	5.92089E-01	1.24813E+00
3.29624E-01	8.77671E-02	2.25872E-01	5.50017E-01	5.93341E-01	1.25723E+00
3.30157E-01	8.81885E-02	2.26323E-01	5.52242E-01	5.94601E-01	1.26644E+00
3.30691E-01	8.86113E-02	2.26776E-01	5.54478E-01	5.95863E-01	1.27571E+00
3.31224E-01	8.90356E-02	2.27229E-01	5.56723E-01	5.97125E-01	1.28504E+00
3.31758E-01	8.94614E-02	2.27682E-01	5.58972E-01	5.98387E-01	1.29441E+00
3.32291E-01	8.98886E-02	2.28135E-01	5.61227E-01	5.99649E-01	1.30383E+00
3.32825E-01	9.03172E-02	2.28588E-01	5.63487E-01	6.00919E-01	1.31336E+00
3.33358E-01	9.07473E-02	2.29041E-01	5.65751E-01	6.02203E-01	1.32305E+00
3.33892E-01	9.11789E-02	2.29494E-01	5.68021E-01	6.03496E-01	1.33286E+00
3.34425E-01	9.16119E-02	2.29947E-01	5.70296E-01	6.04790E-01	1.34273E+00
3.34959E-01	9.20464E-02	2.30401E-01	5.72578E-01	6.06084E-01	1.35266E+00
3.35492E-01	9.24823E-02	2.30856E-01	5.74872E-01	6.07378E-01	1.36263E+00
3.36025E-01	9.29196E-02	2.31311E-01	5.77175E-01	6.08673E-01	1.37268E+00
3.36559E-01	9.33581E-02	2.31767E-01	5.79484E-01	6.09980E-01	1.38287E+00
3.37092E-01	9.37981E-02	2.32223E-01	5.81798E-01	6.11305E-01	1.39325E+00
3.37625E-01	9.42396E-02	2.32679E-01	5.84117E-01	6.12637E-01	1.40375E+00
3.38158E-01	9.46825E-02	2.33134E-01	5.86441E-01	6.13969E-01	1.41431E+00
3.38691E-01	9.51270E-02	2.33590E-01	5.88771E-01	6.15301E-01	1.42493E+00
3.39224E-01	9.55729E-02	2.34046E-01	5.91105E-01	6.16633E-01	1.43560E+00
3.39757E-01	9.60203E-02	2.34502E-01	5.93447E-01	6.17973E-01	1.44639E+00
3.40290E-01	9.64692E-02	2.34959E-01	5.95800E-01	6.19331E-01	1.45740E+00
3.40823E-01	9.69196E-02	2.35417E-01	5.98164E-01	6.20706E-01	1.46860E+00
3.41356E-01	9.73716E-02	2.35876E-01	6.00534E-01	6.22085E-01	1.47991E+00
3.41889E-01	9.78250E-02	2.36335E-01	6.02909E-01	6.23465E-01	1.49128E+00
3.42422E-01	9.82799E-02	2.36793E-01	6.05290E-01	6.24844E-01	1.50271E+00
3.42955E-01	9.87362E-02	2.37252E-01	6.07676E-01	6.26226E-01	1.51423E+00
3.43488E-01	9.91941E-02	2.37710E-01	6.10067E-01	6.27625E-01	1.52596E+00
3.44020E-01	9.96534E-02	2.38169E-01	6.12464E-01	6.29051E-01	1.53798E+00
3.44553E-01	1.00114E-01	2.38628E-01	6.14867E-01	6.30489E-01	1.55018E+00
3.45086E-01	1.00577E-01	2.39087E-01	6.17281E-01	6.31927E-01	1.56244E+00
3.45619E-01	1.01040E-01	2.39548E-01	6.19706E-01	6.33364E-01	1.57478E+00
3.46152E-01	1.01506E-01	2.40010E-01	6.22140E-01	6.34802E-01	1.58719E+00
3.46685E-01	1.01973E-01	2.40471E-01	6.24579E-01	6.36255E-01	1.59982E+00
3.47218E-01	1.02441E-01	2.40933E-01	6.27023E-01	6.37741E-01	1.61282E+00
3.47751E-01	1.02912E-01	2.41394E-01	6.29473E-01	6.39245E-01	1.62605E+00
3.48283E-01	1.03383E-01	2.41856E-01	6.31928E-01	6.40749E-01	1.63937E+00
3.48816E-01	1.03856E-01	2.42317E-01	6.34389E-01	6.42253E-01	1.65277E+00
3.49349E-01	1.04331E-01	2.42779E-01	6.36855E-01	6.43757E-01	1.66627E+00
3.49882E-01	1.04807E-01	2.43241E-01	6.39330E-01	6.45278E-01	1.68000E+00
3.50415E-01	1.05285E-01	2.43705E-01	6.41818E-01	6.46834E-01	1.69413E+00
3.50948E-01	1.05764E-01	2.44169E-01	6.44315E-01	6.48408E-01	1.70853E+00
3.51481E-01	1.06245E-01	2.44633E-01	6.46818E-01	6.49983E-01	1.72303E+00
3.52014E-01	1.06728E-01	2.45097E-01	6.49326E-01	6.51558E-01	1.73763E+00
3.52546E-01	1.07212E-01	2.45561E-01	6.51840E-01	6.53136E-01	1.75236E+00
3.53079E-01	1.07698E-01	2.46026E-01	6.54360E-01	6.54735E-01	1.76739E+00
3.53612E-01	1.08185E-01	2.46490E-01	6.56885E-01	6.56367E-01	1.78282E+00
3.54145E-01	1.08674E-01	2.46954E-01	6.59415E-01	6.58013E-01	1.79849E+00
3.54678E-01	1.09164E-01	2.47419E-01	6.61953E-01	6.59658E-01	1.81427E+00
3.55211E-01	1.09656E-01	2.47884E-01	6.64501E-01	6.61304E-01	1.83015E+00
3.55743E-01	1.10150E-01	2.48350E-01	6.67059E-01	6.62962E-01	1.84626E+00
3.56276E-01	1.10645E-01	2.48816E-01	6.69624E-01	6.64649E-01	1.86278E+00
3.56809E-01	1.11142E-01	2.49283E-01	6.72194E-01	6.66361E-01	1.87965E+00
3.57342E-01	1.11640E-01	2.49749E-01	6.74770E-01	6.68079E-01	1.89671E+00
3.57875E-01	1.12140E-01	2.50215E-01	6.77352E-01	6.69797E-01	1.91388E+00
3.58408E-01	1.12642E-01	2.50682E-01	6.79939E-01	6.71520E-01	1.93123E+00
3.58941E-01	1.13145E-01	2.51148E-01	6.82532E-01	6.73264E-01	1.94892E+00
3.59474E-01	1.13650E-01	2.51614E-01	6.85131E-01	6.75037E-01	1.96703E+00
3.60007E-01	1.14156E-01	2.52081E-01	6.87737E-01	6.76821E-01	1.98538E+00
3.60540E-01	1.14664E-01	2.52548E-01	6.90351E-01	6.78604E-01	2.00386E+00
3.61073E-01	1.15174E-01	2.53015E-01	6.92971E-01	6.80389E-01	2.02249E+00
3.61606E-01	1.15685E-01	2.53482E-01	6.95597E-01	6.82182E-01	2.04135E+00
3.62139E-01	1.16199E-01	2.53949E-01	6.98230E-01	6.83990E-01	2.06050E+00
3.62672E-01	1.16713E-01	2.54416E-01	7.00867E-01	6.85804E-01	2.07986E+00
3.63205E-01	1.17229E-01	2.54884E-01	7.03511E-01	6.87618E-01	2.09936E+00
3.63738E-01	1.17748E-01	2.55351E-01	7.06160E-01	6.89433E-01	2.11900E+00
3.64271E-01	1.18267E-01	2.55818E-01	7.08815E-01	6.91239E-01	2.13870E+00
3.64804E-01	1.18789E-01	2.56285E-01	7.11476E-01	6.93029E-01	2.15837E+00
3.65337E-01	1.19312E-01	2.56751E-01	7.14140E-01	6.94811E-01	2.17809E+00
3.65870E-01	1.19837E-01	2.57218E-01	7.16809E-01	6.96593E-01	2.19794E+00
3.66403E-01	1.20363E-01	2.57684E-01	7.19483E-01	6.98374E-01	2.21793E+00
3.66936E-01	1.20891E-01	2.58151E-01	7.22163E-01	7.00141E-01	2.23790E+00
3.67469E-01	1.21421E-01	2.58617E-01	7.24849E-01	7.01869E-01	2.25757E+00
3.68003E-01	1.21952E-01	2.59084E-01	7.27540E-01	7.03569E-01	2.27704E+00
3.68536E-01	1.22485E-01	2.59550E-01	7.30238E-01	7.05261E-01	2.29656E+00
3.69069E-01	1.23020E-01	2.60016E-01	7.32941E-01	7.06953E-01	2.31621E+00
3.69602E-01	1.23557E-01	2.60483E-01	7.35650E-01	7.08644E-01	2.33598E+00
3.70135E-01	1.24095E-01	2.60948E-01	7.38363E-01	7.10306E-01	2.35554E+00
3.70669E-01	1.24635E-01	2.61414E-01	7.41076E-01	7.11913E-01	2.37457E+00
3.71202E-01	1.25177E-01	2.61878E-01	7.43792E-01	7.13494E-01	2.39341E+00
3.71735E-01	1.25720E-01	2.62343E-01	7.46514E-01	7.15074E-01	2.41236E+00
3.72269E-01	1.26266E-01	2.62807E-01	7.49241E-01	7.16655E-01	2.43142E+00
3.72802E-01	1.26812E-01	2.63272E-01	7.51974E-01	7.18235E-01	2.45061E+00
3.73335E-01	1.27361E-01	2.63736E-01	7.54714E-01	7.19790E-01	2.46960E+00
3.73869E-01	1.27912E-01	2.64201E-01	7.57459E-01	7.21293E-01	2.48807E+00
3.74402E-01	1.28464E-01	2.64665E-01	7.60210E-01	7.22767E-01	2.50628E+00
3.74936E-01	1.29017E-01	2.65130E-01	7.62966E-01	7.24239E-01	2.52457E+00
3.75469E-01	1.29573E-01	2.65593E-01	7.65724E-01	7.25711E-01	2.54296E+00
3.76002E-01	1.30130E-01	2.66056E-01	7.68482E-01	7.27183E-01	2.56146E+00
3.76536E-01	1.30689E-01	2.66518E-01	7.71242E-01	7.28648E-01	2.57998E+00
3.77069E-01	1.31250E-01	2.66980E-01	7.74009E-01	7.30082E-01	2.59820E+00
3.77602E-01	1.31812E-01	2.67442E-01	7.76781E-01	7.31473E-01	2.61597E+00
3.78136E-01	1.32376E-01	2.67905E-01	7.79559E-01	7.32846E-01	2.63360E+00
3.78669E-01	1.32942E-01	2.68367E-01	7.82344E-01	7.34218E-01	2.65132E+00
3.79202E-01	1.33510E-01	2.68829E-01	7.85134E-01	7.35591E-01	2.66913E+00
3.79736E-01	1.34079E-01	2.69291E-01	7.87929E-01	7.36963E-01	2.68704E+00
3.80269E-01	1.34651E-01	2.69753E-01	7.90731E-01	7.38335E-01	2.70504E+00
3.80802E-01	1.35224E-01	2.70215E-01	7.93534E-01	7.39685E-01	2.72285E+00
3.81336E-01	1.35798E-01	2.70675E-01	7.96338E-01	7.40991E-01	2.74016E+00
3.81869E-01	1.36375E-01	2.71136E-01	7.99146E-01	7.42273E-01	2.75725E+00
3.82402E-01	1.36953E-01	2.71596E-01	8.01960E-01	7.43555E-01	2.77443E+00
3.82935E-01	1.37533E-01	2.72056E-01	8.04779E-01	7.44836E-01	2.79169E+00
3.83469E-01	1.38115E-01	2.72516E-01	8.07605E-01	7.46118E-01	2.80904E+00
3.84002E-01	1.38698E-01	2.72977E-01	8.10437E-01	7.47399E-01	2.82649E+00
3.84534E-01	1.39283E-01	2.73437E-01	8.13274E-01	7.48680E-01	2.84401E+00
3.85067E-01	1.39869E-01	2.73897E-01	8.16117E-01	7.49941E-01	2.86136E+00
3.85599E-01	1.40457E-01	2.74358E-01	8.18967E-01	7.51163E-01	2.87826E+00
3.86131E-01	1.41047E-01	2.74817E-01	8.21819E-01	7.52367E-01	2.89498E+00
3.86664E-01	1.41638E-01	2.75277E-01	8.24675E-01	7.53572E-01	2.91179E+00
3.87196E-01	1.42232E-01	2.75736E-01	8.27535E-01	7.54776E-01	2.92867E+00
3.87728E-01	1.42827E-01	2.76195E-01	8.30401E-01	7.55980E-01	2.94564E+00
3.88261E-01	1.43424E-01	2.76654E-01	8.33273E-01	7.57184E-01	2.96269E+00
3.88793E-01	1.44023E-01	2.77114E-01	8.36151E-01	7.58388E-01	2.97983E+00
3.89326E-01	1.44623E-01	2.77573E-01	8.39035E-01	7.59586E-01	2.99695E+00
3.89858E-01	1.45226E-01	2.78032E-01	8.41925E-01	7.60761E-01	3.01383E+00
3.90390E-01	1.45830E-01	2.78491E-01	8.44821E-01	7.61913E-01	3.03045E+00
3.90922E-01	1.46435E-01	2.78950E-01	8.47723E-01	7.63055E-01	3.04701E+00
3.91453E-01	1.47041E-01	2.79409E-01	8.50630E-01	7.64197E-01	3.06364E+00
3.91983E-01	1.47649E-01	2.79868E-01	8.53542E-01	7.65340E-01	3.08035E+00
3.92513E-01	1.48258E-01	2.80327E-01	8.56460E-01	7.66482E-01	3.09714E+00
3.93044E-01	1.48869E-01	2.80786E-01	8.59384E-01	7.67625E-01	3.11400E+00
3.93574E-01	1.49483E-01	2.81244E-01	8.62313E-01	7.68767E-01	3.13093E+00
3.94105E-01	1.50098E-01	2.81703E-01	8.65249E-01	7.69908E-01	3.14792E+00
3.94635E-01	1.50714E-01	2.82162E-01	8.68190E-01	7.71036E-01	3.16479E+00
3.95166E-01	1.51333E-01	2.82621E-01	8.71138E-01	7.72145E-01	3.18145E+00
3.95696E-01	1.51953E-01	2.83079E-01	8.74092E-01	7.73245E-01	3.19805E+00
3.96226E-01	1.52576E-01	2.83538E-01	8.77052E-01	7.74345E-01	3.21471E+00
3.96757E-01	1.53200E-01	2.83997E-01	8.80018E-01	7.75446E-01	3.23145E+00
3.97287E-01	1.53826E-01	2.84456E-01	8.82990E-01	7.76546E-01	3.24826E+00
3.97817E-01	1.54453E-01	2.84914E-01	8.85968E-01	7.77646E-01	3.26514E+00
3.98345E-01	1.55080E-01	2.85373E-01	8.88952E-01	7.78746E-01	3.28209E+00
3.98872E-01	1.55708E-01	2.85832E-01	8.91942E-01	7.79846E-01	3.29911E+00
3.99400E-01	1.56338E-01	2.86291E-01	8.94939E-01	7.80944E-01	3.31617E+00
3.99927E-01	1.56970E-01	2.86750E-01	8.97941E-01	7.82034E-01	3.33317E+00
4.00454E-01	1.57603E-01	2.87208E-01	9.00950E-01	7.83114E-01	3.35009E+00
4.00982E-01	1.58239E-01	2.87667E-01	9.03964E-01	7.84189E-01	3.36701E+00
4.01509E-01	1.58876E-01	2.88126E-01	9.06985E-01	7.85265E-01	3.38401E+00
4.02036E-01	1.59515E-01	2.88585E-01	9.10012E-01	7.86341E-01	3.40107E+00
4.02564E-01	1.60157E-01	2.89044E-01	9.13047E-01	7.87417E-01	3.41820E+00
4.03091E-01	1.60800E-01	2.89503E-01	9.16089E-01	7.88493E-01	3.43539E+00
4.03619E-01	1.61445E-01	2.89962E-01	9.19139E-01	7.89569E-01	3.45266E+00
4.04146E-01	1.62091E-01	2.90422E-01	9.22195E-01	7.90644E-01	3.47000E+00
4.04673E-01	1.62740E-01	2.90881E-01	9.25257E-01	7.91720E-01	3.48740E+00
4.05199E-01	1.63388E-01	2.91341E-01	9.28326E-01	7.92793E-01	3.50483E+00
4.05723E-01	1.64037E-01	2.91800E-01	9.31401E-01	7.93860E-01	3.52223E+00
4.06246E-01	1.64687E-01	2.92259E-01	9.34482E-01	7.94925E-01	3.53967E+00
4.06770E-01	1.65338E-01	2.92719E-01	9.37569E-01	7.95990E-01	3.55717E+00
4.07293E-01	1.65991E-01	2.93178E-01	9.40662E-01	7.97055E-01	3.57474E+00
4.07816E-01	1.66647E-01	2.93638E-01	9.43762E-01	7.98120E-01	3.59238E+00
4.08340E-01	1.67304E-01	2.94098E-01	9.46871E-01	7.99184E-01	3.61009E+00
4.08863E-01	1.67963E-01	2.94558E-01	9.49993E-01	8.00249E-01	3.62786E+00
4.09387E-01	1.68624E-01	2.95020E-01	9.53125E-01	8.01314E-01	3.64571E+00
4.09910E-01	1.69287E-01	2.95481E-01	9.56263E-01	8.02379E-01	3.66362E+00
