         time	         Dpar	   rf_plus_rp	         rfrp	  rf_minus_rp
 5.000686E-04	 9.000000E-05	 6.510164E+02	 6.500164E+02	 6.490164E+02
 1.000469E-03	 9.000000E-05	 6.849721E+02	 6.839721E+02	 6.829721E+02
 1.500869E-03	 9.000000E-05	 6.730104E+02	 6.720104E+02	 6.710104E+02
 2.000369E-03	 9.000000E-05	 6.770093E+02	 6.760093E+02	 6.750093E+02
 2.500769E-03	 9.000000E-05	 7.070581E+02	 7.060581E+02	 7.050581E+02
 3.000269E-03	 9.000000E-05	 6.930051E+02	 6.920051E+02	 6.910051E+02
 3.500669E-03	 9.000000E-05	 6.930051E+02	 6.920051E+02	 6.910051E+02
 4.000169E-03	 9.000000E-05	 6.950046E+02	 6.940046E+02	 6.930046E+02
 4.500569E-03	 9.000000E-05	 6.999242E+00	 5.999242E+00	 4.999242E+00
 5.000069E-03	 9.000000E-05	 5.898361E+00	 4.898361E+00	 3.898361E+00
 5.500469E-03	 9.000000E-05	 4.463664E+00	 3.463664E+00	 2.463664E+00
 6.000869E-03	 9.000000E-05	 5.898361E+00	 4.898361E+00	 3.898361E+00
 6.500369E-03	 9.000000E-05	 6.999242E+00	 5.999242E+00	 4.999242E+00
 7.000769E-03	 9.000000E-05	 8.998990E+00	 7.998990E+00	 6.998990E+00
 7.500269E-03	 9.000000E-05	 7.927329E+00	 6.927329E+00	 5.927329E+00
 8.000669E-03	 9.000000E-05	 8.998990E+00	 7.998990E+00	 6.998990E+00
 8.500169E-03	 9.000000E-05	 5.898361E+00	 4.898361E+00	 3.898361E+00
 9.000569E-03	 9.000000E-05	 5.898361E+00	 4.898361E+00	 3.898361E+00
 9.500069E-03	 9.000000E-05	 5.898361E+00	 4.898361E+00	 3.898361E+00
 1.000047E-02	 9.000000E-05	 5.898361E+00	 4.898361E+00	 3.898361E+00
 1.050087E-02	 9.000000E-05	 5.898361E+00	 4.898361E+00	 3.898361E+00
 1.100037E-02	 9.000000E-05	 5.471571E+00	 4.471571E+00	 3.471571E+00
 1.150077E-02	 9.000000E-05	 5.471571E+00	 4.471571E+00	 3.471571E+00
 1.200027E-02	 9.000000E-05	 5.471571E+00	 4.471571E+00	 3.471571E+00
 1.250067E-02	 9.000000E-05	 4.463664E+00	 3.463664E+00	 2.463664E+00
 1.300017E-02	 9.000000E-05	 2.999747E+00	 1.999747E+00	 9.997475E-01
 1.350057E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 1.400007E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 1.450047E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 1.500087E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 1.550037E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 1.600077E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 1.650027E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 1.700067E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 1.750017E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 1.800057E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 1.850007E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 1.900047E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 1.950087E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.000037E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.050077E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.100027E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.150067E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.200017E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.250057E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.300007E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.350047E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.400087E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.450037E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.500077E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.550027E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.600067E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.650017E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.700057E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 2.750007E-02	 9.000000E-05	 1.000000E+00	 0.000000E+00	 -1.000000E+00
