time	Max
5.165953E-04	0.000000E+00
8.507149E-04	0.000000E+00
1.184834E-03	0.000000E+00
1.518954E-03	0.000000E+00
1.853074E-03	0.000000E+00
2.187193E-03	0.000000E+00
2.521313E-03	0.000000E+00
2.855432E-03	0.000000E+00
3.189552E-03	0.000000E+00
3.523671E-03	0.000000E+00
3.857791E-03	0.000000E+00
4.191911E-03	0.000000E+00
4.526030E-03	0.000000E+00
4.860150E-03	0.000000E+00
5.194269E-03	0.000000E+00
5.528389E-03	0.000000E+00
5.862508E-03	0.000000E+00
6.196628E-03	0.000000E+00
6.530748E-03	0.000000E+00
6.864867E-03	0.000000E+00
7.198987E-03	0.000000E+00
7.533106E-03	0.000000E+00
7.867226E-03	0.000000E+00
8.201345E-03	0.000000E+00
8.535465E-03	0.000000E+00
8.869585E-03	0.000000E+00
9.203704E-03	0.000000E+00
9.537824E-03	0.000000E+00
9.871943E-03	0.000000E+00
1.020606E-02	0.000000E+00
1.054018E-02	0.000000E+00
1.087430E-02	0.000000E+00
1.120842E-02	0.000000E+00
1.154254E-02	0.000000E+00
1.187666E-02	0.000000E+00
1.221078E-02	-5.944524E-01
1.254490E-02	-2.678809E-01
1.287902E-02	1.148127E-01
1.321314E-02	5.456223E-01
1.354726E-02	1.015479E+00
1.388138E-02	1.514571E+00
1.421550E-02	2.032657E+00
1.454962E-02	2.559364E+00
1.488374E-02	3.084473E+00
1.521786E-02	3.598173E+00
1.555198E-02	4.091285E+00
1.588610E-02	4.555455E+00
1.622022E-02	4.983317E+00
1.655433E-02	5.368609E+00
1.688845E-02	5.706263E+00
1.722257E-02	5.992456E+00
1.755669E-02	6.224631E+00
1.789081E-02	6.401481E+00
1.822493E-02	6.522910E+00
1.855905E-02	6.589965E+00
1.889317E-02	6.604752E+00
1.922729E-02	6.570323E+00
1.956141E-02	6.490561E+00
1.989553E-02	6.370045E+00
2.022965E-02	6.213911E+00
2.056377E-02	6.027707E+00
2.089789E-02	5.817255E+00
2.123201E-02	5.588503E+00
2.156613E-02	5.347396E+00
2.190025E-02	5.099746E+00
2.223437E-02	4.851117E+00
2.256849E-02	4.606717E+00
2.290261E-02	4.371311E+00
2.323673E-02	4.149145E+00
2.357085E-02	3.943881E+00
2.390497E-02	3.758557E+00
2.423908E-02	3.595557E+00
2.457320E-02	3.456595E+00
2.490732E-02	3.342724E+00
2.524144E-02	3.254345E+00
2.557556E-02	3.191241E+00
2.590968E-02	3.152619E+00
2.624380E-02	3.137161E+00
2.657792E-02	3.143086E+00
2.691204E-02	3.168219E+00
2.724616E-02	3.210065E+00
2.758028E-02	3.265886E+00
2.791440E-02	3.332784E+00
2.824852E-02	3.407780E+00
2.858264E-02	3.487891E+00
2.891676E-02	3.570209E+00
2.925088E-02	3.651969E+00
2.958500E-02	3.730619E+00
2.991912E-02	3.803873E+00
3.025324E-02	3.869766E+00
3.058736E-02	3.926692E+00
3.092148E-02	3.973439E+00
3.125560E-02	4.009206E+00
3.158972E-02	4.033619E+00
3.192384E-02	4.046731E+00
3.225795E-02	4.049010E+00
3.259207E-02	4.041326E+00
3.292619E-02	4.024916E+00
3.326031E-02	4.001352E+00
3.359443E-02	3.972498E+00
3.392855E-02	3.940453E+00
3.426267E-02	3.907500E+00
3.459679E-02	3.876045E+00
3.493091E-02	3.848547E+00
3.526503E-02	3.827460E+00
3.559915E-02	3.815164E+00
3.593327E-02	3.813898E+00
3.626739E-02	3.825702E+00
3.660151E-02	3.852354E+00
3.693563E-02	3.895318E+00
3.726975E-02	3.955700E+00
3.760387E-02	4.034200E+00
3.793799E-02	4.131087E+00
3.827211E-02	4.246172E+00
3.860623E-02	4.378796E+00
3.894035E-02	4.527825E+00
3.927447E-02	4.691657E+00
3.960859E-02	4.868238E+00
3.994270E-02	5.055089E+00
4.027682E-02	5.249344E+00
4.061094E-02	5.447795E+00
4.094506E-02	5.646944E+00
4.127918E-02	5.843071E+00
4.161330E-02	6.032294E+00
4.194742E-02	6.210652E+00
4.228154E-02	6.374177E+00
4.261566E-02	6.518977E+00
4.294978E-02	6.641315E+00
4.328390E-02	6.737694E+00
4.361802E-02	6.804931E+00
4.395214E-02	6.840234E+00
4.428626E-02	6.841267E+00
4.462038E-02	6.806218E+00
4.495450E-02	6.733845E+00
4.528862E-02	6.623522E+00
4.562274E-02	6.475266E+00
4.595686E-02	6.289761E+00
4.629098E-02	6.068358E+00
4.662510E-02	5.813068E+00
4.695922E-02	5.526540E+00
4.729334E-02	5.212021E+00
4.762745E-02	4.873304E+00
4.796157E-02	4.514668E+00
4.829569E-02	4.140792E+00
4.862981E-02	3.756674E+00
4.896393E-02	3.367525E+00
4.929805E-02	2.978666E+00
4.963217E-02	2.595414E+00
