time	Mid
5.165953E-04	0.000000E+00
8.507149E-04	0.000000E+00
1.184834E-03	0.000000E+00
1.518954E-03	0.000000E+00
1.853074E-03	0.000000E+00
2.187193E-03	0.000000E+00
2.521313E-03	0.000000E+00
2.855432E-03	0.000000E+00
3.189552E-03	0.000000E+00
3.523671E-03	0.000000E+00
3.857791E-03	0.000000E+00
4.191911E-03	0.000000E+00
4.526030E-03	0.000000E+00
4.860150E-03	0.000000E+00
5.194269E-03	0.000000E+00
5.528389E-03	0.000000E+00
5.862508E-03	0.000000E+00
6.196628E-03	0.000000E+00
6.530748E-03	0.000000E+00
6.864867E-03	0.000000E+00
7.198987E-03	0.000000E+00
7.533106E-03	0.000000E+00
7.867226E-03	0.000000E+00
8.201345E-03	0.000000E+00
8.535465E-03	0.000000E+00
8.869585E-03	0.000000E+00
9.203704E-03	0.000000E+00
9.537824E-03	0.000000E+00
9.871943E-03	0.000000E+00
1.020606E-02	0.000000E+00
1.054018E-02	0.000000E+00
1.087430E-02	0.000000E+00
1.120842E-02	0.000000E+00
1.154254E-02	0.000000E+00
1.187666E-02	0.000000E+00
1.221078E-02	-7.004632E-01
1.254490E-02	-4.703691E-01
1.287902E-02	-1.904358E-01
1.321314E-02	1.336985E-01
1.354726E-02	4.954006E-01
1.388138E-02	8.872885E-01
1.421550E-02	1.301477E+00
1.454962E-02	1.729817E+00
1.488374E-02	2.164120E+00
1.521786E-02	2.596370E+00
1.555198E-02	3.018908E+00
1.588610E-02	3.424598E+00
1.622022E-02	3.806963E+00
1.655433E-02	4.160300E+00
1.688845E-02	4.479760E+00
1.722257E-02	4.761407E+00
1.755669E-02	5.002254E+00
1.789081E-02	5.200261E+00
1.822493E-02	5.354332E+00
1.855905E-02	5.464269E+00
1.889317E-02	5.530725E+00
1.922729E-02	5.555135E+00
1.956141E-02	5.539634E+00
1.989553E-02	5.486969E+00
2.022965E-02	5.400397E+00
2.056377E-02	5.283589E+00
2.089789E-02	5.140523E+00
2.123201E-02	4.975385E+00
2.156613E-02	4.792463E+00
2.190025E-02	4.596059E+00
2.223437E-02	4.390395E+00
2.256849E-02	4.179536E+00
2.290261E-02	3.967315E+00
2.323673E-02	3.757275E+00
2.357085E-02	3.552614E+00
2.390497E-02	3.356150E+00
2.423908E-02	3.170288E+00
2.457320E-02	2.997004E+00
2.490732E-02	2.837838E+00
2.524144E-02	2.693898E+00
2.557556E-02	2.565870E+00
2.590968E-02	2.454041E+00
2.624380E-02	2.358331E+00
2.657792E-02	2.278323E+00
2.691204E-02	2.213306E+00
2.724616E-02	2.162320E+00
2.758028E-02	2.124208E+00
2.791440E-02	2.097656E+00
2.824852E-02	2.081253E+00
2.858264E-02	2.073536E+00
2.891676E-02	2.073035E+00
2.925088E-02	2.078323E+00
2.958500E-02	2.088054E+00
2.991912E-02	2.100999E+00
3.025324E-02	2.116079E+00
3.058736E-02	2.132389E+00
3.092148E-02	2.149216E+00
3.125560E-02	2.166057E+00
3.158972E-02	2.182618E+00
3.192384E-02	2.198819E+00
3.225795E-02	2.214784E+00
3.259207E-02	2.230831E+00
3.292619E-02	2.247451E+00
3.326031E-02	2.265286E+00
3.359443E-02	2.285099E+00
3.392855E-02	2.307745E+00
3.426267E-02	2.334133E+00
3.459679E-02	2.365193E+00
3.493091E-02	2.401835E+00
3.526503E-02	2.444909E+00
3.559915E-02	2.495174E+00
3.593327E-02	2.553255E+00
3.626739E-02	2.619615E+00
3.660151E-02	2.694520E+00
3.693563E-02	2.778019E+00
3.726975E-02	2.869917E+00
3.760387E-02	2.969765E+00
3.793799E-02	3.076845E+00
3.827211E-02	3.190171E+00
3.860623E-02	3.308491E+00
3.894035E-02	3.430297E+00
3.927447E-02	3.553844E+00
3.960859E-02	3.677170E+00
3.994270E-02	3.798127E+00
4.027682E-02	3.914420E+00
4.061094E-02	4.023643E+00
4.094506E-02	4.123329E+00
4.127918E-02	4.210996E+00
4.161330E-02	4.284201E+00
4.194742E-02	4.340594E+00
4.228154E-02	4.377969E+00
4.261566E-02	4.394326E+00
4.294978E-02	4.387915E+00
4.328390E-02	4.357289E+00
4.361802E-02	4.301352E+00
4.395214E-02	4.219396E+00
4.428626E-02	4.111134E+00
4.462038E-02	3.976730E+00
4.495450E-02	3.816815E+00
4.528862E-02	3.632493E+00
4.562274E-02	3.425346E+00
4.595686E-02	3.197418E+00
4.629098E-02	2.951194E+00
4.662510E-02	2.689569E+00
4.695922E-02	2.415803E+00
4.729334E-02	2.133468E+00
4.762745E-02	1.846388E+00
4.796157E-02	1.558563E+00
4.829569E-02	1.274095E+00
4.862981E-02	9.970995E-01
4.896393E-02	7.316202E-01
4.929805E-02	4.815342E-01
4.963217E-02	2.504613E-01
