T[K]        	1000/T[1/K]  	IDT[ms]     
1.300000E+03	7.692310E-01	8.885840E+00
1.325000E+03	7.547170E-01	6.647730E+00
1.350000E+03	7.407410E-01	4.997920E+00
1.375000E+03	7.272730E-01	3.775250E+00
1.400000E+03	7.142860E-01	2.866230E+00
1.425000E+03	7.017540E-01	2.186990E+00
1.450000E+03	6.896550E-01	1.677260E+00
1.475000E+03	6.779660E-01	1.293250E+00
1.500000E+03	6.666670E-01	1.003070E+00
1.525000E+03	6.557380E-01	7.825980E-01
1.550000E+03	6.451610E-01	6.145150E-01
1.575000E+03	6.349210E-01	4.856440E-01
1.600000E+03	6.250000E-01	3.865800E-01
1.625000E+03	6.153850E-01	3.098290E-01
1.650000E+03	6.060610E-01	2.501830E-01
1.675000E+03	5.970150E-01	2.035730E-01
1.700000E+03	5.882350E-01	1.668720E-01
1.725000E+03	5.797100E-01	1.376590E-01
1.750000E+03	5.714290E-01	1.145110E-01
1.775000E+03	5.633800E-01	9.606690E-02
1.800000E+03	5.555560E-01	8.089710E-02
1.825000E+03	5.479450E-01	6.875450E-02
1.850000E+03	5.405410E-01	5.873090E-02
1.875000E+03	5.333330E-01	5.045420E-02
1.900000E+03	5.263160E-01	4.364640E-02
1.925000E+03	5.194810E-01	3.783270E-02
1.950000E+03	5.128210E-01	3.349290E-02
1.975000E+03	5.063290E-01	2.912300E-02
2.000000E+03	5.000000E-01	2.574860E-02
