Tinlet       	StrainRate   	dZr          	DSt          	ChiSt        	ChiQu        	ChiStQu      
9.000000E+02 	8.000000E+00 	3.003794E-02 	5.120765E-04 	2.845068E+00 	1.144750E+03 	2.485318E-03 
9.000000E+02 	9.000000E+00 	3.042771E-02 	5.130993E-04 	3.561077E+00 	1.144750E+03 	3.110790E-03 
9.000000E+02 	1.000000E+01 	2.989596E-02 	5.142612E-04 	4.461469E+00 	1.144750E+03 	3.897330E-03 
9.000000E+02 	1.100000E+01 	3.091918E-02 	5.154816E-04 	5.589545E+00 	1.144750E+03 	4.882765E-03 
9.000000E+02 	1.200000E+01 	3.035454E-02 	5.168516E-04 	7.013300E+00 	1.144750E+03 	6.126491E-03 
9.000000E+02 	1.300000E+01 	3.170731E-02 	5.182858E-04 	8.804460E+00 	1.144750E+03 	7.691164E-03 
9.000000E+02 	1.400000E+01 	3.123097E-02 	5.197616E-04 	1.105782E+01 	1.144750E+03 	9.659594E-03 
9.000000E+02 	1.500000E+01 	3.306712E-02 	5.212403E-04 	1.388832E+01 	1.144750E+03 	1.213219E-02 
9.000000E+02 	1.600000E+01 	3.282306E-02 	5.227283E-04 	1.745566E+01 	1.144750E+03 	1.524845E-02 
9.000000E+02 	1.700000E+01 	3.491709E-02 	5.241440E-04 	2.192670E+01 	1.144750E+03 	1.915414E-02 
9.000000E+02 	1.800000E+01 	3.494305E-02 	5.255480E-04 	2.756408E+01 	1.144750E+03 	2.407869E-02 
9.000000E+02 	1.900000E+01 	3.759197E-02 	5.268541E-04 	3.463791E+01 	1.144750E+03 	3.025806E-02 
9.000000E+02 	2.000000E+01 	3.795078E-02 	5.280873E-04 	4.354733E+01 	1.144750E+03 	3.804091E-02 
9.000000E+02 	2.100000E+01 	4.105029E-02 	5.292005E-04 	5.473454E+01 	1.144750E+03 	4.781353E-02 
9.000000E+02 	2.200000E+01 	4.180139E-02 	5.301763E-04 	6.878619E+01 	1.144750E+03 	6.008839E-02 
9.000000E+02 	2.300000E+01 	4.306350E-02 	5.309903E-04 	8.642959E+01 	1.144750E+03 	7.550084E-02 
9.000000E+02 	2.400000E+01 	4.683433E-02 	5.316131E-04 	1.085752E+02 	1.144750E+03 	9.484621E-02 
9.000000E+02 	2.500000E+01 	4.883390E-02 	5.321424E-04 	1.369157E+02 	1.144750E+03 	1.196031E-01 
9.000000E+02 	2.600000E+01 	5.111864E-02 	5.322493E-04 	1.718982E+02 	1.144750E+03 	1.501622E-01 
9.000000E+02 	2.700000E+01 	5.604642E-02 	5.320131E-04 	2.157645E+02 	1.144750E+03 	1.884818E-01 
9.000000E+02 	2.800000E+01 	5.907562E-02 	5.313527E-04 	2.707519E+02 	1.144750E+03 	2.365162E-01 
9.000000E+02 	2.900000E+01 	6.155075E-02 	5.301642E-04 	3.396468E+02 	1.144750E+03 	2.966995E-01 
9.000000E+02 	3.000000E+01 	6.818948E-02 	5.283093E-04 	4.258915E+02 	1.144750E+03 	3.720389E-01 
9.000000E+02 	3.100000E+01 	7.216336E-02 	5.255802E-04 	5.336826E+02 	1.144750E+03 	4.662001E-01 
9.000000E+02 	3.200000E+01 	8.159308E-02 	5.238543E-04 	6.975452E+02 	1.144750E+03 	6.093428E-01 
9.000000E+02 	3.300000E+01 	8.828951E-02 	5.177051E-04 	8.732889E+02 	1.144750E+03 	7.628643E-01 
9.000000E+02 	3.400000E+01 	1.037878E-01 	5.063360E-04 	1.144750E+03 	1.144750E+03 	1.000000E+00 
1.000000E+03 	0.000000E+00 	1.782561E-01 	5.041274E-04 	4.516870E-01 	1.118209E+03 	4.039379E-04 
1.000000E+03 	1.000000E+00 	1.881909E-01 	5.034799E-04 	5.571157E-01 	1.118209E+03 	4.982214E-04 
1.000000E+03 	2.000000E+00 	1.739195E-01 	5.030416E-04 	6.886782E-01 	1.118209E+03 	6.158761E-04 
1.000000E+03 	3.000000E+00 	1.628175E-01 	5.110395E-04 	9.431971E-01 	1.118209E+03 	8.434891E-04 
1.000000E+03 	4.000000E+00 	1.516261E-01 	5.109863E-04 	1.170665E+00 	1.118209E+03 	1.046911E-03 
1.000000E+03 	5.000000E+00 	1.509404E-01 	5.111789E-04 	1.455969E+00 	1.118209E+03 	1.302054E-03 
1.000000E+03 	6.000000E+00 	1.395470E-01 	5.115785E-04 	1.814136E+00 	1.118209E+03 	1.622359E-03 
1.000000E+03 	7.000000E+00 	1.312536E-01 	5.121831E-04 	2.264106E+00 	1.118209E+03 	2.024761E-03 
1.000000E+03 	8.000000E+00 	3.133872E-02 	5.129808E-04 	2.829409E+00 	1.118209E+03 	2.530304E-03 
1.000000E+03 	9.000000E+00 	3.126234E-02 	5.139428E-04 	3.539078E+00 	1.118209E+03 	3.164952E-03 
1.000000E+03 	1.000000E+01 	3.222577E-02 	5.151778E-04 	4.457865E+00 	1.118209E+03 	3.986612E-03 
1.000000E+03 	1.100000E+01 	3.161779E-02 	5.164524E-04 	5.588890E+00 	1.118209E+03 	4.998073E-03 
1.000000E+03 	1.200000E+01 	3.326832E-02 	5.178265E-04 	7.009508E+00 	1.118209E+03 	6.268513E-03 
1.000000E+03 	1.300000E+01 	3.258927E-02 	5.193042E-04 	8.800271E+00 	1.118209E+03 	7.869970E-03 
1.000000E+03 	1.400000E+01 	3.228979E-02 	5.208405E-04 	1.105270E+01 	1.118209E+03 	9.884288E-03 
1.000000E+03 	1.500000E+01 	3.405752E-02 	5.223953E-04 	1.388282E+01 	1.118209E+03 	1.241523E-02 
1.000000E+03 	1.600000E+01 	3.387611E-02 	5.239318E-04 	1.744011E+01 	1.118209E+03 	1.559647E-02 
1.000000E+03 	1.700000E+01 	3.601658E-02 	5.254836E-04 	2.192379E+01 	1.118209E+03 	1.960616E-02 
1.000000E+03 	1.800000E+01 	3.606298E-02 	5.269816E-04 	2.756088E+01 	1.118209E+03 	2.464734E-02 
1.000000E+03 	1.900000E+01 	3.880442E-02 	5.283916E-04 	3.463899E+01 	1.118209E+03 	3.097721E-02 
1.000000E+03 	2.000000E+01 	3.913727E-02 	5.297150E-04 	4.355067E+01 	1.118209E+03 	3.894681E-02 
1.000000E+03 	2.100000E+01 	3.992961E-02 	5.309130E-04 	5.474021E+01 	1.118209E+03 	4.895347E-02 
1.000000E+03 	2.200000E+01 	4.307489E-02 	5.319650E-04 	6.879158E+01 	1.118209E+03 	6.151943E-02 
1.000000E+03 	2.300000E+01 	4.426795E-02 	5.328417E-04 	8.642426E+01 	1.118209E+03 	7.728811E-02 
1.000000E+03 	2.400000E+01 	4.820321E-02 	5.335277E-04 	1.085472E+02 	1.118209E+03 	9.707237E-02 
1.000000E+03 	2.500000E+01 	5.007967E-02 	5.340894E-04 	1.367419E+02 	1.118209E+03 	1.222865E-01 
1.000000E+03 	2.600000E+01 	5.226780E-02 	5.342706E-04 	1.716225E+02 	1.118209E+03 	1.534798E-01 
1.000000E+03 	2.700000E+01 	5.492010E-02 	5.341189E-04 	2.152228E+02 	1.118209E+03 	1.924710E-01 
1.000000E+03 	2.800000E+01 	6.017529E-02 	5.335738E-04 	2.697951E+02 	1.118209E+03 	2.412743E-01 
1.000000E+03 	2.900000E+01 	6.233101E-02 	5.325445E-04 	3.379877E+02 	1.118209E+03 	3.022581E-01 
1.000000E+03 	3.000000E+01 	6.887624E-02 	5.309174E-04 	4.230812E+02 	1.118209E+03 	3.783561E-01 
1.000000E+03 	3.100000E+01 	7.234240E-02 	5.310848E-04 	5.492863E+02 	1.118209E+03 	4.912197E-01 
1.000000E+03 	3.200000E+01 	8.110054E-02 	5.275732E-04 	6.868568E+02 	1.118209E+03 	6.142472E-01 
1.000000E+03 	3.300000E+01 	8.613994E-02 	5.226417E-04 	8.571775E+02 	1.118209E+03 	7.665629E-01 
1.000000E+03 	3.400000E+01 	1.004708E-01 	5.170579E-04 	1.118209E+03 	1.118209E+03 	1.000000E+00 
