        time	  tmin_flame	  tmid_flame	  tmax_flame
5.204518E-04	0.000000E+00	0.000000E+00	0.000000E+00
1.028339E-03	0.000000E+00	0.000000E+00	0.000000E+00
1.536151E-03	0.000000E+00	0.000000E+00	0.000000E+00
2.004901E-03	0.000000E+00	0.000000E+00	0.000000E+00
2.512713E-03	0.000000E+00	0.000000E+00	0.000000E+00
3.020526E-03	0.000000E+00	0.000000E+00	0.000000E+00
3.528338E-03	0.000000E+00	0.000000E+00	0.000000E+00
4.036151E-03	0.000000E+00	0.000000E+00	0.000000E+00
4.504901E-03	4.166667E+00	4.166667E+00	4.166667E+00
5.012713E-03	4.166667E+00	4.166667E+00	4.166667E+00
5.500169E-03	4.166667E+00	4.166667E+00	6.944444E+00
6.000300E-03	4.166667E+00	4.166667E+00	5.555556E+00
6.500446E-03	4.166667E+00	5.555556E+00	6.944444E+00
7.001002E-03	5.555556E+00	6.944444E+00	9.722222E+00
7.501677E-03	5.555556E+00	5.555556E+00	9.722222E+00
8.000247E-03	4.166667E+00	5.555556E+00	9.722222E+00
8.508780E-03	2.777778E+00	2.777778E+00	2.777778E+00
9.001649E-03	1.388889E+00	1.388889E+00	4.166667E+00
9.500260E-03	1.388889E+00	1.388889E+00	4.166667E+00
1.000047E-02	1.388889E+00	4.166667E+00	5.555556E+00
1.050080E-02	1.388889E+00	4.166667E+00	5.555556E+00
1.100151E-02	1.388889E+00	2.777778E+00	5.555556E+00
1.150172E-02	1.388889E+00	2.777778E+00	4.166667E+00
1.200221E-02	1.388889E+00	1.388889E+00	4.166667E+00
1.250135E-02	1.388889E+00	2.777778E+00	4.166667E+00
1.300124E-02	1.388889E+00	2.777778E+00	4.166667E+00
1.350160E-02	1.388889E+00	2.777778E+00	4.166667E+00
1.400086E-02	2.777778E+00	4.166667E+00	5.555556E+00
1.450103E-02	2.777778E+00	4.166667E+00	5.555556E+00
1.500071E-02	4.166667E+00	5.555556E+00	6.944444E+00
1.550132E-02	4.166667E+00	5.555556E+00	8.333333E+00
1.600105E-02	2.777778E+00	4.166667E+00	6.944444E+00
1.650344E-02	1.388889E+00	1.388889E+00	4.166667E+00
1.701308E-02	1.388889E+00	1.388889E+00	4.166667E+00
1.751546E-02	1.388889E+00	1.388889E+00	4.166667E+00
1.800837E-02	1.388889E+00	1.388889E+00	4.166667E+00
1.851078E-02	1.388889E+00	1.388889E+00	4.166667E+00
1.901475E-02	1.388889E+00	1.388889E+00	5.555556E+00
1.951924E-02	1.388889E+00	1.388889E+00	5.555556E+00
2.002408E-02	1.388889E+00	1.388889E+00	5.555556E+00
2.052916E-02	1.388889E+00	1.388889E+00	5.555556E+00
2.103440E-02	1.388889E+00	1.388889E+00	6.944444E+00
2.150087E-02	1.388889E+00	1.388889E+00	5.555556E+00
2.200624E-02	1.388889E+00	1.388889E+00	5.555556E+00
2.251154E-02	1.388889E+00	1.388889E+00	5.555556E+00
2.301672E-02	1.388889E+00	1.388889E+00	5.555556E+00
2.352174E-02	1.388889E+00	1.388889E+00	5.555556E+00
2.402656E-02	1.388889E+00	1.388889E+00	5.555556E+00
2.453109E-02	1.388889E+00	1.388889E+00	5.555556E+00
2.503524E-02	1.388889E+00	1.388889E+00	5.555556E+00
2.550002E-02	1.388889E+00	1.388889E+00	5.555556E+00
2.600236E-02	1.388889E+00	1.388889E+00	5.555556E+00
2.650308E-02	1.388889E+00	1.388889E+00	5.555556E+00
2.700199E-02	1.388889E+00	1.388889E+00	5.555556E+00
2.753709E-02	1.388889E+00	1.388889E+00	4.166667E+00
2.803105E-02	1.388889E+00	2.777778E+00	5.555556E+00
2.852073E-02	1.388889E+00	1.388889E+00	5.555556E+00
2.900405E-02	1.388889E+00	1.388889E+00	4.166667E+00
2.951576E-02	1.388889E+00	2.777778E+00	5.555556E+00
3.001686E-02	1.388889E+00	1.388889E+00	5.555556E+00
3.050647E-02	1.388889E+00	1.388889E+00	5.555556E+00
3.101774E-02	1.388889E+00	1.388889E+00	4.166667E+00
3.151683E-02	1.388889E+00	1.388889E+00	5.555556E+00
