phi         	LBV         
7.999930E-01	3.348100E+01
8.500190E-01	3.636530E+01
8.999690E-01	3.883890E+01
9.500330E-01	4.090030E+01
1.000020E+00	4.253410E+01
1.050030E+00	4.373640E+01
1.100000E+00	4.456520E+01
1.149990E+00	4.496510E+01
1.199990E+00	4.500660E+01
1.250010E+00	4.465360E+01
1.300030E+00	4.396120E+01
1.349980E+00	4.291910E+01
1.399990E+00	4.156300E+01
1.449980E+00	3.990510E+01
1.500000E+00	3.797590E+01
