T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	4.552360E+01
1.025000E+03	9.756100E-01	2.631220E+01
1.050000E+03	9.523810E-01	1.521240E+01
1.075000E+03	9.302330E-01	8.717310E+00
1.100000E+03	9.090910E-01	4.912130E+00
1.125000E+03	8.888890E-01	2.711330E+00
1.150000E+03	8.695650E-01	1.478960E+00
1.175000E+03	8.510640E-01	8.138170E-01
1.200000E+03	8.333330E-01	4.724110E-01
1.225000E+03	8.163270E-01	3.007700E-01
1.250000E+03	8.000000E-01	2.080840E-01
1.275000E+03	7.843140E-01	1.526710E-01
1.300000E+03	7.692310E-01	1.134510E-01
1.325000E+03	7.547170E-01	8.691750E-02
1.350000E+03	7.407410E-01	6.806260E-02
1.375000E+03	7.272730E-01	5.375380E-02
1.400000E+03	7.142860E-01	4.341300E-02
1.425000E+03	7.017540E-01	3.403000E-02
1.450000E+03	6.896550E-01	2.751790E-02
1.475000E+03	6.779660E-01	2.330380E-02
1.500000E+03	6.666670E-01	1.872570E-02
1.525000E+03	6.557380E-01	1.507480E-02
1.550000E+03	6.451610E-01	1.258870E-02
1.575000E+03	6.349210E-01	1.205130E-02
1.600000E+03	6.250000E-01	8.598230E-03
1.625000E+03	6.153850E-01	7.377570E-03
1.650000E+03	6.060610E-01	6.512540E-03
1.675000E+03	5.970150E-01	5.837860E-03
1.700000E+03	5.882350E-01	4.315610E-03
