time	Mid
5.207572E-04	0.000000E+00
7.543279E-04	0.000000E+00
9.878985E-04	0.000000E+00
1.221469E-03	0.000000E+00
1.455040E-03	0.000000E+00
1.688611E-03	0.000000E+00
1.922181E-03	0.000000E+00
2.155752E-03	0.000000E+00
2.389323E-03	0.000000E+00
2.622893E-03	0.000000E+00
2.856464E-03	0.000000E+00
3.090035E-03	0.000000E+00
3.323605E-03	0.000000E+00
3.557176E-03	0.000000E+00
3.790747E-03	0.000000E+00
4.024317E-03	0.000000E+00
4.257888E-03	0.000000E+00
4.491459E-03	0.000000E+00
4.725029E-03	0.000000E+00
4.958600E-03	0.000000E+00
5.192171E-03	0.000000E+00
5.425741E-03	0.000000E+00
5.659312E-03	0.000000E+00
5.892883E-03	0.000000E+00
6.126453E-03	0.000000E+00
6.360024E-03	0.000000E+00
6.593595E-03	0.000000E+00
6.827165E-03	0.000000E+00
7.060736E-03	0.000000E+00
7.294307E-03	0.000000E+00
7.527877E-03	0.000000E+00
7.761448E-03	0.000000E+00
7.995019E-03	0.000000E+00
8.228589E-03	0.000000E+00
8.462160E-03	-3.163394E-01
8.695731E-03	-1.566401E-01
8.929301E-03	3.776286E-02
9.162872E-03	2.643455E-01
9.396443E-03	5.198171E-01
9.630013E-03	8.002311E-01
9.863584E-03	1.101106E+00
1.009715E-02	1.417550E+00
1.033073E-02	1.744390E+00
1.056430E-02	2.076295E+00
1.079787E-02	2.407900E+00
1.103144E-02	2.733924E+00
1.126501E-02	3.049272E+00
1.149858E-02	3.349139E+00
1.173215E-02	3.629094E+00
1.196572E-02	3.885154E+00
1.219929E-02	4.113847E+00
1.243286E-02	4.312260E+00
1.266643E-02	4.478077E+00
1.290000E-02	4.609598E+00
1.313357E-02	4.705753E+00
1.336714E-02	4.766096E+00
1.360071E-02	4.790796E+00
1.383429E-02	4.780611E+00
1.406786E-02	4.736855E+00
1.430143E-02	4.661360E+00
1.453500E-02	4.556423E+00
1.476857E-02	4.424756E+00
1.500214E-02	4.269424E+00
1.523571E-02	4.093786E+00
1.546928E-02	3.901428E+00
1.570285E-02	3.696099E+00
1.593642E-02	3.481643E+00
1.616999E-02	3.261937E+00
1.640356E-02	3.040826E+00
1.663713E-02	2.822067E+00
1.687070E-02	2.609266E+00
1.710427E-02	2.405834E+00
1.733785E-02	2.214934E+00
1.757142E-02	2.039445E+00
1.780499E-02	1.881920E+00
1.803856E-02	1.744563E+00
1.827213E-02	1.629203E+00
1.850570E-02	1.537274E+00
1.873927E-02	1.469812E+00
1.897284E-02	1.427444E+00
1.920641E-02	1.410394E+00
1.943998E-02	1.418489E+00
1.967355E-02	1.451172E+00
1.990712E-02	1.507521E+00
2.014069E-02	1.586274E+00
2.037426E-02	1.685852E+00
2.060783E-02	1.804394E+00
2.084141E-02	1.939787E+00
2.107498E-02	2.089707E+00
2.130855E-02	2.251652E+00
2.154212E-02	2.422987E+00
2.177569E-02	2.600980E+00
2.200926E-02	2.782846E+00
2.224283E-02	2.965785E+00
2.247640E-02	3.147022E+00
2.270997E-02	3.323844E+00
2.294354E-02	3.493638E+00
2.317711E-02	3.653922E+00
2.341068E-02	3.802378E+00
2.364425E-02	3.936879E+00
2.387782E-02	4.055513E+00
2.411139E-02	4.156604E+00
2.434497E-02	4.238729E+00
2.457854E-02	4.300734E+00
2.481211E-02	4.341738E+00
2.504568E-02	4.361144E+00
2.527925E-02	4.358636E+00
2.551282E-02	4.334181E+00
2.574639E-02	4.288016E+00
