Reactions	Percentage
R942: NCN+H=N+HNC	-0.011474426076839407
R944: NCN+NO=N2O+CN	-0.030943913062393767
R940: NCN+H=N+HCN	-0.4420565857337028
R941: NCN+OH=NO+HCN	-0.7965343743790626
R945: NCN+O2=NO+NCO	-1.6478410142187168
R936: CH+N2=NCN+H	-3.093050013935785
R946: NCN+O=NO+CN	-93.9780996725935
