        time	  tmin_flame	  tmid_flame	  tmax_flame
1.028634E-03	0.000000E+00	0.000000E+00	0.000000E+00
2.005196E-03	0.000000E+00	0.000000E+00	0.000000E+00
3.020821E-03	0.000000E+00	0.000000E+00	0.000000E+00
4.036446E-03	0.000000E+00	0.000000E+00	0.000000E+00
5.013008E-03	0.000000E+00	0.000000E+00	0.000000E+00
6.028633E-03	0.000000E+00	0.000000E+00	0.000000E+00
7.005196E-03	0.000000E+00	0.000000E+00	0.000000E+00
8.020821E-03	4.000000E+00	4.000000E+00	4.000000E+00
9.005116E-03	1.000000E+00	3.000000E+00	5.000000E+00
1.000209E-02	2.000000E+00	3.000000E+00	5.000000E+00
1.100522E-02	3.000000E+00	4.000000E+00	6.000000E+00
1.200540E-02	4.000000E+00	5.000000E+00	8.000000E+00
1.300005E-02	7.000000E+00	7.000000E+00	7.000000E+00
1.400087E-02	7.000000E+00	7.000000E+00	7.000000E+00
1.500010E-02	7.000000E+00	7.000000E+00	7.000000E+00
1.600422E-02	5.000000E+00	5.000000E+00	5.000000E+00
1.700919E-02	3.000000E+00	5.000000E+00	9.000000E+00
1.800573E-02	3.000000E+00	5.000000E+00	9.000000E+00
1.900743E-02	3.000000E+00	4.000000E+00	8.000000E+00
2.000512E-02	3.000000E+00	4.000000E+00	7.000000E+00
2.100314E-02	3.000000E+00	4.000000E+00	7.000000E+00
2.200719E-02	3.000000E+00	4.000000E+00	7.000000E+00
2.300039E-02	1.000000E+00	3.000000E+00	7.000000E+00
2.400410E-02	1.000000E+00	1.000000E+00	5.000000E+00
2.502870E-02	1.000000E+00	2.000000E+00	5.000000E+00
2.600870E-02	1.000000E+00	1.000000E+00	4.000000E+00
2.700049E-02	1.000000E+00	1.000000E+00	4.000000E+00
2.803722E-02	1.000000E+00	1.000000E+00	4.000000E+00
2.900036E-02	1.000000E+00	1.000000E+00	5.000000E+00
3.000491E-02	1.000000E+00	1.000000E+00	4.000000E+00
3.101119E-02	1.000000E+00	1.000000E+00	4.000000E+00
3.201868E-02	1.000000E+00	1.000000E+00	4.000000E+00
3.302491E-02	1.000000E+00	1.000000E+00	4.000000E+00
3.402704E-02	1.000000E+00	1.000000E+00	4.000000E+00
3.502314E-02	1.000000E+00	1.000000E+00	4.000000E+00
3.600579E-02	0.000000E+00	0.000000E+00	3.000000E+00
3.701420E-02	1.000000E+00	1.000000E+00	4.000000E+00
3.800420E-02	1.000000E+00	1.000000E+00	3.000000E+00
3.900420E-02	1.000000E+00	1.000000E+00	4.000000E+00
4.000420E-02	1.000000E+00	1.000000E+00	3.000000E+00
4.100420E-02	0.000000E+00	0.000000E+00	3.000000E+00
4.200420E-02	1.000000E+00	1.000000E+00	3.000000E+00
