Reactions	Percentage
R775: NH2+NH=N+NH3	0.0017786987057943104
R913: NCO(+M)=CO+N(+M)	2.398595157572872
R886: CN+O=N+CO	6.092375730479131
R759: NH+O=OH+N	10.123616844657363
R757: NH+H=H2+N	37.31505823452754
R764: NH+OH=H2O+N	44.068227020978355
