Reactions	Percentage
R919: NCO+NH3=NH2+HNCO	-0.0017823595462111994
R776: NH2+HO2=O2+NH3	-0.14474073115844174
R928: HNCO+H2O=CO2+NH3	0.2029864250885415
R784: NH3+H=H2+NH2	-0.7739189223711515
R785: NH3+O=OH+NH2	-2.970490178888257
R783: NH3+OH=NH2+H2O	-95.90512450715151
