T[K]        	1000/T[1/K]  	IDT[ms]     
1.300000E+03	7.692310E-01	8.838340E+00
1.325000E+03	7.547170E-01	6.615080E+00
1.350000E+03	7.407410E-01	4.974800E+00
1.375000E+03	7.272730E-01	3.760070E+00
1.400000E+03	7.142860E-01	2.855460E+00
1.425000E+03	7.017540E-01	2.179480E+00
1.450000E+03	6.896550E-01	1.672220E+00
1.475000E+03	6.779660E-01	1.289760E+00
1.500000E+03	6.666670E-01	1.000740E+00
1.525000E+03	6.557380E-01	7.809480E-01
1.550000E+03	6.451610E-01	6.134260E-01
1.575000E+03	6.349210E-01	4.850780E-01
1.600000E+03	6.250000E-01	3.861060E-01
1.625000E+03	6.153850E-01	3.095800E-01
1.650000E+03	6.060610E-01	2.500380E-01
1.675000E+03	5.970150E-01	2.033650E-01
1.700000E+03	5.882350E-01	1.667040E-01
1.725000E+03	5.797100E-01	1.375570E-01
1.750000E+03	5.714290E-01	1.145770E-01
1.775000E+03	5.633800E-01	9.593010E-02
1.800000E+03	5.555560E-01	8.089360E-02
1.825000E+03	5.479450E-01	6.865400E-02
1.850000E+03	5.405410E-01	5.872670E-02
1.875000E+03	5.333330E-01	5.042070E-02
1.900000E+03	5.263160E-01	4.362720E-02
1.925000E+03	5.194810E-01	3.793090E-02
1.950000E+03	5.128210E-01	3.302120E-02
1.975000E+03	5.063290E-01	2.921790E-02
2.000000E+03	5.000000E-01	2.573120E-02
