         time	   rf_plus_rp	         rfrp	  rf_minus_rp
 5.165953E-04	 8.186892E+02	 8.176892E+02	 8.166892E+02
 1.015239E-03	 8.281761E+02	 8.271761E+02	 8.261761E+02
 1.515234E-03	 8.302434E+02	 8.292434E+02	 8.282434E+02
 2.015234E-03	 8.282147E+02	 8.272147E+02	 8.262147E+02
 2.515234E-03	 8.241545E+02	 8.231545E+02	 8.221545E+02
 3.015234E-03	 8.221837E+02	 8.211837E+02	 8.201837E+02
 3.515234E-03	 8.221570E+02	 8.211570E+02	 8.201570E+02
 4.015234E-03	 8.181570E+02	 8.171570E+02	 8.161570E+02
 4.515234E-03	 6.802724E+02	 6.792724E+02	 6.782724E+02
 5.015234E-03	 1.068806E+02	 1.058806E+02	 1.048806E+02
 5.515234E-03	 1.168694E+02	 1.158694E+02	 1.148694E+02
 6.015234E-03	 1.248604E+02	 1.238604E+02	 1.228604E+02
 6.515234E-03	 1.348491E+02	 1.338491E+02	 1.328491E+02
 7.015234E-03	 1.448378E+02	 1.438378E+02	 1.428378E+02
 7.515234E-03	 1.548266E+02	 1.538266E+02	 1.528266E+02
 8.015234E-03	 1.628176E+02	 1.618176E+02	 1.608176E+02
 8.515234E-03	 1.748041E+02	 1.738041E+02	 1.728041E+02
 9.015234E-03	 1.827950E+02	 1.817950E+02	 1.807950E+02
 9.515234E-03	 1.907860E+02	 1.897860E+02	 1.887860E+02
 1.001523E-02	 2.007748E+02	 1.997748E+02	 1.987748E+02
 1.051523E-02	 2.107635E+02	 2.097635E+02	 2.087635E+02
 1.101523E-02	 2.187545E+02	 2.177545E+02	 2.167545E+02
 1.151523E-02	 2.287432E+02	 2.277432E+02	 2.267432E+02
 1.201523E-02	 2.367342E+02	 2.357342E+02	 2.347342E+02
 1.251518E-02	 5.893463E+00	 4.893463E+00	 3.893463E+00
 1.301490E-02	 5.893463E+00	 4.893463E+00	 3.893463E+00
 1.351429E-02	 5.893463E+00	 4.893463E+00	 3.893463E+00
 1.401311E-02	 5.893463E+00	 4.893463E+00	 3.893463E+00
 1.450330E-02	 4.460201E+00	 3.460201E+00	 2.460201E+00
 1.500552E-02	 3.825242E+00	 2.825242E+00	 1.825242E+00
 1.550282E-02	 3.825242E+00	 2.825242E+00	 1.825242E+00
 1.600001E-02	 3.825242E+00	 2.825242E+00	 1.825242E+00
 1.650061E-02	 5.893463E+00	 4.893463E+00	 3.893463E+00
 1.700265E-02	 6.993243E+00	 5.993243E+00	 4.993243E+00
 1.750311E-02	 8.474888E+00	 7.474888E+00	 6.474888E+00
 1.800161E-02	 8.202982E+00	 7.202982E+00	 6.202982E+00
 1.850106E-02	 8.202982E+00	 7.202982E+00	 6.202982E+00
 1.900290E-02	 7.625780E+00	 6.625780E+00	 5.625780E+00
 1.950002E-02	 7.920401E+00	 6.920401E+00	 5.920401E+00
 2.000143E-02	 6.993243E+00	 5.993243E+00	 4.993243E+00
 2.050395E-02	 8.474888E+00	 7.474888E+00	 6.474888E+00
 2.100392E-02	 7.920401E+00	 6.920401E+00	 5.920401E+00
 2.150530E-02	 8.474888E+00	 7.474888E+00	 6.474888E+00
 2.200777E-02	 7.625780E+00	 6.625780E+00	 5.625780E+00
 2.250013E-02	 7.625780E+00	 6.625780E+00	 5.625780E+00
 2.300914E-02	 3.825242E+00	 2.825242E+00	 1.825242E+00
 2.350709E-02	 4.995495E+00	 3.995495E+00	 2.995495E+00
 2.400388E-02	 1.000000E+00	 0.000000E+00	 0.000000E+00
 2.450860E-02	 1.000000E+00	 0.000000E+00	 0.000000E+00
 2.500162E-02	 1.000000E+00	 0.000000E+00	 0.000000E+00
 2.550657E-02	 2.997748E+00	 1.997748E+00	 9.977477E-01
 2.600367E-02	 2.997748E+00	 1.997748E+00	 9.977477E-01
 2.650372E-02	 2.997748E+00	 1.997748E+00	 9.977477E-01
 2.700651E-02	 3.825242E+00	 2.825242E+00	 1.825242E+00
 2.750292E-02	 4.460201E+00	 3.460201E+00	 2.460201E+00
 2.800432E-02	 3.825242E+00	 2.825242E+00	 1.825242E+00
 2.850021E-02	 4.460201E+00	 3.460201E+00	 2.460201E+00
 2.900386E-02	 4.460201E+00	 3.460201E+00	 2.460201E+00
 2.950202E-02	 4.460201E+00	 3.460201E+00	 2.460201E+00
 3.000206E-02	 4.460201E+00	 3.460201E+00	 2.460201E+00
 3.050056E-02	 4.460201E+00	 3.460201E+00	 2.460201E+00
 3.100309E-02	 3.825242E+00	 2.825242E+00	 1.825242E+00
 3.150002E-02	 3.825242E+00	 2.825242E+00	 1.825242E+00
 3.200225E-02	 3.825242E+00	 2.825242E+00	 1.825242E+00
 3.250027E-02	 2.997748E+00	 1.997748E+00	 9.977477E-01
 3.300454E-02	 2.997748E+00	 1.997748E+00	 9.977477E-01
 3.350798E-02	 3.825242E+00	 2.825242E+00	 1.825242E+00
 3.400141E-02	 3.825242E+00	 2.825242E+00	 1.825242E+00
 3.450489E-02	 3.825242E+00	 2.825242E+00	 1.825242E+00
 3.500275E-02	 3.825242E+00	 2.825242E+00	 1.825242E+00
 3.550524E-02	 3.825242E+00	 2.825242E+00	 1.825242E+00
 3.600704E-02	 3.825242E+00	 2.825242E+00	 1.825242E+00
 3.650383E-02	 3.825242E+00	 2.825242E+00	 1.825242E+00
 3.700085E-02	 4.460201E+00	 3.460201E+00	 2.460201E+00
 3.750933E-02	 4.460201E+00	 3.460201E+00	 2.460201E+00
 3.800014E-02	 4.460201E+00	 3.460201E+00	 2.460201E+00
 3.850394E-02	 4.460201E+00	 3.460201E+00	 2.460201E+00
 3.900428E-02	 4.460201E+00	 3.460201E+00	 2.460201E+00
 3.950812E-02	 5.893463E+00	 4.893463E+00	 3.893463E+00
 4.000346E-02	 5.467100E+00	 4.467100E+00	 3.467100E+00
 4.050651E-02	 5.893463E+00	 4.893463E+00	 3.893463E+00
 4.100525E-02	 6.650484E+00	 5.650484E+00	 4.650484E+00
 4.150899E-02	 6.650484E+00	 5.650484E+00	 4.650484E+00
 4.200377E-02	 6.993243E+00	 5.993243E+00	 4.993243E+00
 4.250524E-02	 6.993243E+00	 5.993243E+00	 4.993243E+00
 4.300243E-02	 7.625780E+00	 6.625780E+00	 5.625780E+00
 4.351097E-02	 6.993243E+00	 5.993243E+00	 4.993243E+00
 4.400556E-02	 6.993243E+00	 5.993243E+00	 4.993243E+00
 4.451139E-02	 6.993243E+00	 5.993243E+00	 4.993243E+00
 4.500469E-02	 6.993243E+00	 5.993243E+00	 4.993243E+00
 4.550268E-02	 6.993243E+00	 5.993243E+00	 4.993243E+00
 4.600346E-02	 5.893463E+00	 4.893463E+00	 3.893463E+00
 4.650778E-02	 4.460201E+00	 3.460201E+00	 2.460201E+00
 4.701308E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.750889E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.803339E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.852056E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.901519E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 4.951023E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.000561E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.050129E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.104686E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.154308E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.203951E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.253617E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.303309E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.353026E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.402767E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.452525E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.502301E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.552089E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.601887E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.651696E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.701515E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
 5.751339E-02	 1.000000E+00	 0.000000E+00	 -1.000000E+00
