T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	2.588850E+01
1.025000E+03	9.756100E-01	1.713270E+01
1.050000E+03	9.523810E-01	1.159790E+01
1.075000E+03	9.302330E-01	8.012150E+00
1.100000E+03	9.090910E-01	5.632210E+00
1.125000E+03	8.888890E-01	4.019370E+00
1.150000E+03	8.695650E-01	2.899580E+00
1.175000E+03	8.510640E-01	2.112290E+00
1.200000E+03	8.333330E-01	1.546790E+00
1.225000E+03	8.163270E-01	1.137260E+00
1.250000E+03	8.000000E-01	8.394890E-01
1.275000E+03	7.843140E-01	6.228680E-01
1.300000E+03	7.692310E-01	4.656890E-01
1.325000E+03	7.547170E-01	3.515600E-01
1.350000E+03	7.407410E-01	2.675870E-01
1.375000E+03	7.272730E-01	2.058920E-01
1.400000E+03	7.142860E-01	1.607260E-01
1.425000E+03	7.017540E-01	1.271650E-01
1.450000E+03	6.896550E-01	1.022240E-01
1.475000E+03	6.779660E-01	8.273340E-02
1.500000E+03	6.666670E-01	6.826450E-02
1.525000E+03	6.557380E-01	5.664470E-02
1.550000E+03	6.451610E-01	4.762210E-02
1.575000E+03	6.349210E-01	4.036030E-02
1.600000E+03	6.250000E-01	3.424470E-02
1.625000E+03	6.153850E-01	2.968560E-02
1.650000E+03	6.060610E-01	2.582070E-02
1.675000E+03	5.970150E-01	2.257540E-02
1.700000E+03	5.882350E-01	1.972470E-02
1.725000E+03	5.797100E-01	1.767190E-02
1.750000E+03	5.714290E-01	1.576130E-02
1.775000E+03	5.633800E-01	1.429490E-02
1.800000E+03	5.555560E-01	1.265880E-02
1.825000E+03	5.479450E-01	1.135830E-02
1.850000E+03	5.405410E-01	1.039140E-02
