       time[ms]  	           T[K]  	density[kg/m^3]  	       Pressure  	        VolC_AR  	        VolC_N2  	      VolC_A1CO  	      VolC_H2O2  	        VolC_CH  	     VolC_T-CH2  	VolC_CVCCVCCJVO  	    VolC_CH2CHO  	     VolC_CH2OH  	       VolC_A1-  	   VolC_TXC5H5O  	    VolC_OC6H4O  	   VolC_C2H3CHO  	    VolC_N-C4H5  	   VolC_C5H4CH2  	      VolC_C3H3  	     VolC_S-CH2  	     VolC_A1CHO  	    VolC_A1CH2O  	VolC_C6H5CYCH2O  	  VolC_C6H5OCH2  	   VolC_C5H4CH3  	      VolC_C5H6  	 VolC_C5H5CH3-1  	      VolC_C3H2  	    VolC_A-C3H4  	      VolC_A1OH  	  VolC_C6H6O-24  	     VolC_CH2CO  	      VolC_HCCO  	      VolC_C2H3  	       VolC_CH4  	      VolC_C2H6  	    VolC_A-C3H5  	      VolC_C3H6  	      VolC_CH3O  	      VolC_C2H2  	      VolC_C5H5  	         VolC_O  	        VolC_A1  	       VolC_HCO  	      VolC_CH2O  	       VolC_HO2  	         VolC_H  	      VolC_C2H4  	      VolC_C2H5  	       VolC_A1O  	       VolC_CH3  	        VolC_OH  	        VolC_CO  	  VolC_C6H5OCH3  	       VolC_CO2  	        VolC_O2  	        VolC_H2  	       VolC_H2O  	  VolC_OC8H7OOH  	      VolC_N2H2  	       VolC_NNH  	       VolC_NH2  	        VolC_NH  	       VolC_HNO  	      VolC_HONO  	         VolC_N  	      VolC_H2NO  	       VolC_N2O  	       VolC_NH3  	        VolC_NO  	       VolC_NO2  	       VolC_HCN  	       VolC_HNC  	        VolC_CN  	      VolC_HNCO  	       VolC_NCO  	       VolC_NCN  	    VolC_CH3NH2  	      VolC_H2CN  	     VolC_C5H5N  	     VolC_C5H4N  	    VolC_C5H5NO  	    VolC_C5H4NO  	   VolC_C5H4NO2  	    VolC_PYRLYL  	  VolC_BNC4H4CO  	    VolC_C4H4CN  	    VolC_CHCHCN  	     VolC_C4H5N  	   VolC_CH2CHCN  	      VolC_C2N2  	      VolC_HNCN  	      VolC_HOCN  	     VolC_CH3CN  	     VolC_CH2CN
    1.00000E-03  	    1.39992E+03  	    3.61163E-01  	    1.01325E+05  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    5.71786E-21  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    1.59096E-23  	    0.00000E+00  	    3.26300E-25  	    0.00000E+00  	    7.43173E-18  	    1.00914E-20  	    7.97079E-23  	    0.00000E+00  	    2.73978E-19  	    0.00000E+00  	    9.70100E-23  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    1.72017E-22  	    0.00000E+00  	    0.00000E+00  	    1.65905E-19  	    7.96177E-22  	    1.64992E-22  	    2.14040E-18  	    0.00000E+00  	    0.00000E+00  	    3.55905E-16  	    0.00000E+00  	    1.17981E-19  	    9.98229E-17  	    5.18420E-15  	    2.51621E-18  	    3.96672E-17  	    4.15702E-13  	    5.99897E-23  	    6.58713E-20  	    2.25364E-14  	    4.39324E-15  	    4.60770E-18  	    1.45656E-16  	    0.00000E+00  	    5.46722E-18  	    1.15853E-17  	    1.91201E-14  	    3.01946E-13  	    9.75285E-18  	    6.87719E-03  	    1.82805E-03  	    2.80209E-13  	    6.30778E-15  	    1.09929E-17  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    7.23771E-18  	    5.80721E-25  	    0.00000E+00  	    5.75848E-18  	    1.47722E-20  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    2.41661E-17  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00
    2.00000E-03  	    1.39982E+03  	    3.61189E-01  	    1.01325E+05  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    5.96389E-19  	    0.00000E+00  	    2.20334E-22  	    2.58297E-23  	    3.95967E-20  	    0.00000E+00  	    5.03900E-23  	    1.13421E-21  	    5.63181E-16  	    6.30146E-18  	    1.61727E-19  	    1.15073E-25  	    2.19021E-17  	    2.17420E-23  	    1.01668E-19  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    1.21545E-22  	    1.68201E-19  	    1.06310E-21  	    0.00000E+00  	    2.63664E-17  	    1.13416E-18  	    4.01073E-19  	    2.31867E-16  	    0.00000E+00  	    2.83351E-21  	    2.26943E-14  	    1.58698E-22  	    1.35303E-17  	    6.27994E-15  	    3.76490E-14  	    2.64252E-16  	    2.73313E-15  	    1.03221E-12  	    2.32193E-20  	    1.30235E-18  	    3.13470E-13  	    6.18908E-14  	    8.50114E-17  	    9.18224E-15  	    2.58350E-21  	    2.20635E-16  	    6.51912E-16  	    2.72098E-13  	    9.91418E-13  	    3.76301E-16  	    6.87769E-03  	    1.82818E-03  	    4.09458E-12  	    8.62781E-14  	    4.38984E-16  	    0.00000E+00  	    0.00000E+00  	    5.60874E-20  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    4.42261E-16  	    6.39684E-22  	    0.00000E+00  	    3.57460E-16  	    1.69870E-18  	    0.00000E+00  	    0.00000E+00  	    3.94098E-21  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    1.48135E-15  	    2.34081E-20  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    3.00484E-22  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    4.92035E-24  	    0.00000E+00  	    0.00000E+00
    3.10000E-03  	    1.39970E+03  	    3.61219E-01  	    1.01325E+05  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    2.27152E-17  	    0.00000E+00  	    4.25761E-20  	    1.55996E-20  	    6.49475E-18  	    1.91259E-21  	    2.23395E-20  	    2.05412E-19  	    1.83573E-14  	    1.10356E-15  	    2.68133E-17  	    3.00991E-19  	    7.23431E-16  	    3.72853E-23  	    2.32790E-17  	    3.37760E-23  	    0.00000E+00  	    2.48119E-22  	    2.69922E-19  	    3.32563E-17  	    8.19390E-19  	    0.00000E+00  	    1.45032E-15  	    9.31262E-17  	    1.99358E-17  	    9.95808E-15  	    4.58501E-20  	    8.32171E-19  	    7.00800E-13  	    6.61081E-19  	    7.60552E-16  	    1.90810E-13  	    2.02739E-13  	    1.10721E-14  	    8.33425E-14  	    3.21718E-12  	    6.11420E-18  	    1.62744E-17  	    2.52148E-12  	    4.76701E-13  	    7.60560E-16  	    2.80601E-13  	    5.34589E-19  	    3.84941E-15  	    1.67953E-14  	    2.24784E-12  	    5.03091E-12  	    8.19424E-15  	    6.87827E-03  	    1.82833E-03  	    3.49310E-11  	    8.50079E-13  	    1.01808E-14  	    0.00000E+00  	    0.00000E+00  	    1.35059E-17  	    1.52491E-21  	    1.77412E-20  	    0.00000E+00  	    0.00000E+00  	    5.27165E-19  	    0.00000E+00  	    1.29641E-14  	    1.96172E-18  	    0.00000E+00  	    1.07012E-14  	    5.93429E-17  	    0.00000E+00  	    8.51901E-20  	    1.81765E-18  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    4.41102E-14  	    3.53563E-18  	    0.00000E+00  	    8.28307E-22  	    2.11790E-23  	    1.03536E-19  	    0.00000E+00  	    8.39832E-23  	    0.00000E+00  	    3.77139E-23  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    6.06420E-20  	    0.00000E+00  	    0.00000E+00
    4.10000E-03  	    1.39959E+03  	    3.61247E-01  	    1.01325E+05  	    0.00000E+00  	    0.00000E+00  	    9.14899E-23  	    3.69058E-16  	    0.00000E+00  	    2.61840E-18  	    6.98702E-19  	    2.69176E-16  	    1.56878E-19  	    1.58786E-19  	    8.12270E-18  	    2.27567E-13  	    5.58298E-14  	    1.22290E-15  	    5.53051E-17  	    8.99350E-15  	    2.85652E-20  	    1.05987E-15  	    1.71921E-21  	    0.00000E+00  	    8.50878E-21  	    3.48101E-17  	    1.51374E-15  	    9.55587E-17  	    4.45935E-20  	    3.47854E-14  	    4.08938E-15  	    6.47990E-16  	    1.59955E-13  	    3.45877E-18  	    3.70833E-17  	    8.74541E-12  	    1.04954E-16  	    2.13797E-14  	    2.31915E-12  	    7.06831E-13  	    1.70764E-13  	    9.70244E-13  	    1.14044E-11  	    2.86538E-16  	    1.59077E-16  	    1.23649E-11  	    2.31458E-12  	    7.51689E-15  	    3.47150E-12  	    2.24291E-17  	    3.37697E-14  	    1.91940E-13  	    1.13034E-11  	    2.49292E-11  	    7.91760E-14  	    6.87880E-03  	    1.82847E-03  	    1.69169E-10  	    6.25392E-12  	    1.05027E-13  	    0.00000E+00  	    0.00000E+00  	    6.33248E-16  	    2.33790E-19  	    2.51768E-18  	    7.89110E-23  	    0.00000E+00  	    3.66589E-17  	    0.00000E+00  	    1.55260E-13  	    1.37574E-16  	    2.51541E-20  	    1.32515E-13  	    7.84132E-16  	    1.25795E-20  	    5.80353E-18  	    9.02419E-17  	    0.00000E+00  	    6.32467E-20  	    0.00000E+00  	    5.35112E-13  	    1.53927E-16  	    0.00000E+00  	    4.39564E-20  	    2.71404E-21  	    4.90968E-18  	    1.70811E-21  	    2.51764E-20  	    0.00000E+00  	    3.98874E-20  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    4.84629E-18  	    1.91216E-20  	    0.00000E+00
    5.00000E-03  	    1.39950E+03  	    3.61272E-01  	    1.01325E+05  	    0.00000E+00  	    3.21675E-21  	    6.35603E-21  	    5.32733E-15  	    0.00000E+00  	    5.52314E-17  	    1.37605E-17  	    5.11651E-15  	    4.61556E-18  	    4.19407E-18  	    1.52262E-16  	    1.53094E-12  	    1.15908E-12  	    2.28252E-14  	    2.84019E-15  	    5.77303E-14  	    8.51772E-19  	    2.07246E-14  	    2.83228E-20  	    1.57935E-23  	    1.34200E-19  	    1.37300E-15  	    3.84631E-14  	    3.52568E-15  	    4.52747E-19  	    5.43794E-13  	    8.85968E-14  	    1.52260E-14  	    1.43355E-12  	    1.04124E-16  	    8.80434E-16  	    6.03122E-11  	    5.50571E-15  	    3.60332E-13  	    1.50582E-11  	    1.84418E-12  	    1.40825E-12  	    5.70199E-12  	    3.86065E-11  	    5.59904E-15  	    1.42274E-15  	    4.58225E-11  	    1.02401E-11  	    7.01656E-14  	    2.37232E-11  	    4.05110E-16  	    1.76472E-13  	    1.41892E-12  	    4.51440E-11  	    1.07929E-10  	    4.52779E-13  	    6.87927E-03  	    1.82860E-03  	    5.79734E-10  	    4.01210E-11  	    6.31198E-13  	    4.82564E-22  	    0.00000E+00  	    1.28359E-14  	    1.01382E-17  	    1.12899E-16  	    2.64814E-20  	    1.12077E-21  	    1.10898E-15  	    1.88795E-23  	    1.03756E-12  	    4.45955E-15  	    6.16676E-18  	    9.54663E-13  	    5.86711E-15  	    4.96562E-19  	    2.08822E-16  	    2.06220E-15  	    0.00000E+00  	    1.22783E-17  	    5.75584E-22  	    3.60165E-12  	    3.25268E-15  	    0.00000E+00  	    9.59669E-19  	    6.25027E-20  	    1.07615E-16  	    5.34188E-20  	    6.69921E-19  	    1.12763E-21  	    5.70149E-18  	    0.00000E+00  	    0.00000E+00  	    0.00000E+00  	    1.30167E-16  	    1.69380E-18  	    1.69243E-20
    6.00000E-03  	    1.39939E+03  	    3.61299E-01  	    1.01325E+05  	    0.00000E+00  	    6.01400E-18  	    2.65915E-19  	    1.48692E-13  	    4.72944E-21  	    1.11988E-15  	    1.99286E-16  	    8.11537E-14  	    1.65218E-16  	    7.87685E-17  	    2.05205E-15  	    9.06375E-12  	    1.79962E-11  	    2.95522E-13  	    1.19853E-13  	    3.51601E-13  	    2.45794E-17  	    3.65243E-13  	    3.19491E-19  	    3.52896E-22  	    1.47525E-18  	    3.33636E-14  	    1.05631E-12  	    7.73676E-14  	    3.16654E-18  	    9.76685E-12  	    2.36277E-12  	    3.83312E-13  	    1.44321E-11  	    4.19449E-15  	    2.34943E-14  	    3.75351E-10  	    2.70401E-13  	    5.56608E-12  	    7.71644E-11  	    4.64305E-12  	    1.17225E-11  	    2.18200E-11  	    1.59182E-10  	    9.88039E-14  	    1.71262E-14  	    1.76201E-10  	    6.22237E-11  	    8.85762E-13  	    1.45178E-10  	    5.66738E-15  	    6.46076E-13  	    1.18307E-11  	    2.23764E-10  	    6.11748E-10  	    2.39537E-12  	    6.87979E-03  	    1.82874E-03  	    1.94773E-09  	    3.75955E-10  	    3.55635E-12  	    6.22475E-19  	    0.00000E+00  	    2.06456E-13  	    4.09810E-16  	    4.60698E-15  	    3.90556E-18  	    2.90784E-19  	    4.11565E-14  	    5.81168E-19  	    6.30451E-12  	    1.76472E-13  	    1.52805E-15  	    7.37058E-12  	    4.67392E-14  	    1.40719E-17  	    1.36101E-14  	    4.82707E-14  	    4.34694E-20  	    1.39274E-15  	    6.45529E-20  	    2.16755E-11  	    6.89726E-14  	    1.48894E-22  	    2.35664E-17  	    1.21483E-18  	    2.52250E-15  	    1.49124E-18  	    1.67007E-17  	    5.19292E-20  	    1.07287E-15  	    1.02447E-21  	    4.78904E-20  	    3.79745E-21  	    3.93789E-15  	    1.06996E-16  	    4.49554E-18
    7.00000E-03  	    1.39929E+03  	    3.61326E-01  	    1.01325E+05  	    0.00000E+00  	    1.08306E-15  	    3.03833E-18  	    2.48161E-12  	    3.12088E-19  	    1.43613E-14  	    9.42618E-16  	    6.61052E-13  	    3.52125E-15  	    1.07785E-15  	    9.19052E-15  	    3.62866E-11  	    1.05021E-10  	    1.34586E-12  	    1.82301E-12  	    3.26112E-12  	    3.68957E-16  	    3.34361E-12  	    1.15445E-18  	    1.40885E-21  	    5.18710E-18  	    1.99081E-13  	    1.19924E-11  	    5.16547E-13  	    9.08471E-17  	    8.12563E-11  	    3.78533E-11  	    3.71394E-12  	    1.38095E-10  	    1.26760E-13  	    3.08968E-13  	    1.65841E-09  	    5.34237E-12  	    3.47991E-11  	    2.20966E-10  	    1.03576E-11  	    8.50092E-11  	    3.35105E-11  	    6.71311E-10  	    1.01705E-12  	    1.56524E-13  	    5.80196E-10  	    2.84742E-10  	    7.78947E-12  	    6.23208E-10  	    4.91265E-14  	    2.02500E-12  	    7.25781E-11  	    1.05921E-09  	    3.88245E-09  	    1.04654E-11  	    6.88029E-03  	    1.82887E-03  	    5.48925E-09  	    3.73097E-09  	    1.60460E-11  	    3.00299E-17  	    4.49352E-22  	    1.55912E-12  	    7.57734E-15  	    8.06389E-14  	    1.61473E-16  	    1.09555E-17  	    5.80582E-13  	    1.99763E-16  	    2.81590E-11  	    4.10434E-12  	    1.37502E-13  	    5.46961E-11  	    3.57457E-13  	    2.35564E-16  	    5.90619E-13  	    6.95990E-13  	    5.27710E-18  	    4.68549E-14  	    2.13059E-18  	    9.02832E-11  	    7.78789E-13  	    3.17778E-21  	    2.95366E-16  	    1.13661E-17  	    3.19924E-14  	    2.24051E-17  	    2.36620E-16  	    7.98743E-19  	    8.10373E-14  	    8.72803E-20  	    7.41137E-18  	    2.03553E-18  	    8.96563E-14  	    4.11188E-15  	    2.87085E-16
    8.00000E-03  	    1.39920E+03  	    3.61349E-01  	    1.01325E+05  	    0.00000E+00  	    5.77366E-14  	    1.57164E-17  	    1.70779E-11  	    6.81708E-18  	    1.07025E-13  	    3.05378E-15  	    3.09941E-12  	    3.68277E-14  	    8.94122E-15  	    2.87371E-14  	    1.01300E-10  	    2.44549E-10  	    3.98793E-12  	    9.80454E-12  	    1.73863E-11  	    2.84492E-15  	    1.38918E-11  	    2.22660E-18  	    2.84616E-21  	    9.45127E-18  	    5.11993E-13  	    5.17156E-11  	    1.88313E-12  	    1.91055E-15  	    2.02618E-10  	    2.86861E-10  	    1.60475E-11  	    7.71083E-10  	    1.70484E-12  	    1.86916E-12  	    5.06882E-09  	    3.44327E-11  	    8.85286E-11  	    4.49688E-10  	    2.07632E-11  	    3.93700E-10  	    4.19221E-11  	    2.50605E-09  	    6.52788E-12  	    9.56027E-13  	    1.52921E-09  	    8.16746E-10  	    4.65340E-11  	    1.79838E-09  	    3.10551E-13  	    7.68915E-12  	    2.56867E-10  	    4.00418E-09  	    2.23964E-08  	    3.76257E-11  	    6.88071E-03  	    1.82896E-03  	    1.25840E-08  	    2.71840E-08  	    6.00458E-11  	    3.27100E-16  	    5.51865E-20  	    6.57761E-12  	    8.25021E-14  	    6.33410E-13  	    2.93019E-15  	    2.31791E-16  	    2.61456E-12  	    1.67302E-14  	    9.10773E-11  	    4.83564E-11  	    3.02449E-12  	    3.31415E-10  	    2.23944E-12  	    2.04138E-15  	    1.11638E-11  	    5.92675E-12  	    1.22973E-16  	    5.58969E-13  	    3.59469E-17  	    2.51260E-10  	    4.54677E-12  	    2.40882E-20  	    1.55778E-15  	    5.58885E-17  	    1.76143E-13  	    1.56518E-16  	    1.66700E-15  	    6.25603E-18  	    1.67406E-12  	    2.09573E-18  	    3.50544E-16  	    6.42814E-17  	    1.18582E-12  	    6.98372E-14  	    5.61331E-15
    9.00000E-03  	    1.39915E+03  	    3.61357E-01  	    1.01325E+05  	    0.00000E+00  	    1.61371E-12  	    8.76542E-17  	    5.79083E-11  	    8.92944E-17  	    4.62811E-13  	    9.86057E-15  	    9.30448E-12  	    1.77364E-13  	    4.87166E-14  	    8.65127E-14  	    2.06276E-10  	    3.95412E-10  	    1.47265E-11  	    2.41441E-11  	    4.21825E-11  	    1.25049E-14  	    2.93994E-11  	    4.44487E-18  	    6.01465E-21  	    1.73759E-17  	    1.14838E-12  	    1.27175E-10  	    5.71259E-12  	    1.73223E-14  	    2.41106E-10  	    1.19531E-09  	    5.40527E-11  	    1.84372E-09  	    9.99069E-12  	    6.73947E-12  	    1.10082E-08  	    1.10584E-10  	    1.39412E-10  	    1.07489E-09  	    3.71276E-11  	    9.07558E-10  	    8.20531E-11  	    8.11157E-09  	    2.86684E-11  	    3.77913E-12  	    2.94301E-09  	    1.46444E-09  	    2.05819E-10  	    3.64741E-09  	    1.26089E-12  	    2.64412E-11  	    5.09179E-10  	    1.14893E-08  	    9.97301E-08  	    1.12909E-10  	    6.88085E-03  	    1.82890E-03  	    2.37757E-08  	    1.35700E-07  	    1.88852E-10  	    1.49112E-15  	    9.46704E-19  	    1.54173E-11  	    6.11159E-13  	    2.67883E-12  	    3.53199E-14  	    3.80524E-15  	    4.98015E-12  	    6.06607E-13  	    2.06515E-10  	    3.56400E-10  	    2.06041E-11  	    1.38702E-09  	    9.59665E-12  	    1.12680E-14  	    1.07800E-10  	    3.77629E-11  	    1.34638E-15  	    3.36678E-12  	    3.98165E-16  	    5.01268E-10  	    1.56341E-11  	    9.55124E-20  	    5.16305E-15  	    1.68034E-16  	    5.32241E-13  	    6.44352E-16  	    6.72475E-15  	    4.31244E-17  	    1.51077E-11  	    6.36722E-17  	    7.18509E-15  	    6.06825E-16  	    8.11505E-12  	    4.44156E-13  	    3.65661E-14
    1.01000E-02  	    1.39928E+03  	    3.61310E-01  	    1.01325E+05  	    1.23656E-26  	    5.56205E-11  	    1.31402E-16  	    8.13610E-11  	    2.02070E-15  	    1.29257E-12  	    2.15911E-14  	    1.22708E-11  	    4.18519E-13  	    2.66014E-13  	    1.59564E-13  	    2.44281E-10  	    4.74098E-10  	    4.08246E-11  	    2.47341E-11  	    5.05975E-11  	    3.98682E-14  	    3.03164E-11  	    5.20687E-18  	    9.02824E-21  	    1.70950E-17  	    2.12400E-12  	    2.00878E-10  	    1.12554E-11  	    8.30142E-14  	    2.11734E-10  	    2.83095E-09  	    1.46388E-10  	    1.75701E-09  	    2.76892E-11  	    1.41279E-11  	    1.70707E-08  	    2.51881E-10  	    1.77861E-10  	    2.64727E-09  	    5.84285E-11  	    1.00780E-09  	    1.20443E-10  	    2.90218E-08  	    8.63254E-11  	    8.52338E-12  	    3.54505E-09  	    1.33851E-09  	    1.00099E-09  	    5.96375E-09  	    2.60488E-12  	    6.29172E-11  	    4.57360E-10  	    2.91648E-08  	    3.70109E-07  	    2.81989E-10  	    6.87986E-03  	    1.82824E-03  	    3.48487E-08  	    5.73954E-07  	    5.38051E-10  	    2.97619E-15  	    9.69459E-18  	    1.46977E-11  	    5.23850E-12  	    6.98696E-12  	    4.31627E-13  	    1.34753E-13  	    3.07083E-12  	    2.35878E-11  	    2.88805E-10  	    2.62759E-09  	    5.66944E-11  	    3.90530E-09  	    2.86375E-11  	    8.21682E-14  	    7.12531E-10  	    2.47723E-10  	    1.51842E-14  	    1.35574E-11  	    3.94023E-15  	    7.77058E-10  	    2.74882E-11  	    1.90240E-19  	    6.63347E-15  	    2.03261E-16  	    1.09613E-12  	    1.25207E-15  	    2.04465E-14  	    2.89802E-16  	    8.69494E-11  	    3.55031E-16  	    9.48523E-14  	    3.26650E-15  	    2.95068E-11  	    1.00336E-12  	    1.02902E-13
