74,154,0
205,91,0
108,205,0
75,154,0
193,91,0
118,206,0
75,155,0
193,81,0
119,204,0
75,155,0
194,81,0
115,205,0
75,155,0
194,81,0
116,206,0
75,155,0
194,82,0
117,197,0
75,155,0
194,82,0
118,198,0
75,155,0
194,82,0
119,199,0
75,155,0
194,82,0
120,200,0
75,155,0
195,82,0
112,201,0
75,155,0
195,82,0
113,202,0
75,155,0
195,82,0
114,203,0
75,155,0
195,82,0
115,204,0
75,155,0
195,82,0
116,205,0
75,155,0
195,82,0
117,206,0
75,155,0
195,82,0
118,207,0
75,155,0
195,83,0
119,196,0
75,155,0
195,83,0
120,197,0
75,155,0
195,83,0
121,198,0
75,155,0
196,83,0
110,199,0
75,155,0
196,83,0
111,200,0
75,155,0
196,83,0
112,201,0
75,155,0
196,83,0
113,202,0
75,155,0
196,83,0
114,203,0
75,155,0
196,83,0
115,204,0
75,155,0
196,83,0
116,205,0
75,155,0
196,83,0
117,206,0
75,155,0
196,83,0
118,207,0
75,155,0
196,84,0
119,196,0
75,155,0
196,84,0
120,197,0
75,155,0
196,84,0
121,198,0
75,155,0
196,84,0
122,199,0
75,155,0
197,84,0
110,200,0
75,155,0
197,84,0
111,201,0
75,155,0
197,84,0
112,202,0
75,155,0
197,84,0
113,203,0
75,155,0
197,84,0
114,204,0
75,155,0
197,84,0
115,205,0
75,155,0
197,84,0
116,206,0
75,155,0
197,84,0
117,207,0
75,155,0
197,85,0
118,196,0
75,155,0
197,85,0
119,197,0
75,155,0
197,85,0
120,198,0
75,155,0
197,85,0
121,199,0
75,155,0
197,85,0
122,200,0
75,155,0
198,85,0
109,201,0
75,155,0
198,85,0
110,202,0
75,155,0
198,85,0
111,203,0
75,155,0
198,85,0
112,204,0
75,155,0
198,85,0
113,205,0
75,155,0
198,85,0
114,206,0
75,155,0
198,85,0
115,207,0
75,155,0
198,86,0
116,196,0
75,155,0
198,86,0
117,197,0
75,155,0
198,86,0
118,198,0
75,155,0
198,86,0
119,199,0
75,155,0
198,86,0
120,200,0
75,155,0
198,86,0
121,201,0
75,155,0
198,86,0
122,202,0
75,155,0
199,86,0
108,203,0
75,155,0
199,86,0
109,204,0
75,155,0
199,86,0
110,205,0
75,155,0
199,86,0
111,206,0
75,155,0
199,86,0
112,207,0
75,155,0
199,87,0
113,196,0
75,155,0
199,87,0
114,197,0
75,155,0
199,87,0
115,198,0
75,155,0
199,87,0
116,199,0
75,155,0
199,87,0
117,200,0
75,155,0
199,87,0
118,201,0
75,155,0
199,87,0
119,202,0
75,155,0
199,87,0
120,203,0
75,155,0
199,87,0
121,204,0
75,155,0
199,87,0
122,205,0
75,155,0
200,87,0
108,206,0
75,155,0
200,87,0
109,207,0
75,155,0
200,88,0
110,196,0
75,155,0
200,88,0
111,197,0
75,155,0
200,88,0
112,198,0
75,155,0
200,88,0
113,199,0
75,155,0
200,88,0
114,200,0
75,155,0
200,88,0
115,201,0
75,155,0
200,88,0
116,202,0
75,155,0
200,88,0
117,203,0
75,155,0
200,88,0
121,204,0
75,155,0
200,88,0
122,205,0
75,155,0
201,88,0
107,206,0
75,155,0
201,88,0
108,207,0
75,155,0
201,89,0
109,196,0
75,155,0
201,89,0
110,197,0
75,155,0
201,89,0
111,198,0
75,155,0
201,89,0
112,199,0
75,155,0
201,89,0
113,200,0
75,155,0
201,89,0
114,201,0
75,155,0
201,89,0
115,202,0
75,155,0
201,89,0
116,203,0
75,155,0
201,89,0
122,204,0
75,155,0
202,89,0
107,205,0
75,155,0
202,89,0
108,206,0
75,155,0
202,89,0
109,207,0
75,155,0
202,90,0
110,198,0
75,155,0
202,90,0
111,199,0
75,155,0
202,90,0
112,200,0
75,155,0
202,90,0
113,201,0
75,155,0
202,90,0
114,202,0
75,155,0
203,90,0
107,203,0
75,155,0
203,90,0
108,204,0
75,155,0
203,90,0
109,205,0
75,155,0
203,90,0
110,206,0
75,155,0
203,90,0
111,207,0
75,155,0
203,91,0
112,201,0
75,155,0
204,91,0
108,202,0
75,155,0
204,91,0
109,203,0
75,155,0
204,91,0
110,204,0
75,155,0
205,91,0
108,205,0
76,155,0
193,91,0
117,206,0
76,155,0
193,91,0
118,207,0
76,155,0
193,92,0
119,205,0
76,155,0
194,92,0
114,206,0
76,155,0
194,92,0
115,207,0
76,156,0
194,80,0
116,205,0
76,156,0
194,80,0
117,206,0
76,156,0
194,80,0
118,207,0
76,156,0
194,81,0
119,199,0
76,156,0
194,81,0
120,200,0
76,156,0
194,81,0
121,201,0
76,156,0
195,81,0
112,202,0
76,156,0
195,81,0
113,203,0
76,156,0
195,81,0
114,204,0
76,156,0
195,81,0
115,205,0
76,156,0
195,81,0
116,206,0
76,156,0
195,81,0
117,207,0
76,156,0
195,82,0
118,198,0
76,156,0
195,82,0
119,199,0
76,156,0
195,82,0
120,200,0
76,156,0
195,82,0
121,201,0
76,156,0
195,82,0
122,202,0
76,156,0
196,82,0
110,203,0
76,156,0
196,82,0
111,204,0
76,156,0
196,82,0
112,205,0
76,156,0
196,82,0
113,206,0
76,156,0
196,82,0
114,207,0
76,156,0
196,83,0
115,196,0
76,156,0
196,83,0
116,197,0
76,156,0
196,83,0
117,198,0
76,156,0
196,83,0
118,199,0
76,156,0
196,83,0
119,200,0
76,156,0
196,83,0
120,201,0
76,156,0
196,83,0
121,202,0
76,156,0
196,83,0
122,203,0
76,156,0
197,83,0
110,204,0
76,156,0
197,83,0
111,205,0
76,156,0
197,83,0
112,206,0
76,156,0
197,83,0
113,207,0
76,156,0
197,83,0
114,208,0
76,156,0
197,84,0
115,195,0
76,156,0
197,84,0
116,196,0
76,156,0
197,84,0
117,197,0
76,156,0
197,84,0
118,198,0
76,156,0
197,84,0
119,199,0
76,156,0
197,84,0
120,200,0
76,156,0
197,84,0
121,201,0
76,156,0
197,84,0
122,202,0
76,156,0
198,84,0
109,203,0
76,156,0
198,84,0
110,204,0
76,156,0
198,84,0
111,205,0
76,156,0
198,84,0
112,206,0
76,156,0
198,84,0
113,207,0
76,156,0
198,84,0
114,208,0
76,156,0
198,85,0
115,195,0
76,156,0
198,85,0
116,196,0
76,156,0
198,85,0
117,197,0
76,156,0
198,85,0
118,198,0
76,156,0
198,85,0
119,199,0
76,156,0
198,85,0
120,200,0
76,156,0
198,85,0
121,201,0
76,156,0
198,85,0
122,202,0
76,156,0
199,85,0
109,203,0
76,156,0
199,85,0
110,204,0
76,156,0
199,85,0
111,205,0
76,156,0
199,85,0
112,206,0
76,156,0
199,85,0
113,207,0
76,156,0
199,85,0
114,208,0
76,156,0
199,86,0
115,196,0
76,156,0
199,86,0
116,197,0
76,156,0
199,86,0
117,198,0
76,156,0
199,86,0
118,199,0
76,156,0
199,86,0
119,200,0
76,156,0
199,86,0
120,201,0
76,156,0
199,86,0
121,202,0
76,156,0
199,86,0
122,203,0
76,156,0
200,86,0
108,204,0
76,156,0
200,86,0
109,205,0
76,156,0
200,86,0
110,206,0
76,156,0
200,86,0
111,207,0
76,156,0
200,86,0
112,208,0
76,156,0
200,87,0
113,196,0
76,156,0
200,87,0
114,197,0
76,156,0
200,87,0
115,198,0
76,156,0
200,87,0
116,199,0
76,156,0
200,87,0
117,200,0
76,156,0
200,87,0
118,201,0
76,156,0
200,87,0
119,202,0
76,156,0
200,87,0
120,203,0
76,156,0
200,87,0
121,204,0
76,156,0
200,87,0
122,205,0
76,156,0
201,87,0
108,206,0
76,156,0
201,87,0
109,207,0
76,156,0
201,88,0
110,196,0
76,156,0
201,88,0
111,197,0
76,156,0
201,88,0
112,198,0
76,156,0
201,88,0
113,199,0
76,156,0
201,88,0
114,200,0
76,156,0
201,88,0
115,201,0
76,156,0
201,88,0
116,202,0
76,156,0
201,88,0
119,203,0
76,156,0
201,88,0
120,204,0
76,156,0
201,88,0
121,205,0
76,156,0
201,88,0
122,206,0
76,156,0
202,88,0
107,207,0
76,156,0
202,89,0
108,196,0
76,156,0
202,89,0
109,197,0
76,156,0
202,89,0
110,198,0
76,156,0
202,89,0
111,199,0
76,156,0
202,89,0
112,200,0
76,156,0
202,89,0
113,201,0
76,156,0
202,89,0
114,202,0
76,156,0
203,89,0
108,203,0
76,156,0
203,89,0
109,204,0
76,156,0
203,89,0
110,205,0
76,156,0
203,89,0
111,206,0
76,156,0
203,89,0
112,207,0
76,156,0
204,89,0
108,208,0
76,156,0
204,90,0
109,197,0
76,156,0
204,90,0
110,198,0
76,156,0
205,90,0
108,199,0
77,156,0
193,90,0
116,200,0
77,156,0
193,90,0
117,201,0
77,156,0
193,90,0
118,202,0
77,156,0
193,90,0
119,203,0
77,156,0
194,90,0
113,204,0
77,156,0
194,90,0
114,205,0
77,156,0
194,90,0
115,206,0
77,156,0
194,90,0
116,207,0
77,156,0
194,90,0
117,208,0
77,156,0
194,91,0
118,200,0
77,156,0
194,91,0
119,201,0
77,156,0
194,91,0
120,202,0
77,156,0
194,91,0
121,203,0
77,156,0
195,91,0
111,204,0
77,156,0
195,91,0
112,205,0
77,156,0
195,91,0
113,206,0
77,156,0
195,91,0
114,207,0
77,156,0
195,91,0
115,208,0
77,156,0
195,92,0
116,203,0
77,156,0
195,92,0
117,204,0
77,156,0
195,92,0
118,205,0
77,156,0
195,92,0
119,206,0
77,156,0
195,92,0
120,207,0
77,157,0
195,80,0
121,200,0
77,157,0
195,80,0
122,201,0
77,157,0
196,80,0
111,202,0
77,157,0
196,80,0
112,203,0
77,157,0
196,80,0
113,204,0
77,157,0
196,80,0
114,205,0
77,157,0
196,80,0
115,206,0
77,157,0
196,80,0
116,207,0
77,157,0
196,81,0
117,200,0
77,157,0
196,81,0
118,201,0
77,157,0
196,81,0
119,202,0
77,157,0
196,81,0
120,203,0
77,157,0
196,81,0
121,204,0
77,157,0
196,81,0
122,205,0
77,157,0
197,81,0
110,206,0
77,157,0
197,81,0
111,207,0
77,157,0
197,81,0
112,208,0
77,157,0
197,82,0
113,199,0
77,157,0
197,82,0
114,200,0
77,157,0
197,82,0
115,201,0
77,157,0
197,82,0
116,202,0
77,157,0
197,82,0
117,203,0
77,157,0
197,82,0
118,204,0
77,157,0
197,82,0
119,205,0
77,157,0
197,82,0
120,206,0
77,157,0
197,82,0
121,207,0
77,157,0
197,82,0
122,208,0
77,157,0
198,83,0
109,198,0
77,157,0
198,83,0
110,199,0
77,157,0
198,83,0
111,200,0
77,157,0
198,83,0
112,201,0
77,157,0
198,83,0
113,202,0
77,157,0
198,83,0
114,203,0
77,157,0
198,83,0
115,204,0
77,157,0
198,83,0
116,205,0
77,157,0
198,83,0
117,206,0
77,157,0
198,83,0
118,207,0
77,157,0
198,83,0
119,208,0
77,157,0
198,84,0
120,196,0
77,157,0
198,84,0
121,197,0
77,157,0
199,84,0
109,198,0
77,157,0
199,84,0
110,199,0
77,157,0
199,84,0
111,200,0
77,157,0
199,84,0
112,201,0
77,157,0
199,84,0
113,202,0
77,157,0
199,84,0
114,203,0
77,157,0
199,84,0
115,204,0
77,157,0
199,84,0
116,205,0
77,157,0
199,84,0
117,206,0
77,157,0
199,84,0
118,207,0
77,157,0
199,84,0
119,208,0
77,157,0
199,85,0
120,195,0
77,157,0
200,85,0
108,196,0
77,157,0
200,85,0
109,197,0
77,157,0
200,85,0
110,198,0
77,157,0
200,85,0
111,199,0
77,157,0
200,85,0
112,200,0
77,157,0
200,85,0
113,201,0
77,157,0
200,85,0
114,202,0
77,157,0
200,85,0
115,203,0
77,157,0
200,85,0
116,204,0
77,157,0
200,85,0
117,205,0
77,157,0
201,85,0
108,206,0
77,157,0
201,85,0
109,207,0
77,157,0
201,85,0
110,208,0
77,157,0
201,86,0
111,195,0
77,157,0
201,86,0
112,196,0
77,157,0
201,86,0
113,197,0
77,157,0
201,86,0
114,198,0
77,157,0
201,86,0
115,199,0
77,157,0
201,86,0
118,200,0
77,157,0
202,86,0
108,201,0
77,157,0
202,86,0
109,202,0
77,157,0
202,86,0
110,203,0
77,157,0
202,86,0
111,204,0
77,157,0
202,86,0
112,205,0
77,157,0
202,86,0
113,206,0
77,157,0
202,86,0
114,207,0
77,157,0
202,86,0
120,208,0
77,157,0
203,87,0
108,195,0
77,157,0
203,87,0
109,196,0
77,157,0
203,87,0
110,197,0
77,157,0
203,87,0
111,198,0
77,157,0
203,87,0
112,199,0
77,157,0
204,87,0
108,200,0
77,157,0
204,87,0
109,201,0
78,157,0
193,87,0
114,202,0
78,157,0
193,87,0
115,203,0
78,157,0
193,87,0
116,204,0
78,157,0
193,87,0
117,205,0
78,157,0
193,87,0
118,206,0
78,157,0
193,87,0
119,207,0
78,157,0
194,87,0
112,208,0
78,157,0
194,88,0
113,195,0
78,157,0
194,88,0
114,196,0
78,157,0
194,88,0
115,197,0
78,157,0
194,88,0
116,198,0
78,157,0
194,88,0
117,199,0
78,157,0
194,88,0
118,200,0
78,157,0
194,88,0
119,201,0
78,157,0
194,88,0
120,202,0
78,157,0
194,88,0
121,203,0
78,157,0
195,88,0
111,204,0
78,157,0
195,88,0
112,205,0
78,157,0
195,88,0
113,206,0
78,157,0
195,88,0
114,207,0
78,157,0
195,88,0
115,208,0
78,157,0
195,89,0
116,196,0
78,157,0
195,89,0
117,197,0
78,157,0
195,89,0
118,198,0
78,157,0
195,89,0
119,199,0
78,157,0
195,89,0
120,200,0
78,157,0
195,89,0
121,201,0
78,157,0
195,89,0
122,202,0
78,157,0
196,89,0
111,203,0
78,157,0
196,89,0
112,204,0
78,157,0
196,89,0
113,205,0
78,157,0
196,89,0
114,206,0
78,157,0
196,89,0
115,207,0
78,157,0
196,89,0
116,208,0
78,157,0
196,90,0
117,196,0
78,157,0
196,90,0
118,197,0
78,157,0
196,90,0
119,198,0
78,157,0
196,90,0
120,199,0
78,157,0
196,90,0
121,200,0
78,157,0
197,90,0
110,201,0
78,157,0
197,90,0
111,202,0
78,157,0
197,90,0
112,203,0
78,157,0
197,90,0
113,204,0
78,157,0
197,90,0
114,205,0
78,157,0
197,90,0
115,206,0
78,157,0
197,90,0
116,207,0
78,157,0
197,90,0
117,208,0
78,157,0
197,91,0
118,199,0
78,157,0
197,91,0
119,200,0
78,157,0
197,91,0
120,201,0
78,157,0
198,91,0
110,202,0
78,157,0
198,91,0
111,203,0
78,157,0
198,91,0
112,204,0
78,157,0
198,91,0
113,205,0
78,157,0
198,91,0
114,206,0
78,157,0
198,91,0
115,207,0
78,157,0
198,91,0
116,208,0
78,157,0
198,92,0
117,202,0
78,157,0
198,92,0
118,203,0
78,157,0
198,92,0
119,204,0
78,157,0
199,92,0
109,205,0
78,157,0
199,92,0
110,206,0
78,157,0
199,92,0
111,207,0
78,157,0
199,92,0
112,208,0
78,157,0
199,93,0
113,206,0
78,157,0
199,93,0
114,207,0
78,157,0
199,93,0
115,208,0
78,158,0
199,79,0
116,203,0
78,158,0
199,79,0
117,204,0
78,158,0
199,80,0
118,201,0
78,158,0
200,80,0
109,202,0
78,158,0
200,80,0
110,203,0
78,158,0
200,80,0
111,204,0
78,158,0
200,80,0
112,205,0
78,158,0
200,80,0
113,206,0
78,158,0
200,80,0
114,207,0
78,158,0
200,81,0
115,200,0
78,158,0
200,81,0
116,201,0
78,158,0
201,81,0
108,202,0
78,158,0
201,81,0
109,203,0
78,158,0
201,81,0
110,204,0
78,158,0
201,81,0
111,205,0
78,158,0
201,81,0
112,206,0
78,158,0
201,81,0
113,207,0
78,158,0
201,81,0
114,208,0
78,158,0
202,82,0
108,200,0
78,158,0
202,82,0
109,201,0
78,158,0
202,82,0
110,202,0
78,158,0
202,82,0
111,203,0
78,158,0
202,82,0
112,204,0
78,158,0
202,82,0
113,205,0
78,158,0
202,82,0
118,206,0
78,158,0
203,82,0
108,207,0
78,158,0
203,82,0
109,208,0
78,158,0
203,82,0
110,209,0
78,158,0
203,83,0
111,199,0
78,158,0
204,83,0
108,200,0
78,158,0
204,83,0
109,201,0
79,158,0
192,83,0
116,202,0
79,158,0
193,83,0
113,203,0
79,158,0
193,83,0
114,204,0
79,158,0
193,83,0
115,205,0
79,158,0
193,83,0
116,206,0
79,158,0
193,83,0
117,207,0
79,158,0
193,83,0
118,208,0
79,158,0
193,83,0
119,209,0
79,158,0
194,84,0
112,198,0
79,158,0
194,84,0
113,199,0
79,158,0
194,84,0
114,200,0
79,158,0
194,84,0
115,201,0
79,158,0
194,84,0
116,202,0
79,158,0
194,84,0
117,203,0
79,158,0
194,84,0
118,204,0
79,158,0
194,84,0
119,205,0
79,158,0
194,84,0
120,206,0
79,158,0
194,84,0
121,207,0
79,158,0
195,84,0
111,208,0
79,158,0
195,84,0
112,209,0
79,158,0
195,85,0
113,196,0
79,158,0
195,85,0
114,197,0
79,158,0
195,85,0
115,198,0
79,158,0
195,85,0
116,199,0
79,158,0
195,85,0
117,200,0
79,158,0
195,85,0
118,201,0
79,158,0
195,85,0
119,202,0
79,158,0
195,85,0
120,203,0
79,158,0
195,85,0
121,204,0
79,158,0
196,85,0
111,205,0
79,158,0
196,85,0
112,206,0
79,158,0
196,85,0
113,207,0
79,158,0
196,85,0
114,208,0
79,158,0
196,85,0
115,209,0
79,158,0
196,86,0
116,195,0
79,158,0
196,86,0
117,196,0
79,158,0
196,86,0
118,197,0
79,158,0
196,86,0
119,198,0
79,158,0
196,86,0
120,199,0
79,158,0
197,86,0
110,200,0
79,158,0
197,86,0
111,201,0
79,158,0
197,86,0
112,202,0
79,158,0
197,86,0
113,203,0
79,158,0
197,86,0
114,204,0
79,158,0
197,86,0
115,205,0
79,158,0
197,86,0
116,206,0
79,158,0
197,86,0
117,207,0
79,158,0
197,86,0
118,208,0
79,158,0
197,86,0
119,209,0
79,158,0
198,87,0
110,195,0
79,158,0
198,87,0
111,196,0
79,158,0
198,87,0
112,197,0
79,158,0
198,87,0
113,198,0
79,158,0
198,87,0
114,199,0
79,158,0
198,87,0
115,200,0
79,158,0
198,87,0
116,201,0
79,158,0
198,87,0
117,202,0
79,158,0
198,87,0
118,203,0
79,158,0
199,87,0
109,204,0
79,158,0
199,87,0
110,205,0
