DE_id        	Tinlet       	StrainRate   
1.664000E+03 	1.500000E+03 	3.600000E+01 
1.686000E+03 	1.500000E+03 	3.700000E+01 
1.704000E+03 	1.500000E+03 	3.700000E+01 
1.707000E+03 	1.500000E+03 	3.700000E+01 
1.717000E+03 	1.500000E+03 	3.700000E+01 
1.761000E+03 	1.500000E+03 	3.700000E+01 
1.773000E+03 	1.500000E+03 	3.700000E+01 
1.780000E+03 	1.500000E+03 	3.700000E+01 
1.813000E+03 	1.500000E+03 	3.700000E+01 
1.824000E+03 	1.500000E+03 	3.700000E+01 
1.938000E+03 	1.500000E+03 	3.700000E+01 
1.953000E+03 	1.500000E+03 	3.700000E+01 
1.973000E+03 	1.500000E+03 	3.700000E+01 
1.985000E+03 	1.500000E+03 	3.700000E+01 
1.998000E+03 	1.500000E+03 	3.700000E+01 
2.108000E+03 	1.500000E+03 	3.700000E+01 
2.207000E+03 	1.500000E+03 	3.700000E+01 
2.233000E+03 	1.500000E+03 	3.700000E+01 
2.262000E+03 	1.500000E+03 	3.700000E+01 
2.300000E+03 	1.500000E+03 	3.700000E+01 
2.313000E+03 	1.500000E+03 	3.700000E+01 
2.315000E+03 	1.500000E+03 	3.700000E+01 
2.321000E+03 	1.500000E+03 	3.700000E+01 
2.324000E+03 	1.500000E+03 	3.700000E+01 
2.328000E+03 	1.500000E+03 	3.700000E+01 
2.359000E+03 	1.500000E+03 	3.700000E+01 
2.362000E+03 	1.500000E+03 	3.700000E+01 
2.375000E+03 	1.500000E+03 	3.700000E+01 
2.390000E+03 	1.500000E+03 	3.700000E+01 
2.467000E+03 	1.500000E+03 	3.700000E+01 
2.534000E+03 	1.500000E+03 	3.700000E+01 
2.586000E+03 	1.500000E+03 	3.700000E+01 
2.704000E+03 	1.500000E+03 	3.700000E+01 
2.725000E+03 	1.500000E+03 	3.700000E+01 
2.738000E+03 	1.500000E+03 	3.700000E+01 
2.775000E+03 	1.500000E+03 	3.700000E+01 
2.790000E+03 	1.500000E+03 	3.700000E+01 
2.839000E+03 	1.500000E+03 	3.700000E+01 
2.854000E+03 	1.500000E+03 	3.700000E+01 
2.876000E+03 	1.500000E+03 	3.700000E+01 
2.892000E+03 	1.500000E+03 	3.700000E+01 
2.904000E+03 	1.500000E+03 	3.700000E+01 
2.911000E+03 	1.500000E+03 	3.700000E+01 
2.913000E+03 	1.500000E+03 	3.700000E+01 
2.932000E+03 	1.500000E+03 	3.700000E+01 
2.984000E+03 	1.500000E+03 	3.700000E+01 
3.060000E+03 	1.500000E+03 	3.700000E+01 
3.062000E+03 	1.500000E+03 	3.700000E+01 
3.110000E+03 	1.500000E+03 	3.700000E+01 
3.133000E+03 	1.500000E+03 	3.700000E+01 
3.248000E+03 	1.500000E+03 	3.700000E+01 
3.278000E+03 	1.500000E+03 	3.700000E+01 
3.366000E+03 	1.500000E+03 	3.700000E+01 
3.398000E+03 	1.500000E+03 	3.700000E+01 
3.422000E+03 	1.500000E+03 	3.700000E+01 
3.457000E+03 	1.500000E+03 	3.700000E+01 
3.480000E+03 	1.500000E+03 	3.700000E+01 
3.517000E+03 	1.500000E+03 	3.700000E+01 
3.521000E+03 	1.500000E+03 	3.700000E+01 
3.526000E+03 	1.500000E+03 	3.700000E+01 
3.592000E+03 	1.500000E+03 	3.700000E+01 
3.594000E+03 	1.500000E+03 	3.700000E+01 
3.596000E+03 	1.500000E+03 	3.700000E+01 
3.602000E+03 	1.500000E+03 	3.700000E+01 
3.619000E+03 	1.500000E+03 	3.700000E+01 
3.635000E+03 	1.500000E+03 	3.700000E+01 
3.653000E+03 	1.500000E+03 	3.700000E+01 
3.675000E+03 	1.500000E+03 	3.700000E+01 
3.754000E+03 	1.500000E+03 	3.700000E+01 
3.769000E+03 	1.500000E+03 	3.700000E+01 
3.846000E+03 	1.500000E+03 	3.700000E+01 
3.922000E+03 	1.500000E+03 	3.700000E+01 
3.936000E+03 	1.500000E+03 	3.700000E+01 
3.937000E+03 	1.500000E+03 	3.700000E+01 
3.979000E+03 	1.500000E+03 	3.700000E+01 
3.988000E+03 	1.500000E+03 	3.700000E+01 
4.022000E+03 	1.500000E+03 	3.700000E+01 
4.074000E+03 	1.500000E+03 	3.700000E+01 
4.110000E+03 	1.500000E+03 	3.700000E+01 
4.113000E+03 	1.500000E+03 	3.700000E+01 
4.125000E+03 	1.500000E+03 	3.700000E+01 
4.239000E+03 	1.500000E+03 	3.700000E+01 
4.257000E+03 	1.500000E+03 	3.700000E+01 
4.273000E+03 	1.500000E+03 	3.700000E+01 
4.276000E+03 	1.500000E+03 	3.700000E+01 
4.284000E+03 	1.500000E+03 	3.700000E+01 
4.309000E+03 	1.500000E+03 	3.700000E+01 
4.316000E+03 	1.500000E+03 	3.700000E+01 
4.354000E+03 	1.500000E+03 	3.700000E+01 
4.414000E+03 	1.500000E+03 	3.700000E+01 
4.442000E+03 	1.500000E+03 	3.700000E+01 
4.461000E+03 	1.500000E+03 	3.700000E+01 
4.466000E+03 	1.500000E+03 	3.700000E+01 
4.520000E+03 	1.500000E+03 	3.700000E+01 
4.536000E+03 	1.500000E+03 	3.700000E+01 
4.604000E+03 	1.500000E+03 	3.700000E+01 
4.688000E+03 	1.500000E+03 	3.700000E+01 
4.760000E+03 	1.500000E+03 	3.700000E+01 
4.777000E+03 	1.500000E+03 	3.700000E+01 
4.811000E+03 	1.500000E+03 	3.700000E+01 
4.857000E+03 	1.500000E+03 	3.700000E+01 
4.938000E+03 	1.500000E+03 	3.700000E+01 
4.971000E+03 	1.500000E+03 	3.700000E+01 
5.038000E+03 	1.500000E+03 	3.700000E+01 
5.061000E+03 	1.500000E+03 	3.700000E+01 
5.078000E+03 	1.500000E+03 	3.700000E+01 
5.119000E+03 	1.500000E+03 	3.700000E+01 
5.158000E+03 	1.500000E+03 	3.700000E+01 
5.172000E+03 	1.500000E+03 	3.700000E+01 
5.178000E+03 	1.500000E+03 	3.700000E+01 
5.283000E+03 	1.500000E+03 	3.700000E+01 
5.286000E+03 	1.500000E+03 	3.700000E+01 
5.315000E+03 	1.500000E+03 	3.700000E+01 
5.356000E+03 	1.500000E+03 	3.700000E+01 
5.357000E+03 	1.500000E+03 	3.700000E+01 
5.378000E+03 	1.500000E+03 	3.700000E+01 
5.421000E+03 	1.500000E+03 	3.700000E+01 
5.445000E+03 	1.500000E+03 	3.700000E+01 
5.452000E+03 	1.500000E+03 	3.700000E+01 
5.536000E+03 	1.500000E+03 	3.700000E+01 
5.587000E+03 	1.500000E+03 	3.700000E+01 
5.724000E+03 	1.500000E+03 	3.700000E+01 
5.828000E+03 	1.500000E+03 	3.700000E+01 
5.835000E+03 	1.500000E+03 	3.700000E+01 
6.099000E+03 	1.500000E+03 	3.700000E+01 
6.147000E+03 	1.500000E+03 	3.700000E+01 
6.173000E+03 	1.500000E+03 	3.700000E+01 
6.189000E+03 	1.500000E+03 	3.700000E+01 
6.249000E+03 	1.500000E+03 	3.700000E+01 
6.262000E+03 	1.500000E+03 	3.700000E+01 
6.422000E+03 	1.500000E+03 	3.700000E+01 
6.462000E+03 	1.500000E+03 	3.700000E+01 
6.474000E+03 	1.500000E+03 	3.700000E+01 
6.492000E+03 	1.500000E+03 	3.700000E+01 
6.494000E+03 	1.500000E+03 	3.700000E+01 
6.500000E+03 	1.500000E+03 	3.700000E+01 
6.535000E+03 	1.500000E+03 	3.700000E+01 
6.553000E+03 	1.500000E+03 	3.700000E+01 
6.554000E+03 	1.500000E+03 	3.700000E+01 
6.562000E+03 	1.500000E+03 	3.700000E+01 
6.598000E+03 	1.500000E+03 	3.700000E+01 
6.609000E+03 	1.500000E+03 	3.700000E+01 
6.672000E+03 	1.500000E+03 	3.700000E+01 
6.831000E+03 	1.500000E+03 	3.700000E+01 
6.849000E+03 	1.500000E+03 	3.700000E+01 
6.864000E+03 	1.500000E+03 	3.700000E+01 
6.867000E+03 	1.500000E+03 	3.700000E+01 
6.874000E+03 	1.500000E+03 	3.700000E+01 
6.974000E+03 	1.500000E+03 	3.700000E+01 
7.004000E+03 	1.500000E+03 	3.700000E+01 
7.006000E+03 	1.500000E+03 	3.700000E+01 
7.008000E+03 	1.500000E+03 	3.700000E+01 
7.071000E+03 	1.500000E+03 	3.700000E+01 
7.080000E+03 	1.500000E+03 	3.700000E+01 
7.128000E+03 	1.500000E+03 	3.700000E+01 
7.133000E+03 	1.500000E+03 	3.700000E+01 
7.207000E+03 	1.500000E+03 	3.700000E+01 
7.220000E+03 	1.500000E+03 	3.700000E+01 
7.252000E+03 	1.500000E+03 	3.700000E+01 
7.302000E+03 	1.500000E+03 	3.700000E+01 
7.412000E+03 	1.500000E+03 	3.700000E+01 
7.433000E+03 	1.500000E+03 	3.700000E+01 
7.434000E+03 	1.500000E+03 	3.700000E+01 
7.436000E+03 	1.500000E+03 	3.700000E+01 
7.452000E+03 	1.500000E+03 	3.700000E+01 
7.487000E+03 	1.500000E+03 	3.700000E+01 
7.489000E+03 	1.500000E+03 	3.700000E+01 
7.505000E+03 	1.500000E+03 	3.700000E+01 
7.546000E+03 	1.500000E+03 	3.700000E+01 
7.569000E+03 	1.500000E+03 	3.700000E+01 
7.570000E+03 	1.500000E+03 	3.700000E+01 
7.585000E+03 	1.500000E+03 	3.700000E+01 
7.621000E+03 	1.500000E+03 	3.700000E+01 
7.708000E+03 	1.500000E+03 	3.700000E+01 
7.748000E+03 	1.500000E+03 	3.700000E+01 
7.753000E+03 	1.500000E+03 	3.700000E+01 
7.754000E+03 	1.500000E+03 	3.700000E+01 
7.755000E+03 	1.500000E+03 	3.700000E+01 
7.756000E+03 	1.500000E+03 	3.700000E+01 
7.760000E+03 	1.500000E+03 	3.700000E+01 
7.761000E+03 	1.500000E+03 	3.700000E+01 
7.780000E+03 	1.500000E+03 	3.700000E+01 
7.829000E+03 	1.500000E+03 	3.700000E+01 
7.853000E+03 	1.500000E+03 	3.700000E+01 
7.905000E+03 	1.500000E+03 	3.700000E+01 
8.121000E+03 	1.500000E+03 	3.700000E+01 
8.176000E+03 	1.500000E+03 	3.700000E+01 
8.185000E+03 	1.500000E+03 	3.700000E+01 
8.198000E+03 	1.500000E+03 	3.700000E+01 
8.324000E+03 	1.500000E+03 	3.700000E+01 
8.329000E+03 	1.500000E+03 	3.700000E+01 
8.363000E+03 	1.500000E+03 	3.700000E+01 
8.380000E+03 	1.500000E+03 	3.700000E+01 
8.429000E+03 	1.500000E+03 	3.700000E+01 
8.436000E+03 	1.500000E+03 	3.600000E+01 
8.453000E+03 	1.500000E+03 	3.700000E+01 
8.479000E+03 	1.500000E+03 	3.700000E+01 
8.498000E+03 	1.500000E+03 	3.700000E+01 
8.546000E+03 	1.500000E+03 	3.700000E+01 
8.619000E+03 	1.500000E+03 	3.700000E+01 
8.660000E+03 	1.500000E+03 	3.700000E+01 
8.696000E+03 	1.500000E+03 	3.700000E+01 
8.705000E+03 	1.500000E+03 	3.700000E+01 
8.720000E+03 	1.500000E+03 	3.700000E+01 
8.723000E+03 	1.500000E+03 	3.700000E+01 
8.782000E+03 	1.500000E+03 	3.700000E+01 
8.802000E+03 	1.500000E+03 	3.700000E+01 
8.824000E+03 	1.500000E+03 	3.700000E+01 
8.850000E+03 	1.500000E+03 	3.700000E+01 
8.852000E+03 	1.500000E+03 	3.700000E+01 
8.859000E+03 	1.500000E+03 	3.700000E+01 
8.875000E+03 	1.500000E+03 	3.700000E+01 
8.880000E+03 	1.500000E+03 	3.700000E+01 
8.882000E+03 	1.500000E+03 	3.700000E+01 
8.884000E+03 	1.500000E+03 	3.700000E+01 
8.888000E+03 	1.500000E+03 	3.700000E+01 
8.933000E+03 	1.500000E+03 	3.700000E+01 
8.948000E+03 	1.500000E+03 	3.700000E+01 
8.973000E+03 	1.500000E+03 	3.700000E+01 
8.981000E+03 	1.500000E+03 	3.700000E+01 
9.000000E+03 	1.500000E+03 	3.700000E+01 
9.051000E+03 	1.500000E+03 	3.700000E+01 
9.058000E+03 	1.500000E+03 	3.700000E+01 
9.104000E+03 	1.500000E+03 	3.700000E+01 
9.114000E+03 	1.500000E+03 	3.700000E+01 
9.136000E+03 	1.500000E+03 	3.700000E+01 
9.193000E+03 	1.500000E+03 	3.700000E+01 
9.195000E+03 	1.500000E+03 	3.700000E+01 
9.256000E+03 	1.500000E+03 	3.700000E+01 
9.312000E+03 	1.500000E+03 	3.700000E+01 
9.348000E+03 	1.500000E+03 	3.700000E+01 
9.371000E+03 	1.500000E+03 	3.700000E+01 
9.378000E+03 	1.500000E+03 	3.700000E+01 
9.379000E+03 	1.500000E+03 	3.700000E+01 
9.383000E+03 	1.500000E+03 	3.700000E+01 
9.415000E+03 	1.500000E+03 	3.700000E+01 
9.431000E+03 	1.500000E+03 	3.700000E+01 
9.434000E+03 	1.500000E+03 	3.700000E+01 
9.467000E+03 	1.500000E+03 	3.700000E+01 
9.470000E+03 	1.500000E+03 	3.700000E+01 
9.472000E+03 	1.500000E+03 	3.700000E+01 
9.509000E+03 	1.500000E+03 	3.700000E+01 
9.554000E+03 	1.500000E+03 	3.700000E+01 
9.573000E+03 	1.500000E+03 	3.700000E+01 
9.578000E+03 	1.500000E+03 	3.700000E+01 
9.663000E+03 	1.500000E+03 	3.700000E+01 
9.664000E+03 	1.500000E+03 	3.700000E+01 
9.687000E+03 	1.500000E+03 	3.700000E+01 
9.693000E+03 	1.500000E+03 	3.700000E+01 
9.698000E+03 	1.500000E+03 	3.700000E+01 
9.726000E+03 	1.500000E+03 	3.700000E+01 
9.729000E+03 	1.500000E+03 	3.700000E+01 
9.752000E+03 	1.500000E+03 	3.700000E+01 
9.776000E+03 	1.500000E+03 	3.700000E+01 
9.810000E+03 	1.500000E+03 	3.700000E+01 
9.827000E+03 	1.500000E+03 	3.700000E+01 
9.869000E+03 	1.500000E+03 	3.700000E+01 
9.874000E+03 	1.500000E+03 	3.700000E+01 
1.011600E+04 	1.500000E+03 	3.700000E+01 
1.015200E+04 	1.500000E+03 	3.600000E+01 
1.018300E+04 	1.500000E+03 	3.700000E+01 
1.018800E+04 	1.500000E+03 	3.700000E+01 
1.022100E+04 	1.500000E+03 	3.700000E+01 
1.023600E+04 	1.500000E+03 	3.700000E+01 
1.034300E+04 	1.500000E+03 	3.700000E+01 
1.035300E+04 	1.500000E+03 	3.700000E+01 
1.039400E+04 	1.500000E+03 	3.700000E+01 
1.042300E+04 	1.500000E+03 	3.700000E+01 
1.043900E+04 	1.500000E+03 	3.700000E+01 
1.045400E+04 	1.500000E+03 	3.700000E+01 
1.048300E+04 	1.500000E+03 	3.700000E+01 
1.051800E+04 	1.500000E+03 	3.700000E+01 
1.053300E+04 	1.500000E+03 	3.700000E+01 
1.054800E+04 	1.500000E+03 	3.700000E+01 
1.057800E+04 	1.500000E+03 	3.700000E+01 
1.058300E+04 	1.500000E+03 	3.700000E+01 
1.058700E+04 	1.500000E+03 	3.700000E+01 
1.063500E+04 	1.500000E+03 	3.700000E+01 
1.063700E+04 	1.500000E+03 	3.700000E+01 
1.073100E+04 	1.500000E+03 	3.700000E+01 
1.076500E+04 	1.500000E+03 	3.700000E+01 
1.081800E+04 	1.500000E+03 	3.700000E+01 
1.082300E+04 	1.500000E+03 	3.700000E+01 
1.085100E+04 	1.500000E+03 	3.700000E+01 
1.089700E+04 	1.500000E+03 	3.600000E+01 
1.092200E+04 	1.500000E+03 	3.700000E+01 
1.094000E+04 	1.500000E+03 	3.700000E+01 
1.107000E+04 	1.500000E+03 	3.700000E+01 
1.107100E+04 	1.500000E+03 	3.700000E+01 
1.107200E+04 	1.500000E+03 	3.700000E+01 
1.108800E+04 	1.500000E+03 	3.700000E+01 
1.122600E+04 	1.500000E+03 	3.700000E+01 
1.123000E+04 	1.500000E+03 	3.700000E+01 
1.124200E+04 	1.500000E+03 	3.700000E+01 
1.124900E+04 	1.500000E+03 	3.700000E+01 
1.128700E+04 	1.500000E+03 	3.700000E+01 
1.137400E+04 	1.500000E+03 	3.700000E+01 
1.138500E+04 	1.500000E+03 	3.700000E+01 
1.138600E+04 	1.500000E+03 	3.700000E+01 
1.153000E+04 	1.500000E+03 	3.700000E+01 
1.154600E+04 	1.500000E+03 	3.700000E+01 
1.154700E+04 	1.500000E+03 	3.700000E+01 
1.157100E+04 	1.500000E+03 	3.700000E+01 
1.157300E+04 	1.500000E+03 	3.700000E+01 
1.157700E+04 	1.500000E+03 	3.700000E+01 
1.158300E+04 	1.500000E+03 	3.700000E+01 
1.161200E+04 	1.500000E+03 	3.700000E+01 
1.161600E+04 	1.500000E+03 	3.700000E+01 
1.162400E+04 	1.500000E+03 	3.700000E+01 
1.164300E+04 	1.500000E+03 	3.700000E+01 
1.173400E+04 	1.500000E+03 	3.700000E+01 
1.173800E+04 	1.500000E+03 	3.700000E+01 
1.174700E+04 	1.500000E+03 	3.700000E+01 
1.175400E+04 	1.500000E+03 	3.700000E+01 
1.178900E+04 	1.500000E+03 	3.700000E+01 
1.180100E+04 	1.500000E+03 	3.700000E+01 
1.180700E+04 	1.500000E+03 	3.700000E+01 
1.181800E+04 	1.500000E+03 	3.700000E+01 
1.184700E+04 	1.500000E+03 	3.700000E+01 
1.185200E+04 	1.500000E+03 	3.700000E+01 
1.187000E+04 	1.500000E+03 	3.700000E+01 
1.188800E+04 	1.500000E+03 	3.700000E+01 
1.190800E+04 	1.500000E+03 	3.700000E+01 
1.193500E+04 	1.500000E+03 	3.700000E+01 
1.194200E+04 	1.500000E+03 	3.700000E+01 
1.194500E+04 	1.500000E+03 	3.700000E+01 
1.203100E+04 	1.500000E+03 	3.700000E+01 
1.203200E+04 	1.500000E+03 	3.700000E+01 
1.207800E+04 	1.500000E+03 	3.700000E+01 
1.208800E+04 	1.500000E+03 	3.700000E+01 
1.218400E+04 	1.500000E+03 	3.700000E+01 
1.218900E+04 	1.500000E+03 	3.700000E+01 
1.219900E+04 	1.500000E+03 	3.700000E+01 
1.223200E+04 	1.500000E+03 	3.700000E+01 
1.224000E+04 	1.500000E+03 	3.700000E+01 
1.229400E+04 	1.500000E+03 	3.700000E+01 
1.229900E+04 	1.500000E+03 	3.700000E+01 
1.232200E+04 	1.500000E+03 	3.700000E+01 
1.232600E+04 	1.500000E+03 	3.700000E+01 
1.233700E+04 	1.500000E+03 	3.700000E+01 
1.234100E+04 	1.500000E+03 	3.700000E+01 
1.235300E+04 	1.500000E+03 	3.700000E+01 
1.238500E+04 	1.500000E+03 	3.700000E+01 
1.243200E+04 	1.500000E+03 	3.700000E+01 
1.243300E+04 	1.500000E+03 	3.700000E+01 
1.246500E+04 	1.500000E+03 	3.700000E+01 
1.247400E+04 	1.500000E+03 	3.700000E+01 
1.248200E+04 	1.500000E+03 	3.700000E+01 
1.253100E+04 	1.500000E+03 	3.700000E+01 
1.254400E+04 	1.500000E+03 	3.700000E+01 
1.256600E+04 	1.500000E+03 	3.700000E+01 
1.260200E+04 	1.500000E+03 	3.700000E+01 
1.262400E+04 	1.500000E+03 	3.700000E+01 
1.265900E+04 	1.500000E+03 	3.700000E+01 
1.269600E+04 	1.500000E+03 	3.700000E+01 
1.271400E+04 	1.500000E+03 	3.700000E+01 
1.273600E+04 	1.500000E+03 	3.700000E+01 
1.273700E+04 	1.500000E+03 	3.700000E+01 
1.276200E+04 	1.500000E+03 	3.700000E+01 
1.276300E+04 	1.500000E+03 	3.700000E+01 
1.280100E+04 	1.500000E+03 	3.700000E+01 
1.280300E+04 	1.500000E+03 	3.700000E+01 
1.280600E+04 	1.500000E+03 	3.700000E+01 
1.283700E+04 	1.500000E+03 	3.700000E+01 
1.284300E+04 	1.500000E+03 	3.700000E+01 
1.287000E+04 	1.500000E+03 	3.700000E+01 
1.292600E+04 	1.500000E+03 	3.500000E+01 
1.292700E+04 	1.500000E+03 	3.700000E+01 
1.294600E+04 	1.500000E+03 	3.700000E+01 
1.294800E+04 	1.500000E+03 	3.700000E+01 
1.294900E+04 	1.500000E+03 	3.700000E+01 
1.295500E+04 	1.500000E+03 	3.700000E+01 
1.295900E+04 	1.500000E+03 	3.700000E+01 
1.300100E+04 	1.500000E+03 	3.700000E+01 
1.300200E+04 	1.500000E+03 	3.700000E+01 
1.301300E+04 	1.500000E+03 	3.700000E+01 
1.302300E+04 	1.500000E+03 	3.700000E+01 
1.303200E+04 	1.500000E+03 	3.700000E+01 
1.304400E+04 	1.500000E+03 	3.700000E+01 
1.305400E+04 	1.500000E+03 	3.700000E+01 
1.305500E+04 	1.500000E+03 	3.700000E+01 
1.305700E+04 	1.500000E+03 	3.700000E+01 
1.313300E+04 	1.500000E+03 	3.700000E+01 
1.315300E+04 	1.500000E+03 	3.700000E+01 
1.318900E+04 	1.500000E+03 	3.700000E+01 
1.320600E+04 	1.500000E+03 	3.700000E+01 
1.321100E+04 	1.500000E+03 	3.700000E+01 
1.327100E+04 	1.500000E+03 	3.700000E+01 
1.328100E+04 	1.500000E+03 	3.700000E+01 
1.336000E+04 	1.500000E+03 	3.700000E+01 
1.336400E+04 	1.500000E+03 	3.700000E+01 
1.336500E+04 	1.500000E+03 	3.700000E+01 
1.339500E+04 	1.500000E+03 	3.700000E+01 
1.341000E+04 	1.500000E+03 	3.700000E+01 
1.343600E+04 	1.500000E+03 	3.700000E+01 
1.348000E+04 	1.500000E+03 	3.700000E+01 
1.349900E+04 	1.500000E+03 	3.700000E+01 
1.355700E+04 	1.500000E+03 	3.700000E+01 
1.356400E+04 	1.500000E+03 	3.700000E+01 
1.357200E+04 	1.500000E+03 	3.700000E+01 
1.358800E+04 	1.500000E+03 	3.700000E+01 
1.359200E+04 	1.500000E+03 	3.700000E+01 
1.365700E+04 	1.500000E+03 	3.700000E+01 
1.365800E+04 	1.500000E+03 	3.700000E+01 
1.367700E+04 	1.500000E+03 	3.700000E+01 
1.368600E+04 	1.500000E+03 	3.700000E+01 
1.369400E+04 	1.500000E+03 	3.700000E+01 
1.370600E+04 	1.500000E+03 	3.700000E+01 
1.372400E+04 	1.500000E+03 	3.700000E+01 
1.373400E+04 	1.500000E+03 	3.700000E+01 
1.378300E+04 	1.500000E+03 	3.700000E+01 
1.380900E+04 	1.500000E+03 	3.700000E+01 
1.382100E+04 	1.500000E+03 	3.700000E+01 
1.396200E+04 	1.500000E+03 	3.700000E+01 
1.398000E+04 	1.500000E+03 	3.700000E+01 
1.399300E+04 	1.500000E+03 	3.700000E+01 
1.399600E+04 	1.500000E+03 	3.700000E+01 
1.400500E+04 	1.500000E+03 	3.700000E+01 
1.406800E+04 	1.500000E+03 	3.700000E+01 
1.408300E+04 	1.500000E+03 	3.700000E+01 
1.411200E+04 	1.500000E+03 	3.700000E+01 
1.412600E+04 	1.500000E+03 	3.700000E+01 
1.412700E+04 	1.500000E+03 	3.700000E+01 
1.417000E+04 	1.500000E+03 	3.700000E+01 
1.418800E+04 	1.500000E+03 	3.700000E+01 
1.419100E+04 	1.500000E+03 	3.700000E+01 
1.423000E+04 	1.500000E+03 	3.700000E+01 
1.423700E+04 	1.500000E+03 	3.700000E+01 
1.429100E+04 	1.500000E+03 	3.700000E+01 
1.431700E+04 	1.500000E+03 	3.700000E+01 
1.431800E+04 	1.500000E+03 	3.700000E+01 
1.432800E+04 	1.500000E+03 	3.700000E+01 
1.434400E+04 	1.500000E+03 	3.700000E+01 
1.434500E+04 	1.500000E+03 	3.700000E+01 
1.435500E+04 	1.500000E+03 	3.700000E+01 
1.437600E+04 	1.500000E+03 	3.700000E+01 
1.438100E+04 	1.500000E+03 	3.700000E+01 
1.441600E+04 	1.500000E+03 	3.700000E+01 
1.441900E+04 	1.500000E+03 	3.700000E+01 
1.447900E+04 	1.500000E+03 	3.700000E+01 
1.449400E+04 	1.500000E+03 	3.700000E+01 
1.450100E+04 	1.500000E+03 	3.600000E+01 
1.452300E+04 	1.500000E+03 	3.700000E+01 
1.458100E+04 	1.500000E+03 	3.700000E+01 
1.464300E+04 	1.500000E+03 	3.700000E+01 
