DE_id        	Tinlet       	StrainRate   
1.458100E+04 	1.400000E+03 	3.700000E+01 
2.789500E+04 	1.400000E+03 	3.700000E+01 
3.308500E+04 	1.400000E+03 	3.700000E+01 
