time	Mid
5.208277E-04	0.000000E+00
7.569842E-04	0.000000E+00
9.931407E-04	0.000000E+00
1.229297E-03	0.000000E+00
1.465454E-03	0.000000E+00
1.701610E-03	0.000000E+00
1.937767E-03	0.000000E+00
2.173923E-03	0.000000E+00
2.410080E-03	0.000000E+00
2.646236E-03	0.000000E+00
2.882393E-03	0.000000E+00
3.118549E-03	0.000000E+00
3.354706E-03	0.000000E+00
3.590862E-03	0.000000E+00
3.827019E-03	0.000000E+00
4.063175E-03	0.000000E+00
4.299332E-03	0.000000E+00
4.535488E-03	0.000000E+00
4.771645E-03	0.000000E+00
5.007801E-03	0.000000E+00
5.243958E-03	0.000000E+00
5.480114E-03	0.000000E+00
5.716271E-03	0.000000E+00
5.952427E-03	0.000000E+00
6.188584E-03	0.000000E+00
6.424740E-03	0.000000E+00
6.660897E-03	0.000000E+00
6.897053E-03	0.000000E+00
7.133210E-03	0.000000E+00
7.369366E-03	0.000000E+00
7.605523E-03	0.000000E+00
7.841679E-03	0.000000E+00
8.077836E-03	-1.180923E-01
8.313992E-03	1.148542E-01
8.550148E-03	3.862715E-01
8.786305E-03	6.920915E-01
9.022461E-03	1.027434E+00
9.258618E-03	1.386765E+00
9.494774E-03	1.764069E+00
9.730931E-03	2.153007E+00
9.967087E-03	2.547087E+00
1.020324E-02	2.939816E+00
1.043940E-02	3.324850E+00
1.067556E-02	3.696123E+00
1.091171E-02	4.047968E+00
1.114787E-02	4.375219E+00
1.138403E-02	4.673297E+00
1.162018E-02	4.938276E+00
1.185634E-02	5.166933E+00
1.209250E-02	5.356784E+00
1.232865E-02	5.506093E+00
1.256481E-02	5.613879E+00
1.280097E-02	5.679897E+00
1.303712E-02	5.704609E+00
1.327328E-02	5.689149E+00
1.350943E-02	5.635265E+00
1.374559E-02	5.545269E+00
1.398175E-02	5.421962E+00
1.421790E-02	5.268571E+00
1.445406E-02	5.088668E+00
1.469022E-02	4.886098E+00
1.492637E-02	4.664898E+00
1.516253E-02	4.429224E+00
1.539869E-02	4.183275E+00
1.563484E-02	3.931225E+00
1.587100E-02	3.677152E+00
1.610716E-02	3.424982E+00
1.634331E-02	3.178433E+00
1.657947E-02	2.940965E+00
1.681563E-02	2.715739E+00
1.705178E-02	2.505586E+00
1.728794E-02	2.312975E+00
1.752410E-02	2.139999E+00
1.776025E-02	1.988358E+00
1.799641E-02	1.859358E+00
1.823256E-02	1.753909E+00
1.846872E-02	1.672534E+00
1.870488E-02	1.615385E+00
1.894103E-02	1.582257E+00
1.917719E-02	1.572613E+00
1.941335E-02	1.585609E+00
1.964950E-02	1.620130E+00
1.988566E-02	1.674812E+00
2.012182E-02	1.748087E+00
2.035797E-02	1.838208E+00
2.059413E-02	1.943294E+00
2.083029E-02	2.061357E+00
2.106644E-02	2.190343E+00
2.130260E-02	2.328161E+00
2.153876E-02	2.472715E+00
2.177491E-02	2.621935E+00
2.201107E-02	2.773803E+00
2.224723E-02	2.926376E+00
2.248338E-02	3.077806E+00
2.271954E-02	3.226359E+00
2.295569E-02	3.370429E+00
2.319185E-02	3.508549E+00
2.342801E-02	3.639396E+00
2.366416E-02	3.761800E+00
2.390032E-02	3.874743E+00
2.413648E-02	3.977356E+00
2.437263E-02	4.068919E+00
2.460879E-02	4.148854E+00
2.484495E-02	4.216715E+00
2.508110E-02	4.272182E+00
2.531726E-02	4.315049E+00
2.555342E-02	4.345212E+00
2.578957E-02	4.362659E+00
2.602573E-02	4.367458E+00
2.626189E-02	4.359742E+00
2.649804E-02	4.339706E+00
2.673420E-02	4.307588E+00
2.697036E-02	4.263667E+00
2.720651E-02	4.208249E+00
2.744267E-02	4.141669E+00
2.767882E-02	4.064278E+00
2.791498E-02	3.976445E+00
2.815114E-02	3.878556E+00
2.838729E-02	3.771010E+00
2.862345E-02	3.654226E+00
2.885961E-02	3.528644E+00
2.909576E-02	3.394729E+00
2.933192E-02	3.252976E+00
2.956808E-02	3.103918E+00
2.980423E-02	2.948133E+00
3.004039E-02	2.786247E+00
3.027655E-02	2.618942E+00
3.051270E-02	2.446966E+00
3.074886E-02	2.271129E+00
3.098502E-02	2.092314E+00
3.122117E-02	1.911475E+00
3.145733E-02	1.729639E+00
3.169348E-02	1.547898E+00
3.192964E-02	1.367412E+00
3.216580E-02	1.189394E+00
3.240195E-02	1.015104E+00
3.263811E-02	8.458335E-01
3.287427E-02	6.828901E-01
3.311042E-02	5.275793E-01
3.334658E-02	3.811824E-01
3.358274E-02	2.449342E-01
3.381889E-02	1.199976E-01
3.405505E-02	7.437460E-03
3.429121E-02	-9.180590E-02
3.452736E-02	-1.769442E-01
3.476352E-02	-2.473669E-01
3.499968E-02	-3.026657E-01
3.523583E-02	-3.426583E-01
3.547199E-02	-3.674056E-01
3.570815E-02	-3.772295E-01
3.594430E-02	-3.727217E-01
3.618046E-02	-3.547495E-01
3.641661E-02	-3.244536E-01
3.665277E-02	-2.832406E-01
3.688893E-02	-2.327656E-01
3.712508E-02	-1.749090E-01
3.736124E-02	-1.117432E-01
3.759740E-02	-4.549309E-02
3.783355E-02	2.151465E-02
3.806971E-02	8.690534E-02
3.830587E-02	1.483219E-01
3.854202E-02	2.034907E-01
3.877818E-02	2.502981E-01
3.901434E-02	2.868622E-01
3.925049E-02	3.116102E-01
3.948665E-02	3.233512E-01
3.972281E-02	3.213441E-01
3.995896E-02	3.053587E-01
4.019512E-02	2.757221E-01
4.043128E-02	2.333535E-01
4.066743E-02	1.797761E-01
4.090359E-02	1.171127E-01
4.113974E-02	4.804696E-02
4.137590E-02	-2.423713E-02
4.161206E-02	-9.615175E-02
4.184821E-02	-1.638329E-01
4.208437E-02	-2.233064E-01
4.232053E-02	-2.706824E-01
4.255668E-02	-3.023839E-01
4.279284E-02	-3.154045E-01
4.302900E-02	-3.075764E-01
4.326515E-02	-2.778551E-01
4.350131E-02	-2.265928E-01
4.373747E-02	-1.557828E-01
4.397362E-02	-6.925203E-02
4.420978E-02	2.723582E-02
4.444594E-02	1.259958E-01
4.468209E-02	2.176265E-01
4.491825E-02	2.914400E-01
4.515441E-02	3.362054E-01
4.539056E-02	3.412905E-01
4.562672E-02	2.982909E-01
4.586287E-02	2.032796E-01
4.609903E-02	5.980911E-02
4.633519E-02	-1.171715E-01
4.657134E-02	-2.963139E-01
4.680750E-02	-4.235288E-01
4.704366E-02	-4.141180E-01
4.727981E-02	-1.430488E-01
4.751597E-02	5.669049E-01
