time	Min
5.208277E-04	0.000000E+00
7.569842E-04	0.000000E+00
9.931407E-04	0.000000E+00
1.229297E-03	0.000000E+00
1.465454E-03	0.000000E+00
1.701610E-03	0.000000E+00
1.937767E-03	0.000000E+00
2.173923E-03	0.000000E+00
2.410080E-03	0.000000E+00
2.646236E-03	0.000000E+00
2.882393E-03	0.000000E+00
3.118549E-03	0.000000E+00
3.354706E-03	0.000000E+00
3.590862E-03	0.000000E+00
3.827019E-03	0.000000E+00
4.063175E-03	0.000000E+00
4.299332E-03	0.000000E+00
4.535488E-03	0.000000E+00
4.771645E-03	0.000000E+00
5.007801E-03	0.000000E+00
5.243958E-03	0.000000E+00
5.480114E-03	0.000000E+00
5.716271E-03	0.000000E+00
5.952427E-03	0.000000E+00
6.188584E-03	0.000000E+00
6.424740E-03	0.000000E+00
6.660897E-03	0.000000E+00
6.897053E-03	0.000000E+00
7.133210E-03	0.000000E+00
7.369366E-03	0.000000E+00
7.605523E-03	0.000000E+00
7.841679E-03	0.000000E+00
8.077836E-03	-1.312066E-01
8.313992E-03	7.610182E-02
8.550148E-03	3.204202E-01
8.786305E-03	5.983226E-01
9.022461E-03	9.055708E-01
9.258618E-03	1.237255E+00
9.494774E-03	1.587945E+00
9.730931E-03	1.951839E+00
9.967087E-03	2.322915E+00
1.020324E-02	2.695080E+00
1.043940E-02	3.062305E+00
1.067556E-02	3.418753E+00
1.091171E-02	3.758899E+00
1.114787E-02	4.077628E+00
1.138403E-02	4.370324E+00
1.162018E-02	4.632941E+00
1.185634E-02	4.862058E+00
1.209250E-02	5.054924E+00
1.232865E-02	5.209471E+00
1.256481E-02	5.324337E+00
1.280097E-02	5.398851E+00
1.303712E-02	5.433020E+00
1.327328E-02	5.427500E+00
1.350943E-02	5.383554E+00
1.374559E-02	5.303009E+00
1.398175E-02	5.188195E+00
1.421790E-02	5.041884E+00
1.445406E-02	4.867229E+00
1.469022E-02	4.667689E+00
1.492637E-02	4.446963E+00
1.516253E-02	4.208919E+00
1.539869E-02	3.957522E+00
1.563484E-02	3.696770E+00
1.587100E-02	3.430626E+00
1.610716E-02	3.162964E+00
1.634331E-02	2.897507E+00
1.657947E-02	2.637781E+00
1.681563E-02	2.387073E+00
1.705178E-02	2.148387E+00
1.728794E-02	1.924420E+00
1.752410E-02	1.717533E+00
1.776025E-02	1.529736E+00
1.799641E-02	1.362675E+00
1.823256E-02	1.217625E+00
1.846872E-02	1.095496E+00
1.870488E-02	9.968366E-01
1.894103E-02	9.218437E-01
1.917719E-02	8.703824E-01
1.941335E-02	8.420044E-01
1.964950E-02	8.359722E-01
1.988566E-02	8.512860E-01
2.012182E-02	8.867128E-01
2.035797E-02	9.408170E-01
2.059413E-02	1.011992E+00
2.083029E-02	1.098495E+00
2.106644E-02	1.198473E+00
2.130260E-02	1.310004E+00
2.153876E-02	1.431119E+00
2.177491E-02	1.559837E+00
2.201107E-02	1.694188E+00
2.224723E-02	1.832242E+00
2.248338E-02	1.972131E+00
2.271954E-02	2.112069E+00
2.295569E-02	2.250365E+00
2.319185E-02	2.385447E+00
2.342801E-02	2.515865E+00
2.366416E-02	2.640303E+00
2.390032E-02	2.757586E+00
2.413648E-02	2.866680E+00
2.437263E-02	2.966696E+00
2.460879E-02	3.056888E+00
2.484495E-02	3.136647E+00
2.508110E-02	3.205498E+00
2.531726E-02	3.263089E+00
2.555342E-02	3.309189E+00
2.578957E-02	3.343673E+00
2.602573E-02	3.366514E+00
2.626189E-02	3.377774E+00
2.649804E-02	3.377591E+00
2.673420E-02	3.366173E+00
2.697036E-02	3.343784E+00
2.720651E-02	3.310737E+00
2.744267E-02	3.267385E+00
2.767882E-02	3.214116E+00
2.791498E-02	3.151345E+00
2.815114E-02	3.079511E+00
2.838729E-02	2.999071E+00
2.862345E-02	2.910501E+00
2.885961E-02	2.814293E+00
2.909576E-02	2.710954E+00
2.933192E-02	2.601012E+00
2.956808E-02	2.485012E+00
2.980423E-02	2.363523E+00
3.004039E-02	2.237138E+00
3.027655E-02	2.106480E+00
3.051270E-02	1.972203E+00
3.074886E-02	1.834995E+00
3.098502E-02	1.695584E+00
3.122117E-02	1.554732E+00
3.145733E-02	1.413243E+00
3.169348E-02	1.271957E+00
3.192964E-02	1.131748E+00
3.216580E-02	9.935218E-01
3.240195E-02	8.582083E-01
3.263811E-02	7.267538E-01
3.287427E-02	6.001104E-01
3.311042E-02	4.792249E-01
3.334658E-02	3.650249E-01
3.358274E-02	2.584033E-01
3.381889E-02	1.602019E-01
3.405505E-02	7.119338E-02
3.429121E-02	-7.936902E-03
3.452736E-02	-7.660984E-02
3.476352E-02	-1.343710E-01
3.499968E-02	-1.809082E-01
3.523583E-02	-2.160684E-01
3.547199E-02	-2.398715E-01
3.570815E-02	-2.525225E-01
3.594430E-02	-2.544202E-01
3.618046E-02	-2.461616E-01
3.641661E-02	-2.285423E-01
3.665277E-02	-2.025518E-01
3.688893E-02	-1.693636E-01
3.712508E-02	-1.303185E-01
3.736124E-02	-8.690372E-02
3.759740E-02	-4.072382E-02
3.783355E-02	6.532648E-03
3.806971E-02	5.313296E-02
3.830587E-02	9.734598E-02
3.854202E-02	1.374907E-01
3.877818E-02	1.719894E-01
3.901434E-02	1.994229E-01
3.925049E-02	2.185864E-01
3.948665E-02	2.285445E-01
3.972281E-02	2.286804E-01
3.995896E-02	2.187451E-01
4.019512E-02	1.988932E-01
4.043128E-02	1.697101E-01
4.066743E-02	1.322265E-01
4.090359E-02	8.791557E-02
4.113974E-02	3.867126E-02
4.137590E-02	-1.323433E-02
4.161206E-02	-6.521853E-02
4.184821E-02	-1.144769E-01
4.208437E-02	-1.581032E-01
4.232053E-02	-1.932317E-01
4.255668E-02	-2.172027E-01
4.279284E-02	-2.277515E-01
4.302900E-02	-2.232093E-01
4.326515E-02	-2.027160E-01
4.350131E-02	-1.664223E-01
4.373747E-02	-1.156794E-01
4.397362E-02	-5.318642E-02
4.420978E-02	1.692017E-02
4.444594E-02	8.907219E-02
4.468209E-02	1.564090E-01
4.491825E-02	2.110779E-01
4.515441E-02	2.447794E-01
4.539056E-02	2.495968E-01
4.562672E-02	2.191990E-01
4.586287E-02	1.504978E-01
4.609903E-02	4.587893E-02
4.633519E-02	-8.388063E-02
4.657134E-02	-2.158773E-01
4.680750E-02	-3.103451E-01
4.704366E-02	-3.047346E-01
4.727981E-02	-1.064183E-01
4.751597E-02	4.162513E-01
