Reactions	Percentage
R942: NCN+H=N+HNC	-0.02253957402210907
R944: NCN+NO=N2O+CN	-0.030652305170647553
R940: NCN+H=N+HCN	-0.7539218622637054
R941: NCN+OH=NO+HCN	-0.9907071123861091
R945: NCN+O2=NO+NCO	-1.2586840462784792
R936: CH+N2=NCN+H	-4.760369012629325
R946: NCN+O=NO+CN	-92.18312608724963
