phi         	LBV         
8.000000E-01	2.225560E+01
8.499890E-01	2.490020E+01
9.000590E-01	2.712270E+01
9.499790E-01	2.874380E+01
1.000000E+00	2.974110E+01
1.050070E+00	3.002010E+01
1.099990E+00	2.951560E+01
1.149950E+00	2.814500E+01
1.200020E+00	2.587910E+01
1.250000E+00	2.269200E+01
1.299960E+00	1.897940E+01
