[K]_0	X-NO_0	X-NH3_0
9.00022E+02	1.60639E-02	4.67961E+02
1.06305E+03	6.72132E+01	4.32713E-04
1.16417E+03	1.35532E+02	2.09062E-05
1.26320E+03	2.28447E+02	7.42449E-07
1.36235E+03	3.02180E+02	1.41378E-09
1.46162E+03	3.48072E+02	1.00300E-09
1.56097E+03	3.75958E+02	4.40576E-09
1.66035E+03	3.95107E+02	1.80768E-08
1.75964E+03	4.16519E+02	5.82075E-08
1.85865E+03	4.79800E+02	1.51115E-07
