x[cm]_0	X-NO_0	x[cm]_1	X-NO_1	x[cm]_2	X-NO_2
1.63667E-01	2.04606E-02	1.03721E-01	2.23492E-01	4.56641E-01	8.17884E-01
1.64228E-01	2.05969E-02	1.04054E-01	2.24317E-01	4.57707E-01	8.24387E-01
1.64789E-01	2.07341E-02	1.04386E-01	2.25145E-01	4.58777E-01	8.30943E-01
1.65351E-01	2.08720E-02	1.04719E-01	2.25976E-01	4.59854E-01	8.37574E-01
1.65912E-01	2.10108E-02	1.05052E-01	2.26809E-01	4.60934E-01	8.44261E-01
1.66473E-01	2.11503E-02	1.05385E-01	2.27643E-01	4.62015E-01	8.50980E-01
1.67034E-01	2.12906E-02	1.05718E-01	2.28476E-01	4.63096E-01	8.57732E-01
1.67596E-01	2.14317E-02	1.06051E-01	2.29311E-01	4.64179E-01	8.64531E-01
1.68155E-01	2.15733E-02	1.06383E-01	2.30148E-01	4.65270E-01	8.71408E-01
1.68715E-01	2.17157E-02	1.06716E-01	2.30987E-01	4.66368E-01	8.78370E-01
1.69275E-01	2.18588E-02	1.07049E-01	2.31828E-01	4.67470E-01	8.85382E-01
1.69834E-01	2.20028E-02	1.07382E-01	2.32671E-01	4.68572E-01	8.92428E-01
1.70394E-01	2.21475E-02	1.07715E-01	2.33517E-01	4.69674E-01	8.99505E-01
1.70953E-01	2.22931E-02	1.08048E-01	2.34365E-01	4.70781E-01	9.06654E-01
1.71513E-01	2.24395E-02	1.08380E-01	2.35215E-01	4.71901E-01	9.13917E-01
1.72072E-01	2.25868E-02	1.08713E-01	2.36067E-01	4.73029E-01	9.21261E-01
1.72632E-01	2.27349E-02	1.09046E-01	2.36921E-01	4.74157E-01	9.28643E-01
1.73191E-01	2.28839E-02	1.09379E-01	2.37778E-01	4.75285E-01	9.36058E-01
1.73751E-01	2.30337E-02	1.09712E-01	2.38636E-01	4.76415E-01	9.43524E-01
1.74310E-01	2.31843E-02	1.10045E-01	2.39497E-01	4.77555E-01	9.51090E-01
1.74870E-01	2.33358E-02	1.10377E-01	2.40360E-01	4.78708E-01	9.58770E-01
1.75429E-01	2.34882E-02	1.10710E-01	2.41225E-01	4.79865E-01	9.66519E-01
1.75989E-01	2.36414E-02	1.11044E-01	2.42094E-01	4.81022E-01	9.74304E-01
1.76548E-01	2.37955E-02	1.11377E-01	2.42966E-01	4.82179E-01	9.82125E-01
1.77108E-01	2.39504E-02	1.11711E-01	2.43841E-01	4.83342E-01	9.90021E-01
1.77667E-01	2.41063E-02	1.12045E-01	2.44718E-01	4.84519E-01	9.98045E-01
1.78227E-01	2.42629E-02	1.12379E-01	2.45597E-01	4.85705E-01	1.00617E+00
1.78786E-01	2.44203E-02	1.12713E-01	2.46478E-01	4.86893E-01	1.01436E+00
1.79344E-01	2.45786E-02	1.13047E-01	2.47361E-01	4.88082E-01	1.02257E+00
1.79903E-01	2.47377E-02	1.13381E-01	2.48247E-01	4.89271E-01	1.03084E+00
1.80462E-01	2.48977E-02	1.13715E-01	2.49135E-01	4.90469E-01	1.03920E+00
1.81020E-01	2.50586E-02	1.14049E-01	2.50025E-01	4.91682E-01	1.04771E+00
1.81579E-01	2.52204E-02	1.14383E-01	2.50917E-01	4.92903E-01	1.05631E+00
1.82138E-01	2.53831E-02	1.14716E-01	2.51812E-01	4.94123E-01	1.06495E+00
1.82696E-01	2.55467E-02	1.15051E-01	2.52710E-01	4.95344E-01	1.07363E+00
1.83255E-01	2.57112E-02	1.15386E-01	2.53613E-01	4.96568E-01	1.08237E+00
1.83814E-01	2.58766E-02	1.15723E-01	2.54522E-01	4.97805E-01	1.09125E+00
1.84372E-01	2.60430E-02	1.16061E-01	2.55435E-01	4.99054E-01	1.10026E+00
1.84931E-01	2.62103E-02	1.16398E-01	2.56350E-01	5.00307E-01	1.10935E+00
1.85490E-01	2.63785E-02	1.16735E-01	2.57267E-01	5.01561E-01	1.11847E+00
1.86048E-01	2.65476E-02	1.17072E-01	2.58186E-01	5.02815E-01	1.12764E+00
1.86607E-01	2.67176E-02	1.17409E-01	2.59108E-01	5.04075E-01	1.13691E+00
1.87165E-01	2.68887E-02	1.17747E-01	2.60032E-01	5.05352E-01	1.14634E+00
1.87724E-01	2.70606E-02	1.18084E-01	2.60958E-01	5.06638E-01	1.15589E+00
1.88283E-01	2.72335E-02	1.18421E-01	2.61887E-01	5.07926E-01	1.16549E+00
1.88841E-01	2.74073E-02	1.18758E-01	2.62818E-01	5.09214E-01	1.17514E+00
1.89400E-01	2.75820E-02	1.19096E-01	2.63751E-01	5.10503E-01	1.18485E+00
1.89958E-01	2.77577E-02	1.19434E-01	2.64690E-01	5.11802E-01	1.19469E+00
1.90516E-01	2.79343E-02	1.19775E-01	2.65637E-01	5.13117E-01	1.20470E+00
1.91075E-01	2.81119E-02	1.20117E-01	2.66592E-01	5.14440E-01	1.21481E+00
1.91633E-01	2.82905E-02	1.20459E-01	2.67550E-01	5.15762E-01	1.22497E+00
1.92191E-01	2.84701E-02	1.20802E-01	2.68510E-01	5.17085E-01	1.23518E+00
1.92750E-01	2.86506E-02	1.21145E-01	2.69473E-01	5.18411E-01	1.24548E+00
1.93308E-01	2.88321E-02	1.21487E-01	2.70438E-01	5.19751E-01	1.25592E+00
1.93867E-01	2.90146E-02	1.21830E-01	2.71405E-01	5.21102E-01	1.26652E+00
1.94425E-01	2.91982E-02	1.22172E-01	2.72375E-01	5.22458E-01	1.27720E+00
1.94983E-01	2.93827E-02	1.22515E-01	2.73348E-01	5.23813E-01	1.28794E+00
1.95542E-01	2.95682E-02	1.22857E-01	2.74323E-01	5.25168E-01	1.29873E+00
1.96100E-01	2.97547E-02	1.23200E-01	2.75300E-01	5.26530E-01	1.30962E+00
1.96658E-01	2.99423E-02	1.23543E-01	2.76282E-01	5.27906E-01	1.32068E+00
1.97217E-01	3.01308E-02	1.23888E-01	2.77271E-01	5.29290E-01	1.33186E+00
1.97775E-01	3.03204E-02	1.24235E-01	2.78270E-01	5.30675E-01	1.34310E+00
1.98334E-01	3.05110E-02	1.24584E-01	2.79274E-01	5.32060E-01	1.35440E+00
1.98892E-01	3.07027E-02	1.24932E-01	2.80281E-01	5.33447E-01	1.36578E+00
1.99450E-01	3.08954E-02	1.25281E-01	2.81291E-01	5.34841E-01	1.37727E+00
2.00009E-01	3.10891E-02	1.25629E-01	2.82303E-01	5.36247E-01	1.38892E+00
2.00567E-01	3.12839E-02	1.25978E-01	2.83318E-01	5.37657E-01	1.40066E+00
2.01125E-01	3.14797E-02	1.26326E-01	2.84335E-01	5.39067E-01	1.41247E+00
2.01684E-01	3.16766E-02	1.26675E-01	2.85355E-01	5.40477E-01	1.42434E+00
2.02242E-01	3.18745E-02	1.27023E-01	2.86377E-01	5.41891E-01	1.43630E+00
2.02801E-01	3.20735E-02	1.27372E-01	2.87402E-01	5.43313E-01	1.44840E+00
2.03359E-01	3.22736E-02	1.27720E-01	2.88430E-01	5.44743E-01	1.46062E+00
2.03917E-01	3.24747E-02	1.28070E-01	2.89465E-01	5.46175E-01	1.47293E+00
2.04476E-01	3.26769E-02	1.28423E-01	2.90509E-01	5.47607E-01	1.48530E+00
2.05034E-01	3.28802E-02	1.28776E-01	2.91560E-01	5.49039E-01	1.49774E+00
2.05593E-01	3.30846E-02	1.29130E-01	2.92614E-01	5.50476E-01	1.51029E+00
2.06151E-01	3.32901E-02	1.29484E-01	2.93670E-01	5.51922E-01	1.52299E+00
2.06709E-01	3.34967E-02	1.29837E-01	2.94729E-01	5.53373E-01	1.53580E+00
2.07268E-01	3.37045E-02	1.30191E-01	2.95790E-01	5.54825E-01	1.54868E+00
2.07827E-01	3.39134E-02	1.30545E-01	2.96855E-01	5.56276E-01	1.56164E+00
2.08386E-01	3.41235E-02	1.30898E-01	2.97922E-01	5.57729E-01	1.57467E+00
2.08944E-01	3.43347E-02	1.31252E-01	2.98992E-01	5.59187E-01	1.58783E+00
2.09503E-01	3.45470E-02	1.31606E-01	3.00064E-01	5.60653E-01	1.60113E+00
2.10062E-01	3.47604E-02	1.31960E-01	3.01140E-01	5.62121E-01	1.61452E+00
2.10621E-01	3.49749E-02	1.32314E-01	3.02222E-01	5.63590E-01	1.62799E+00
2.11180E-01	3.51900E-02	1.32672E-01	3.03314E-01	5.65058E-01	1.64153E+00
2.11738E-01	3.54061E-02	1.33030E-01	3.04411E-01	5.66529E-01	1.65517E+00
2.12297E-01	3.56231E-02	1.33388E-01	3.05512E-01	5.68006E-01	1.66895E+00
2.12856E-01	3.58412E-02	1.33747E-01	3.06615E-01	5.69488E-01	1.68284E+00
2.13415E-01	3.60603E-02	1.34105E-01	3.07721E-01	5.70972E-01	1.69683E+00
2.13974E-01	3.62805E-02	1.34463E-01	3.08830E-01	5.72455E-01	1.71089E+00
2.14533E-01	3.65016E-02	1.34822E-01	3.09942E-01	5.73938E-01	1.72503E+00
2.15091E-01	3.67238E-02	1.35180E-01	3.11056E-01	5.75425E-01	1.73929E+00
2.15651E-01	3.69471E-02	1.35538E-01	3.12174E-01	5.76918E-01	1.75368E+00
2.16210E-01	3.71717E-02	1.35896E-01	3.13294E-01	5.78415E-01	1.76819E+00
2.16770E-01	3.73975E-02	1.36255E-01	3.14418E-01	5.79911E-01	1.78277E+00
2.17331E-01	3.76244E-02	1.36615E-01	3.15549E-01	5.81407E-01	1.79744E+00
2.17891E-01	3.78523E-02	1.36977E-01	3.16690E-01	5.82904E-01	1.81220E+00
2.18451E-01	3.80812E-02	1.37340E-01	3.17835E-01	5.84406E-01	1.82709E+00
2.19011E-01	3.83111E-02	1.37702E-01	3.18984E-01	5.85912E-01	1.84211E+00
2.19571E-01	3.85422E-02	1.38065E-01	3.20135E-01	5.87420E-01	1.85723E+00
2.20131E-01	3.87742E-02	1.38428E-01	3.21289E-01	5.88929E-01	1.87243E+00
2.20691E-01	3.90074E-02	1.38790E-01	3.22446E-01	5.90437E-01	1.88772E+00
2.21252E-01	3.92415E-02	1.39153E-01	3.23606E-01	5.91947E-01	1.90313E+00
2.21812E-01	3.94768E-02	1.39515E-01	3.24769E-01	5.93462E-01	1.91866E+00
2.22372E-01	3.97131E-02	1.39878E-01	3.25935E-01	5.94980E-01	1.93433E+00
2.22932E-01	3.99505E-02	1.40241E-01	3.27104E-01	5.96500E-01	1.95009E+00
2.23492E-01	4.01889E-02	1.40604E-01	3.28279E-01	5.98019E-01	1.96594E+00
2.24053E-01	4.04287E-02	1.40969E-01	3.29462E-01	5.99539E-01	1.98189E+00
2.24615E-01	4.06701E-02	1.41336E-01	3.30652E-01	6.01062E-01	1.99795E+00
2.25178E-01	4.09129E-02	1.41703E-01	3.31847E-01	6.02590E-01	2.01417E+00
2.25741E-01	4.11569E-02	1.42070E-01	3.33044E-01	6.04121E-01	2.03052E+00
2.26304E-01	4.14021E-02	1.42436E-01	3.34245E-01	6.05652E-01	2.04695E+00
2.26867E-01	4.16483E-02	1.42803E-01	3.35449E-01	6.07183E-01	2.06348E+00
2.27430E-01	4.18956E-02	1.43170E-01	3.36655E-01	6.08716E-01	2.08012E+00
2.27993E-01	4.21441E-02	1.43537E-01	3.37865E-01	6.10252E-01	2.09690E+00
2.28556E-01	4.23937E-02	1.43904E-01	3.39078E-01	6.11794E-01	2.11383E+00
2.29119E-01	4.26444E-02	1.44271E-01	3.40293E-01	6.13338E-01	2.13088E+00
2.29682E-01	4.28962E-02	1.44638E-01	3.41513E-01	6.14882E-01	2.14803E+00
2.30245E-01	4.31492E-02	1.45006E-01	3.42741E-01	6.16425E-01	2.16528E+00
2.30808E-01	4.34033E-02	1.45376E-01	3.43977E-01	6.17971E-01	2.18265E+00
2.31371E-01	4.36585E-02	1.45747E-01	3.45219E-01	6.19523E-01	2.20018E+00
2.31934E-01	4.39150E-02	1.46118E-01	3.46464E-01	6.21080E-01	2.21787E+00
2.32498E-01	4.41730E-02	1.46489E-01	3.47712E-01	6.22638E-01	2.23568E+00
2.33065E-01	4.44332E-02	1.46860E-01	3.48963E-01	6.24195E-01	2.25358E+00
2.33632E-01	4.46953E-02	1.47231E-01	3.50218E-01	6.25753E-01	2.27159E+00
2.34200E-01	4.49586E-02	1.47602E-01	3.51476E-01	6.27314E-01	2.28974E+00
2.34768E-01	4.52231E-02	1.47972E-01	3.52736E-01	6.28884E-01	2.30809E+00
2.35336E-01	4.54887E-02	1.48343E-01	3.54000E-01	6.30456E-01	2.32659E+00
2.35904E-01	4.57556E-02	1.48714E-01	3.55268E-01	6.32030E-01	2.34521E+00
2.36472E-01	4.60237E-02	1.49086E-01	3.56542E-01	6.33603E-01	2.36401E+00
2.37039E-01	4.62930E-02	1.49460E-01	3.57826E-01	6.35177E-01	2.38294E+00
2.37607E-01	4.65634E-02	1.49835E-01	3.59117E-01	6.36757E-01	2.40205E+00
2.38175E-01	4.68351E-02	1.50210E-01	3.60410E-01	6.38343E-01	2.42137E+00
2.38743E-01	4.71080E-02	1.50585E-01	3.61707E-01	6.39933E-01	2.44083E+00
2.39311E-01	4.73821E-02	1.50960E-01	3.63008E-01	6.41523E-01	2.46042E+00
2.39879E-01	4.76574E-02	1.51334E-01	3.64311E-01	6.43113E-01	2.48013E+00
2.40447E-01	4.79343E-02	1.51709E-01	3.65618E-01	6.44705E-01	2.50000E+00
2.41018E-01	4.82135E-02	1.52084E-01	3.66928E-01	6.46305E-01	2.52008E+00
2.41591E-01	4.84950E-02	1.52459E-01	3.68242E-01	6.47911E-01	2.54036E+00
2.42165E-01	4.87783E-02	1.52834E-01	3.69558E-01	6.49519E-01	2.56078E+00
2.42739E-01	4.90628E-02	1.53210E-01	3.70882E-01	6.51127E-01	2.58133E+00
2.43313E-01	4.93486E-02	1.53588E-01	3.72216E-01	6.52735E-01	2.60201E+00
2.43887E-01	4.96356E-02	1.53966E-01	3.73557E-01	6.54348E-01	2.62288E+00
2.44461E-01	4.99239E-02	1.54345E-01	3.74901E-01	6.55970E-01	2.64400E+00
2.45035E-01	5.02135E-02	1.54724E-01	3.76248E-01	6.57597E-01	2.66531E+00
2.45609E-01	5.05044E-02	1.55103E-01	3.77599E-01	6.59225E-01	2.68676E+00
2.46183E-01	5.07966E-02	1.55481E-01	3.78953E-01	6.60852E-01	2.70834E+00
2.46757E-01	5.10901E-02	1.55860E-01	3.80310E-01	6.62481E-01	2.73007E+00
2.47331E-01	5.13849E-02	1.56239E-01	3.81671E-01	6.64116E-01	2.75201E+00
2.47905E-01	5.16810E-02	1.56618E-01	3.83036E-01	6.65758E-01	2.77418E+00
2.48479E-01	5.19787E-02	1.56996E-01	3.84404E-01	6.67403E-01	2.79653E+00
2.49056E-01	5.22790E-02	1.57376E-01	3.85780E-01	6.69047E-01	2.81901E+00
2.49636E-01	5.25818E-02	1.57758E-01	3.87165E-01	6.70692E-01	2.84163E+00
2.50216E-01	5.28865E-02	1.58141E-01	3.88557E-01	6.72338E-01	2.86440E+00
2.50796E-01	5.31926E-02	1.58523E-01	3.89953E-01	6.73987E-01	2.88736E+00
2.51376E-01	5.35000E-02	1.58906E-01	3.91352E-01	6.75638E-01	2.91049E+00
2.51957E-01	5.38088E-02	1.59289E-01	3.92754E-01	6.77290E-01	2.93376E+00
2.52537E-01	5.41189E-02	1.59671E-01	3.94161E-01	6.78942E-01	2.95718E+00
2.53117E-01	5.44304E-02	1.60054E-01	3.95570E-01	6.80593E-01	2.98073E+00
2.53698E-01	5.47433E-02	1.60436E-01	3.96983E-01	6.82243E-01	3.00440E+00
2.54278E-01	5.50576E-02	1.60819E-01	3.98400E-01	6.83891E-01	3.02817E+00
2.54858E-01	5.53732E-02	1.61202E-01	3.99822E-01	6.85536E-01	3.05207E+00
2.55438E-01	5.56903E-02	1.61586E-01	4.01252E-01	6.87182E-01	3.07611E+00
2.56019E-01	5.60087E-02	1.61972E-01	4.02692E-01	6.88828E-01	3.10030E+00
2.56600E-01	5.63292E-02	1.62358E-01	4.04137E-01	6.90472E-01	3.12460E+00
2.57184E-01	5.66525E-02	1.62744E-01	4.05586E-01	6.92109E-01	3.14894E+00
2.57770E-01	5.69783E-02	1.63131E-01	4.07038E-01	6.93739E-01	3.17332E+00
2.58356E-01	5.73056E-02	1.63517E-01	4.08494E-01	6.95367E-01	3.19782E+00
2.58942E-01	5.76344E-02	1.63904E-01	4.09953E-01	6.96995E-01	3.22245E+00
2.59529E-01	5.79646E-02	1.64290E-01	4.11417E-01	6.98623E-01	3.24723E+00
2.60115E-01	5.82962E-02	1.64676E-01	4.12884E-01	7.00246E-01	3.27208E+00
2.60701E-01	5.86293E-02	1.65062E-01	4.14354E-01	7.01858E-01	3.29690E+00
2.61287E-01	5.89639E-02	1.65450E-01	4.15832E-01	7.03463E-01	3.32174E+00
2.61873E-01	5.92999E-02	1.65838E-01	4.17319E-01	7.05065E-01	3.34668E+00
2.62459E-01	5.96374E-02	1.66228E-01	4.18814E-01	7.06667E-01	3.37177E+00
2.63045E-01	5.99764E-02	1.66618E-01	4.20314E-01	7.08269E-01	3.39699E+00
2.63632E-01	6.03169E-02	1.67008E-01	4.21818E-01	7.09864E-01	3.42224E+00
2.64218E-01	6.06593E-02	1.67398E-01	4.23325E-01	7.11442E-01	3.44736E+00
2.64808E-01	6.10045E-02	1.67788E-01	4.24836E-01	7.13007E-01	3.47241E+00
2.65399E-01	6.13524E-02	1.68178E-01	4.26351E-01	7.14570E-01	3.49756E+00
2.65990E-01	6.17021E-02	1.68568E-01	4.27869E-01	7.16134E-01	3.52284E+00
2.66582E-01	6.20534E-02	1.68958E-01	4.29391E-01	7.17697E-01	3.54826E+00
2.67174E-01	6.24061E-02	1.69349E-01	4.30919E-01	7.19252E-01	3.57368E+00
2.67766E-01	6.27605E-02	1.69740E-01	4.32456E-01	7.20786E-01	3.59887E+00
2.68357E-01	6.31163E-02	1.70134E-01	4.34002E-01	7.22299E-01	3.62385E+00
2.68949E-01	6.34737E-02	1.70527E-01	4.35554E-01	7.23806E-01	3.64887E+00
2.69541E-01	6.38327E-02	1.70921E-01	4.37110E-01	7.25313E-01	3.67400E+00
2.70132E-01	6.41932E-02	1.71315E-01	4.38670E-01	7.26820E-01	3.69926E+00
2.70724E-01	6.45553E-02	1.71708E-01	4.40233E-01	7.28327E-01	3.72462E+00
2.71316E-01	6.49190E-02	1.72102E-01	4.41801E-01	7.29816E-01	3.74982E+00
2.71908E-01	6.52848E-02	1.72496E-01	4.43373E-01	7.31274E-01	3.77460E+00
2.72503E-01	6.56536E-02	1.72889E-01	4.44948E-01	7.32716E-01	3.79924E+00
2.73100E-01	6.60251E-02	1.73283E-01	4.46528E-01	7.34159E-01	3.82399E+00
2.73697E-01	6.63984E-02	1.73678E-01	4.48116E-01	7.35601E-01	3.84885E+00
2.74294E-01	6.67733E-02	1.74074E-01	4.49715E-01	7.37044E-01	3.87385E+00
2.74891E-01	6.71499E-02	1.74471E-01	4.51321E-01	7.38485E-01	3.89910E+00
2.75488E-01	6.75281E-02	1.74869E-01	4.52931E-01	7.39908E-01	3.92416E+00
2.76085E-01	6.79079E-02	1.75266E-01	4.54545E-01	7.41302E-01	3.94884E+00
2.76682E-01	6.82893E-02	1.75663E-01	4.56163E-01	7.42683E-01	3.97340E+00
2.77279E-01	6.86724E-02	1.76061E-01	4.57786E-01	7.44064E-01	3.99808E+00
2.77876E-01	6.90572E-02	1.76458E-01	4.59412E-01	7.45445E-01	4.02287E+00
2.78473E-01	6.94436E-02	1.76855E-01	4.61042E-01	7.46826E-01	4.04777E+00
2.79070E-01	6.98318E-02	1.77252E-01	4.62677E-01	7.48207E-01	4.07278E+00
2.79669E-01	7.02226E-02	1.77651E-01	4.64319E-01	7.49578E-01	4.09773E+00
2.80270E-01	7.06165E-02	1.78050E-01	4.65973E-01	7.50926E-01	4.12238E+00
2.80871E-01	7.10127E-02	1.78451E-01	4.67635E-01	7.52258E-01	4.14683E+00
2.81473E-01	7.14107E-02	1.78852E-01	4.69302E-01	7.53588E-01	4.17134E+00
2.82075E-01	7.18103E-02	1.79253E-01	4.70973E-01	7.54917E-01	4.19595E+00
2.82677E-01	7.22117E-02	1.79654E-01	4.72649E-01	7.56246E-01	4.22066E+00
2.83278E-01	7.26147E-02	1.80055E-01	4.74328E-01	7.57575E-01	4.24548E+00
2.83880E-01	7.30195E-02	1.80456E-01	4.76013E-01	7.58904E-01	4.27040E+00
2.84482E-01	7.34261E-02	1.80857E-01	4.77701E-01	7.60222E-01	4.29522E+00
2.85083E-01	7.38344E-02	1.81258E-01	4.79394E-01	7.61518E-01	4.31971E+00
2.85685E-01	7.42444E-02	1.81659E-01	4.81094E-01	7.62803E-01	4.34409E+00
2.86287E-01	7.46562E-02	1.82063E-01	4.82806E-01	7.64087E-01	4.36854E+00
2.86890E-01	7.50703E-02	1.82467E-01	4.84527E-01	7.65371E-01	4.39309E+00
2.87494E-01	7.54875E-02	1.82872E-01	4.86254E-01	7.66654E-01	4.41774E+00
2.88099E-01	7.59071E-02	1.83277E-01	4.87985E-01	7.67938E-01	4.44247E+00
2.88705E-01	7.63285E-02	1.83681E-01	4.89720E-01	7.69222E-01	4.46730E+00
2.89310E-01	7.67517E-02	1.84086E-01	4.91460E-01	7.70499E-01	4.49208E+00
2.89916E-01	7.71767E-02	1.84491E-01	4.93204E-01	7.71758E-01	4.51662E+00
2.90521E-01	7.76036E-02	1.84895E-01	4.94953E-01	7.73005E-01	4.54100E+00
2.91126E-01	7.80322E-02	1.85300E-01	4.96706E-01	7.74249E-01	4.56540E+00
2.91732E-01	7.84627E-02	1.85705E-01	4.98467E-01	7.75493E-01	4.58989E+00
2.92337E-01	7.88950E-02	1.86112E-01	5.00240E-01	7.76737E-01	4.61446E+00
2.92943E-01	7.93291E-02	1.86521E-01	5.02022E-01	7.77981E-01	4.63912E+00
2.93548E-01	7.97651E-02	1.86929E-01	5.03810E-01	7.79225E-01	4.66385E+00
2.94154E-01	8.02034E-02	1.87337E-01	5.05602E-01	7.80469E-01	4.68866E+00
2.94761E-01	8.06443E-02	1.87746E-01	5.07399E-01	7.81704E-01	4.71338E+00
2.95369E-01	8.10876E-02	1.88154E-01	5.09200E-01	7.82922E-01	4.73784E+00
2.95977E-01	8.15327E-02	1.88562E-01	5.11007E-01	7.84132E-01	4.76221E+00
2.96585E-01	8.19798E-02	1.88971E-01	5.12817E-01	7.85342E-01	4.78665E+00
2.97193E-01	8.24287E-02	1.89379E-01	5.14633E-01	7.86552E-01	4.81117E+00
2.97800E-01	8.28795E-02	1.89788E-01	5.16457E-01	7.87762E-01	4.83576E+00
2.98408E-01	8.33322E-02	1.90199E-01	5.18292E-01	7.88973E-01	4.86043E+00
2.99016E-01	8.37868E-02	1.90610E-01	5.20137E-01	7.90183E-01	4.88516E+00
2.99624E-01	8.42434E-02	1.91022E-01	5.21986E-01	7.91393E-01	4.90997E+00
3.00232E-01	8.47018E-02	1.91434E-01	5.23841E-01	7.92597E-01	4.93473E+00
3.00840E-01	8.51623E-02	1.91845E-01	5.25700E-01	7.93790E-01	4.95931E+00
3.01448E-01	8.56250E-02	1.92257E-01	5.27564E-01	7.94976E-01	4.98382E+00
3.02057E-01	8.60901E-02	1.92669E-01	5.29433E-01	7.96161E-01	5.00838E+00
3.02666E-01	8.65573E-02	1.93080E-01	5.31306E-01	7.97347E-01	5.03301E+00
3.03275E-01	8.70264E-02	1.93492E-01	5.33185E-01	7.98532E-01	5.05770E+00
3.03884E-01	8.74975E-02	1.93905E-01	5.35073E-01	7.99718E-01	5.08245E+00
3.04493E-01	8.79706E-02	1.94319E-01	5.36973E-01	8.00903E-01	5.10727E+00
3.05102E-01	8.84456E-02	1.94733E-01	5.38880E-01	8.02089E-01	5.13214E+00
3.05711E-01	8.89226E-02	1.95148E-01	5.40793E-01	8.03273E-01	5.15704E+00
3.06320E-01	8.94017E-02	1.95563E-01	5.42710E-01	8.04453E-01	5.18191E+00
3.06929E-01	8.98827E-02	1.95977E-01	5.44633E-01	8.05627E-01	5.20671E+00
3.07538E-01	9.03657E-02	1.96392E-01	5.46560E-01	8.06799E-01	5.23153E+00
3.08147E-01	9.08508E-02	1.96807E-01	5.48493E-01	8.07971E-01	5.25640E+00
3.08757E-01	9.13381E-02	1.97221E-01	5.50430E-01	8.09143E-01	5.28133E+00
3.09366E-01	9.18276E-02	1.97636E-01	5.52375E-01	8.10315E-01	5.30630E+00
3.09976E-01	9.23191E-02	1.98052E-01	5.54329E-01	8.11487E-01	5.33133E+00
3.10585E-01	9.28126E-02	1.98470E-01	5.56294E-01	8.12659E-01	5.35641E+00
3.11195E-01	9.33082E-02	1.98887E-01	5.58266E-01	8.13831E-01	5.38154E+00
3.11804E-01	9.38058E-02	1.99305E-01	5.60244E-01	8.15003E-01	5.40671E+00
3.12414E-01	9.43056E-02	1.99723E-01	5.62226E-01	8.16173E-01	5.43188E+00
3.13023E-01	9.48075E-02	2.00140E-01	5.64214E-01	8.17341E-01	5.45707E+00
3.13633E-01	9.53115E-02	2.00558E-01	5.66207E-01	8.18509E-01	5.48229E+00
3.14242E-01	9.58176E-02	2.00976E-01	5.68206E-01	8.19676E-01	5.50755E+00
3.14852E-01	9.63259E-02	2.01393E-01	5.70210E-01	8.20844E-01	5.53285E+00
3.15461E-01	9.68364E-02	2.01812E-01	5.72222E-01	8.22012E-01	5.55820E+00
3.16071E-01	9.73485E-02	2.02231E-01	5.74246E-01	8.23179E-01	5.58358E+00
3.16681E-01	9.78620E-02	2.02652E-01	5.76280E-01	8.24347E-01	5.60900E+00
3.17291E-01	9.83775E-02	2.03073E-01	5.78321E-01	8.25514E-01	5.63446E+00
3.17901E-01	9.88950E-02	2.03494E-01	5.80367E-01	8.26682E-01	5.65996E+00
3.18510E-01	9.94144E-02	2.03915E-01	5.82419E-01	8.27850E-01	5.68549E+00
3.19120E-01	9.99357E-02	2.04336E-01	5.84476E-01	8.29017E-01	5.71106E+00
3.19730E-01	1.00459E-01	2.04756E-01	5.86538E-01	8.30185E-01	5.73666E+00
3.20340E-01	1.00985E-01	2.05177E-01	5.88606E-01	8.31353E-01	5.76229E+00
3.20950E-01	1.01512E-01	2.05598E-01	5.90680E-01	8.32520E-01	5.78795E+00
3.21559E-01	1.02041E-01	2.06020E-01	5.92765E-01	8.33688E-01	5.81364E+00
3.22169E-01	1.02573E-01	2.06444E-01	5.94863E-01	8.34856E-01	5.83935E+00
3.22779E-01	1.03106E-01	2.06868E-01	5.96970E-01	8.36023E-01	5.86510E+00
3.23390E-01	1.03642E-01	2.07293E-01	5.99083E-01	8.37191E-01	5.89086E+00
3.24000E-01	1.04179E-01	2.07717E-01	6.01202E-01	8.38358E-01	5.91666E+00
3.24610E-01	1.04719E-01	2.08142E-01	6.03327E-01	8.39526E-01	5.94248E+00
3.25220E-01	1.05261E-01	2.08566E-01	6.05457E-01	8.40695E-01	5.96833E+00
3.25830E-01	1.05804E-01	2.08990E-01	6.07593E-01	8.41863E-01	5.99421E+00
3.26440E-01	1.06350E-01	2.09415E-01	6.09734E-01	8.43033E-01	6.02029E+00
3.27050E-01	1.06898E-01	2.09840E-01	6.11885E-01	8.44202E-01	6.04644E+00
3.27660E-01	1.07448E-01	2.10266E-01	6.14048E-01	8.45371E-01	6.07262E+00
3.28270E-01	1.08000E-01	2.10694E-01	6.16219E-01	8.46540E-01	6.09882E+00
3.28881E-01	1.08554E-01	2.11122E-01	6.18388E-01	8.47709E-01	6.12504E+00
3.29491E-01	1.09110E-01	2.11550E-01	6.20562E-01	8.48878E-01	6.15129E+00
3.30102E-01	1.09669E-01	2.11978E-01	6.22740E-01	8.50047E-01	6.17756E+00
3.30712E-01	1.10230E-01	2.12406E-01	6.24923E-01	8.51216E-01	6.20385E+00
3.31323E-01	1.10792E-01	2.12834E-01	6.27111E-01	8.52386E-01	6.23018E+00
