[ms]_0	C-NO_0	C-OH_0
8.08776E-04	3.29350E-14	3.80636E-10
8.33943E-04	3.62107E-14	4.08841E-10
8.59109E-04	3.97234E-14	4.38566E-10
8.84276E-04	4.34859E-14	4.69883E-10
9.09443E-04	4.75117E-14	5.02872E-10
9.34610E-04	5.18152E-14	5.37614E-10
9.59776E-04	5.64112E-14	5.74195E-10
9.84943E-04	6.13154E-14	6.12705E-10
1.01011E-03	6.65442E-14	6.53238E-10
1.03528E-03	7.21151E-14	6.95894E-10
1.06044E-03	7.80463E-14	7.40777E-10
1.08561E-03	8.43568E-14	7.87997E-10
1.11078E-03	9.10669E-14	8.37666E-10
1.13594E-03	9.81977E-14	8.89907E-10
1.16111E-03	1.05771E-13	9.44843E-10
1.18628E-03	1.13812E-13	1.00261E-09
1.21144E-03	1.22342E-13	1.06333E-09
1.23661E-03	1.31390E-13	1.12717E-09
1.26178E-03	1.40982E-13	1.19427E-09
1.28694E-03	1.51146E-13	1.26478E-09
1.31211E-03	1.61913E-13	1.33888E-09
1.33728E-03	1.73314E-13	1.41673E-09
1.36244E-03	1.85382E-13	1.49851E-09
1.38761E-03	1.98152E-13	1.58441E-09
1.41278E-03	2.11662E-13	1.67463E-09
1.43794E-03	2.25949E-13	1.76938E-09
1.46311E-03	2.41054E-13	1.86886E-09
1.48828E-03	2.57020E-13	1.97330E-09
1.51344E-03	2.73891E-13	2.08293E-09
1.53861E-03	2.91715E-13	2.19799E-09
1.56378E-03	3.10542E-13	2.31873E-09
1.58894E-03	3.30423E-13	2.44542E-09
1.61411E-03	3.51414E-13	2.57833E-09
1.63928E-03	3.73572E-13	2.71774E-09
1.66444E-03	3.96957E-13	2.86395E-09
1.68961E-03	4.21634E-13	3.01726E-09
1.71478E-03	4.47669E-13	3.17798E-09
1.73994E-03	4.75133E-13	3.34644E-09
1.76511E-03	5.04099E-13	3.52300E-09
1.79028E-03	5.34646E-13	3.70799E-09
1.81544E-03	5.66855E-13	3.90178E-09
1.84061E-03	6.00813E-13	4.10475E-09
1.86578E-03	6.36609E-13	4.31728E-09
1.89094E-03	6.74338E-13	4.53977E-09
1.91611E-03	7.14101E-13	4.77264E-09
1.94128E-03	7.56002E-13	5.01630E-09
1.96644E-03	8.00151E-13	5.27120E-09
1.99161E-03	8.46664E-13	5.53777E-09
2.01678E-03	8.95662E-13	5.81648E-09
2.04194E-03	9.47273E-13	6.10779E-09
2.06711E-03	1.00163E-12	6.41216E-09
2.09228E-03	1.05888E-12	6.73010E-09
2.11744E-03	1.11916E-12	7.06209E-09
2.14261E-03	1.18262E-12	7.40862E-09
2.16778E-03	1.24945E-12	7.77021E-09
2.19294E-03	1.31979E-12	8.14736E-09
2.21811E-03	1.39384E-12	8.54059E-09
2.24328E-03	1.47177E-12	8.95040E-09
2.26844E-03	1.55379E-12	9.37731E-09
2.29361E-03	1.64010E-12	9.82183E-09
2.31878E-03	1.73091E-12	1.02845E-08
2.34394E-03	1.82645E-12	1.07657E-08
2.36911E-03	1.92696E-12	1.12661E-08
2.39428E-03	2.03268E-12	1.17860E-08
2.41944E-03	2.14388E-12	1.23260E-08
2.44461E-03	2.26080E-12	1.28865E-08
2.46978E-03	2.38375E-12	1.34679E-08
2.49494E-03	2.51301E-12	1.40705E-08
2.52011E-03	2.64888E-12	1.46948E-08
2.54528E-03	2.79169E-12	1.53411E-08
2.57044E-03	2.94176E-12	1.60097E-08
2.59561E-03	3.09944E-12	1.67008E-08
2.62078E-03	3.26508E-12	1.74146E-08
2.64594E-03	3.43905E-12	1.81513E-08
2.67111E-03	3.62175E-12	1.89109E-08
2.69628E-03	3.81355E-12	1.96935E-08
2.72144E-03	4.01489E-12	2.04990E-08
2.74661E-03	4.22617E-12	2.13274E-08
2.77178E-03	4.44784E-12	2.21783E-08
2.79694E-03	4.68034E-12	2.30515E-08
2.82211E-03	4.92415E-12	2.39468E-08
2.84728E-03	5.17973E-12	2.48635E-08
2.87244E-03	5.44758E-12	2.58012E-08
2.89761E-03	5.72818E-12	2.67592E-08
2.92278E-03	6.02206E-12	2.77368E-08
2.94794E-03	6.32973E-12	2.87331E-08
2.97311E-03	6.65171E-12	2.97472E-08
2.99828E-03	6.98855E-12	3.07780E-08
3.02345E-03	7.34078E-12	3.18244E-08
3.04861E-03	7.70895E-12	3.28851E-08
3.07378E-03	8.09360E-12	3.39588E-08
3.09895E-03	8.49531E-12	3.50440E-08
3.12411E-03	8.91461E-12	3.61392E-08
3.14928E-03	9.35205E-12	3.72428E-08
3.17445E-03	9.80820E-12	3.83531E-08
3.19961E-03	1.02836E-11	3.94683E-08
3.22478E-03	1.07788E-11	4.05866E-08
3.24995E-03	1.12942E-11	4.17063E-08
3.27511E-03	1.18306E-11	4.28252E-08
3.30028E-03	1.23882E-11	4.39416E-08
3.32544E-03	1.29677E-11	4.50536E-08
3.35061E-03	1.35695E-11	4.61591E-08
3.37578E-03	1.41940E-11	4.72562E-08
3.40094E-03	1.48417E-11	4.83431E-08
3.42611E-03	1.55130E-11	4.94179E-08
3.45128E-03	1.62084E-11	5.04787E-08
3.47644E-03	1.69280E-11	5.15239E-08
3.50161E-03	1.76724E-11	5.25518E-08
3.52678E-03	1.84417E-11	5.35607E-08
3.55194E-03	1.92363E-11	5.45492E-08
3.57711E-03	2.00564E-11	5.55159E-08
3.60228E-03	2.09023E-11	5.64595E-08
3.62744E-03	2.17740E-11	5.73788E-08
3.65261E-03	2.26717E-11	5.82729E-08
3.67778E-03	2.35956E-11	5.91408E-08
3.70295E-03	2.45458E-11	5.99818E-08
3.72811E-03	2.55221E-11	6.07951E-08
3.75328E-03	2.65248E-11	6.15803E-08
3.77845E-03	2.75537E-11	6.23369E-08
3.80361E-03	2.86088E-11	6.30648E-08
3.82878E-03	2.96899E-11	6.37637E-08
3.85395E-03	3.07971E-11	6.44336E-08
3.87911E-03	3.19300E-11	6.50747E-08
3.90428E-03	3.30886E-11	6.56870E-08
3.92945E-03	3.42726E-11	6.62710E-08
3.95461E-03	3.54819E-11	6.68269E-08
3.97978E-03	3.67160E-11	6.73552E-08
4.00495E-03	3.79749E-11	6.78565E-08
4.03011E-03	3.92580E-11	6.83313E-08
4.05528E-03	4.05652E-11	6.87804E-08
4.08045E-03	4.18961E-11	6.92044E-08
4.10561E-03	4.32503E-11	6.96041E-08
4.13078E-03	4.46275E-11	6.99803E-08
4.15595E-03	4.60272E-11	7.03338E-08
4.18111E-03	4.74490E-11	7.06655E-08
4.20628E-03	4.88926E-11	7.09762E-08
4.23145E-03	5.03575E-11	7.12668E-08
4.25661E-03	5.18433E-11	7.15382E-08
4.28178E-03	5.33496E-11	7.17912E-08
4.30695E-03	5.48758E-11	7.20267E-08
4.33211E-03	5.64216E-11	7.22456E-08
4.35728E-03	5.79866E-11	7.24488E-08
4.38245E-03	5.95701E-11	7.26369E-08
4.40761E-03	6.11719E-11	7.28110E-08
4.43278E-03	6.27914E-11	7.29717E-08
4.45795E-03	6.44283E-11	7.31198E-08
4.48311E-03	6.60820E-11	7.32561E-08
4.50828E-03	6.77521E-11	7.33813E-08
4.53345E-03	6.94381E-11	7.34961E-08
4.55861E-03	7.11397E-11	7.36011E-08
4.58378E-03	7.28564E-11	7.36969E-08
4.60895E-03	7.45877E-11	7.37843E-08
4.63411E-03	7.63333E-11	7.38636E-08
4.65928E-03	7.80927E-11	7.39356E-08
4.68445E-03	7.98655E-11	7.40007E-08
4.70961E-03	8.16512E-11	7.40594E-08
4.73478E-03	8.34497E-11	7.41122E-08
4.75995E-03	8.52603E-11	7.41595E-08
4.78511E-03	8.70828E-11	7.42017E-08
4.81028E-03	8.89167E-11	7.42392E-08
4.83545E-03	9.07617E-11	7.42725E-08
4.86061E-03	9.26175E-11	7.43017E-08
4.88578E-03	9.44837E-11	7.43273E-08
4.91095E-03	9.63599E-11	7.43496E-08
4.93611E-03	9.82458E-11	7.43688E-08
4.96128E-03	1.00141E-10	7.43852E-08
4.98645E-03	1.02046E-10	7.43990E-08
5.01161E-03	1.03959E-10	7.44106E-08
5.03678E-03	1.05880E-10	7.44200E-08
5.06195E-03	1.07810E-10	7.44274E-08
5.08711E-03	1.09748E-10	7.44331E-08
5.11228E-03	1.11693E-10	7.44373E-08
5.15004E-03	1.14626E-10	7.44409E-08
5.18781E-03	1.17575E-10	7.44417E-08
5.22557E-03	1.20538E-10	7.44403E-08
5.26334E-03	1.23516E-10	7.44369E-08
5.30110E-03	1.26506E-10	7.44319E-08
5.33886E-03	1.29510E-10	7.44256E-08
5.37663E-03	1.32525E-10	7.44182E-08
5.41439E-03	1.35552E-10	7.44099E-08
5.45216E-03	1.38589E-10	7.44010E-08
5.48992E-03	1.41636E-10	7.43916E-08
5.52769E-03	1.44693E-10	7.43817E-08
5.56545E-03	1.47759E-10	7.43717E-08
5.60321E-03	1.50833E-10	7.43615E-08
5.64098E-03	1.53915E-10	7.43512E-08
5.67874E-03	1.57004E-10	7.43409E-08
5.71651E-03	1.60101E-10	7.43307E-08
5.75427E-03	1.63205E-10	7.43206E-08
5.79204E-03	1.66314E-10	7.43107E-08
5.82980E-03	1.69430E-10	7.43010E-08
5.86756E-03	1.72551E-10	7.42914E-08
5.90533E-03	1.75678E-10	7.42822E-08
5.94309E-03	1.78809E-10	7.42731E-08
5.98086E-03	1.81946E-10	7.42644E-08
6.01862E-03	1.85086E-10	7.42559E-08
6.05639E-03	1.88231E-10	7.42477E-08
6.09415E-03	1.91380E-10	7.42398E-08
6.13191E-03	1.94533E-10	7.42321E-08
6.16968E-03	1.97689E-10	7.42247E-08
6.20744E-03	2.00848E-10	7.42176E-08
6.24521E-03	2.04010E-10	7.42108E-08
6.28297E-03	2.07175E-10	7.42042E-08
6.32073E-03	2.10343E-10	7.41978E-08
6.35850E-03	2.13514E-10	7.41917E-08
6.39626E-03	2.16687E-10	7.41858E-08
6.43403E-03	2.19862E-10	7.41802E-08
6.47179E-03	2.23040E-10	7.41747E-08
6.52876E-03	2.27837E-10	7.41669E-08
6.58572E-03	2.32638E-10	7.41596E-08
6.64269E-03	2.37443E-10	7.41526E-08
6.69965E-03	2.42252E-10	7.41460E-08
6.75662E-03	2.47064E-10	7.41397E-08
6.81359E-03	2.51878E-10	7.41338E-08
6.87055E-03	2.56696E-10	7.41282E-08
6.92752E-03	2.61516E-10	7.41228E-08
6.98449E-03	2.66338E-10	7.41177E-08
7.04145E-03	2.71162E-10	7.41128E-08
7.09842E-03	2.75988E-10	7.41082E-08
7.15538E-03	2.80816E-10	7.41037E-08
7.21235E-03	2.85646E-10	7.40994E-08
7.26932E-03	2.90477E-10	7.40952E-08
7.32628E-03	2.95309E-10	7.40913E-08
7.38325E-03	3.00143E-10	7.40874E-08
7.44021E-03	3.04978E-10	7.40837E-08
7.49718E-03	3.09813E-10	7.40800E-08
7.55414E-03	3.14650E-10	7.40765E-08
7.61111E-03	3.19488E-10	7.40731E-08
7.66808E-03	3.24326E-10	7.40697E-08
7.72504E-03	3.29165E-10	7.40664E-08
7.78201E-03	3.34005E-10	7.40632E-08
7.83897E-03	3.38845E-10	7.40601E-08
7.92458E-03	3.46120E-10	7.40554E-08
8.01018E-03	3.53396E-10	7.40509E-08
8.09579E-03	3.60673E-10	7.40465E-08
8.18139E-03	3.67950E-10	7.40421E-08
8.26700E-03	3.75229E-10	7.40378E-08
8.35260E-03	3.82508E-10	7.40336E-08
8.43820E-03	3.89787E-10	7.40295E-08
8.52381E-03	3.97067E-10	7.40253E-08
8.60941E-03	4.04348E-10	7.40213E-08
8.69502E-03	4.11629E-10	7.40172E-08
8.78062E-03	4.18910E-10	7.40132E-08
8.86623E-03	4.26191E-10	7.40092E-08
8.95183E-03	4.33473E-10	7.40052E-08
9.03743E-03	4.40754E-10	7.40012E-08
9.12304E-03	4.48036E-10	7.39973E-08
9.20864E-03	4.55318E-10	7.39934E-08
9.29424E-03	4.62599E-10	7.39895E-08
9.42388E-03	4.73626E-10	7.39836E-08
9.55351E-03	4.84653E-10	7.39777E-08
9.68314E-03	4.95680E-10	7.39718E-08
9.81278E-03	5.06706E-10	7.39659E-08
9.94241E-03	5.17732E-10	7.39601E-08
1.00720E-02	5.28757E-10	7.39542E-08
1.02017E-02	5.39783E-10	7.39483E-08
1.03313E-02	5.50807E-10	7.39425E-08
1.04609E-02	5.61831E-10	7.39367E-08
1.05906E-02	5.72854E-10	7.39308E-08
1.07202E-02	5.83877E-10	7.39250E-08
1.08833E-02	5.97742E-10	7.39177E-08
1.10798E-02	6.14449E-10	7.39089E-08
1.12763E-02	6.31154E-10	7.39000E-08
1.14728E-02	6.47857E-10	7.38912E-08
1.16694E-02	6.64558E-10	7.38824E-08
1.18659E-02	6.81256E-10	7.38735E-08
1.20624E-02	6.97953E-10	7.38647E-08
1.22589E-02	7.14647E-10	7.38559E-08
1.25539E-02	7.39706E-10	7.38426E-08
1.28490E-02	7.64759E-10	7.38294E-08
1.31440E-02	7.89806E-10	7.38162E-08
1.34390E-02	8.14847E-10	7.38029E-08
1.37340E-02	8.39883E-10	7.37897E-08
1.40291E-02	8.64913E-10	7.37765E-08
1.43241E-02	8.89936E-10	7.37632E-08
1.47742E-02	9.28102E-10	7.37430E-08
1.52243E-02	9.66254E-10	7.37229E-08
1.56745E-02	1.00439E-09	7.37027E-08
1.61246E-02	1.04251E-09	7.36825E-08
1.65747E-02	1.08062E-09	7.36624E-08
1.70248E-02	1.11871E-09	7.36422E-08
1.74750E-02	1.15678E-09	7.36221E-08
1.79251E-02	1.19484E-09	7.36019E-08
1.83752E-02	1.23289E-09	7.35818E-08
1.88253E-02	1.27092E-09	7.35616E-08
1.93887E-02	1.31849E-09	7.35364E-08
2.00653E-02	1.37560E-09	7.35062E-08
2.07419E-02	1.43267E-09	7.34759E-08
2.14185E-02	1.48970E-09	7.34457E-08
2.20952E-02	1.54670E-09	7.34155E-08
2.27718E-02	1.60366E-09	7.33853E-08
2.34484E-02	1.66059E-09	7.33551E-08
2.41250E-02	1.71748E-09	7.33249E-08
2.49824E-02	1.78952E-09	7.32867E-08
2.60207E-02	1.87667E-09	7.32405E-08
2.70590E-02	1.96375E-09	7.31942E-08
2.80973E-02	2.05073E-09	7.31481E-08
2.91356E-02	2.13762E-09	7.31019E-08
3.01739E-02	2.22443E-09	7.30558E-08
3.18728E-02	2.36629E-09	7.29805E-08
3.35717E-02	2.50790E-09	7.29052E-08
3.52707E-02	2.64928E-09	7.28300E-08
3.84379E-02	2.91221E-09	7.26902E-08
4.09049E-02	3.11643E-09	7.25815E-08
4.33719E-02	3.32013E-09	7.24731E-08
4.58389E-02	3.52332E-09	7.23649E-08
4.95798E-02	3.83044E-09	7.22014E-08
5.33206E-02	4.13635E-09	7.20385E-08
5.70615E-02	4.44106E-09	7.18762E-08
6.08023E-02	4.74454E-09	7.17146E-08
6.45432E-02	5.04679E-09	7.15536E-08
6.92568E-02	5.42588E-09	7.13518E-08
7.49430E-02	5.88057E-09	7.11099E-08
8.06293E-02	6.33236E-09	7.08698E-08
8.63156E-02	6.78125E-09	7.06314E-08
9.20019E-02	7.22722E-09	7.03949E-08
9.76882E-02	7.67026E-09	7.01602E-08
1.03374E-01	8.11037E-09	6.99275E-08
1.09061E-01	8.54753E-09	6.96967E-08
1.14747E-01	8.98175E-09	6.94679E-08
1.20433E-01	9.41303E-09	6.92412E-08
1.27558E-01	9.94923E-09	6.89600E-08
1.36120E-01	1.05876E-08	6.86264E-08
1.44682E-01	1.12193E-08	6.82976E-08
1.53244E-01	1.18444E-08	6.79736E-08
1.61807E-01	1.24630E-08	6.76546E-08
1.70369E-01	1.30751E-08	6.73405E-08
1.78931E-01	1.36807E-08	6.70313E-08
1.87493E-01	1.42800E-08	6.67272E-08
1.96056E-01	1.48730E-08	6.64280E-08
2.04618E-01	1.54597E-08	6.61338E-08
2.11926E-01	1.59555E-08	6.58866E-08
2.16019E-01	1.62313E-08	6.57497E-08
2.20113E-01	1.65057E-08	6.56140E-08
2.23576E-01	1.67368E-08	6.55001E-08
2.26410E-01	1.69252E-08	6.54074E-08
2.29243E-01	1.71128E-08	6.53154E-08
2.31688E-01	1.72743E-08	6.52363E-08
2.33151E-01	1.73706E-08	6.51892E-08
2.34614E-01	1.74668E-08	6.51423E-08
2.36076E-01	1.75628E-08	6.50955E-08
2.37539E-01	1.76586E-08	6.50489E-08
2.39002E-01	1.77542E-08	6.50024E-08
2.40464E-01	1.78497E-08	6.49560E-08
2.41927E-01	1.79450E-08	6.49098E-08
2.43390E-01	1.80401E-08	6.48637E-08
2.45686E-01	1.81891E-08	6.47916E-08
2.47982E-01	1.83377E-08	6.47199E-08
2.51972E-01	1.85949E-08	6.45962E-08
2.57655E-01	1.89592E-08	6.44217E-08
2.63338E-01	1.93209E-08	6.42494E-08
2.69022E-01	1.96801E-08	6.40792E-08
2.74705E-01	2.00369E-08	6.39110E-08
2.82971E-01	2.05515E-08	6.36703E-08
2.89983E-01	2.09840E-08	6.34695E-08
2.96994E-01	2.14130E-08	6.32718E-08
3.04006E-01	2.18384E-08	6.30772E-08
3.11017E-01	2.22603E-08	6.28857E-08
3.18029E-01	2.26787E-08	6.26973E-08
3.25040E-01	2.30938E-08	6.25119E-08
3.32052E-01	2.35054E-08	6.23294E-08
3.39064E-01	2.39138E-08	6.21500E-08
3.46075E-01	2.43190E-08	6.19734E-08
3.53087E-01	2.47208E-08	6.17997E-08
3.60098E-01	2.51196E-08	6.16289E-08
3.67110E-01	2.55152E-08	6.14610E-08
3.74121E-01	2.59077E-08	6.12958E-08
3.81133E-01	2.62972E-08	6.11334E-08
3.88144E-01	2.66837E-08	6.09737E-08
3.95156E-01	2.70673E-08	6.08167E-08
4.04066E-01	2.75505E-08	6.06210E-08
4.14876E-01	2.81306E-08	6.03893E-08
4.25685E-01	2.87041E-08	6.01637E-08
4.36494E-01	2.92711E-08	5.99441E-08
4.47303E-01	2.98317E-08	5.97303E-08
4.58113E-01	3.03862E-08	5.95222E-08
4.68922E-01	3.09347E-08	5.93197E-08
4.79731E-01	3.14772E-08	5.91227E-08
4.90541E-01	3.20140E-08	5.89310E-08
5.01350E-01	3.25451E-08	5.87445E-08
5.10538E-01	3.29923E-08	5.85900E-08
5.15899E-01	3.32514E-08	5.85015E-08
5.21261E-01	3.35092E-08	5.84143E-08
5.26622E-01	3.37657E-08	5.83282E-08
5.29820E-01	3.39181E-08	5.82774E-08
5.32455E-01	3.40433E-08	5.82359E-08
5.35090E-01	3.41682E-08	5.81947E-08
5.37725E-01	3.42928E-08	5.81537E-08
5.39986E-01	3.43995E-08	5.81188E-08
5.41871E-01	3.44883E-08	5.80898E-08
5.43757E-01	3.45769E-08	5.80610E-08
5.45643E-01	3.46654E-08	5.80323E-08
5.46884E-01	3.47236E-08	5.80135E-08
5.48126E-01	3.47817E-08	5.79948E-08
5.49367E-01	3.48397E-08	5.79761E-08
5.50609E-01	3.48977E-08	5.79574E-08
5.51850E-01	3.49556E-08	5.79389E-08
5.53414E-01	3.50285E-08	5.79156E-08
5.55299E-01	3.51162E-08	5.78876E-08
5.58299E-01	3.52554E-08	5.78434E-08
5.62416E-01	3.54459E-08	5.77832E-08
5.68150E-01	3.57100E-08	5.77005E-08
5.75502E-01	3.60467E-08	5.75963E-08
5.82853E-01	3.63812E-08	5.74941E-08
5.90205E-01	3.67135E-08	5.73938E-08
6.03345E-01	3.73022E-08	5.72193E-08
6.13815E-01	3.77666E-08	5.70845E-08
6.24284E-01	3.82268E-08	5.69533E-08
6.34753E-01	3.86830E-08	5.68257E-08
6.45222E-01	3.91353E-08	5.67016E-08
6.55691E-01	3.95837E-08	5.65809E-08
6.66160E-01	4.00284E-08	5.64634E-08
6.76630E-01	4.04694E-08	5.63491E-08
6.87099E-01	4.09067E-08	5.62380E-08
6.97568E-01	4.13405E-08	5.61299E-08
7.10901E-01	4.18879E-08	5.59964E-08
7.27098E-01	4.25455E-08	5.58405E-08
7.43295E-01	4.31951E-08	5.56911E-08
7.59492E-01	4.38371E-08	5.55479E-08
7.75689E-01	4.44716E-08	5.54106E-08
7.91886E-01	4.50988E-08	5.52791E-08
8.08083E-01	4.57190E-08	5.51530E-08
8.24280E-01	4.63323E-08	5.50320E-08
8.40477E-01	4.69389E-08	5.49161E-08
8.50010E-01	4.72928E-08	5.48500E-08
8.55478E-01	4.74948E-08	5.48129E-08
8.60945E-01	4.76961E-08	5.47763E-08
8.66413E-01	4.78967E-08	5.47401E-08
8.71880E-01	4.80965E-08	5.47045E-08
8.77348E-01	4.82956E-08	5.46694E-08
8.84874E-01	4.85686E-08	5.46218E-08
8.94459E-01	4.89143E-08	5.45626E-08
9.04044E-01	4.92579E-08	5.45047E-08
9.13629E-01	4.95994E-08	5.44482E-08
9.30728E-01	5.02036E-08	5.43508E-08
9.47827E-01	5.08015E-08	5.42574E-08
9.64926E-01	5.13931E-08	5.41679E-08
9.82026E-01	5.19787E-08	5.40821E-08
9.99125E-01	5.25583E-08	5.39998E-08
1.00000E+00	5.25878E-08	5.39956E-08
