T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	5.904330E+01
1.025000E+03	9.756100E-01	3.708960E+01
1.050000E+03	9.523810E-01	2.337880E+01
1.075000E+03	9.302330E-01	1.474940E+01
1.100000E+03	9.090910E-01	9.324800E+00
1.125000E+03	8.888890E-01	5.922740E+00
1.150000E+03	8.695650E-01	3.799490E+00
1.175000E+03	8.510640E-01	2.477680E+00
1.200000E+03	8.333330E-01	1.648710E+00
1.225000E+03	8.163270E-01	1.125400E+00
1.250000E+03	8.000000E-01	7.857710E-01
1.275000E+03	7.843140E-01	5.660880E-01
1.300000E+03	7.692310E-01	4.166220E-01
1.325000E+03	7.547170E-01	3.132490E-01
1.350000E+03	7.407410E-01	2.426720E-01
1.375000E+03	7.272730E-01	1.894870E-01
1.400000E+03	7.142860E-01	1.507150E-01
1.425000E+03	7.017540E-01	1.219320E-01
1.450000E+03	6.896550E-01	1.001070E-01
1.475000E+03	6.779660E-01	8.282190E-02
1.500000E+03	6.666670E-01	6.898950E-02
1.525000E+03	6.557380E-01	5.762700E-02
1.550000E+03	6.451610E-01	4.872950E-02
1.575000E+03	6.349210E-01	4.271470E-02
1.600000E+03	6.250000E-01	3.616690E-02
1.625000E+03	6.153850E-01	3.141130E-02
1.650000E+03	6.060610E-01	2.778180E-02
1.675000E+03	5.970150E-01	2.476540E-02
1.700000E+03	5.882350E-01	2.206220E-02
1.725000E+03	5.797100E-01	1.963150E-02
1.750000E+03	5.714290E-01	1.753750E-02
1.775000E+03	5.633800E-01	1.592960E-02
1.800000E+03	5.555560E-01	1.384240E-02
1.825000E+03	5.479450E-01	1.279900E-02
1.850000E+03	5.405410E-01	1.166780E-02
