T[K]        	1000/T[1/K]  	IDT[ms]     
1.425000E+03	7.017540E-01	4.720730E+00
1.450000E+03	6.896550E-01	3.586330E+00
1.475000E+03	6.779660E-01	2.736220E+00
1.500000E+03	6.666670E-01	2.103930E+00
1.525000E+03	6.557380E-01	1.627530E+00
1.550000E+03	6.451610E-01	1.271630E+00
1.575000E+03	6.349210E-01	9.954750E-01
1.600000E+03	6.250000E-01	7.933380E-01
1.625000E+03	6.153850E-01	6.342240E-01
1.650000E+03	6.060610E-01	5.083020E-01
1.675000E+03	5.970150E-01	4.110830E-01
1.700000E+03	5.882350E-01	3.372600E-01
1.725000E+03	5.797100E-01	2.794360E-01
1.750000E+03	5.714290E-01	2.318960E-01
1.775000E+03	5.633800E-01	1.956570E-01
1.800000E+03	5.555560E-01	1.613320E-01
1.825000E+03	5.479450E-01	1.406520E-01
1.850000E+03	5.405410E-01	1.195550E-01
1.875000E+03	5.333330E-01	1.020270E-01
1.900000E+03	5.263160E-01	8.748360E-02
1.925000E+03	5.194810E-01	7.780350E-02
1.950000E+03	5.128210E-01	6.617520E-02
1.975000E+03	5.063290E-01	5.717240E-02
2.000000E+03	5.000000E-01	5.360380E-02
