T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	9.486160E+01
1.025000E+03	9.756100E-01	5.238630E+01
1.050000E+03	9.523810E-01	2.857060E+01
1.075000E+03	9.302330E-01	1.525250E+01
1.100000E+03	9.090910E-01	7.957850E+00
1.125000E+03	8.888890E-01	4.136430E+00
1.150000E+03	8.695650E-01	2.248650E+00
1.175000E+03	8.510640E-01	1.362730E+00
1.200000E+03	8.333330E-01	9.049470E-01
1.225000E+03	8.163270E-01	6.326380E-01
1.250000E+03	8.000000E-01	4.550070E-01
1.275000E+03	7.843140E-01	3.374340E-01
1.300000E+03	7.692310E-01	2.517990E-01
1.325000E+03	7.547170E-01	1.937960E-01
1.350000E+03	7.407410E-01	1.486420E-01
1.375000E+03	7.272730E-01	1.176320E-01
1.400000E+03	7.142860E-01	9.421350E-02
1.425000E+03	7.017540E-01	7.403400E-02
1.450000E+03	6.896550E-01	6.127450E-02
1.475000E+03	6.779660E-01	4.876680E-02
1.500000E+03	6.666670E-01	4.159280E-02
1.525000E+03	6.557380E-01	3.388070E-02
1.550000E+03	6.451610E-01	2.699570E-02
1.575000E+03	6.349210E-01	2.291260E-02
1.600000E+03	6.250000E-01	2.038380E-02
1.625000E+03	6.153850E-01	1.774640E-02
1.650000E+03	6.060610E-01	1.541620E-02
1.675000E+03	5.970150E-01	1.273360E-02
1.700000E+03	5.882350E-01	9.290970E-03
