T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	3.509210E+01
1.025000E+03	9.756100E-01	2.260270E+01
1.050000E+03	9.523810E-01	1.475360E+01
1.075000E+03	9.302330E-01	9.706310E+00
1.100000E+03	9.090910E-01	6.395810E+00
1.125000E+03	8.888890E-01	4.194970E+00
1.150000E+03	8.695650E-01	2.724460E+00
1.175000E+03	8.510640E-01	1.745350E+00
1.200000E+03	8.333330E-01	1.104200E+00
1.225000E+03	8.163270E-01	6.933440E-01
1.250000E+03	8.000000E-01	4.383070E-01
1.275000E+03	7.843140E-01	2.843680E-01
1.300000E+03	7.692310E-01	1.913320E-01
1.325000E+03	7.547170E-01	1.341160E-01
1.350000E+03	7.407410E-01	9.810570E-02
1.375000E+03	7.272730E-01	7.447180E-02
1.400000E+03	7.142860E-01	5.816910E-02
1.425000E+03	7.017540E-01	4.691880E-02
1.450000E+03	6.896550E-01	3.804030E-02
1.475000E+03	6.779660E-01	3.181560E-02
1.500000E+03	6.666670E-01	2.728110E-02
1.525000E+03	6.557380E-01	2.343140E-02
1.550000E+03	6.451610E-01	2.003820E-02
1.575000E+03	6.349210E-01	1.738080E-02
1.600000E+03	6.250000E-01	1.566200E-02
1.625000E+03	6.153850E-01	1.375220E-02
1.650000E+03	6.060610E-01	1.209360E-02
1.675000E+03	5.970150E-01	1.099950E-02
1.700000E+03	5.882350E-01	9.944450E-03
1.725000E+03	5.797100E-01	9.107500E-03
1.750000E+03	5.714290E-01	8.282850E-03
1.775000E+03	5.633800E-01	7.602710E-03
1.800000E+03	5.555560E-01	6.613170E-03
1.825000E+03	5.479450E-01	6.127780E-03
1.850000E+03	5.405410E-01	5.858050E-03
