y	eta	V	G	Z	P	rhoVel2	temperature	Y_AR	Y_N2	Y_A1CO	Y_H2O2	Y_CH	Y_T-CH2	Y_CVCCVCCJVO	Y_CH2CHO	Y_CH2OH	Y_A1-	Y_TXC5H5O	Y_OC6H4O	Y_C2H3CHO	Y_N-C4H5	Y_C5H4CH2	Y_C3H3	Y_S-CH2	Y_A1CHO	Y_A1CH2O	Y_C6H5CYCH2O	Y_C6H5OCH2	Y_C5H4CH3	Y_C5H6	Y_C5H5CH3-1	Y_C3H2	Y_A-C3H4	Y_A1OH	Y_C6H6O-24	Y_CH2CO	Y_HCCO	Y_C2H3	Y_CH4	Y_C2H6	Y_A-C3H5	Y_C3H6	Y_CH3O	Y_C2H2	Y_C5H5	Y_O	Y_A1	Y_HCO	Y_CH2O	Y_HO2	Y_H	Y_C2H4	Y_C2H5	Y_A1O	Y_CH3	Y_OH	Y_CO	Y_C6H5OCH3	Y_CO2	Y_O2	Y_H2	Y_H2O	Y_OC8H7OOH	X_AR	X_N2	X_A1CO	X_H2O2	X_CH	X_T-CH2	X_CVCCVCCJVO	X_CH2CHO	X_CH2OH	X_A1-	X_TXC5H5O	X_OC6H4O	X_C2H3CHO	X_N-C4H5	X_C5H4CH2	X_C3H3	X_S-CH2	X_A1CHO	X_A1CH2O	X_C6H5CYCH2O	X_C6H5OCH2	X_C5H4CH3	X_C5H6	X_C5H5CH3-1	X_C3H2	X_A-C3H4	X_A1OH	X_C6H6O-24	X_CH2CO	X_HCCO	X_C2H3	X_CH4	X_C2H6	X_A-C3H5	X_C3H6	X_CH3O	X_C2H2	X_C5H5	X_O	X_A1	X_HCO	X_CH2O	X_HO2	X_H	X_C2H4	X_C2H5	X_A1O	X_CH3	X_OH	X_CO	X_C6H5OCH3	X_CO2	X_O2	X_H2	X_H2O	X_OC8H7OOH	f	U	velocity	TotEnt	HeatRelease	density	mean_molar_mass	cp	lambda	mu	chi	ProgVar	ProdRateProgVar	ZBilger	ProdRateCO2	ProdRateH2O	ProdRateCO	ProdRateH2
0.00270345	-0.472871	0.0726434	68.2107	0.859223	3951.71	0.0373568	1080.56	0.763408	1.08125e-19	4.19026e-09	3.32525e-09	1.68923e-16	1.48352e-10	3.16684e-10	5.51946e-10	9.1277e-10	1.32024e-06	7.25165e-09	5.20967e-06	1.0139e-07	5.50695e-08	0.0025932	1.5988e-05	9.84349e-13	0.000412782	7.22516e-10	5.50771e-13	4.58574e-09	0.00232127	0.00289049	0.00676038	3.63879e-06	0.00012392	0.00923262	0.00107191	1.63001e-05	4.97863e-10	1.70528e-08	0.0204778	0.00113083	4.03544e-06	3.21484e-05	1.08184e-09	0.00391272	0.00049	8.38663e-11	0.00942809	3.80627e-08	1.75628e-05	1.53563e-09	7.26645e-10	0.000614674	3.47528e-07	0.00304329	1.91688e-05	2.02787e-09	0.0528942	0.0514236	0.0419146	3.73802e-05	0.00118123	0.0245214	4.81289e-63	0.725717	1.46543e-19	1.51392e-09	3.71233e-09	4.92777e-16	4.01666e-10	1.48308e-10	4.86957e-10	1.11694e-09	6.50286e-07	3.39606e-09	1.8303e-06	6.86807e-08	3.93991e-08	0.0012608	1.55466e-05	2.66515e-12	0.000147719	2.56129e-10	1.95246e-13	1.62563e-09	0.00111421	0.00166069	0.00320416	3.63207e-06	0.000117467	0.00372567	0.000432552	1.47257e-05	4.60824e-10	2.39459e-08	0.0484764	0.00142823	3.7314e-06	2.90142e-05	1.32383e-09	0.00570704	0.000285883	1.99055e-10	0.00458389	4.98124e-08	2.22128e-05	1.76675e-09	2.73758e-08	0.000832122	4.54151e-07	0.00124137	4.84201e-05	4.52787e-09	0.0717134	0.0180595	0.0361676	4.43607e-05	0.0222511	0.0516884	1.20131e-63	7.26434e+28	1.29859	0.169612	-311644	5.78999e+06	0.42829	37.9757	949.927	0.0619395	5.14327e-05	14.0642	0.120511	0.36773	0.875059	0.000391663	0.000208012	0.373027	-0.00589619
0.00270805	-0.470253	0.0723754	68.3842	0.858234	3951.71	0.0373568	1084.76	0.763062	1.08943e-19	4.29857e-09	3.3411e-09	2.07384e-16	1.68115e-10	3.21508e-10	5.49078e-10	9.61524e-10	1.41407e-06	7.17076e-09	5.2738e-06	1.02524e-07	5.86948e-08	0.00263043	1.65023e-05	1.14075e-12	0.000416112	7.47281e-10	5.80795e-13	4.68529e-09	0.00234756	0.00293088	0.00684074	3.6824e-06	0.00012533	0.00935299	0.00108528	1.64558e-05	5.18537e-10	1.78325e-08	0.0204215	0.0011431	4.08556e-06	3.25484e-05	1.12601e-09	0.00394801	0.000507884	8.9592e-11	0.00956706	3.94491e-08	1.76886e-05	1.58858e-09	7.87488e-10	0.000620659	3.6395e-07	0.00309874	2.05834e-05	2.24989e-09	0.0532684	0.0503439	0.042266	3.76488e-05	0.00118612	0.0246804	8.9999e-61	0.724862	1.47544e-19	1.55193e-09	3.72732e-09	6.04535e-16	4.54845e-10	1.50458e-10	4.84074e-10	1.17574e-09	6.95994e-07	3.35574e-09	1.85149e-06	6.9398e-08	4.19623e-08	0.00127797	1.6035e-05	3.08636e-12	0.000148803	2.64716e-10	2.0574e-13	1.65971e-09	0.00112601	0.00168268	0.0032399	3.67293e-06	0.000118717	0.0037715	0.000437627	1.48555e-05	4.79612e-10	2.50225e-08	0.0483079	0.00144268	3.775e-06	2.93539e-05	1.37688e-09	0.00575432	0.000296101	2.12491e-10	0.00464808	5.15893e-08	2.23555e-05	1.82634e-09	2.96465e-08	0.000839614	4.75266e-07	0.00126307	5.19558e-05	5.01995e-09	0.0721684	0.0176675	0.0364443	4.46469e-05	0.0223269	0.0519857	2.24478e-61	7.23754e+28	1.3019	0.169766	-312782	5.90216e+06	0.426324	37.9481	950.25	0.0621635	5.15694e-05	14.2273	0.121401	0.407048	0.874194	0.000434611	0.000217895	0.412828	-0.006433
0.00271261	-0.467664	0.0721097	68.5565	0.85725	3951.71	0.0373568	1088.93	0.762721	1.09759e-19	4.40781e-09	3.35628e-09	2.54026e-16	1.90172e-10	3.26657e-10	5.46503e-10	1.01307e-09	1.51304e-06	7.09888e-09	5.33774e-06	1.03653e-07	6.25439e-08	0.00266776	1.7032e-05	1.31904e-12	0.000419317	7.72294e-10	6.11822e-13	4.78383e-09	0.00237354	0.00297147	0.00691988	3.72636e-06	0.000126742	0.00947286	0.00109856	1.66114e-05	5.40491e-10	1.86438e-08	0.0203654	0.00115536	4.13587e-06	3.29492e-05	1.17121e-09	0.00398327	0.000526703	9.56016e-11	0.00970652	4.08529e-08	1.78121e-05	1.64232e-09	8.53029e-10	0.000626643	3.81055e-07	0.00315425	2.20686e-05	2.49235e-09	0.0536415	0.0492634	0.0426167	3.79168e-05	0.00119099	0.0248389	8.99995e-61	0.724012	1.48541e-19	1.59021e-09	3.74154e-09	7.39962e-16	5.14147e-10	1.52756e-10	4.81454e-10	1.23788e-09	7.44171e-07	3.31969e-09	1.87257e-06	7.01117e-08	4.46816e-08	0.00129517	1.65377e-05	3.56614e-12	0.00014984	2.73378e-10	2.16574e-13	1.69338e-09	0.00113765	0.00170474	0.003275	3.71408e-06	0.000119967	0.00381707	0.000442661	1.49851e-05	4.99555e-10	2.6142e-08	0.0481403	0.00145709	3.81872e-06	2.96938e-05	1.4311e-09	0.00580151	0.00030685	2.26579e-10	0.00471241	5.33864e-08	2.24953e-05	1.88674e-09	3.20906e-08	0.000847093	4.97241e-07	0.00128476	5.56641e-05	5.55689e-09	0.0726212	0.0172758	0.0367201	4.49321e-05	0.0224023	0.0522817	2.24316e-61	7.21097e+28	1.30518	0.169917	-313924	5.99432e+06	0.424381	37.9206	950.558	0.0623865	5.17052e-05	14.39	0.122288	0.449944	0.873332	0.000481537	0.000227831	0.456242	-0.00700701
0.00271715	-0.4651	0.0718459	68.7278	0.856269	3951.71	0.0373568	1093.09	0.762381	1.10574e-19	4.51785e-09	3.37079e-09	3.105e-16	2.14754e-10	3.3215e-10	5.44213e-10	1.06762e-09	1.61741e-06	7.0357e-09	5.40152e-06	1.0478e-07	6.66334e-08	0.00270522	1.75781e-05	1.52194e-12	0.000422394	7.97495e-10	6.43833e-13	4.88098e-09	0.00239921	0.00301228	0.00699777	3.77072e-06	0.000128156	0.00959226	0.00111176	1.6767e-05	5.6381e-10	1.94887e-08	0.0203094	0.0011676	4.18642e-06	3.33511e-05	1.21741e-09	0.00401854	0.000546516	1.01905e-10	0.00984661	4.22718e-08	1.79333e-05	1.69685e-09	9.23661e-10	0.000632629	3.98864e-07	0.00320976	2.36266e-05	2.75694e-09	0.0540139	0.0481812	0.0429672	3.81845e-05	0.00119584	0.0249972	8.99997e-61	0.723165	1.49535e-19	1.62873e-09	3.75498e-09	9.0381e-16	5.80185e-10	1.55212e-10	4.79089e-10	1.30358e-09	7.94925e-07	3.28776e-09	1.89358e-06	7.08222e-08	4.75687e-08	0.0013124	1.70555e-05	4.11171e-12	0.00015083	2.82093e-10	2.27739e-13	1.72652e-09	0.00114912	0.0017269	0.00330946	3.75556e-06	0.000121218	0.00386237	0.000447654	1.51145e-05	5.2073e-10	2.73069e-08	0.0479732	0.00147146	3.86259e-06	3.00341e-05	1.48649e-09	0.00584862	0.000318162	2.41343e-10	0.00477696	5.52005e-08	2.2632e-05	1.94798e-09	3.47226e-08	0.000854566	5.20102e-07	0.00130642	5.95506e-05	6.14235e-09	0.0730723	0.016884	0.0369952	4.52166e-05	0.0224773	0.0525766	2.24154e-61	7.18459e+28	1.30844	0.170066	-315072	6.06425e+06	0.42246	37.8931	950.854	0.0626087	5.18403e-05	14.5526	0.123174	0.496716	0.872471	0.00053277	0.00023778	0.503565	-0.00762025
0.00272168	-0.462558	0.0715838	68.8981	0.855291	3951.71	0.0373568	1097.24	0.762045	1.11388e-19	4.62861e-09	3.38461e-09	3.78786e-16	2.42118e-10	3.38006e-10	5.42204e-10	1.12538e-09	1.72741e-06	6.98089e-09	5.46521e-06	1.05904e-07	7.09816e-08	0.00274285	1.81415e-05	1.75249e-12	0.000425341	8.22824e-10	6.76803e-13	4.97635e-09	0.00242457	0.00305336	0.00707436	3.81554e-06	0.000129575	0.00971126	0.00112488	1.69227e-05	5.88593e-10	2.03694e-08	0.0202536	0.00117984	4.23726e-06	3.37545e-05	1.26464e-09	0.00405385	0.000567388	1.08513e-10	0.00998746	4.37032e-08	1.80522e-05	1.75221e-09	9.99829e-10	0.000638625	4.17402e-07	0.00326524	2.526e-05	3.04552e-09	0.054386	0.0470967	0.0433178	3.84523e-05	0.00120069	0.0251553	8.99999e-61	0.72232	1.50527e-19	1.66744e-09	3.76764e-09	1.10178e-15	6.53637e-10	1.57834e-10	4.76974e-10	1.37311e-09	8.4837e-07	3.25978e-09	1.91451e-06	7.15303e-08	5.0636e-08	0.00132969	1.75895e-05	4.73114e-12	0.000151772	2.90841e-10	2.39228e-13	1.75898e-09	0.00116042	0.00174918	0.00334325	3.79744e-06	0.000122471	0.00390745	0.000452608	1.52438e-05	5.43224e-10	2.85202e-08	0.0478066	0.00148581	3.90665e-06	3.03753e-05	1.54302e-09	0.00589573	0.000330073	2.56806e-10	0.00484176	5.70282e-08	2.27655e-05	2.01007e-09	3.75586e-08	0.000862038	5.43881e-07	0.00132803	6.36214e-05	6.78035e-09	0.0735221	0.016492	0.03727	4.55005e-05	0.022552	0.0528708	2.23991e-61	7.15838e+28	1.31168	0.170211	-316227	6.1096e+06	0.420558	37.8655	951.137	0.0628302	5.19745e-05	14.7151	0.12406	0.54769	0.87161	0.000588673	0.000247701	0.555128	-0.00827492
0.00272619	-0.460036	0.071323	69.0678	0.854314	3951.71	0.0373568	1101.38	0.76171	1.12203e-19	4.73998e-09	3.39772e-09	4.61268e-16	2.72548e-10	3.44247e-10	5.40469e-10	1.1866e-09	1.84332e-06	6.93417e-09	5.52884e-06	1.07028e-07	7.5609e-08	0.00278067	1.87236e-05	2.01414e-12	0.000428155	8.48212e-10	7.10704e-13	5.06953e-09	0.00244964	0.00309476	0.00714962	3.86087e-06	0.000131	0.00982994	0.00113793	1.70788e-05	6.14947e-10	2.12884e-08	0.0201978	0.00119209	4.28846e-06	3.41597e-05	1.31287e-09	0.00408924	0.000589389	1.15437e-10	0.0101292	4.51445e-08	1.81689e-05	1.80843e-09	1.08203e-09	0.000644636	4.36698e-07	0.00332064	2.69719e-05	3.36014e-09	0.054758	0.046009	0.0436689	3.87203e-05	0.00120553	0.0253135	8.99999e-61	0.721477	1.51519e-19	1.70632e-09	3.77948e-09	1.34072e-15	7.35252e-10	1.60631e-10	4.75101e-10	1.44676e-09	9.04635e-07	3.2356e-09	1.93539e-06	7.22364e-08	5.38977e-08	0.00134705	1.81406e-05	5.43354e-12	0.000152665	2.99597e-10	2.51028e-13	1.79061e-09	0.00117156	0.0017716	0.00337636	3.83976e-06	0.000123727	0.00395232	0.000457525	1.53731e-05	5.67133e-10	2.97851e-08	0.0476402	0.00150014	3.95097e-06	3.07176e-05	1.6007e-09	0.00594287	0.000342622	2.72993e-10	0.00490691	5.88661e-08	2.28959e-05	2.07305e-09	4.06171e-08	0.000869518	5.68609e-07	0.00134958	6.78835e-05	7.47535e-09	0.0739711	0.0160993	0.0375447	4.57843e-05	0.0226264	0.0531644	2.23828e-61	7.1323e+28	1.31491	0.170355	-317390	6.12784e+06	0.418673	37.838	951.408	0.0630511	5.21078e-05	14.8778	0.124946	0.603226	0.870748	0.000649649	0.000257545	0.611292	-0.0089734
0.00273069	-0.45753	0.0710633	69.237	0.853338	3951.71	0.0373568	1105.51	0.761377	1.13021e-19	4.85188e-09	3.41012e-09	5.60812e-16	3.06356e-10	3.50895e-10	5.39002e-10	1.25155e-09	1.96542e-06	6.89531e-09	5.59247e-06	1.08151e-07	8.0538e-08	0.00281874	1.93256e-05	2.31073e-12	0.000430833	8.73589e-10	7.45502e-13	5.16009e-09	0.00247441	0.00313653	0.0072235	3.9068e-06	0.000132432	0.00994836	0.00115091	1.72353e-05	6.42995e-10	2.22482e-08	0.020142	0.00120436	4.34006e-06	3.45672e-05	1.36211e-09	0.00412475	0.000612595	1.2269e-10	0.010272	4.65928e-08	1.82832e-05	1.86555e-09	1.17084e-09	0.000650669	4.5678e-07	0.00337591	2.87652e-05	3.70306e-09	0.0551305	0.0449172	0.0440209	3.8989e-05	0.00121038	0.0254719	8.99999e-61	0.720635	1.5251e-19	1.74532e-09	3.7905e-09	1.62886e-15	8.25854e-10	1.63614e-10	4.73465e-10	1.52482e-09	9.63854e-07	3.21512e-09	1.95623e-06	7.29412e-08	5.73694e-08	0.00136449	1.87102e-05	6.2291e-12	0.000153508	3.08335e-10	2.63126e-13	1.82126e-09	0.00118254	0.0017942	0.00340875	3.8826e-06	0.000124988	0.00399701	0.000462406	1.55027e-05	5.92567e-10	3.11052e-08	0.0474739	0.00151447	3.9956e-06	3.10613e-05	1.65952e-09	0.00599009	0.000355852	2.89933e-10	0.00497246	6.07102e-08	2.30231e-05	2.13697e-09	4.39185e-08	0.000877014	5.94322e-07	0.00137104	7.23441e-05	8.23224e-09	0.0744199	0.0157058	0.0378197	4.60683e-05	0.0227008	0.053458	2.23665e-61	7.10633e+28	1.31813	0.170496	-318564	6.11622e+06	0.416803	37.8103	951.667	0.063272	5.22408e-05	15.0408	0.125834	0.663718	0.869884	0.000716137	0.000267262	0.672453	-0.00971828
0.00273518	-0.455037	0.0708043	69.4059	0.852361	3951.71	0.0373568	1109.64	0.761046	1.1384e-19	4.96416e-09	3.42177e-09	6.80845e-16	3.43882e-10	3.57972e-10	5.37798e-10	1.32048e-09	2.094e-06	6.86408e-09	5.65614e-06	1.09275e-07	8.57923e-08	0.00285707	1.99489e-05	2.64651e-12	0.000433371	8.98868e-10	7.81146e-13	5.24753e-09	0.00249887	0.00317871	0.00729592	3.95337e-06	0.000133872	0.0100666	0.00116381	1.73925e-05	6.72866e-10	2.32517e-08	0.0200861	0.00121664	4.39214e-06	3.49773e-05	1.41234e-09	0.00416041	0.000637085	1.30283e-10	0.010416	4.80447e-08	1.83951e-05	1.92359e-09	1.26686e-09	0.000656729	4.77674e-07	0.00343097	3.06429e-05	4.07671e-09	0.0555038	0.0438207	0.0443741	3.92585e-05	0.00121523	0.0256306	9e-61	0.719792	1.53503e-19	1.7844e-09	3.80066e-09	1.97604e-15	9.26331e-10	1.66791e-10	4.72061e-10	1.60763e-09	1.02616e-06	3.19821e-09	1.97705e-06	7.36451e-08	6.10673e-08	0.00138203	1.92995e-05	7.12905e-12	0.000154299	3.17024e-10	2.75505e-13	1.85077e-09	0.00119336	0.001817	0.0034404	3.926e-06	0.000126255	0.00404153	0.00046725	1.56326e-05	6.1964e-10	3.24844e-08	0.0473073	0.00152879	4.04057e-06	3.14068e-05	1.71947e-09	0.00603745	0.000369806	3.07651e-10	0.00503847	6.25561e-08	2.31471e-05	2.20184e-09	4.74855e-08	0.000884532	6.21051e-07	0.00139238	7.701e-05	9.05624e-09	0.0748688	0.0153112	0.0380951	4.63528e-05	0.0227751	0.0537517	2.23501e-61	7.08043e+28	1.32135	0.170635	-319748	6.07179e+06	0.414945	37.7826	951.914	0.0634931	5.23738e-05	15.2043	0.126724	0.729585	0.869017	0.000788608	0.00027679	0.739031	-0.0105121
0.00273968	-0.452557	0.070546	69.5745	0.851383	3951.71	0.0373568	1113.78	0.760715	1.14662e-19	5.07666e-09	3.43266e-09	8.25427e-16	3.85477e-10	3.65503e-10	5.36852e-10	1.39369e-09	2.22931e-06	6.84033e-09	5.71985e-06	1.104e-07	9.13961e-08	0.00289568	2.05948e-05	3.02611e-12	0.000435761	9.23951e-10	8.17565e-13	5.33134e-09	0.00252301	0.00322133	0.00736676	4.00064e-06	0.000135322	0.0101845	0.00117665	1.75504e-05	7.04694e-10	2.43015e-08	0.0200301	0.00122894	4.44472e-06	3.53903e-05	1.46354e-09	0.00419625	0.000662933	1.38225e-10	0.0105613	4.94959e-08	1.85044e-05	1.98258e-09	1.37075e-09	0.000662818	4.99398e-07	0.0034857	3.26074e-05	4.48357e-09	0.0558781	0.0427194	0.0447287	3.95291e-05	0.0012201	0.0257898	9e-61	0.71895	1.54498e-19	1.8235e-09	3.80994e-09	2.3939e-15	1.03762e-09	1.70175e-10	4.70883e-10	1.6955e-09	1.09166e-06	3.18479e-09	1.99785e-06	7.43483e-08	6.50082e-08	0.00139967	1.99096e-05	8.14558e-12	0.000155035	3.25631e-10	2.88137e-13	1.87894e-09	0.001204	0.00184	0.00347124	3.97001e-06	0.000127528	0.00408589	0.000472054	1.5763e-05	6.48472e-10	3.3926e-08	0.0471406	0.00154311	4.08593e-06	3.17542e-05	1.78048e-09	0.00608497	0.000384527	3.26166e-10	0.00510499	6.43981e-08	2.32675e-05	2.26769e-09	5.13417e-08	0.000892076	6.48817e-07	0.00141355	8.18866e-05	9.95273e-09	0.0753181	0.0149154	0.0383713	4.66378e-05	0.0228495	0.0540457	2.23336e-61	7.0546e+28	1.32456	0.170773	-320945	5.99138e+06	0.413099	37.7547	952.15	0.0637144	5.25067e-05	15.3682	0.127617	0.801253	0.868147	0.00086755	0.000286062	0.811457	-0.0113573
0.00274417	-0.450088	0.0702883	69.743	0.850404	3951.71	0.0373568	1117.92	0.760386	1.15487e-19	5.18916e-09	3.44273e-09	9.99349e-16	4.31511e-10	3.73507e-10	5.36158e-10	1.47141e-09	2.37155e-06	6.82393e-09	5.78361e-06	1.11526e-07	9.73731e-08	0.00293459	2.12641e-05	3.45446e-12	0.000437998	9.4872e-10	8.54659e-13	5.41094e-09	0.00254681	0.0032644	0.00743588	4.04864e-06	0.000136782	0.0103023	0.00118939	1.77091e-05	7.38613e-10	2.54002e-08	0.0199739	0.00124126	4.49783e-06	3.58062e-05	1.51564e-09	0.00423227	0.000690209	1.46524e-10	0.010708	5.09414e-08	1.8611e-05	2.04251e-09	1.4832e-09	0.000668939	5.21964e-07	0.00353998	3.46603e-05	4.9262e-09	0.0562534	0.0416133	0.0450848	3.98008e-05	0.00122497	0.0259496	9e-61	0.718106	1.55495e-19	1.86253e-09	3.8183e-09	2.89616e-15	1.16067e-09	1.73772e-10	4.69926e-10	1.78874e-09	1.16045e-06	3.1748e-09	2.01862e-06	7.50509e-08	6.92082e-08	0.00141743	2.05415e-05	9.29172e-12	0.000155716	3.34113e-10	3.00987e-13	1.90558e-09	0.00121445	0.00186322	0.00350122	4.01466e-06	0.000128809	0.00413005	0.000476813	1.58937e-05	6.79182e-10	3.54336e-08	0.0469735	0.00155742	4.13169e-06	3.21035e-05	1.8425e-09	0.00613266	0.000400051	3.45493e-10	0.00517202	6.62298e-08	2.33841e-05	2.33451e-09	5.55122e-08	0.000899647	6.77633e-07	0.0014345	8.69777e-05	1.09272e-08	0.0757678	0.0145184	0.0386481	4.69237e-05	0.0229238	0.0543402	2.23171e-61	7.02883e+28	1.32777	0.170908	-322155	5.87166e+06	0.411264	37.7268	952.375	0.0639361	5.26397e-05	15.5328	0.128513	0.879154	0.867274	0.000953457	0.000295001	0.890161	-0.0122561
0.00274866	-0.44763	0.070031	69.9113	0.849423	3951.71	0.0373568	1122.07	0.760057	1.16316e-19	5.3014e-09	3.45197e-09	1.20826e-15	4.82367e-10	3.82006e-10	5.35712e-10	1.55393e-09	2.5209e-06	6.81477e-09	5.84739e-06	1.12652e-07	1.03748e-07	0.00297379	2.19582e-05	3.93691e-12	0.000440074	9.73048e-10	8.92313e-13	5.4857e-09	0.00257022	0.00330795	0.00750311	4.09739e-06	0.000138252	0.0104196	0.00120203	1.78686e-05	7.74767e-10	2.65504e-08	0.0199175	0.00125358	4.55148e-06	3.62251e-05	1.56858e-09	0.00426849	0.000718981	1.55184e-10	0.0108559	5.23757e-08	1.87146e-05	2.10337e-09	1.60494e-09	0.000675092	5.45377e-07	0.00359365	3.6803e-05	5.40724e-09	0.0566298	0.0405028	0.0454425	4.00738e-05	0.00122986	0.0261098	9e-61	0.717261	1.56494e-19	1.9014e-09	3.82569e-09	3.499e-15	1.29649e-09	1.77594e-10	4.69186e-10	1.88764e-09	1.23262e-06	3.16818e-09	2.03936e-06	7.57526e-08	7.36844e-08	0.0014353	2.11962e-05	1.05815e-11	0.000156337	3.42425e-10	3.14014e-13	1.93047e-09	0.00122471	0.00188667	0.00353025	4.05998e-06	0.000130096	0.00417399	0.000481522	1.60249e-05	7.11897e-10	3.70106e-08	0.0468061	0.00157172	4.17787e-06	3.24549e-05	1.90544e-09	0.00618054	0.000416418	3.6564e-10	0.00523959	6.80438e-08	2.34969e-05	2.40228e-09	6.00238e-08	0.000907246	7.07502e-07	0.00145517	9.22858e-05	1.19853e-08	0.0762181	0.0141205	0.0389258	4.72103e-05	0.0229981	0.0546351	2.23005e-61	7.0031e+28	1.33097	0.171041	-323379	5.70919e+06	0.40944	37.6987	952.588	0.0641582	5.27727e-05	15.6979	0.129412	0.963729	0.866398	0.00104684	0.000303523	0.975589	-0.0132106
0.00275316	-0.445182	0.0697742	70.0795	0.84844	3951.71	0.0373568	1126.22	0.759729	1.17148e-19	5.41317e-09	3.46032e-09	1.45892e-15	5.38464e-10	3.91023e-10	5.35508e-10	1.64151e-09	2.67757e-06	6.81273e-09	5.9112e-06	1.1378e-07	1.10549e-07	0.00301329	2.26782e-05	4.47936e-12	0.000441982	9.96804e-10	9.30402e-13	5.55504e-09	0.00259322	0.00335198	0.00756828	4.14694e-06	0.000139733	0.0105366	0.00121456	1.8029e-05	8.13318e-10	2.7755e-08	0.0198609	0.00126591	4.60571e-06	3.66469e-05	1.62229e-09	0.00430491	0.000749327	1.64211e-10	0.0110053	5.37931e-08	1.88151e-05	2.16517e-09	1.73681e-09	0.000681278	5.69646e-07	0.00364653	3.90369e-05	5.92961e-09	0.0570074	0.0393881	0.0458019	4.0348e-05	0.00123477	0.0262707	9e-61	0.716416	1.57495e-19	1.94003e-09	3.83208e-09	4.2217e-15	1.44619e-09	1.81651e-10	4.68657e-10	1.99254e-09	1.30824e-06	3.16487e-09	2.06008e-06	7.64534e-08	7.84557e-08	0.00145327	2.18748e-05	1.20305e-11	0.000156898	3.50523e-10	3.27173e-13	1.95341e-09	0.00123474	0.00191036	0.00355824	4.10601e-06	0.000131391	0.0042177	0.000486176	1.61566e-05	7.46761e-10	3.86609e-08	0.0466383	0.00158599	4.22448e-06	3.28083e-05	1.96921e-09	0.00622861	0.000433669	3.86618e-10	0.0053077	6.98329e-08	2.36054e-05	2.47101e-09	6.49073e-08	0.000914876	7.38432e-07	0.00147548	9.78142e-05	1.31333e-08	0.076669	0.0137216	0.0392043	4.74978e-05	0.0230726	0.0549306	2.22838e-61	6.97742e+28	1.33417	0.171172	-324617	5.50036e+06	0.407626	37.6705	952.792	0.0643807	5.29058e-05	15.8636	0.130315	1.05546	0.865517	0.00114828	0.000311539	1.06822	-0.0142229
0.00275766	-0.442742	0.0695176	70.2478	0.847455	3951.71	0.0373568	1130.38	0.759402	1.17984e-19	5.52426e-09	3.46775e-09	1.75941e-15	6.00269e-10	4.00589e-10	5.3554e-10	1.7345e-09	2.8418e-06	6.81775e-09	5.97506e-06	1.14908e-07	1.17807e-07	0.00305311	2.34258e-05	5.08845e-12	0.000443715	1.01986e-09	9.68802e-13	5.61834e-09	0.00261578	0.00339654	0.00763123	4.19735e-06	0.000141225	0.0106532	0.00122696	1.81903e-05	8.54462e-10	2.90179e-08	0.0198041	0.00127824	4.66056e-06	3.70721e-05	1.6767e-09	0.00434156	0.000781336	1.73613e-10	0.0111562	5.51882e-08	1.89123e-05	2.22793e-09	1.8798e-09	0.000687503	5.94783e-07	0.00369848	4.13643e-05	6.49662e-09	0.0573865	0.0382689	0.0461633	4.06237e-05	0.00123969	0.0264323	9e-61	0.715569	1.585e-19	1.97836e-09	3.83742e-09	5.08742e-15	1.61097e-09	1.85955e-10	4.68332e-10	2.10383e-09	1.38744e-06	3.16482e-09	2.08077e-06	7.71537e-08	8.35441e-08	0.00147137	2.2579e-05	1.36561e-11	0.000157394	3.5836e-10	3.4042e-13	1.97418e-09	0.00124455	0.00193429	0.00358514	4.1528e-06	0.000132695	0.00426116	0.000490769	1.62889e-05	7.83948e-10	4.03896e-08	0.04647	0.00160024	4.27157e-06	3.3164e-05	2.03372e-09	0.00627692	0.000451854	4.08448e-10	0.00537642	7.15902e-08	2.37095e-05	2.54072e-09	7.01981e-08	0.00092254	7.70438e-07	0.00149537	0.000103568	1.43783e-08	0.0771208	0.0133217	0.0394839	4.77864e-05	0.0231471	0.0552269	2.2267e-61	6.95176e+28	1.33737	0.171302	-325870	5.24128e+06	0.40582	37.6422	952.984	0.0646039	5.3039e-05	16.03	0.131222	1.15487	0.864632	0.0012584	0.00031896	1.16859	-0.0152957
