Reactions	Percentage
R819: HNO+NO2=NO+HONO	-0.0011457663970989341
R804: NH2+HNO=NO+NH3	-0.0033827448489181368
R917: NCO+HNO=NO+HNCO	-0.006672438362485513
R807: HNO=NO+H	-0.6079652600264395
R797: HNO+H=H2+NO	-3.9026792064341715
R798: HNO+O=OH+NO	-7.823545218154902
R800: HNO+OH=H2O+NO	-20.124264416119686
R802: HNO+O2=HO2+NO	-67.52996080209547
