T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	3.158950E+01
1.025000E+03	9.756100E-01	1.934020E+01
1.050000E+03	9.523810E-01	1.207180E+01
1.075000E+03	9.302330E-01	7.642900E+00
1.100000E+03	9.090910E-01	4.884320E+00
1.125000E+03	8.888890E-01	3.140740E+00
1.150000E+03	8.695650E-01	2.031170E+00
1.175000E+03	8.510640E-01	1.324130E+00
1.200000E+03	8.333330E-01	8.781350E-01
1.225000E+03	8.163270E-01	5.954330E-01
1.250000E+03	8.000000E-01	4.166140E-01
1.275000E+03	7.843140E-01	2.998400E-01
1.300000E+03	7.692310E-01	2.205530E-01
1.325000E+03	7.547170E-01	1.649450E-01
1.350000E+03	7.407410E-01	1.255440E-01
1.375000E+03	7.272730E-01	9.711430E-02
1.400000E+03	7.142860E-01	7.579600E-02
1.425000E+03	7.017540E-01	5.960240E-02
1.450000E+03	6.896550E-01	4.765370E-02
1.475000E+03	6.779660E-01	3.869010E-02
1.500000E+03	6.666670E-01	3.136980E-02
1.525000E+03	6.557380E-01	2.661130E-02
1.550000E+03	6.451610E-01	2.150840E-02
1.575000E+03	6.349210E-01	1.836670E-02
1.600000E+03	6.250000E-01	1.522720E-02
1.625000E+03	6.153850E-01	1.312000E-02
1.650000E+03	6.060610E-01	1.091130E-02
1.675000E+03	5.970150E-01	9.313450E-03
1.700000E+03	5.882350E-01	7.956150E-03
