T[K]        	1000/T[1/K]  	IDT[ms]     
1.000000E+03	1.000000E+00	4.708340E+01
1.025000E+03	9.756100E-01	2.743970E+01
1.050000E+03	9.523810E-01	1.602320E+01
1.075000E+03	9.302330E-01	9.305080E+00
1.100000E+03	9.090910E-01	5.330650E+00
1.125000E+03	8.888890E-01	3.008200E+00
1.150000E+03	8.695650E-01	1.672250E+00
1.175000E+03	8.510640E-01	9.385640E-01
1.200000E+03	8.333330E-01	5.469550E-01
1.225000E+03	8.163270E-01	3.463490E-01
1.250000E+03	8.000000E-01	2.383170E-01
1.275000E+03	7.843140E-01	1.688390E-01
1.300000E+03	7.692310E-01	1.243920E-01
1.325000E+03	7.547170E-01	9.389110E-02
1.350000E+03	7.407410E-01	7.234880E-02
1.375000E+03	7.272730E-01	5.721940E-02
1.400000E+03	7.142860E-01	4.326960E-02
1.425000E+03	7.017540E-01	3.403890E-02
1.450000E+03	6.896550E-01	3.022540E-02
1.475000E+03	6.779660E-01	2.305150E-02
1.500000E+03	6.666670E-01	1.974270E-02
1.525000E+03	6.557380E-01	1.451400E-02
1.550000E+03	6.451610E-01	1.119050E-02
1.575000E+03	6.349210E-01	9.202420E-03
1.600000E+03	6.250000E-01	7.593560E-03
1.625000E+03	6.153850E-01	6.321710E-03
1.650000E+03	6.060610E-01	6.060250E-03
1.675000E+03	5.970150E-01	5.018820E-03
1.700000E+03	5.882350E-01	4.909100E-03
