Reactions	Percentage
R944: NCN+NO=N2O+CN	-0.00970389620358347
R945: NCN+O2=NO+NCO	-0.02177329206907494
R939: NCN+OH=NH+NCO	-0.8151213964092121
R942: NCN+H=N+HNC	-1.4430370487782749
R941: NCN+OH=NO+HCN	-1.728619204265896
R940: NCN+H=N+HCN	-24.137701305703136
R946: NCN+O=NO+CN	-71.84404385657082
