         time	   rf_plus_rp	         rfrp	  rf_minus_rp
 5.207572E-04	 7.403016E+02	 7.393016E+02	 7.383016E+02
 1.028636E-03	 7.444253E+02	 7.434253E+02	 7.424253E+02
 1.536448E-03	 7.862496E+02	 7.852496E+02	 7.842496E+02
 2.005198E-03	 7.723066E+02	 7.713066E+02	 7.703066E+02
 2.513010E-03	 7.822931E+02	 7.812931E+02	 7.802931E+02
 3.020823E-03	 7.682392E+02	 7.672392E+02	 7.662392E+02
 3.528635E-03	 7.703015E+02	 7.693015E+02	 7.683015E+02
 4.036448E-03	 7.626661E+02	 7.616661E+02	 7.606661E+02
 4.505198E-03	 6.373509E+02	 6.363509E+02	 6.353509E+02
 5.013010E-03	 6.493176E+02	 6.483176E+02	 6.473176E+02
 5.520823E-03	 1.348491E+02	 1.338491E+02	 1.328491E+02
 6.028635E-03	 1.468356E+02	 1.458356E+02	 1.448356E+02
 6.536448E-03	 1.568243E+02	 1.558243E+02	 1.548243E+02
 7.005198E-03	 1.668131E+02	 1.658131E+02	 1.648131E+02
 7.513010E-03	 1.787995E+02	 1.777995E+02	 1.767995E+02
 8.020823E-03	 1.887883E+02	 1.877883E+02	 1.867883E+02
 8.528635E-03	 7.920401E+00	 6.920401E+00	 5.920401E+00
 9.036448E-03	 7.920401E+00	 6.920401E+00	 5.920401E+00
 9.504884E-03	 6.993243E+00	 5.993243E+00	 4.993243E+00
 1.001120E-02	 5.893463E+00	 4.893463E+00	 3.893463E+00
 1.050225E-02	 3.825242E+00	 2.825242E+00	 1.825242E+00
 1.100184E-02	 3.825242E+00	 2.825242E+00	 1.825242E+00
 1.150127E-02	 5.893463E+00	 4.893463E+00	 3.893463E+00
 1.200023E-02	 8.990991E+00	 7.990991E+00	 6.990991E+00
 1.250116E-02	 9.236925E+00	 8.236925E+00	 7.236925E+00
 1.300124E-02	 8.474888E+00	 7.474888E+00	 6.474888E+00
 1.350067E-02	 9.236925E+00	 8.236925E+00	 7.236925E+00
 1.400006E-02	 9.236925E+00	 8.236925E+00	 7.236925E+00
