T[K]        	1000/T[1/K]  	IDT[ms]     
1.500000E+03	6.666670E-01	1.425600E+00
1.525000E+03	6.557380E-01	1.093340E+00
1.550000E+03	6.451610E-01	8.462000E-01
1.575000E+03	6.349210E-01	6.570290E-01
1.600000E+03	6.250000E-01	5.165380E-01
1.625000E+03	6.153850E-01	4.078690E-01
1.650000E+03	6.060610E-01	3.275150E-01
1.675000E+03	5.970150E-01	2.636420E-01
1.700000E+03	5.882350E-01	2.149260E-01
1.725000E+03	5.797100E-01	1.780190E-01
1.750000E+03	5.714290E-01	1.468070E-01
1.775000E+03	5.633800E-01	1.214590E-01
1.800000E+03	5.555560E-01	1.038430E-01
1.825000E+03	5.479450E-01	8.721760E-02
1.850000E+03	5.405410E-01	7.475560E-02
1.875000E+03	5.333330E-01	6.471430E-02
1.900000E+03	5.263160E-01	5.645830E-02
1.925000E+03	5.194810E-01	4.836320E-02
1.950000E+03	5.128210E-01	4.219710E-02
1.975000E+03	5.063290E-01	3.657030E-02
2.000000E+03	5.000000E-01	3.235160E-02
2.025000E+03	4.938270E-01	2.837440E-02
2.050000E+03	4.878050E-01	2.548130E-02
2.075000E+03	4.819280E-01	2.277700E-02
2.100000E+03	4.761900E-01	2.039260E-02
2.125000E+03	4.705880E-01	1.964730E-02
2.150000E+03	4.651160E-01	1.609920E-02
2.175000E+03	4.597700E-01	1.438460E-02
2.200000E+03	4.545450E-01	1.345060E-02
2.225000E+03	4.494380E-01	1.248370E-02
2.250000E+03	4.444440E-01	1.155620E-02
